MPOLICY,PN,POLICY_BILL_DAY,PAID_TO_DATE,BILLED_TO_DATE,MBILLDAY_before,MBILLDAY_after,MSTATUS,MISSDT,MPAIDTO
010780202C,9010780202,              0,    20260703,      20260803,0,3,44,19860203,20260703
010780393C,9010780393,              0,    20270201,      20270201,0,1,22,19860201,20270201
010780510C,9010780510,              0,    20270209,      20270209,0,9,22,19860209,20270209
010780526C,9010780526,              0,    20260804,      20260804,0,4,22,19860204,20260804
010780591C,9010780591,              0,    20270209,      20270209,0,9,22,19860209,20270209
010780870C,9010780870,              0,    20050714,      20260814,0,14,45,19860214,20050714
010781047C,9010781047,              0,    20260811,      20260811,0,11,22,19860211,20260811
010781128C,9010781128,              0,    20270218,      20270218,0,18,22,19860218,20270218
010781300C,9010781300,              0,    20260519,      20260819,0,19,22,19860219,20260519
010781702C,9010781702,              0,    20270215,      20270215,0,15,22,19860215,20270215
010781721C,9010781721,              0,    19910907,      20260807,0,7,45,19860207,19910907
010782062C,9010782062,              0,    20270218,      20270218,0,18,22,19860218,20270218
010782064C,9010782064,              0,    20270226,      20270226,0,26,22,19860226,20270226
010782078C,9010782078,              0,    20260718,      20260718,0,18,22,19860318,20260718
010782119C,9010782119,              0,    20260715,      20260715,0,15,22,19860215,20260715
010782332C,9010782332,              0,    20270221,      20270221,0,21,22,19860221,20270221
010782571C,9010782571,              0,    20260819,      20260819,0,19,22,19860219,20260819
010783066C,9010783066,              0,    20260712,      20260812,0,12,22,19860212,20260712
010783070C,9010783070,              0,    20270218,      20270218,0,18,44,19860218,20270218
010783071C,9010783071,              0,    20270218,      20270218,0,18,44,19860218,20270218
010783085C,9010783085,              0,    20260903,      20260903,0,3,22,19860303,20260903
010783087C,9010783087,              0,    20260903,      20260903,0,3,22,19860303,20260903
010783101C,9010783101,              0,    20270226,      20270226,0,26,22,19860226,20270226
010783138C,9010783138,              0,    20260819,      20260819,0,19,22,19860219,20260819
010783269C,9010783269,              0,    20261002,      20261002,0,2,22,19860402,20261002
010783278C,9010783278,              0,    20270313,      20270313,0,13,22,19860313,20270313
010783747C,9010783747,              0,    20260827,      20260827,0,27,22,19860227,20260827
010783785C,9010783785,              0,    20270227,      20270227,0,27,22,19860227,20270227
010783786C,9010783786,              0,    20270227,      20270227,0,27,22,19860227,20270227
010784075C,9010784075,              0,    20270305,      20270305,0,5,22,19860305,20270305
010784370C,9010784370,              0,    20270525,      20270525,0,25,22,19860525,20270525
010784731C,9010784731,              0,    20270305,      20270305,0,5,22,19860305,20270305
010784732C,9010784732,              0,    20260703,      20261003,0,3,22,19860703,20260703
010784914C,9010784914,              0,    20270303,      20270303,0,3,22,19860303,20270303
010785059C,9010785059,              0,    20011205,      20011205,0,5,44,19860305,20011205
010785061C,9010785061,              0,    20270305,      20270305,0,5,22,19860305,20270305
010785163C,9010785163,              0,    20270212,      20270212,0,12,22,19860212,20270212
010785324C,9010785324,              0,    20270318,      20270318,0,18,22,19860318,20270318
010786316C,9010786316,              0,    20270415,      20270415,0,15,22,19860415,20270415
010786800C,9010786800,              0,    20270312,      20270312,0,12,22,19860312,20270312
010786872C,9010786872,              0,    20270324,      20270324,0,24,22,19860324,20270324
010787237C,9010787237,              0,    20270402,      20270402,0,2,22,19860402,20270402
010787351C,9010787351,              0,    19930326,      20270326,0,26,45,19860326,19930326
010787513C,9010787513,              0,    20270403,      20270403,0,3,22,19860403,20270403
010787560C,9010787560,              0,    20270328,      20270328,0,28,22,19860328,20270328
010787639C,9010787639,              0,    20250414,      20250414,0,14,22,19860414,20250414
010787668C,9010787668,              0,    20270317,      20270317,0,17,22,19860317,20270317
010787669C,9010787669,              0,    20270327,      20270327,0,27,22,19860327,20270327
010787761C,9010787761,              0,    20261007,      20261007,0,7,22,19860407,20261007
010787952C,9010787952,              0,    20270407,      20270407,0,7,22,19860407,20270407
010788102C,9010788102,              0,    20260708,      20260808,0,8,22,19860408,20260708
010788860C,9010788860,              0,    20260705,      20261005,0,5,22,19860405,20260705
010788886C,9010788886,              0,    20270407,      20270407,0,7,22,19860407,20270407
010789546C,9010789546,              0,    20270417,      20270417,0,17,22,19860417,20270417
010789547C,9010789547,              0,    20261017,      20261017,0,17,22,19860417,20261017
010790002C,9010790002,              0,    20261014,      20261014,0,14,22,19860414,20261014
010790077C,9010790077,              0,    20270414,      20270414,0,14,22,19860414,20270414
010790170C,9010790170,              0,    20260722,      20261022,0,22,22,19860422,20260722
010790287C,9010790287,              0,    20270417,      20270417,0,17,22,19860417,20270417
010790531C,9010790531,              0,    20260706,      20260706,0,6,22,19860406,20260706
010790532C,9010790532,              0,    20260706,      20260706,0,6,22,19860406,20260706
010790754C,9010790754,              0,    20270422,      20270422,0,22,22,19860422,20270422
010791405C,9010791405,              0,    20270418,      20270418,0,18,22,19860418,20270418
010791457C,9010791457,              0,    20260718,      20260818,0,18,22,19860418,20260718
010791498C,9010791498,              0,    20260701,      20260801,0,1,22,19860501,20260701
010791789C,9010791789,              0,    20000105,      20000105,0,5,44,19860505,20000105
010792456C,9010792456,              0,    20261101,      20261101,0,1,22,19860501,20261101
010792541C,9010792541,              0,    20260724,      20261024,0,24,22,19860424,20260724
010792607C,9010792607,              0,    20270512,      20270512,0,12,22,19860512,20270512
010792884C,9010792884,              0,    20270507,      20270507,0,7,22,19860507,20270507
010792961C,9010792961,              0,    20270515,      20270515,0,15,22,19860515,20270515
010793353C,9010793353,              0,    20270610,      20270610,0,10,22,19860610,20270610
010793451C,9010793451,              0,    20270609,      20270609,0,9,22,19860609,20270609
010793598C,9010793598,              0,    20270520,      20270520,0,20,22,19860520,20270520
010793830C,9010793830,              0,    20270523,      20270523,0,23,22,19860523,20270523
010793836C,9010793836,              0,    20050223,      20050523,0,23,44,19860523,20050223
010794098C,9010794098,              0,    20270514,      20270514,0,14,22,19860514,20270514
010794265C,9010794265,              0,    20270516,      20270516,0,16,22,19860516,20270516
010794367C,9010794367,              0,    20261115,      20261115,0,15,22,19860515,20261115
010794435C,9010794435,              0,    20260819,      20260819,0,19,22,19860519,20260819
010794514C,9010794514,              0,    20270601,      20270601,0,1,22,19860601,20270601
010794629C,9010794629,              0,    20261119,      20261119,0,19,22,19860519,20261119
010794730C,9010794730,              0,    20270601,      20270601,0,1,22,19860601,20270601
010794731C,9010794731,              0,    20270601,      20270601,0,1,22,19860601,20270601
010794751C,9010794751,              0,    20270601,      20270601,0,1,22,19860601,20270601
010795228C,9010795228,              0,    20260726,      20260726,0,26,22,19860526,20260726
010795361C,9010795361,              0,    20270527,      20270527,0,27,22,19860527,20270527
010795840C,9010795840,              0,    20260701,      20260801,0,1,22,19860601,20260701
010795898C,9010795898,              0,    20270528,      20270528,0,28,22,19860528,20270528
010796058C,9010796058,              0,    20090803,      20091103,0,3,44,19860603,20090803
010796355C,9010796355,              0,    20270602,      20270602,0,2,22,19860602,20270602
010796356C,9010796356,              0,    20270602,      20270602,0,2,22,19860602,20270602
010796707C,9010796707,              0,    20270605,      20270605,0,5,22,19860605,20270605
010796908C,9010796908,              0,    20270606,      20270606,0,6,22,19860606,20270606
010796912C,9010796912,              0,    20260716,      20270716,0,16,22,19860716,20260716
010796916C,9010796916,              0,    20270605,      20270605,0,5,22,19860605,20270605
010797196C,9010797196,              0,    20260826,      20260826,0,26,22,19860526,20260826
010797765C,9010797765,              0,    20270620,      20270620,0,20,22,19860620,20270620
010797766C,9010797766,              0,    20270616,      20270616,0,16,22,19860616,20270616
010797832C,9010797832,              0,    20270613,      20270613,0,13,22,19860613,20270613
010798018C,9010798018,              0,    20260716,      20260716,0,16,22,19860716,20260716
010798029C,9010798029,              0,    20260805,      20260805,0,5,22,19860805,20260805
010798030C,9010798030,              0,    20270613,      20270613,0,13,22,19860613,20270613
010799270C,9010799270,              0,    20260623,      20260923,0,23,22,19860623,20260623
010799487C,9010799487,              0,    20260701,      20270701,0,1,22,19860701,20260701
010799590C,9010799590,              0,    20260701,      20270701,0,1,22,19860701,20260701
010799675C,9010799675,              0,    20260709,      20270709,0,9,22,19860709,20260709
010800286C,9010800286,              0,    20260701,      20270701,0,1,22,19860701,20260701
010801256C,9010801256,              0,    20260714,      20270714,0,14,22,19860714,20260714
010802045C,9010802045,              0,    20260718,      20270718,0,18,22,19860718,20260718
010802626C,9010802626,              0,    20260801,      20260801,0,1,22,19860801,20260801
010802643C,9010802643,              0,    20260717,      20261017,0,17,22,19860717,20260717
010802644C,9010802644,              0,    20260717,      20261017,0,17,22,19860717,20260717
010802647C,9010802647,              0,    20260715,      20270715,0,15,22,19860715,20260715
010802649C,9010802649,              0,    20260723,      20260723,0,23,22,19860723,20260723
010802911C,9010802911,              0,    20260717,      20270717,0,17,22,19860717,20260717
010803644C,9010803644,              0,    20260918,      20260918,0,18,22,19860918,20260918
010803649C,9010803649,              0,    20260902,      20260902,0,2,22,19860902,20260902
