reconstructed_claim_id,payout_codes_detected,payout_total,linked_gross_components,linked_offset_components,linked_interest_components,chain_balancing_status,payout_chain_confidence
RC-9010404600-1-SURRENDER_CLAIM-C5-20231201,,0.0,,0412,,BALANCED,HIGH
RC-9010404600-1-SURRENDER_CLAIM-C6-20241201,,0.0,,0412,,BALANCED,HIGH
RC-9010404600-1-SURRENDER_CLAIM-C7-20251201,,0.0,,0412,,BALANCED,HIGH
RC-9010404857-1-DEATH_CLAIM-C0-20180118,0094,6292.7,0530,,,UNBALANCED,LOW
RC-9010404857-1-SURRENDER_CLAIM-C0-20180118,,0.0,,0412,,BALANCED,HIGH
RC-9010405440-1-SURRENDER_CLAIM-C0-20180122,,0.0,,0412,,BALANCED,HIGH
RC-9010405440-1-SURRENDER_CLAIM-C1-20181228,,0.0,,0412,,BALANCED,HIGH
RC-9010405440-1-SURRENDER_CLAIM-C2-20191228,,0.0,,0412,,BALANCED,HIGH
RC-9010405440-1-SURRENDER_CLAIM-C3-20201228,,0.0,,0412,,BALANCED,HIGH
RC-9010405440-1-SURRENDER_CLAIM-C4-20211228,,0.0,,0412,,BALANCED,HIGH
RC-9010405440-1-SURRENDER_CLAIM-C5-20221228,,0.0,,0412,,BALANCED,HIGH
RC-9010405440-1-SURRENDER_CLAIM-C6-20231228,,0.0,,0412,,BALANCED,HIGH
RC-9010405440-1-SURRENDER_CLAIM-C7-20241228,,0.0,,0412,,BALANCED,HIGH
RC-9010405440-1-SURRENDER_CLAIM-C8-20251228,,0.0,,0412,,BALANCED,HIGH
RC-9010405642-1-SURRENDER_CLAIM-C0-20191121,,0.0,0560,,,UNBALANCED,LOW
RC-9010405858-1-SURRENDER_CLAIM-C0-20200113,,0.0,0560,,,UNBALANCED,LOW
RC-9010406795-1-DEATH_CLAIM-C0-20180706,0094,8750.51,0530,,,UNBALANCED,LOW
RC-9010406795-2-DEATH_CLAIM-C0-20180706,,0.0,0530,,,UNBALANCED,LOW
RC-9010406962-1-DEATH_CLAIM-C0-20210726,0094,883.67,0530,,,BALANCED,HIGH
RC-9010407533-1-DEATH_CLAIM-C0-20250911,0094,9206.17,0530,,,UNBALANCED,LOW
RC-9010407533-2-DEATH_CLAIM-C0-20250911,,0.0,0530,,,UNBALANCED,LOW
RC-9010407925-1-SURRENDER_CLAIM-C0-20180301,,0.0,,0412,,BALANCED,HIGH
RC-9010407925-1-SURRENDER_CLAIM-C1-20190301,,0.0,,0412,,BALANCED,HIGH
RC-9010407925-1-SURRENDER_CLAIM-C2-20200301,,0.0,,0412,,BALANCED,HIGH
RC-9010407925-1-SURRENDER_CLAIM-C3-20210301,,0.0,,0412,,BALANCED,HIGH
RC-9010407925-1-SURRENDER_CLAIM-C4-20220301,,0.0,,0412,,BALANCED,HIGH
RC-9010407925-1-SURRENDER_CLAIM-C5-20230301,,0.0,,0412,,BALANCED,HIGH
RC-9010407925-1-SURRENDER_CLAIM-C6-20240301,,0.0,,0412,,BALANCED,HIGH
RC-9010407925-1-SURRENDER_CLAIM-C7-20250301,,0.0,,0412,,BALANCED,HIGH
RC-9010407925-1-SURRENDER_CLAIM-C8-20260301,,0.0,,0412,,BALANCED,HIGH
RC-9010410566-1-DEATH_CLAIM-C0-20230429,0094,5470.48,0530,,,UNBALANCED,LOW
RC-9010410566-2-DEATH_CLAIM-C0-20230429,,0.0,0530,,,UNBALANCED,LOW
RC-9010410714-1-DEATH_CLAIM-C0-20190611,0094,6140.25,0530,,,UNBALANCED,LOW
RC-9010410714-2-DEATH_CLAIM-C0-20190611,,0.0,0530,,,UNBALANCED,LOW
RC-9010411499-1-DEATH_CLAIM-C0-20200830,0094,20934.25,0530,,,UNBALANCED,LOW
RC-9010411499-1-DEATH_CLAIM-C1-20210930,0094,10467.29,,,,UNBALANCED,LOW
RC-9010411499-2-DEATH_CLAIM-C0-20200830,,0.0,0530,,,UNBALANCED,LOW
RC-9010411727-1-DEATH_CLAIM-C0-20190315,0094,17235.67,0530,,,UNBALANCED,LOW
RC-9010412522-1-DEATH_CLAIM-C0-20190718,0094,20435.43,0530,,,UNBALANCED,LOW
RC-9010412522-2-DEATH_CLAIM-C0-20190718,,0.0,0530,,,UNBALANCED,LOW
RC-9010412526-1-DEATH_CLAIM-C0-20200727,0094,9197.24,0530,,,UNBALANCED,LOW
RC-9010412526-2-DEATH_CLAIM-C0-20200727,,0.0,0530,,,UNBALANCED,LOW
RC-9010412640-1-SURRENDER_CLAIM-C0-20180412,,0.0,0560,,,UNBALANCED,LOW
RC-9010413417-1-DEATH_CLAIM-C0-20181227,0094,11563.2,0530,,,UNBALANCED,LOW
RC-9010413417-2-DEATH_CLAIM-C0-20181227,,0.0,0530,,,UNBALANCED,LOW
RC-9010413628-1-DEATH_CLAIM-C0-20210531,0094,10234.54,0530,,,UNBALANCED,LOW
RC-9010413628-2-DEATH_CLAIM-C0-20210531,,0.0,0530,,,UNBALANCED,LOW
RC-9010413745-1-SURRENDER_CLAIM-C0-20180622,,0.0,0560,,,UNBALANCED,LOW
RC-9010414235-1-DEATH_CLAIM-C0-20201120,0094,9060.74,0530,,,UNBALANCED,LOW
RC-9010414235-2-DEATH_CLAIM-C0-20201120,,0.0,0530,,,UNBALANCED,LOW
RC-9010415834-1-DEATH_CLAIM-C0-20200601,0094,9380.63,0530,,,UNBALANCED,LOW
RC-9010415834-2-DEATH_CLAIM-C0-20200601,,0.0,0530,,,UNBALANCED,LOW
RC-9010417200-1-DEATH_CLAIM-C0-20200521,0094,3283.18,0530,,0630,UNBALANCED,LOW
RC-9010417200-1-SURRENDER_CLAIM-C0-20180501,,0.0,,0412,,BALANCED,HIGH
RC-9010417200-1-SURRENDER_CLAIM-C1-20190501,,0.0,,0412,,BALANCED,HIGH
RC-9010417200-1-SURRENDER_CLAIM-C2-20200501,,0.0,,0412,,BALANCED,HIGH
RC-9010417200-2-DEATH_CLAIM-C0-20200521,,0.0,0530,,,UNBALANCED,LOW
RC-9010418088-1-DEATH_CLAIM-C0-20240629,0094,10000.0,0530,,,BALANCED,HIGH
RC-9010418562-1-DEATH_CLAIM-C0-20180504,0094,6816.41,0530,,,UNBALANCED,LOW
RC-9010418562-2-DEATH_CLAIM-C0-20180504,,0.0,0530,,,UNBALANCED,LOW
RC-9010420983-1-SURRENDER_CLAIM-C0-20180108,,0.0,0560,0411|0412,,UNBALANCED,LOW
RC-9010422033-1-SURRENDER_CLAIM-C0-20180601,,0.0,,0412,,BALANCED,HIGH
RC-9010422033-1-SURRENDER_CLAIM-C1-20190601,,0.0,,0412,,BALANCED,HIGH
RC-9010422033-1-SURRENDER_CLAIM-C2-20200601,,0.0,,0412,,BALANCED,HIGH
RC-9010422033-1-SURRENDER_CLAIM-C3-20210601,,0.0,0560,0412,,UNBALANCED,LOW
RC-9010422722-1-SURRENDER_CLAIM-C0-20180701,,0.0,,0412,,BALANCED,HIGH
RC-9010422722-1-SURRENDER_CLAIM-C1-20190701,,0.0,,0412,,BALANCED,HIGH
RC-9010422722-1-SURRENDER_CLAIM-C2-20200701,,0.0,,0412,,BALANCED,HIGH
RC-9010422722-1-SURRENDER_CLAIM-C3-20210701,,0.0,,0412,,BALANCED,HIGH
RC-9010422722-1-SURRENDER_CLAIM-C4-20220701,,0.0,,0412,,BALANCED,HIGH
RC-9010422722-1-SURRENDER_CLAIM-C5-20230701,,0.0,,0412,,BALANCED,HIGH
RC-9010422722-1-SURRENDER_CLAIM-C6-20240701,,0.0,,0412,,BALANCED,HIGH
RC-9010422722-1-SURRENDER_CLAIM-C7-20250701,,0.0,,0412,,BALANCED,HIGH
RC-9010424798-1-DEATH_CLAIM-C0-20230921,0094,8389.72,0530,,,UNBALANCED,LOW
RC-9010424798-2-DEATH_CLAIM-C0-20230921,,0.0,0530,,,UNBALANCED,LOW
RC-9010425718-1-DEATH_CLAIM-C0-20181217,0094,6498.54,0530,,0630,UNBALANCED,LOW
RC-9010425718-2-DEATH_CLAIM-C0-20181217,,0.0,0530,,,UNBALANCED,LOW
RC-9010425720-1-DEATH_CLAIM-C0-20201105,0094,1918.99,0530,,,UNBALANCED,LOW
RC-9010425720-1-SURRENDER_CLAIM-C0-20180614,,0.0,,0412,,BALANCED,HIGH
RC-9010425720-1-SURRENDER_CLAIM-C1-20180919,,0.0,,0412,,BALANCED,HIGH
RC-9010425720-1-SURRENDER_CLAIM-C2-20191010,,0.0,,0412,,BALANCED,HIGH
RC-9010425720-2-DEATH_CLAIM-C0-20201105,,0.0,0530,,,UNBALANCED,LOW
RC-9010425845-1-DEATH_CLAIM-C0-20210625,0094,7547.16,0530,,,MINOR_VARIANCE,LOW
RC-9010425845-1-DISBURSEMENT_CLAIM-C0-20201229,0090,64.8,,,,BALANCED,HIGH
RC-9010425928-1-DEATH_CLAIM-C0-20231017,0094,11036.05,0530,,,UNBALANCED,LOW
RC-9010425928-2-DEATH_CLAIM-C0-20231017,,0.0,0530,,,UNBALANCED,LOW
RC-9010425941-1-SURRENDER_CLAIM-C0-20171213,,0.0,,0411|0412,,BALANCED,HIGH
RC-9010425941-1-SURRENDER_CLAIM-C1-20180613,,0.0,,0412,,BALANCED,HIGH
RC-9010425941-1-SURRENDER_CLAIM-C10-20240613,,0.0,,0412,,BALANCED,HIGH
RC-9010425941-1-SURRENDER_CLAIM-C11-20250613,,0.0,,0412,,BALANCED,HIGH
RC-9010425941-1-SURRENDER_CLAIM-C2-20181213,,0.0,,0411|0412,,BALANCED,HIGH
RC-9010425941-1-SURRENDER_CLAIM-C3-20190613,,0.0,,0411|0412,,BALANCED,HIGH
RC-9010425941-1-SURRENDER_CLAIM-C4-20191213,,0.0,,0411|0412,,BALANCED,HIGH
RC-9010425941-1-SURRENDER_CLAIM-C5-20200613,,0.0,,0412,,BALANCED,HIGH
RC-9010425941-1-SURRENDER_CLAIM-C6-20201213,,0.0,,0411|0412,,BALANCED,HIGH
RC-9010425941-1-SURRENDER_CLAIM-C7-20210613,,0.0,,0411|0412,,BALANCED,HIGH
RC-9010425941-1-SURRENDER_CLAIM-C8-20220613,,0.0,,0412,,BALANCED,HIGH
RC-9010425941-1-SURRENDER_CLAIM-C9-20230613,,0.0,,0412,,BALANCED,HIGH
RC-9010425942-1-SURRENDER_CLAIM-C0-20180226,,0.0,0560,0412,,UNBALANCED,LOW
RC-9010426657-1-DEATH_CLAIM-C0-20220923,0094,484.5,0530,,,UNBALANCED,LOW
RC-9010426657-1-DISBURSEMENT_CLAIM-C0-20221122,0090,968.98,,,,BALANCED,HIGH
RC-9010426657-1-SURRENDER_CLAIM-C0-20180801,,0.0,,0412,,BALANCED,HIGH
RC-9010426657-1-SURRENDER_CLAIM-C1-20190801,,0.0,,0412,,BALANCED,HIGH
RC-9010426657-1-SURRENDER_CLAIM-C2-20200801,,0.0,,0412,,BALANCED,HIGH
RC-9010426657-1-SURRENDER_CLAIM-C3-20210801,,0.0,,0412,,BALANCED,HIGH
RC-9010426657-1-SURRENDER_CLAIM-C4-20220801,,0.0,,0412,,BALANCED,HIGH
RC-9010426657-2-DEATH_CLAIM-C0-20220923,,0.0,0530,,,UNBALANCED,LOW
RC-9010426747-1-SURRENDER_CLAIM-C0-20180701,,0.0,,0412,,BALANCED,HIGH
RC-9010426747-1-SURRENDER_CLAIM-C1-20190701,,0.0,,0412,,BALANCED,HIGH
RC-9010426747-1-SURRENDER_CLAIM-C2-20200312,,0.0,0560,0412,,UNBALANCED,LOW
RC-9010426858-1-DEATH_CLAIM-C0-20181213,0094,14301.78,0530,,,UNBALANCED,LOW
RC-9010426858-2-DEATH_CLAIM-C0-20181213,,0.0,0530,,,UNBALANCED,LOW
RC-9010426961-1-DEATH_CLAIM-C0-20260125,0094,22043.15,0530,,,UNBALANCED,LOW
RC-9010426961-2-DEATH_CLAIM-C0-20260125,,0.0,0530,,,UNBALANCED,LOW
RC-9010427457-1-DEATH_CLAIM-C0-20231007,0094,8367.72,0530,,,UNBALANCED,LOW
RC-9010427457-2-DEATH_CLAIM-C0-20231007,,0.0,0530,,,UNBALANCED,LOW
RC-9010427723-1-DEATH_CLAIM-C0-20180117,0094,13503.51,0530,,0630,UNBALANCED,LOW
RC-9010427723-2-DEATH_CLAIM-C0-20180117,,0.0,0530,,,UNBALANCED,LOW
RC-9010428771-1-DEATH_CLAIM-C0-20200311,0094,10023.62,0530,,0630,UNBALANCED,LOW
RC-9010428771-2-DEATH_CLAIM-C0-20200311,,0.0,0530,,,UNBALANCED,LOW
RC-9010429064-1-DEATH_CLAIM-C0-20240110,0094,22711.07,0530,,0630,UNBALANCED,LOW
RC-9010429064-2-DEATH_CLAIM-C0-20240110,,0.0,0530,,,UNBALANCED,LOW
RC-9010429259-1-DEATH_CLAIM-C0-20200707,0094,17507.35,0530,,0630,UNBALANCED,LOW
RC-9010429259-2-DEATH_CLAIM-C0-20200707,,0.0,0530,,,UNBALANCED,LOW
RC-9010429532-1-DEATH_CLAIM-C0-20210810,0094,7186.35,0530,,,UNBALANCED,LOW
RC-9010429532-2-DEATH_CLAIM-C0-20210810,,0.0,0530,,,UNBALANCED,LOW
RC-9010429558-1-DEATH_CLAIM-C0-20210821,0094,12604.44,0530,,0630,UNBALANCED,LOW
RC-9010429558-2-DEATH_CLAIM-C0-20210821,,0.0,0530,,,UNBALANCED,LOW
RC-9010429710-1-SURRENDER_CLAIM-C0-20180901,,0.0,,0412,,BALANCED,HIGH
RC-9010429710-1-SURRENDER_CLAIM-C1-20190901,,0.0,,0412,,BALANCED,HIGH
RC-9010429710-1-SURRENDER_CLAIM-C2-20200901,,0.0,,0412,,BALANCED,HIGH
RC-9010429710-1-SURRENDER_CLAIM-C3-20210901,,0.0,,0412,,BALANCED,HIGH
RC-9010429710-1-SURRENDER_CLAIM-C4-20220901,,0.0,,0412,,BALANCED,HIGH
RC-9010429710-1-SURRENDER_CLAIM-C5-20230405,,0.0,0560,0412,,UNBALANCED,LOW
RC-9010429711-1-SURRENDER_CLAIM-C0-20180901,,0.0,,0412,,BALANCED,HIGH
RC-9010429711-1-SURRENDER_CLAIM-C1-20190901,,0.0,,0412,,BALANCED,HIGH
RC-9010429711-1-SURRENDER_CLAIM-C2-20200901,,0.0,,0412,,BALANCED,HIGH
RC-9010429711-1-SURRENDER_CLAIM-C3-20210901,,0.0,,0412,,BALANCED,HIGH
RC-9010429711-1-SURRENDER_CLAIM-C4-20220901,,0.0,,0412,,BALANCED,HIGH
RC-9010429711-1-SURRENDER_CLAIM-C5-20230901,,0.0,,0412,,BALANCED,HIGH
RC-9010429711-1-SURRENDER_CLAIM-C6-20240901,,0.0,,0412,,BALANCED,HIGH
RC-9010429711-1-SURRENDER_CLAIM-C7-20250901,,0.0,,0412,,BALANCED,HIGH
RC-9010429711-1-SURRENDER_CLAIM-C8-20260413,,0.0,0560,0412,,UNBALANCED,LOW
RC-9010429893-1-SURRENDER_CLAIM-C0-20210408,,0.0,0560,,,UNBALANCED,LOW
RC-9010429958-1-DEATH_CLAIM-C0-20260221,0094,20283.84,0530,,,UNBALANCED,LOW
RC-9010429958-2-DEATH_CLAIM-C0-20260221,,0.0,0530,,,UNBALANCED,LOW
RC-9010429965-1-DEATH_CLAIM-C0-20251105,0094,21055.31,0530,,,UNBALANCED,LOW
RC-9010429965-2-DEATH_CLAIM-C0-20251105,,0.0,0530,,,UNBALANCED,LOW
RC-9010430023-1-DEATH_CLAIM-C0-20201201,0094,10226.15,0530,,0630,UNBALANCED,LOW
RC-9010430023-2-DEATH_CLAIM-C0-20201201,,0.0,0530,,,UNBALANCED,LOW
RC-9010430086-1-DEATH_CLAIM-C0-20200112,0094,6481.27,0530,,,UNBALANCED,LOW
RC-9010430086-2-DEATH_CLAIM-C0-20200112,,0.0,0530,,,UNBALANCED,LOW
RC-9010430295-1-SURRENDER_CLAIM-C0-20230901,,0.0,0560,,,UNBALANCED,LOW
RC-9010430296-1-DEATH_CLAIM-C0-20230726,0094,11639.54,0530,,0630,UNBALANCED,LOW
RC-9010430296-2-DEATH_CLAIM-C0-20230726,,0.0,0530,,,UNBALANCED,LOW
RC-9010431738-1-DEATH_CLAIM-C0-20190712,0094,8655.45,0530,,0630,UNBALANCED,LOW
RC-9010431738-2-DEATH_CLAIM-C0-20190712,,0.0,0530,,,UNBALANCED,LOW
RC-9010432782-1-DEATH_CLAIM-C0-20190307,0094,10394.33,0530,,,UNBALANCED,LOW
RC-9010432782-3-DEATH_CLAIM-C0-20190307,,0.0,0530,,,UNBALANCED,LOW
RC-9010432865-1-SURRENDER_CLAIM-C0-20250514,,0.0,0560,,,UNBALANCED,LOW
RC-9010432866-1-SURRENDER_CLAIM-C0-20250514,,0.0,0560,,,UNBALANCED,LOW
RC-9010433786-1-DEATH_CLAIM-C0-20180514,0094,10592.28,0530,,0630,UNBALANCED,LOW
RC-9010433786-2-DEATH_CLAIM-C0-20180514,,0.0,0530,,,UNBALANCED,LOW
RC-9010434092-1-SURRENDER_CLAIM-C0-20181201,,0.0,,0412,,BALANCED,HIGH
RC-9010434092-1-SURRENDER_CLAIM-C1-20191201,,0.0,,0412,,BALANCED,HIGH
RC-9010434092-1-SURRENDER_CLAIM-C2-20201201,,0.0,,0412,,BALANCED,HIGH
RC-9010434092-1-SURRENDER_CLAIM-C3-20211201,,0.0,,0412,,BALANCED,HIGH
RC-9010434092-1-SURRENDER_CLAIM-C4-20221201,,0.0,,0412,,BALANCED,HIGH
RC-9010434092-1-SURRENDER_CLAIM-C5-20231201,,0.0,,0412,,BALANCED,HIGH
RC-9010434092-1-SURRENDER_CLAIM-C6-20241201,,0.0,,0412,,BALANCED,HIGH
RC-9010434092-1-SURRENDER_CLAIM-C7-20251201,,0.0,,0412,,BALANCED,HIGH
RC-9010434419-1-DEATH_CLAIM-C0-20240224,0094,5603.16,0530,,,MINOR_VARIANCE,LOW
RC-9010434419-2-DEATH_CLAIM-C0-20240224,,0.0,0530,,,MINOR_VARIANCE,LOW
RC-9010434421-1-DISBURSEMENT_CLAIM-C0-20191203,0090,4.23,,,,BALANCED,HIGH
RC-9010434421-1-SURRENDER_CLAIM-C0-20180108,,0.0,,0412,,BALANCED,HIGH
RC-9010434424-1-SURRENDER_CLAIM-C0-20240228,,0.0,0560,,,UNBALANCED,LOW
RC-9010434747-1-DEATH_CLAIM-C0-20190326,0094,8205.59,0530,,0630,UNBALANCED,LOW
RC-9010434747-1-DEATH_CLAIM-C1-20190719,0094,8205.6,,,,UNBALANCED,LOW
RC-9010434747-1-DISBURSEMENT_CLAIM-C0-20190719,0090,8205.6,,,,BALANCED,HIGH
RC-9010434747-2-DEATH_CLAIM-C0-20190326,,0.0,0530,,,UNBALANCED,LOW
RC-9010434876-1-DEATH_CLAIM-C0-20230302,0094,9032.41,0530,,,UNBALANCED,LOW
RC-9010434876-2-DEATH_CLAIM-C0-20230302,,0.0,0530,,,UNBALANCED,LOW
RC-9010435248-1-SURRENDER_CLAIM-C0-20180116,,0.0,0560,,,UNBALANCED,LOW
RC-9010435466-1-DEATH_CLAIM-C0-20190129,0094,5232.9,0530,,,UNBALANCED,LOW
RC-9010435466-2-DEATH_CLAIM-C0-20190129,,0.0,0530,,,UNBALANCED,LOW
RC-9010435671-1-SURRENDER_CLAIM-C0-20181207,,0.0,,0412,,BALANCED,HIGH
RC-9010435671-1-SURRENDER_CLAIM-C1-20191207,,0.0,,0412,,BALANCED,HIGH
RC-9010435671-1-SURRENDER_CLAIM-C2-20201207,,0.0,,0412,,BALANCED,HIGH
RC-9010435671-1-SURRENDER_CLAIM-C3-20211207,,0.0,,0412,,BALANCED,HIGH
RC-9010435671-1-SURRENDER_CLAIM-C4-20221207,,0.0,,0412,,BALANCED,HIGH
RC-9010435671-1-SURRENDER_CLAIM-C5-20231207,,0.0,,0412,,BALANCED,HIGH
RC-9010435671-1-SURRENDER_CLAIM-C6-20241207,,0.0,,0412,,BALANCED,HIGH
RC-9010435671-1-SURRENDER_CLAIM-C7-20251207,,0.0,,0412,,BALANCED,HIGH
RC-9010435672-1-SURRENDER_CLAIM-C0-20181207,,0.0,,0412,,BALANCED,HIGH
RC-9010435672-1-SURRENDER_CLAIM-C1-20191207,,0.0,,0412,,BALANCED,HIGH
RC-9010435672-1-SURRENDER_CLAIM-C2-20201207,,0.0,,0412,,BALANCED,HIGH
RC-9010435672-1-SURRENDER_CLAIM-C3-20211207,,0.0,,0412,,BALANCED,HIGH
RC-9010435672-1-SURRENDER_CLAIM-C4-20221207,,0.0,,0412,,BALANCED,HIGH
RC-9010435672-1-SURRENDER_CLAIM-C5-20231207,,0.0,,0412,,BALANCED,HIGH
RC-9010435672-1-SURRENDER_CLAIM-C6-20241207,,0.0,,0412,,BALANCED,HIGH
RC-9010435672-1-SURRENDER_CLAIM-C7-20251207,,0.0,,0412,,BALANCED,HIGH
RC-9010436044-1-DEATH_CLAIM-C0-20181023,0094,8604.11,0530,,0630,UNBALANCED,LOW
RC-9010436044-2-DEATH_CLAIM-C0-20181023,,0.0,0530,,,UNBALANCED,LOW
RC-9010436599-1-DEATH_CLAIM-C0-20190212,0094,1113.76,0530,,0630,BALANCED,HIGH
RC-9010436691-1-DEATH_CLAIM-C0-20201203,0094,5556.76,0530,,0630,UNBALANCED,LOW
RC-9010436691-2-DEATH_CLAIM-C0-20201203,,0.0,0530,,,UNBALANCED,LOW
RC-9010436727-1-DEATH_CLAIM-C0-20240321,0094,6152.21,0530,,,UNBALANCED,LOW
RC-9010436727-2-DEATH_CLAIM-C0-20240321,,0.0,0530,,,UNBALANCED,LOW
RC-9010436955-1-DEATH_CLAIM-C0-20230930,0094,8082.47,0530,,0630,UNBALANCED,LOW
RC-9010436955-2-DEATH_CLAIM-C0-20230930,,0.0,0530,,,UNBALANCED,LOW
RC-9010437232-1-SURRENDER_CLAIM-C0-20180215,,0.0,,0412,,BALANCED,HIGH
RC-9010437232-1-SURRENDER_CLAIM-C1-20190215,,0.0,,0412,,BALANCED,HIGH
RC-9010437232-1-SURRENDER_CLAIM-C2-20200215,,0.0,,0412,,BALANCED,HIGH
RC-9010437232-1-SURRENDER_CLAIM-C3-20210215,,0.0,,0412,,BALANCED,HIGH
RC-9010437232-1-SURRENDER_CLAIM-C4-20220215,,0.0,,0412,,BALANCED,HIGH
RC-9010437232-1-SURRENDER_CLAIM-C5-20230215,,0.0,,0412,,BALANCED,HIGH
RC-9010437232-1-SURRENDER_CLAIM-C6-20240215,,0.0,,0412,,BALANCED,HIGH
RC-9010437232-1-SURRENDER_CLAIM-C7-20250215,,0.0,,0412,,BALANCED,HIGH
RC-9010437232-1-SURRENDER_CLAIM-C8-20260215,,0.0,,0412,,BALANCED,HIGH
RC-9010437335-1-DEATH_CLAIM-C0-20240324,0094,9730.59,0530,,0630,UNBALANCED,LOW
RC-9010437335-2-DEATH_CLAIM-C0-20240324,,0.0,0530,,,UNBALANCED,LOW
RC-9010437794-1-DEATH_CLAIM-C0-20201015,0094,5233.31,0530,,,UNBALANCED,LOW
RC-9010437794-2-DEATH_CLAIM-C0-20201015,,0.0,0530,,,UNBALANCED,LOW
RC-9010438325-1-DEATH_CLAIM-C0-20231225,0094,4063.27,0530,,0630,BALANCED,HIGH
RC-9010438556-1-SURRENDER_CLAIM-C0-20180307,,0.0,,0412,,BALANCED,HIGH
RC-9010438556-1-SURRENDER_CLAIM-C1-20190309,,0.0,,0412,,BALANCED,HIGH
RC-9010438556-1-SURRENDER_CLAIM-C2-20200226,,0.0,,0412,,BALANCED,HIGH
RC-9010438556-1-SURRENDER_CLAIM-C3-20210304,,0.0,,0412,,BALANCED,HIGH
RC-9010438556-1-SURRENDER_CLAIM-C4-20220302,,0.0,,0412,,BALANCED,HIGH
RC-9010438556-1-SURRENDER_CLAIM-C5-20230227,,0.0,,0412,,BALANCED,HIGH
RC-9010438556-1-SURRENDER_CLAIM-C6-20240227,,0.0,,0412,,BALANCED,HIGH
RC-9010438556-1-SURRENDER_CLAIM-C7-20250225,,0.0,,0412,,BALANCED,HIGH
RC-9010438556-1-SURRENDER_CLAIM-C8-20260224,,0.0,,0412,,BALANCED,HIGH
RC-9010438821-1-DEATH_CLAIM-C0-20190402,0094,15476.47,0530,,0630,UNBALANCED,LOW
RC-9010438821-1-SURRENDER_CLAIM-C0-20180315,,0.0,,0412,,BALANCED,HIGH
RC-9010438821-1-SURRENDER_CLAIM-C1-20190315,,0.0,,0412,,BALANCED,HIGH
RC-9010438821-2-DEATH_CLAIM-C0-20190402,,0.0,0530,,,UNBALANCED,LOW
RC-9010438942-1-DEATH_CLAIM-C0-20221231,0094,5187.31,0530,,,UNBALANCED,LOW
RC-9010438942-2-DEATH_CLAIM-C0-20221231,,0.0,0530,,,UNBALANCED,LOW
RC-9010439084-1-DISBURSEMENT_CLAIM-C0-20250311,0090,10199.7,,,,BALANCED,HIGH
RC-9010439128-1-SURRENDER_CLAIM-C0-20180401,,0.0,,0412,,BALANCED,HIGH
RC-9010439128-1-SURRENDER_CLAIM-C1-20190401,,0.0,,0412,,BALANCED,HIGH
RC-9010439128-1-SURRENDER_CLAIM-C2-20200401,,0.0,,0412,,BALANCED,HIGH
RC-9010439128-1-SURRENDER_CLAIM-C3-20210401,,0.0,,0412,,BALANCED,HIGH
RC-9010439128-1-SURRENDER_CLAIM-C4-20220401,,0.0,,0412,,BALANCED,HIGH
RC-9010439128-1-SURRENDER_CLAIM-C5-20230401,,0.0,,0412,,BALANCED,HIGH
RC-9010439128-1-SURRENDER_CLAIM-C6-20240401,,0.0,,0412,,BALANCED,HIGH
RC-9010439128-1-SURRENDER_CLAIM-C7-20250401,,0.0,,0412,,BALANCED,HIGH
RC-9010439128-1-SURRENDER_CLAIM-C8-20260401,,0.0,,0412,,BALANCED,HIGH
RC-9010439156-1-SURRENDER_CLAIM-C0-20241231,,0.0,,0411|0412,,BALANCED,HIGH
RC-9010439181-1-SURRENDER_CLAIM-C0-20240923,,0.0,0560,,,UNBALANCED,LOW
RC-9010439277-1-SURRENDER_CLAIM-C0-20180314,,0.0,,0412,,BALANCED,HIGH
RC-9010439277-1-SURRENDER_CLAIM-C1-20190314,,0.0,,0412,,BALANCED,HIGH
RC-9010439277-1-SURRENDER_CLAIM-C2-20190514,,0.0,,0412,,BALANCED,HIGH
RC-9010439277-1-SURRENDER_CLAIM-C3-20200314,,0.0,,0412,,BALANCED,HIGH
RC-9010439277-1-SURRENDER_CLAIM-C4-20210314,,0.0,,0412,,BALANCED,HIGH
RC-9010439277-1-SURRENDER_CLAIM-C5-20220314,,0.0,,0412,,BALANCED,HIGH
RC-9010439277-1-SURRENDER_CLAIM-C6-20230314,,0.0,,0412,,BALANCED,HIGH
RC-9010439277-1-SURRENDER_CLAIM-C7-20240314,,0.0,,0412,,BALANCED,HIGH
RC-9010439277-1-SURRENDER_CLAIM-C8-20250314,,0.0,,0412,,BALANCED,HIGH
RC-9010439277-1-SURRENDER_CLAIM-C9-20260314,,0.0,,0412,,BALANCED,HIGH
RC-9010439435-1-SURRENDER_CLAIM-C0-20180401,,0.0,,0412,,BALANCED,HIGH
RC-9010439435-1-SURRENDER_CLAIM-C1-20180701,,0.0,,0412,,BALANCED,HIGH
RC-9010439435-1-SURRENDER_CLAIM-C10-20250401,,0.0,,0412,,BALANCED,HIGH
RC-9010439435-1-SURRENDER_CLAIM-C11-20260401,,0.0,,0412,,BALANCED,HIGH
RC-9010439435-1-SURRENDER_CLAIM-C2-20190401,,0.0,,0412,,BALANCED,HIGH
RC-9010439435-1-SURRENDER_CLAIM-C3-20200401,,0.0,,0412,,BALANCED,HIGH
RC-9010439435-1-SURRENDER_CLAIM-C4-20210401,,0.0,,0412,,BALANCED,HIGH
RC-9010439435-1-SURRENDER_CLAIM-C5-20211006,,0.0,,0412,,BALANCED,HIGH
