MPOLICY,MPLAN,LIFEPRO_PLAN,QUikPLAN_NFOINT,QUikPLAN_VARGP,QUikPLAN_DEPINT,QUIKDVDP_MDEPINT,CSO_NFOINT_CODE,CSO_EXPECTED_RATE,CLIENT_EXPECTED_RATE,QLADMIN_OBSERVED_FIELD,QLADMIN_OBSERVED_RATE,RATE_GAP_ROOT
010747243C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010747320C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010747437C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010747438C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010747636C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010747875C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010747876C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010748070C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010748073C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010748253C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010748300C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010748334C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010748335C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010748404C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010748432C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010748517C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010748556C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010749038C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010749041C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010749042C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010749053C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010749054C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010749401C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010749459C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010749463C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010749628C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010749842C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010749843C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010749849C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010749906C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010749907C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010749942C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010749968C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010750265C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010750754C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010750755C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010750812C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010750813C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010751057C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010751933C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010751934C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010751937C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010752132C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010752133C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010752138C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010752477C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010752513C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010752580C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010752698C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010752699C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010752702C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010752703C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010752831C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010753311C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010753409C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010753675C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010753676C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010753687C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010754231C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010754233C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010754235C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010754355C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010754359C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010754480C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010754485C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010754538C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010754539C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010754898C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010754964C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010755152C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010755271C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010755495C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010755885C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756020C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756024C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756033C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756034C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756091C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756212C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756279C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756442C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756540C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756833C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756895C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756906C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756909C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756916C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756925C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756926C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756927C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756928C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756929C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756931C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756934C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756936C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756937C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756938C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756939C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756940C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756941C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010756972C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010757042C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010757071C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010757392C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010757508C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010757536C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010757538C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010757541C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010757542C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010757551C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010757553C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010757561C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010757606C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010757607C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010757801C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010757817C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010757826C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010757827C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010757840C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010758074C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010758447C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010758520C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010758538C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010758540C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010758549C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010758550C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010758573C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010758940C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010759008C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010759357C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010759385C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010759529C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010759530C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
