qla,lp,phase,plan,mode,units,ann,mode_prem,current,proposed,delta,ann_blank,reconstruct
011048440C,9011048440,1,1659C2,1,25.0,0.0,48.36,48.36,1.9344,-46.4256,True,48.36
010779912C,9010779912,1,1659C2,1,12.81841,0.0,50.25,50.25,3.920143,-46.329857,True,50.25
010841760C,9010841760,1,1658C1,3,25.0,0.0,48.06,48.06,1.9224,-46.1376,True,48.06
010752133C,9010752133,1,1659C2,1,50.0,0.0,46.95,46.95,0.939,-46.011,True,46.95
010756931C,9010756931,1,1659C2,1,40.0,0.0,47.09,47.09,1.17725,-45.91275,True,47.09
010778707C,9010778707,1,1659C2,3,25.0,0.0,47.59,47.59,1.9036,-45.6864,True,47.59
010801272C,9010801272,1,1659C2,1,35.0,0.0,47.01,47.01,1.343143,-45.666857,True,47.01
011074105C,9011074105,1,1659C2,3,25.0,0.0,47.32,47.32,1.8928,-45.4272,True,47.32
010773109C,9010773109,1,1659C2,1,25.0,0.0,46.8,46.8,1.872,-44.928,True,46.8
010835310C,9010835310,1,1659CR,3,5.0,0.0,55.88,55.88,11.176,-44.704,True,55.88
010809581C,9010809581,1,1658C1,6,25.0,0.0,46.46,46.46,1.8584,-44.6016,True,46.46
010786823C,9010786823,1,1659CR,1,15.0,0.0,47.7,47.7,3.18,-44.52,True,47.7
010792082C,9010792082,1,1659C2,1,12.27662,0.0,48.42,48.42,3.944082,-44.475918,True,48.42
010840436C,9010840436,1,1658C1,3,50.0,0.0,45.36,45.36,0.9072,-44.4528,True,45.36
010775239C,9010775239,1,1659C2,3,25.0,0.0,46.11,46.11,1.8444,-44.2656,True,46.11
010987089C,9010987089,1,1659C2,3,25.0,0.0,45.83,45.83,1.8332,-43.9968,True,45.83
010811343C,9010811343,1,1658C1,1,73.0,0.0,44.53,44.53,0.61,-43.92,True,44.53
010756906C,9010756906,1,1659C2,1,40.0,0.0,44.95,44.95,1.12375,-43.82625,True,44.95
010759705C,9010759705,1,1658C1,1,100.0,0.0,44.25,44.25,0.4425,-43.8075,True,44.25
011046104C,9011046104,1,1669SR,1,9.53,0.0,48.93,48.93,5.134313,-43.795687,True,48.93
010769221C,9010769221,1,1659CR,1,14.0,0.0,47.03,47.03,3.359286,-43.670714,True,47.03
011047403C,9011047403,1,1659CR,1,7.5,0.0,50.25,50.25,6.7,-43.55,True,50.25
011089233C,9011089233,1,1659CR,1,12.0,0.0,47.43,47.43,3.9525,-43.4775,True,47.43
010888941C,9010888941,1,1658C1,3,25.0,0.0,45.23,45.23,1.8092,-43.4208,True,45.23
010780526C,9010780526,1,1658C1,6,25.0,0.0,44.76,44.76,1.7904,-42.9696,True,44.76
010868131C,9010868131,1,1658C1,6,25.0,0.0,44.76,44.76,1.7904,-42.9696,True,44.76
010894941C,9010894941,1,1658C1,6,25.0,0.0,44.76,44.76,1.7904,-42.9696,True,44.76
010955034C,9010955034,1,1658C1,6,25.0,0.0,44.76,44.76,1.7904,-42.9696,True,44.76
011106598C,9011106598,1,1658C1,3,25.0,0.0,44.69,44.69,1.7876,-42.9024,True,44.69
010838654C,9010838654,1,1658C1,6,25.0,0.0,44.63,44.63,1.7852,-42.8448,True,44.63
010936178C,9010936178,1,1659C2,3,25.0,0.0,44.42,44.42,1.7768,-42.6432,True,44.42
010807516C,9010807516,1,1659SR,1,13.0,0.0,46.18,46.18,3.552308,-42.627692,True,46.18
010803050C,9010803050,1,1659CR,3,5.0,0.0,53.28,53.28,10.656,-42.624,True,53.28
010902761C,9010902761,1,1659CR,3,5.0,0.0,53.28,53.28,10.656,-42.624,True,53.28
010939731C,9010939731,1,1659SR,3,5.0,0.0,53.28,53.28,10.656,-42.624,True,53.28
010761635C,9010761635,1,1659C2,1,25.0,0.0,44.18,44.18,1.7672,-42.4128,True,44.18
010782676C,9010782676,1,1659C2,1,25.0,0.0,44.18,44.18,1.7672,-42.4128,True,44.18
010818768C,9010818768,1,1658C1,6,25.0,0.0,43.71,43.71,1.7484,-41.9616,True,43.71
010817419C,9010817419,1,1659C2,1,25.0,0.0,43.65,43.65,1.746,-41.904,True,43.65
010756212C,9010756212,1,1659C2,1,25.0,0.0,43.38,43.38,1.7352,-41.6448,True,43.38
010803964C,9010803964,1,1659C2,1,25.0,0.0,43.38,43.38,1.7352,-41.6448,True,43.38
010888649C,9010888649,1,1658C1,6,25.0,0.0,43.31,43.31,1.7324,-41.5776,True,43.31
010781300C,9010781300,1,1659C2,3,25.0,0.0,43.07,43.07,1.7228,-41.3472,True,43.07
010777133C,9010777133,1,1659CR,1,18.0,0.0,43.62,43.62,2.423333,-41.196667,True,43.62
010749942C,9010749942,1,1659C2,1,30.0,0.0,42.59,42.59,1.419667,-41.170333,True,42.59
010771679C,9010771679,1,1659C2,1,30.0,0.0,42.59,42.59,1.419667,-41.170333,True,42.59
010813185C,9010813185,1,1659C2,12,5.30071,0.0,50.56,50.56,9.538345,-41.021655,True,50.56
010761554C,9010761554,1,1659C2,1,6.17477,0.0,48.86,48.86,7.912845,-40.947155,True,48.86
010952064C,9010952064,1,1658C1,1,50.0,0.0,41.54,41.54,0.8308,-40.7092,True,41.54
010819247C,9010819247,1,1659CR,3,5.0,0.0,50.79,50.79,10.158,-40.632,True,50.79
010913551C,9010913551,1,1659CR,3,5.0,0.0,50.79,50.79,10.158,-40.632,True,50.79
010965984C,9010965984,1,1659CR,3,5.0,0.0,50.79,50.79,10.158,-40.632,True,50.79
011043749C,9011043749,1,1659CR,3,5.0,0.0,50.79,50.79,10.158,-40.632,True,50.79
011045128C,9011045128,1,1659CR,3,5.0,0.0,50.79,50.79,10.158,-40.632,True,50.79
010772916C,9010772916,1,1659C2,1,25.0,0.0,42.22,42.22,1.6888,-40.5312,True,42.22
010780667C,9010780667,1,1659C2,1,25.0,0.0,42.21,42.21,1.6884,-40.5216,True,42.21
010780870C,9010780870,1,1659C2,1,25.0,0.0,42.21,42.21,1.6884,-40.5216,True,42.21
010736703C,9010736703,1,1659C2,1,50.0,0.0,41.23,41.23,0.8246,-40.4054,True,41.23
010872109C,9010872109,1,1658C1,1,100.0,0.0,40.48,40.48,0.4048,-40.0752,True,40.48
010797197C,9010797197,1,1658C1,3,25.0,0.0,41.51,41.51,1.6604,-39.8496,True,41.51
011080627C,9011080627,1,1658C1,1,25.0,0.0,41.47,41.47,1.6588,-39.8112,True,41.47
011058069C,9011058069,1,1659CR,1,10.0,0.0,44.12,44.12,4.412,-39.708,True,44.12
010870474C,9010870474,1,1658C1,1,50.0,0.0,40.34,40.34,0.8068,-39.5332,True,40.34
010821381C,9010821381,1,1659C2,1,30.0,0.0,40.8,40.8,1.36,-39.44,True,40.8
010920793C,9010920793,1,1659C2,1,10.36374,0.0,43.63,43.63,4.20987,-39.42013,True,43.63
010733665C,9010733665,1,1658C1,3,25.0,0.0,40.97,40.97,1.6388,-39.3312,True,40.97
010858124C,9010858124,1,1658C1,3,25.0,0.0,40.97,40.97,1.6388,-39.3312,True,40.97
010722550C,9010722550,1,1659C2,1,50.0,0.0,40.11,40.11,0.8022,-39.3078,True,40.11
010776005C,9010776005,1,1659C2,1,30.0,0.0,40.61,40.61,1.353667,-39.256333,True,40.61
010765936C,9010765936,1,1659C2,1,50.0,0.0,39.78,39.78,0.7956,-38.9844,True,39.78
010756972C,9010756972,1,1659C2,3,25.0,0.0,40.57,40.57,1.6228,-38.9472,True,40.57
011064715C,9011064715,1,1659C2,3,25.0,0.0,40.57,40.57,1.6228,-38.9472,True,40.57
010785284C,9010785284,1,1659C2,1,25.0,0.0,40.37,40.37,1.6148,-38.7552,True,40.37
010897295C,9010897295,1,1659C2,1,25.0,0.0,40.37,40.37,1.6148,-38.7552,True,40.37
010778834C,9010778834,1,1659CR,3,5.0,0.0,48.42,48.42,9.684,-38.736,True,48.42
011080170C,9011080170,1,1659CR,3,5.0,0.0,48.42,48.42,9.684,-38.736,True,48.42
010798024C,9010798024,1,1659C2,1,28.0,0.0,39.9,39.9,1.425,-38.475,True,39.9
010881309C,9010881309,1,1659C2,1,35.0,0.0,39.43,39.43,1.126571,-38.303429,True,39.43
010766921C,9010766921,1,1659C2,1,25.0,0.0,39.88,39.88,1.5952,-38.2848,True,39.88
010903919C,9010903919,1,1659C2,1,15.16644,0.0,40.87,40.87,2.694766,-38.175234,True,40.87
010827575C,9010827575,1,1658C1,6,25.0,0.0,39.64,39.64,1.5856,-38.0544,True,39.64
010944558C,9010944558,1,1658C1,6,25.0,0.0,39.64,39.64,1.5856,-38.0544,True,39.64
011029696C,9011029696,1,1658C1,6,25.0,0.0,39.64,39.64,1.5856,-38.0544,True,39.64
011108572C,9011108572,1,1658C1,6,25.0,0.0,39.64,39.64,1.5856,-38.0544,True,39.64
010782018C,9010782018,1,1659C2,1,25.0,0.0,39.49,39.49,1.5796,-37.9104,True,39.49
010803026C,9010803026,1,1659C2,1,25.0,0.0,39.49,39.49,1.5796,-37.9104,True,39.49
010900155C,9010900155,1,1659C2,1,25.0,0.0,39.49,39.49,1.5796,-37.9104,True,39.49
010791497C,9010791497,1,1659CR,1,12.2,0.0,41.27,41.27,3.382787,-37.887213,True,41.27
010764321C,9010764321,1,1659C2,3,25.0,0.0,39.42,39.42,1.5768,-37.8432,True,39.42
010802643C,9010802643,1,1659C2,3,25.0,0.0,39.42,39.42,1.5768,-37.8432,True,39.42
011158909C,9011158909,1,1659C2,3,25.0,0.0,39.42,39.42,1.5768,-37.8432,True,39.42
010836583C,9010836583,1,1659CR,1,10.0,0.0,41.96,41.96,4.196,-37.764,True,41.96
010910320C,9010910320,1,1659CR,1,10.0,0.0,41.96,41.96,4.196,-37.764,True,41.96
010787151C,9010787151,1,1659C2,1,30.0,0.0,39.03,39.03,1.301,-37.729,True,39.03
010787511C,9010787511,1,1659C2,1,30.0,0.0,39.03,39.03,1.301,-37.729,True,39.03
011109967C,9011109967,1,1659C2,1,50.0,0.0,38.37,38.37,0.7674,-37.6026,True,38.37
010820704C,9010820704,1,1658C1,3,50.0,0.0,38.21,38.21,0.7642,-37.4458,True,38.21
010956145C,9010956145,1,1659CR,1,14.0,0.0,40.23,40.23,2.873571,-37.356429,True,40.23
010956144C,9010956144,1,1659CR,1,9.0,0.0,41.97,41.97,4.663333,-37.306667,True,41.97
010748432C,9010748432,1,1659CR,1,12.0,0.0,40.63,40.63,3.385833,-37.244167,True,40.63
010738751C,9010738751,1,1658C1,6,25.0,0.0,38.72,38.72,1.5488,-37.1712,True,38.72
010874806C,9010874806,1,1658C1,3,25.0,0.0,38.68,38.68,1.5472,-37.1328,True,38.68
010759559C,9010759559,1,1659CR,12,5.0,0.0,46.18,46.18,9.236,-36.944,True,46.18
010824389C,9010824389,1,1659CR,3,5.0,0.0,46.18,46.18,9.236,-36.944,True,46.18
011070359C,9011070359,1,1659CR,3,5.0,0.0,46.18,46.18,9.236,-36.944,True,46.18
010790002C,9010790002,1,1658C1,6,25.0,0.0,38.46,38.46,1.5384,-36.9216,True,38.46
010894939C,9010894939,1,1658C1,6,25.0,0.0,38.46,38.46,1.5384,-36.9216,True,38.46
010809300C,9010809300,1,1659CS,3,29.594,0.0,38.15,38.15,1.289113,-36.860887,True,38.15
010752513C,9010752513,1,1659C2,3,25.0,0.0,38.34,38.34,1.5336,-36.8064,True,38.34
010827254C,9010827254,1,1659C2,3,25.0,0.0,38.34,38.34,1.5336,-36.8064,True,38.34
010965145C,9010965145,1,1658C1,1,75.0,0.0,37.28,37.28,0.497067,-36.782933,True,37.28
010809331C,9010809331,1,1659CS,3,25.674,0.0,38.15,38.15,1.485939,-36.664061,True,38.15
010913060C,9010913060,1,1658C1,6,25.0,0.0,38.19,38.19,1.5276,-36.6624,True,38.19
010791597C,9010791597,1,1659C2,1,25.0,0.0,38.15,38.15,1.526,-36.624,True,38.15
010807566C,9010807566,1,1659C2,1,25.0,0.0,38.15,38.15,1.526,-36.624,True,38.15
010776002C,9010776002,1,1659C2,1,2.69363,0.0,57.67,57.67,21.40977,-36.26023,True,57.67
010900517C,9010900517,1,1659C2,1,25.0,0.0,37.6,37.6,1.504,-36.096,True,37.6
010809296C,9010809296,1,1659CS,3,18.173,0.0,38.15,38.15,2.099268,-36.050732,True,38.15
010768384C,9010768384,1,1658C1,3,25.0,0.0,37.53,37.53,1.5012,-36.0288,True,37.53
010855657C,9010855657,1,1658C1,6,25.0,0.0,37.41,37.41,1.4964,-35.9136,True,37.41
010815945C,9010815945,1,1659CR,1,10.0,0.0,39.89,39.89,3.989,-35.901,True,39.89
010738752C,9010738752,1,1658C1,6,25.0,0.0,37.28,37.28,1.4912,-35.7888,True,37.28
010834489C,9010834489,1,1658C1,6,25.0,0.0,37.01,37.01,1.4804,-35.5296,True,37.01
010937087C,9010937087,1,1658C1,6,25.0,0.0,36.88,36.88,1.4752,-35.4048,True,36.88
010803417C,9010803417,1,1659CR,1,7.5,0.0,40.75,40.75,5.433333,-35.316667,True,40.75
011054841C,9011054841,1,1658C1,6,25.0,0.0,36.75,36.75,1.47,-35.28,True,36.75
010776061C,9010776061,1,1659C2,3,25.0,0.0,36.72,36.72,1.4688,-35.2512,True,36.72
010776062C,9010776062,1,1659C2,3,25.0,0.0,36.72,36.72,1.4688,-35.2512,True,36.72
010785298C,9010785298,1,1659CR,3,5.0,0.0,44.06,44.06,8.812,-35.248,True,44.06
010745811C,9010745811,1,1658C1,1,50.0,0.0,35.9,35.9,0.718,-35.182,True,35.9
010738753C,9010738753,1,1658C1,6,25.0,0.0,36.62,36.62,1.4648,-35.1552,True,36.62
010979717C,9010979717,1,1658C1,6,25.0,0.0,36.62,36.62,1.4648,-35.1552,True,36.62
010784251C,9010784251,1,1659CR,1,12.5,0.0,38.08,38.08,3.0464,-35.0336,True,38.08
010799472C,9010799472,1,1659CR,1,12.5,0.0,38.08,38.08,3.0464,-35.0336,True,38.08
011082292C,9011082292,1,1659C2,1,25.0,0.0,36.41,36.41,1.4564,-34.9536,True,36.41
010765068C,9010765068,1,1658C1,3,25.0,0.0,36.38,36.38,1.4552,-34.9248,True,36.38
010916879C,9010916879,1,1659C2,3,25.0,0.0,36.38,36.38,1.4552,-34.9248,True,36.38
010806651C,9010806651,1,1659C2,1,25.0,0.0,36.19,36.19,1.4476,-34.7424,True,36.19
010826544C,9010826544,1,1659C2,1,25.0,0.0,36.19,36.19,1.4476,-34.7424,True,36.19
010766062C,9010766062,1,1658C1,1,25.0,0.0,36.12,36.12,1.4448,-34.6752,True,36.12
010915619C,9010915619,1,1658C1,1,25.0,0.0,36.12,36.12,1.4448,-34.6752,True,36.12
011075596C,9011075596,1,1658C1,6,25.0,0.0,36.09,36.09,1.4436,-34.6464,True,36.09
010791457C,9010791457,1,1659C2,1,25.0,0.0,35.9,35.9,1.436,-34.464,True,35.9
010786243C,9010786243,1,1659C2,1,25.0,0.0,35.86,35.86,1.4344,-34.4256,True,35.86
010780668C,9010780668,1,1659C2,1,25.0,0.0,35.77,35.77,1.4308,-34.3392,True,35.77
010824611C,9010824611,1,1658C1,1,50.0,0.0,34.96,34.96,0.6992,-34.2608,True,34.96
010834737C,9010834737,1,1658C1,3,50.0,0.0,34.83,34.83,0.6966,-34.1334,True,34.83
011047402C,9011047402,1,1659CR,1,10.0,0.0,37.91,37.91,3.791,-34.119,True,37.91
011061607C,9011061607,1,1659C2,3,25.0,0.0,35.51,35.51,1.4204,-34.0896,True,35.51
010943851C,9010943851,1,1659C2,1,25.0,0.0,35.38,35.38,1.4152,-33.9648,True,35.38
010752703C,9010752703,1,1659CR,1,10.0,0.0,37.66,37.66,3.766,-33.894,True,37.66
010859093C,9010859093,1,1659CR,1,10.0,0.0,37.66,37.66,3.766,-33.894,True,37.66
010776007C,9010776007,1,1659C2,1,35.0,0.0,34.85,34.85,0.995714,-33.854286,True,34.85
010774328C,9010774328,1,1658C1,3,25.0,0.0,35.24,35.24,1.4096,-33.8304,True,35.24
010816224C,9010816224,1,1659CR,3,5.0,0.0,42.05,42.05,8.41,-33.64,True,42.05
011080553C,9011080553,1,1659CR,3,5.0,0.0,42.05,42.05,8.41,-33.64,True,42.05
010929367C,9010929367,1,1659C2,1,25.0,0.0,34.89,34.89,1.3956,-33.4944,True,34.89
010868188C,9010868188,1,1659CS,3,19.03155,0.0,35.22,35.22,1.850611,-33.369389,True,35.22
010872114C,9010872114,1,1659C2,3,25.0,0.0,34.49,34.49,1.3796,-33.1104,True,34.49
010772840C,9010772840,1,1659C2,1,25.0,0.0,34.39,34.39,1.3756,-33.0144,True,34.39
010774107C,9010774107,1,1659C2,1,25.0,0.0,34.39,34.39,1.3756,-33.0144,True,34.39
010815643C,9010815643,1,1659C2,1,25.0,0.0,34.39,34.39,1.3756,-33.0144,True,34.39
010779718C,9010779718,1,1659C2,1,25.0,0.0,34.34,34.34,1.3736,-32.9664,True,34.34
010822243C,9010822243,1,1659C2,1,25.0,0.0,34.34,34.34,1.3736,-32.9664,True,34.34
010818051C,9010818051,1,1659C2,1,25.0,0.0,34.21,34.21,1.3684,-32.8416,True,34.21
011064334C,9011064334,1,1658C1,1,50.0,0.0,33.44,33.44,0.6688,-32.7712,True,33.44
010778304C,9010778304,1,1659C2,3,25.0,0.0,33.95,33.95,1.358,-32.592,True,33.95
010777546C,9010777546,1,1659CR,1,15.0,0.0,34.86,34.86,2.324,-32.536,True,34.86
011087230C,9011087230,1,1658C1,1,50.0,0.0,33.09,33.09,0.6618,-32.4282,True,33.09
010826525C,9010826525,1,1659CR,1,10.0,0.0,36.03,36.03,3.603,-32.427,True,36.03
010768635C,9010768635,1,1658C1,3,25.0,0.0,33.69,33.69,1.3476,-32.3424,True,33.69
010813156C,9010813156,1,1659CR,1,11.0,0.0,35.57,35.57,3.233636,-32.336364,True,35.57
010863838C,9010863838,1,1659CR,3,5.0,0.0,40.15,40.15,8.03,-32.12,True,40.15
010913261C,9010913261,1,1659C2,1,35.0,0.0,32.95,32.95,0.941429,-32.008571,True,32.95
010987611C,9010987611,1,1659C2,3,25.0,0.0,33.28,33.28,1.3312,-31.9488,True,33.28
011110603C,9011110603,1,1659C2,3,25.0,0.0,33.28,33.28,1.3312,-31.9488,True,33.28
010812930C,9010812930,1,1659C2,1,30.0,0.0,33.03,33.03,1.101,-31.929,True,33.03
011061924C,9011061924,1,1659C2,1,30.0,0.0,32.8,32.8,1.093333,-31.706667,True,32.8
010735918C,9010735918,1,1658C1,3,25.0,0.0,32.94,32.94,1.3176,-31.6224,True,32.94
010817116C,9010817116,1,1658C1,3,25.0,0.0,32.94,32.94,1.3176,-31.6224,True,32.94
010756929C,9010756929,1,1659C2,1,25.0,0.0,32.89,32.89,1.3156,-31.5744,True,32.89
010793204C,9010793204,1,1659C2,1,25.0,0.0,32.89,32.89,1.3156,-31.5744,True,32.89
010748300C,9010748300,1,1658C1,1,25.0,0.0,32.71,32.71,1.3084,-31.4016,True,32.71
010782675C,9010782675,1,1659C2,1,25.0,0.0,32.69,32.69,1.3076,-31.3824,True,32.69
010805394C,9010805394,1,1659C2,1,25.0,0.0,32.69,32.69,1.3076,-31.3824,True,32.69
010827081C,9010827081,1,1659C2,1,25.0,0.0,32.69,32.69,1.3076,-31.3824,True,32.69
010760069C,9010760069,1,1659C2,3,25.0,0.0,32.67,32.67,1.3068,-31.3632,True,32.67
010763377C,9010763377,1,1659C2,3,25.0,0.0,32.67,32.67,1.3068,-31.3632,True,32.67
010770904C,9010770904,1,1659C2,3,25.0,0.0,32.67,32.67,1.3068,-31.3632,True,32.67
010838376C,9010838376,1,1659C2,3,25.0,0.0,32.67,32.67,1.3068,-31.3632,True,32.67
011014580C,9011014580,1,1659C2,3,25.0,0.0,32.67,32.67,1.3068,-31.3632,True,32.67
011078174C,9011078174,1,1659C2,3,25.0,0.0,32.67,32.67,1.3068,-31.3632,True,32.67
010834193C,9010834193,1,1658C1,1,50.0,0.0,31.9,31.9,0.638,-31.262,True,31.9
011081469C,9011081469,1,1659CR,1,5.0,0.0,38.75,38.75,7.75,-31.0,True,38.75
010778303C,9010778303,1,1659C2,3,25.0,0.0,32.13,32.13,1.2852,-30.8448,True,32.13
011015419C,9011015419,1,1659CR,1,10.0,0.0,34.22,34.22,3.422,-30.798,True,34.22
010764376C,9010764376,1,1659C2,1,30.0,0.0,31.79,31.79,1.059667,-30.730333,True,31.79
010783138C,9010783138,1,1659CR,3,5.0,0.0,38.37,38.37,7.674,-30.696,True,38.37
011047600C,9011047600,1,1659CR,1,7.5,0.0,35.35,35.35,4.713333,-30.636667,True,35.35
010805048C,9010805048,1,1659CR,1,8.6,0.0,34.61,34.61,4.024419,-30.585581,True,34.61
010827865C,9010827865,1,1659CR,3,3.61005,0.0,42.22,42.22,11.695129,-30.524871,True,42.22
010778697C,9010778697,1,1658C1,3,25.0,0.0,31.79,31.79,1.2716,-30.5184,True,31.79
010908667C,9010908667,1,1659C2,1,26.316,0.0,31.68,31.68,1.20383,-30.47617,True,31.68
010767776C,9010767776,1,1659C2,1,25.0,0.0,31.58,31.58,1.2632,-30.3168,True,31.58
010847481C,9010847481,1,1659C2,1,27.3,0.0,31.44,31.44,1.151648,-30.288352,True,31.44
010900142C,9010900142,1,1659CR,1,7.09156,0.0,35.22,35.22,4.966467,-30.253533,True,35.22
010764322C,9010764322,1,1659C2,1,25.0,0.0,31.5,31.5,1.26,-30.24,True,31.5
010812235C,9010812235,1,1659C2,1,25.0,0.0,31.5,31.5,1.26,-30.24,True,31.5
010770721C,9010770721,1,1658C1,1,50.0,0.0,30.76,30.76,0.6152,-30.1448,True,30.76
010818657C,9010818657,1,1659CR,1,12.0,0.0,32.81,32.81,2.734167,-30.075833,True,32.81
010760294C,9010760294,1,1659C2,1,25.0,0.0,31.3,31.3,1.252,-30.048,True,31.3
010806913C,9010806913,1,1659C2,1,25.0,0.0,31.3,31.3,1.252,-30.048,True,31.3
011138044C,9011138044,1,1659C2,1,25.0,0.0,31.3,31.3,1.252,-30.048,True,31.3
010792713C,9010792713,1,1658C1,1,25.0,0.0,31.28,31.28,1.2512,-30.0288,True,31.28
010740877C,9010740877,1,1658C1,1,50.0,0.0,30.59,30.59,0.6118,-29.9782,True,30.59
010785310C,9010785310,1,1659C2,1,39.0,0.0,30.41,30.41,0.779744,-29.630256,True,30.41
010794435C,9010794435,1,1658C1,3,25.0,0.0,30.65,30.65,1.226,-29.424,True,30.65
010845862C,9010845862,1,1658C1,3,25.0,0.0,30.65,30.65,1.226,-29.424,True,30.65
010863936C,9010863936,1,1659C2,3,25.0,0.0,30.65,30.65,1.226,-29.424,True,30.65
011000000C,9011000000,1,1659C2,3,25.0,0.0,30.65,30.65,1.226,-29.424,True,30.65
011084438C,9011084438,1,1659C2,3,25.0,0.0,30.65,30.65,1.226,-29.424,True,30.65
010779736C,9010779736,1,1659CR,1,10.0,0.0,32.53,32.53,3.253,-29.277,True,32.53
010725643C,9010725643,1,1659C2,3,25.0,0.0,30.44,30.44,1.2176,-29.2224,True,30.44
010798438C,9010798438,1,1659C2,3,25.0,0.0,30.44,30.44,1.2176,-29.2224,True,30.44
011075595C,9011075595,1,1659C2,3,25.0,0.0,30.44,30.44,1.2176,-29.2224,True,30.44
011052511C,9011052511,1,1659C2,1,33.18373,0.0,30.0,30.0,0.904058,-29.095942,True,30.0
010786824C,9010786824,1,1659C2,1,25.0,0.0,30.21,30.21,1.2084,-29.0016,True,30.21
011052512C,9011052512,1,1659C2,1,25.0,0.0,30.21,30.21,1.2084,-29.0016,True,30.21
010788102C,9010788102,1,1659C2,1,35.0,0.0,29.8,29.8,0.851429,-28.948571,True,29.8
010834689C,9010834689,1,1659CS,1,10.4576,0.0,32.0,32.0,3.059976,-28.940024,True,32.0
010774793C,9010774793,1,1659C2,1,30.0,0.0,29.89,29.89,0.996333,-28.893667,True,29.89
010795215C,9010795215,1,1659C2,1,25.0,0.0,29.94,29.94,1.1976,-28.7424,True,29.94
011041479C,9011041479,1,1659C2,1,25.0,0.0,29.94,29.94,1.1976,-28.7424,True,29.94
010809333C,9010809333,1,1658CS,1,17.869,0.0,30.33,30.33,1.697353,-28.632647,True,30.33
010747243C,9010747243,1,1658C1,1,100.0,0.0,28.86,28.86,0.2886,-28.5714,True,28.86
010784756C,9010784756,1,1658C1,1,40.0,0.0,29.16,29.16,0.729,-28.431,True,29.16
010771658C,9010771658,1,1659C2,1,50.0,0.0,28.64,28.64,0.5728,-28.0672,True,28.64
011067856C,9011067856,1,1659C2,1,50.0,0.0,28.64,28.64,0.5728,-28.0672,True,28.64
010827507C,9010827507,1,1658C1,1,50.0,0.0,28.52,28.52,0.5704,-27.9496,True,28.52
010757553C,9010757553,1,1659CR,1,10.0,0.0,30.91,30.91,3.091,-27.819,True,30.91
010835334C,9010835334,1,1659CR,1,10.0,0.0,30.91,30.91,3.091,-27.819,True,30.91
011033416C,9011033416,1,1659CR,1,10.0,0.0,30.91,30.91,3.091,-27.819,True,30.91
010786896C,9010786896,1,1659C2,1,25.0,0.0,28.97,28.97,1.1588,-27.8112,True,28.97
010796535C,9010796535,1,1659C2,1,25.0,0.0,28.97,28.97,1.1588,-27.8112,True,28.97
010805370C,9010805370,1,1659C2,1,25.0,0.0,28.97,28.97,1.1588,-27.8112,True,28.97
011019414C,9011019414,1,1659CR,1,4.33983,0.0,36.03,36.03,8.302169,-27.727831,True,36.03
010836057C,9010836057,1,1659CR,1,11.0,0.0,30.48,30.48,2.770909,-27.709091,True,30.48
010891993C,9010891993,1,1658C1,3,35.0,0.0,28.49,28.49,0.814,-27.676,True,28.49
010907726C,9010907726,1,1659C2,1,25.0,0.0,28.82,28.82,1.1528,-27.6672,True,28.82
011052581C,9011052581,1,1659CR,1,10.0,0.0,30.7,30.7,3.07,-27.63,True,30.7
011078262C,9011078262,1,1659CR,1,10.0,0.0,30.7,30.7,3.07,-27.63,True,30.7
010766057C,9010766057,1,1659C2,1,26.0,0.0,28.72,28.72,1.104615,-27.615385,True,28.72
010878904C,9010878904,1,1659C2,1,25.0,0.0,28.71,28.71,1.1484,-27.5616,True,28.71
010928016C,9010928016,1,1659C2,1,19.0,0.0,29.04,29.04,1.528421,-27.511579,True,29.04
010766847C,9010766847,1,1659C2,1,25.0,0.0,28.29,28.29,1.1316,-27.1584,True,28.29
010796483C,9010796483,1,1659C2,1,25.0,0.0,28.29,28.29,1.1316,-27.1584,True,28.29
010801399C,9010801399,1,1659C2,1,25.0,0.0,28.29,28.29,1.1316,-27.1584,True,28.29
010808548C,9010808548,1,1659C2,1,25.0,0.0,28.29,28.29,1.1316,-27.1584,True,28.29
010819400C,9010819400,1,1659C2,1,25.0,0.0,28.29,28.29,1.1316,-27.1584,True,28.29
011115707C,9011115707,1,1659C2,1,25.0,0.0,28.29,28.29,1.1316,-27.1584,True,28.29
010763063C,9010763063,1,1659C2,1,25.0,0.0,28.08,28.08,1.1232,-26.9568,True,28.08
010806596C,9010806596,1,1659C2,1,25.0,0.0,28.08,28.08,1.1232,-26.9568,True,28.08
010739886C,9010739886,1,1658C1,1,50.0,0.0,27.24,27.24,0.5448,-26.6952,True,27.24
010756928C,9010756928,1,1659C2,1,25.0,0.0,27.7,27.7,1.108,-26.592,True,27.7
010760296C,9010760296,1,1659C2,1,25.0,0.0,27.7,27.7,1.108,-26.592,True,27.7
010772298C,9010772298,1,1659C2,1,25.0,0.0,27.7,27.7,1.108,-26.592,True,27.7
010758447C,9010758447,1,1659C2,6,9.0096,0.0,29.87,29.87,3.315353,-26.554647,True,29.87
010852865C,9010852865,1,1658CS,1,18.08077,0.0,28.0,28.0,1.548607,-26.451393,True,28.0
011034306C,9011034306,1,1659CR,1,10.0,0.0,29.37,29.37,2.937,-26.433,True,29.37
010807792C,9010807792,1,1659CR,1,4.08473,0.0,34.86,34.86,8.534224,-26.325776,True,34.86
