policy_number,beneficiary_sequence,beneficiary_count,beneficiary_codes_present,trust_present_flag,business_present_flag,percent_allocation_available_flag,duplicate_sequence_flag
9011194768,0,3,B1|B2,N,N,N,Y
9011194789,0,2,B1,N,N,N,Y
9011194799,0,1,B1,N,N,Y,N
9011194803,0,3,B1|B2,N,N,N,Y
9011195087,0,2,B1|B2,N,N,N,Y
9011195093,0,1,B1,N,N,Y,N
9011195138,0,1,B1,N,N,Y,N
9011195139,0,1,B1,N,N,Y,N
9011195201,0,2,B1|B2,N,N,N,Y
9011195295,0,1,B1,N,N,Y,N
9011195296,0,2,B1|B2,N,N,N,Y
9011195486,0,1,B1,N,N,Y,N
9011195589,0,1,B1,N,N,Y,N
9011195599,0,2,B1,N,N,N,Y
9011195603,0,2,B1|B2,N,N,N,Y
9011195642,0,1,B1,N,N,Y,N
9011195673,0,1,B1,N,N,Y,N
9011195904,0,2,B1|B2,N,N,N,Y
9011195913,0,1,B1,N,N,Y,N
9011195919,0,6,B1|B2,N,N,Y,Y
9011196109,0,3,B1|B2,N,N,N,Y
9011196111,0,2,B1|B2,N,N,N,Y
9011196134,0,3,B1,N,N,N,Y
9011196182,0,1,B1,N,N,Y,N
9011196276,0,1,B1,N,N,Y,N
9011196281,0,3,B1|B2,N,N,N,Y
9011196510,0,1,B1,N,N,Y,N
9011196511,0,2,B1|B2,N,N,N,Y
9011196512,0,2,B1|B2,N,N,N,Y
9011196513,0,2,B1|B2,N,N,N,Y
9011196521,0,3,B1|B2,N,N,N,Y
9011196525,0,2,B1|B2,N,Y,N,Y
9011196570,0,4,B1|B2,N,N,Y,Y
9011196775,0,2,B1|B2,N,Y,N,Y
9011196852,0,1,B1,N,N,Y,N
9011197039,0,1,B1,N,N,Y,N
9011197062,0,2,B1|B2,N,N,N,Y
9011197222,0,1,B1,N,N,Y,N
9011197288,0,2,B1,N,N,N,Y
9011197492,0,2,B1|B2,N,N,N,Y
9011197533,0,1,B1,N,N,Y,N
9011197559,0,1,B1,N,N,Y,N
9011197578,0,1,B1,N,N,Y,N
9011197709,0,5,B1,N,N,N,Y
9011197715,0,2,B1,N,N,N,Y
9011197743,0,3,B1,N,N,N,Y
9011197810,0,2,B1|B2,N,N,N,Y
9011197815,0,2,B1,N,N,N,Y
9011198043,0,2,B1|B2,N,N,N,Y
9011198051,0,2,B1|B2,N,N,N,Y
9011198207,0,2,B1|B2,N,N,N,Y
9011198246,0,2,B1|B2,N,N,N,Y
9011198344,0,2,B1,N,N,N,Y
9011198366,0,3,B1,N,N,N,Y
9011198532,0,1,B1,N,N,Y,N
9011198534,0,1,B1,N,N,Y,N
9011198540,0,1,B1,N,N,Y,N
9011198734,0,1,B1,N,N,Y,N
9011198806,0,1,B1,N,N,Y,N
9011199046,0,1,B1,N,N,Y,N
9011199099,0,1,B1,N,Y,Y,N
9011199270,0,2,B1|B2,N,N,N,Y
9011199383,0,3,B1|B2,N,N,N,Y
9011199398,0,5,B1|B2,N,N,N,Y
9011199527,0,1,B1,N,N,Y,N
9011199549,0,1,B1,N,N,Y,N
9011199570,0,1,B1,N,N,Y,N
9011199612,0,2,B1|B2,N,N,N,Y
9011199632,0,3,B1,N,N,N,Y
9011199702,0,2,B1|B2,N,N,N,Y
9011200012,0,2,B1|B2,N,N,N,Y
9011200251,0,1,B1,N,N,Y,N
9011200338,0,2,B1|B2,N,N,N,Y
9011200456,0,2,B1,N,N,N,Y
9011200500,0,1,B1,N,N,Y,N
9011201212,0,1,B1,N,N,Y,N
9011201312,0,1,B1,N,N,Y,N
9011201620,0,1,B1,N,N,Y,N
9011201621,0,1,B1,N,N,Y,N
9011201656,0,2,B1|B2,N,N,N,Y
9011201896,0,2,B1,N,N,N,Y
9011201953,0,4,B1,N,N,N,Y
9011202182,0,1,B1,N,N,Y,N
9011202381,0,2,B1,N,N,N,Y
9011202750,0,1,B1,N,N,Y,N
9011203015,0,2,B1|B2,N,N,N,Y
9011203122,0,1,B1,N,N,Y,N
9011203228,0,4,B1|B2,N,N,N,Y
9011203311,0,2,B1|B2,N,N,N,Y
9011203535,0,2,B1|B2,N,N,N,Y
9011203772,0,4,B1|B2,N,N,N,Y
9011203904,0,2,B1|B2,N,N,N,Y
9011204042,0,4,B1,N,N,N,Y
9011204058,0,3,B1|B2,N,N,N,Y
9011204257,0,2,B1|B2,N,N,N,Y
9011204292,0,2,B1,N,N,N,Y
9011204293,0,2,B1|B2,N,N,N,Y
9011204543,0,2,B1,N,N,N,Y
9011204579,0,3,B1|B2,N,N,N,Y
9011204761,0,2,B1|B2,N,N,N,Y
9011204810,0,1,B1,N,N,Y,N
9011204824,0,2,B1|B2,N,N,N,Y
9011204960,0,1,B1,N,Y,Y,N
9011204984,0,1,B1,N,N,Y,N
9011205079,0,1,B1,N,N,Y,N
9011205082,0,3,B1|B2,N,N,N,Y
9011205839,0,2,B1|B2,N,N,N,Y
9011205919,0,4,B1|B2,N,N,N,Y
9011206224,0,1,B1,N,Y,Y,N
9011206462,0,2,B1,N,N,N,Y
9011206953,0,2,B1|B2,N,N,N,Y
9011207045,0,2,B1|B2,N,N,N,Y
9011207095,0,1,B1,N,N,Y,N
9011207210,0,2,B1|B2,N,N,N,Y
9011207222,0,1,B1,N,N,Y,N
9011207224,0,2,B1|B2,N,N,N,Y
9011207360,0,1,B1,N,N,Y,N
9011207677,0,1,B1,N,N,Y,N
9011207733,0,2,B1,N,N,N,Y
9011207871,0,1,B1,N,N,Y,N
9011208104,0,1,B1,N,N,Y,N
9011208260,0,2,B1|B2,N,N,N,Y
9011208304,0,1,B1,N,N,Y,N
9011208730,0,2,B1|B2,N,N,N,Y
9011208787,0,1,B1,N,N,Y,N
9011208817,0,1,B1,N,N,Y,N
9011208904,0,2,B1|B2,N,N,N,Y
9011209068,0,2,B1|B2,N,N,N,Y
9011209262,0,1,B1,N,N,Y,N
9011209469,0,2,B1,N,N,N,Y
9011209916,0,3,B1|B2,N,N,N,Y
9011209963,0,1,B1,N,N,Y,N
9011210058,0,2,B1|B2,N,Y,N,Y
9011210060,0,1,B1,N,N,Y,N
9011210089,0,1,B1,N,N,Y,N
9011210149,0,1,B1,N,N,Y,N
9011210337,0,2,B1|B2,N,Y,N,Y
9011210611,0,2,B1|B2,N,N,N,Y
9011210635,0,6,B1|B2,N,N,N,Y
9011211324,0,2,B1|B2,N,N,N,Y
9011211326,0,2,B1|B2,N,N,N,Y
9011211973,0,2,B1|B2,N,N,N,Y
9011212034,0,4,B1,N,N,N,Y
9011212050,0,1,B1,N,N,Y,N
9011212151,0,4,B1,N,N,N,Y
9011212602,0,1,B1,N,N,Y,N
9011212753,0,1,B1,N,Y,Y,N
9011213238,0,2,B1|B2,N,N,N,Y
9011213262,0,1,B1,N,N,Y,N
9011213263,0,1,B1,N,N,Y,N
9011213264,0,1,B1,N,Y,Y,N
9011213537,0,2,B1|B2,N,N,N,Y
9011214181,0,2,B1,N,N,N,Y
9011215024,0,3,B1|B2,N,N,N,Y
9011215363,0,2,B1|B2,N,N,N,Y
9011215543,0,3,B1|B2,N,N,N,Y
9011215550,0,5,B1|B2,N,N,N,Y
9011215896,0,3,B1,N,N,N,Y
9011215903,0,3,B1|B2,N,N,N,Y
9011216178,0,1,B1,N,N,Y,N
9011216179,0,1,B1,N,N,Y,N
9011216497,0,1,B1,N,N,Y,N
9011216545,0,1,B1,N,N,Y,N
9011216680,0,1,B1,N,N,Y,N
9011216797,0,2,B1,N,N,N,Y
9011217014,0,2,B1|B2,N,N,N,Y
9011217112,0,1,B1,N,N,Y,N
9011217116,0,1,B1,N,N,Y,N
9011217204,0,2,B1|B2,N,N,N,Y
9011217615,0,2,B1|B2,N,N,N,Y
9011217617,0,2,B1|B2,N,Y,N,Y
9011217684,0,2,B1|B2,N,N,N,Y
9011217685,0,2,B1|B2,N,N,N,Y
9011217687,0,4,B1|B2,N,N,Y,Y
9011217838,0,3,B1|B2,N,N,N,Y
9011217970,0,2,B1|B2,N,N,N,Y
9011218020,0,1,B1,N,N,Y,N
9011218497,0,2,B1|B2,N,N,N,Y
9011219517,0,2,B1,N,N,N,Y
9011219543,0,2,B1|B2,N,N,N,Y
9011220581,0,2,B1|B2,N,N,N,Y
9011220582,0,4,B1|B2,N,N,N,Y
9011220928,0,2,B1|B2,N,N,N,Y
9011221209,0,2,B1|B2,N,Y,N,Y
9011221211,0,1,B1,N,N,Y,N
9011221309,0,1,B1,N,N,Y,N
9011221336,0,2,B1|B2,N,N,N,Y
9011221537,0,2,B1|B2,N,N,N,Y
9011221817,0,2,B1|B2,N,N,N,Y
9011221818,0,2,B1|B2,N,N,N,Y
9011222039,0,2,B1|B2,N,N,N,Y
9011222530,0,4,B1|B2,N,N,Y,Y
9011222584,0,1,B1,N,N,Y,N
9011222585,0,3,B1|B2,N,Y,N,Y
9011222586,0,2,B1|B2,N,N,N,Y
9011223517,0,2,B1|B2,N,N,N,Y
9011223520,0,3,B1|B2,N,N,N,Y
9011223521,0,2,B1|B2,N,N,N,Y
9011223568,0,1,B1,N,N,Y,N
9011223894,0,2,B1,N,N,N,Y
9011223989,0,2,B1,N,N,N,Y
9011224132,0,2,B1|B2,N,N,N,Y
9011224135,0,2,B1|B2,N,N,N,Y
9011224365,0,2,B1|B2,N,N,N,Y
9011224556,0,1,B1,N,N,Y,N
9011224874,0,2,B1|B2,N,N,N,Y
9011225015,0,1,B1,N,N,Y,N
9011225266,0,2,B1|B2,N,N,N,Y
9011225329,0,4,B1|B2,N,Y,N,Y
9011225416,0,1,B1,N,Y,Y,N
9011225528,0,1,B1,N,N,Y,N
9011225617,0,3,B1|B2,N,Y,N,Y
9011225793,0,1,B1,N,N,Y,N
9011226091,0,3,B1|B2,N,N,N,Y
9011226092,0,2,B1|B2,N,Y,N,Y
9011226136,0,2,B1,N,N,N,Y
9011226137,0,2,B1|B2,N,N,N,Y
9011226577,0,2,B1|B2,N,N,N,Y
9011226579,0,1,B1,N,N,Y,N
9011227527,0,1,B1,N,N,Y,N
9011227528,0,2,B1|B2,N,Y,N,Y
9011227604,0,2,B1|B2,N,N,N,Y
9011227605,0,2,B1|B2,N,N,N,Y
9011227606,0,2,B1|B2,N,N,N,Y
9011227607,0,2,B1|B2,N,N,N,Y
9011227608,0,2,B1|B2,N,N,N,Y
9011227609,0,2,B1|B2,N,N,N,Y
9011227610,0,2,B1|B2,N,N,N,Y
9011227611,0,2,B1|B2,N,N,N,Y
9011228944,0,1,B1,N,Y,Y,N
9011228945,0,1,B1,N,N,Y,N
9011229146,0,2,B1|B2,N,Y,N,Y
9011229408,0,2,B1|B2,N,N,N,Y
9011229564,0,4,B1|B2,N,N,N,Y
9011229565,0,3,B1|B2,N,N,N,Y
9011229897,0,1,B1,N,N,Y,N
9011230043,0,2,B1,N,N,N,Y
9011230685,0,2,B1|B2,N,N,N,Y
9011230763,0,4,B1|B2,N,Y,N,Y
9011230767,0,3,B1|B2,N,N,N,Y
9011231670,0,4,B1|B2,N,N,N,Y
9011231856,0,1,B1,N,N,Y,N
9011232740,0,2,B1|B2,N,N,N,Y
9011233593,0,2,B1|B2,N,N,N,Y
9011233776,0,2,B1|B2,N,N,N,Y
9011233827,0,2,B1|B2,N,N,N,Y
9011233828,0,2,B1|B2,N,N,N,Y
9011234281,0,2,B1|B2,N,N,N,Y
9011235627,0,1,B1,N,N,Y,N
9011235717,0,2,B1|B2,N,N,N,Y
9011235718,0,2,B1|B2,N,N,N,Y
9011235719,0,2,B1|B2,N,N,N,Y
9011236347,0,3,B1|B2,N,N,N,Y
9011236350,0,3,B1|B2,N,N,N,Y
9011236729,0,3,B1|B2,N,N,N,Y
9011237180,0,2,B1|B2,N,N,N,Y
9011237181,0,2,B1|B2,N,N,N,Y
9011237657,0,3,B1,N,N,N,Y
9011237659,0,2,B1|B2,N,Y,N,Y
9011237660,0,2,B1|B2,N,Y,N,Y
9011237663,0,2,B1|B2,N,N,N,Y
9011238321,0,2,B1|B2,N,Y,N,Y
9011238372,0,2,B1|B2,N,N,N,Y
9011239201,0,1,B1,N,N,Y,N
9011239255,0,1,B1,N,N,Y,N
9011239405,0,2,B1|B2,N,N,N,Y
9011240164,0,1,B1,N,N,Y,N
9011240763,0,2,B1|B2,N,N,N,Y
9011241516,0,2,B1|B2,N,N,N,Y
9011243725,0,2,B1,N,N,N,Y
9011243732,0,2,B1|B2,N,N,N,Y
9011243733,0,1,B1,N,N,Y,N
9011243734,0,2,B1|B2,N,N,N,Y
9011243759,0,2,B1|B2,N,N,N,Y
9011243760,0,2,B1|B2,N,N,N,Y
9011244378,0,1,B1,N,N,Y,N
9011244788,0,2,B1|B2,N,N,N,Y
9011244789,0,2,B1|B2,N,N,N,Y
9011244850,0,3,B1|B2,N,N,N,Y
9011245721,0,2,B1|B2,N,N,N,Y
9011245722,0,2,B1|B2,N,N,N,Y
9011245723,0,2,B1|B2,N,N,N,Y
9011246246,0,3,B1,N,N,N,Y
9011246525,0,3,B1|B2,N,N,N,Y
9011246930,0,2,B1|B2,N,N,N,Y
9011246931,0,1,B1,N,N,Y,N
9011247184,0,4,B1|B2,N,Y,N,Y
9011247278,0,2,B1,N,N,N,Y
9011247296,0,2,B1,N,N,N,Y
9011248017,0,1,B1,N,N,Y,N
9011249066,0,3,B1|B2,N,N,N,Y
9011249830,0,2,B1|B2,N,N,N,Y
9011249831,0,2,B1|B2,N,N,N,Y
9011250371,0,1,B1,N,N,Y,N
9011250565,0,3,B1|B2,N,N,N,Y
9011250566,0,2,B1,N,N,N,Y
9011250919,0,3,B1|B2,N,N,N,Y
9011250920,0,3,B1|B2,N,N,N,Y
9011250929,0,1,B1,N,N,Y,N
9011251166,0,1,B1,N,N,Y,N
9011251167,0,1,B1,N,N,Y,N
9011251196,0,2,B1|B2,N,N,N,Y
9011251369,0,1,B1,N,Y,Y,N
9011251747,0,3,B1,N,N,N,Y
9011252219,0,2,B1,N,N,N,Y
9011252220,0,2,B1|B2,N,N,N,Y
9011252294,0,1,B1,N,N,Y,N
9011252477,0,2,B1|B2,N,N,N,Y
9011252637,0,2,B1|B2,N,N,N,Y
9011253003,0,2,B1|B2,N,N,N,Y
9011253004,0,2,B1|B2,N,N,N,Y
9011253007,0,9,B1|B2,N,N,N,Y
9011253008,0,2,B1|B2,N,N,N,Y
9011253410,0,2,B1|B2,N,N,N,Y
9011253508,0,2,B1|B2,N,N,N,Y
9011253770,0,1,B1,N,N,Y,N
9011253784,0,2,B1|B2,N,N,N,Y
9011253785,0,2,B1|B2,N,N,N,Y
9011254099,0,2,B1|B2,N,N,N,Y
9011254120,0,2,B1|B2,N,N,N,Y
9011254121,0,2,B1|B2,N,N,N,Y
9011254240,0,3,B1|B2,N,N,N,Y
9011254241,0,2,B1|B2,N,N,N,Y
9011254242,0,2,B1|B2,N,N,N,Y
9011254298,0,2,B1|B2,N,N,N,Y
9011254827,0,2,B1|B2,N,Y,N,Y
9011254828,0,2,B1|B2,N,Y,N,Y
9011255071,0,1,B1,N,N,Y,N
9011255072,0,2,B1|B2,N,N,N,Y
9011255073,0,3,B1,N,N,N,Y
9011255665,0,2,B1|B2,N,N,N,Y
9011255947,0,3,B1|B2,N,N,N,Y
9011256684,0,2,B1|B2,N,N,N,Y
9011256689,0,4,B1|B2,N,N,N,Y
9011256759,0,4,B1|B2,N,N,N,Y
9011256830,0,2,B1|B2,N,N,N,Y
9011256831,0,2,B1|B2,N,N,N,Y
9011257021,0,2,B1,N,N,N,Y
9011257022,0,2,B1,N,N,N,Y
9011257037,0,2,B1|B2,N,N,N,Y
9011257039,0,2,B1|B2,N,N,N,Y
9011257043,0,2,B1|B2,N,N,N,Y
9011257364,0,1,B1,N,N,Y,N
9011257460,0,2,B1|B2,N,N,N,Y
9011257512,0,2,B1|B2,N,N,N,Y
9011257513,0,2,B1|B2,N,N,N,Y
9011257515,0,2,B1|B2,N,N,N,Y
9011257653,0,2,B1|B2,N,N,N,Y
9011257862,0,5,B1|B2,N,N,N,Y
9011257863,0,2,B1,N,N,N,Y
9011258124,0,2,B1|B2,N,N,N,Y
9011258158,0,2,B1|B2,N,N,N,Y
9011258185,0,2,B1|B2,N,N,N,Y
9011258186,0,2,B1|B2,N,N,N,Y
9011258293,0,2,B1|B2,N,N,N,Y
9011259189,0,1,B1,N,N,Y,N
9011259491,0,2,B1|B2,N,N,N,Y
9011259930,0,1,B1,N,N,Y,N
9011259940,0,3,B1|B2,N,N,N,Y
9011260157,0,2,B1|B2,N,N,N,Y
9011260458,0,2,B1|B2,N,N,N,Y
9011260486,0,2,B1|B2,N,N,N,Y
9011260487,0,2,B1|B2,N,N,N,Y
9011260749,0,2,B1|B2,N,N,N,Y
9011260873,0,3,B1|B2,N,N,N,Y
9011260874,0,3,B1|B2,N,N,N,Y
9011261107,0,2,B1|B2,N,N,N,Y
9011261272,0,2,B1|B2,N,N,N,Y
9011261276,0,2,B1|B2,N,N,N,Y
9011261438,0,2,B1|B2,N,Y,N,Y
9011261439,0,2,B1|B2,N,N,N,Y
9011261507,0,2,B1|B2,N,N,N,Y
9011261538,0,1,B1,N,N,Y,N
9011261602,0,1,B1,N,N,Y,N
9011261618,0,2,B1|B2,N,N,N,Y
9011261619,0,2,B1|B2,N,N,N,Y
9011261640,0,1,B1,N,N,Y,N
9011261641,0,2,B1|B2,N,Y,N,Y
9011261795,0,2,B1|B2,N,N,N,Y
9011262030,0,1,B1,N,N,Y,N
9011262629,0,3,B1|B2,N,Y,N,Y
9011262630,0,1,B1,N,N,Y,N
9011262631,0,2,B1|B2,N,N,N,Y
9011262751,0,2,B1|B2,N,N,N,Y
9011262752,0,2,B1|B2,N,N,N,Y
9011262791,0,2,B1|B2,N,N,N,Y
9011262792,0,2,B1|B2,N,N,N,Y
9011262825,0,2,B1|B2,N,N,N,Y
9011262826,0,1,B1,N,N,Y,N
9011263126,0,2,B1|B2,N,N,N,Y
9011263483,0,1,B1,N,N,Y,N
9011263484,0,1,B1,N,N,Y,N
9011263511,0,2,B1|B2,N,N,N,Y
9011263521,0,3,B1|B2,N,Y,N,Y
9011263540,0,1,B1,N,N,Y,N
9011263614,0,2,B1|B2,N,N,N,Y
9011263615,0,2,B1|B2,N,N,N,Y
9011263633,0,2,B1|B2,N,N,N,Y
9011263764,0,2,B1|B2,N,N,N,Y
9011264015,0,2,B1|B2,N,N,N,Y
9011264068,0,1,B1,N,N,Y,N
9011264194,0,2,B1|B2,N,Y,N,Y
9011264345,0,2,B1|B2,N,N,N,Y
9011264375,0,2,B1|B2,N,N,N,Y
9011264376,0,2,B1|B2,N,N,N,Y
9011264712,0,2,B1|B2,N,N,N,Y
9011264713,0,2,B1|B2,N,N,N,Y
9011264714,0,2,B1|B2,N,N,N,Y
9011264943,0,4,B1|B2,N,N,Y,Y
9011266117,0,1,B1,N,N,Y,N
9011266391,0,2,B1|B2,N,N,N,Y
9011266393,0,2,B1|B2,N,N,N,Y
9011266394,0,1,B1,N,N,Y,N
9011266421,0,2,B1|B2,N,N,N,Y
9011266798,0,2,B1|B2,N,N,N,Y
9011266910,0,1,B1,N,N,Y,N
9011267127,0,2,B1|B2,N,N,N,Y
9011267130,0,2,B1|B2,N,Y,N,Y
9011267131,0,1,B1,N,N,Y,N
9011267253,0,2,B1,N,N,N,Y
9011267531,0,1,B1,N,Y,Y,N
9011267562,0,1,B1,N,N,Y,N
9011267659,0,1,B1,N,N,Y,N
9011267660,0,1,B1,N,N,Y,N
9011268049,0,2,B1|B2,N,N,N,Y
9011268050,0,2,B1|B2,N,N,N,Y
9011268332,0,2,B1|B2,N,N,N,Y
9011268760,0,2,B1|B2,N,N,N,Y
9011268761,0,2,B1|B2,N,N,N,Y
9011268763,0,2,B1|B2,N,N,N,Y
9011268907,0,1,B1,N,Y,Y,N
9011268908,0,2,B1|B2,N,N,N,Y
9011269000,0,2,B1|B2,N,N,N,Y
9011269166,0,1,B1,N,N,Y,N
9011269176,0,3,B1,N,N,N,Y
9011269177,0,2,B1|B2,N,N,N,Y
9011269178,0,2,B1|B2,N,N,N,Y
9011269263,0,2,B1|B2,N,N,N,Y
9011269382,0,2,B1|B2,N,N,N,Y
9011269384,0,2,B1|B2,N,N,N,Y
9011269468,0,2,B1|B2,N,Y,N,Y
9011269925,0,3,B1|B2,N,N,N,Y
9011270089,0,1,B1,N,Y,Y,N
9011270209,0,1,B1,N,N,Y,N
9011270870,0,3,B1|B2,N,N,N,Y
9011270871,0,3,B1|B2,N,N,N,Y
9011271084,0,2,B1|B2,N,N,N,Y
9011271241,0,1,B1,N,Y,Y,N
9011271252,0,1,B1,N,N,Y,N
9011271699,0,2,B1|B2,N,N,N,Y
9011271994,0,4,B1,N,N,N,Y
9011272310,0,5,B1|B2,N,N,N,Y
9011272315,0,1,B1,N,N,Y,N
9011273276,0,2,B1|B2,N,N,N,Y
9011273379,0,2,B1|B2,N,N,N,Y
9011273480,0,2,B1|B2,N,N,N,Y
9011273881,0,2,B1|B2,N,N,N,Y
9011273882,0,2,B1|B2,N,N,N,Y
9011273928,0,2,B1|B2,N,N,N,Y
9011274299,0,2,B1|B2,N,N,N,Y
9011274496,0,2,B1|B2,N,N,N,Y
9011274753,0,2,B1|B2,N,N,N,Y
9011274754,0,2,B1|B2,N,N,N,Y
9011274755,0,2,B1|B2,N,N,N,Y
9011274757,0,2,B1|B2,N,N,N,Y
9011274759,0,2,B1|B2,N,N,N,Y
9011274946,0,3,B1|B2,N,N,N,Y
9011275502,0,1,B1,N,N,Y,N
9011275503,0,1,B1,N,N,Y,N
9011280901,0,2,B1|B2,N,N,N,Y
9011282859,0,1,B1,N,N,Y,N
9011283208,0,4,B1|B2,N,N,N,Y
9011283209,0,1,B1,N,N,Y,N
9011283990,0,2,B1|B2,N,Y,N,Y
9011284103,0,2,B1|B2,N,Y,N,Y
901142D978,0,1,B1,N,N,Y,N
901154D174,0,1,B1,N,Y,Y,N
901159D276,0,1,B1,N,N,Y,N
901185D536,0,1,B1,N,N,Y,N
9012FG8217,0,4,B1,N,N,N,Y
9013000181,0,1,B1,N,N,Y,N
901353D732,0,3,B1|B2,N,N,N,Y
9013FG8217,0,2,B1|B2,N,N,N,Y
9014048,0,1,B1,N,Y,Y,N
9014098A,0,1,B1,N,N,Y,N
9014100B,0,1,B1,N,N,Y,N
9014130,0,1,B1,N,N,Y,N
9015000043,0,1,B1,N,N,Y,N
9015000057,0,2,B1|B2,N,N,N,Y
9015000069,0,3,B1|B2,N,N,N,Y
9015000070,0,3,B1|B2,N,N,N,Y
9015000078,0,1,B1,N,Y,Y,N
9015000080,0,2,B1|B2,N,N,N,Y
9015000089,0,1,B1,N,N,Y,N
9015000101,0,1,B1,N,N,Y,N
9015000103,0,1,B1,N,N,Y,N
9015000104,0,3,B1,N,N,N,Y
9015000117,0,6,B1|B2,N,N,N,Y
9015000138,0,2,B1,N,N,N,Y
9015000148,0,2,B1|B2,N,N,N,Y
9015000171,0,1,B1,N,N,Y,N
9015000173,0,1,B1,N,N,Y,N
9015000181,0,2,B1|B2,N,N,N,Y
9015000211,0,2,B1|B2,N,N,N,Y
9015000224,0,2,B1|B2,N,N,N,Y
9015000239,0,2,B1|B2,N,N,N,Y
9015000261,0,1,B1,N,N,Y,N
9015000270,0,1,B1,N,N,Y,N
9015000341,0,2,B1|B2,N,Y,N,Y
9015000416,0,1,B1,N,N,Y,N
9015000450,0,2,B1,N,N,N,Y
9015000462,0,3,B1|B2,N,Y,N,Y
9015000466,0,2,B1|B2,N,N,N,Y
9015000531,0,1,B1,N,N,Y,N
9015000544,0,2,B1,N,N,N,Y
9015000570,0,1,B1,N,N,Y,N
9015000581,0,1,B1,N,N,Y,N
9015000602,0,5,B1,N,N,N,Y
9015000622,0,1,B1,N,N,Y,N
9015000632,0,1,B1,N,N,Y,N
9015000678,0,1,B1,N,N,Y,N
9016FG8217,0,3,B1|B2,N,N,N,Y
9018163,0,4,B1,N,N,N,Y
9018222B,0,2,B1|B2,N,Y,N,Y
9018236C,0,1,B1,N,Y,Y,N
9018237D,0,1,B1,N,N,Y,N
9018253A,0,2,B1|B2,N,N,N,Y
9018258B,0,1,B1,N,N,Y,N
9018258C,0,3,B1|B2,N,N,N,Y
9018270,0,1,B1,N,Y,Y,N
9018284A,0,1,B1,N,N,Y,N
9018284C,0,2,B1,N,N,N,Y
9018355,0,3,B1|B2,N,N,N,Y
9018465D,0,1,B1,N,N,Y,N
9018495A,0,1,B1,N,N,Y,N
9018499C,0,1,B1,N,Y,Y,N
9018528,0,1,B1,N,Y,Y,N
9018721,0,2,B1|B2,N,N,N,Y
9018907,0,1,B1,N,N,Y,N
9018910,0,1,B1,N,N,Y,N
901FG8302B,0,2,B1,N,N,N,Y
901FG8563,0,3,B1,N,N,N,Y
901FG8801,0,3,B1,N,N,N,Y
901ML4096,0,1,B1,N,N,Y,N
901ML4107,0,2,B1,N,N,N,Y
901ML4134,0,3,B1,N,N,N,Y
901ML4140B,0,1,B1,N,N,Y,N
901ML8123,0,2,B1,N,N,N,Y
901ML8151,0,1,B1,N,N,Y,N
901ML8195,0,2,B1|B2,N,N,N,Y
901ML8209,0,2,B1,N,N,N,Y
901ML8211,0,2,B1,N,N,N,Y
901ML8214,0,1,B1,N,N,Y,N
901ML8250,0,1,B1,N,N,Y,N
901ML8251,0,2,B1|B2,N,N,N,Y
901ML8367,0,1,B1,N,Y,Y,N
901ML8378A,0,3,B1|B2,N,Y,N,Y
901ML8378E,0,1,B1,N,Y,Y,N
901ML8438,0,1,B1,N,N,Y,N
901ML8450B,0,2,B1,N,N,N,Y
901ML8487,0,1,B1,N,N,Y,N
901ML8570,0,4,B1,N,N,N,Y
901ML8678,0,2,B1|B2,N,N,N,Y
901ML8791,0,1,B1,N,Y,Y,N
901ML8804,0,1,B1,N,N,Y,N
