MPOLICY,MPLAN,MANNLFEE,MSEMI,MQTRL,MMTHD,MMTHB,PROP_MSEMIFEE,PROP_MQTRLFEE,PROP_MMTHDFEE,PROP_MMTHBFEE,BEFORE_Q,AFTER_Q,DELTA_Q,BEFORE_MTHD,AFTER_MTHD,DELTA_MTHD,MMODEPREM,MPREM,MUNIT,MBILLFRM,MMODE
010426858C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,12.96000,8.45400,2,01
010426859C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,13.13,15.90,2.77,4.46,5.40,0.94,5.00,11.28000,4.39400,2,01
010426961C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,44.93,47.70,2.77,15.26,16.20,0.94,15.00,15.00000,11.30400,2,01
010427442C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,0.00,2.77,2.77,0.00,0.94,0.94,5.40,.00,1.12436,1,01
010427723C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,31.80,13.68000,8.00900,1,03
010428258C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,0.00,2.77,2.77,0.00,0.94,0.94,10.80,.00,7.76338,1,01
010428259C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,0.22,2.99,2.77,0.08,1.02,0.94,5.40,.13061,6.43124,1,01
010428688C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,43.94,46.70,2.76,14.92,15.86,0.94,180.01,10.44,15.88148,1,12
010428747C,1960PO,10.00,52.0000,26.5000,9.0000,8.7019,5.2000,2.6500,0.9000,0.8702,0.00,2.65,2.65,0.00,0.90,0.90,76.87,.00,15.13766,2,01
010429064C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,60.84,63.60,2.76,20.66,21.60,0.94,240.01,20.28000,11.32000,1,12
010429066C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,13.13,15.90,2.77,4.46,5.40,0.94,60.00,11.64000,4.25800,1,12
010429259C,1960PO,10.00,52.0000,26.5000,9.0000,8.7019,5.2000,2.6500,0.9000,0.8702,56.50,59.15,2.65,19.19,20.09,0.90,19.42,21.32000,10.00000,2,01
010429558C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.04,31.80,2.76,9.86,10.80,0.94,10.00,15.48000,7.07800,2,01
010429710C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,19.56000,5.60100,2,01
010429711C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,15.96000,6.86500,2,01
010429893C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,0.00,2.77,2.77,0.00,0.94,0.94,5.40,.00,.98705,1,01
010429965C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,44.93,47.70,2.77,15.26,16.20,0.94,15.00,15.96000,10.62400,2,01
010430017C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,15.96000,6.86500,2,01
010430023C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,20.28000,5.40200,2,01
010430295C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,13.13,15.90,2.77,4.46,5.40,0.94,5.40,9.36000,5.29500,1,01
010430296C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.04,31.80,2.76,9.86,10.80,0.94,10.00,18.24000,6.00700,2,01
010430993C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,14.52000,7.54500,2,01
010431301C,1960PO,10.00,52.0000,26.5000,9.0000,8.7019,5.2000,2.6500,0.9000,0.8702,82.02,84.67,2.65,27.86,28.75,0.89,319.50,12.38000,25.00000,1,12
010431510C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,44.93,47.70,2.77,15.26,16.20,0.94,15.00,18.96000,8.94300,2,01
010432120C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,0.00,2.77,2.77,0.00,0.94,0.94,10.80,.00,1.95157,1,01
010432414C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,20.28000,5.40200,2,01
010432493C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,0.00,2.77,2.77,0.00,0.94,0.94,5.40,.00,6.27217,1,01
010432494C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,0.00,2.77,2.77,0.00,0.94,0.94,5.40,.00,5.29959,1,01
010432631C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,13.13,15.90,2.77,4.46,5.40,0.94,5.00,9.36000,5.29500,2,01
010432782C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,60.83,63.60,2.77,20.66,21.60,0.94,20.00,23.52000,9.76020,2,01
010432865C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,60.83,63.60,2.77,20.66,21.60,0.94,20.00,17.04000,13.47200,2,01
010432866C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,60.83,63.60,2.77,20.66,21.60,0.94,20.00,14.16000,16.21200,2,01
010433471C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,0.00,2.77,2.77,0.00,0.94,0.94,10.80,.00,.85735,1,01
010433630C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,13.13,15.90,2.77,4.46,5.40,0.94,5.00,9.72000,5.09900,2,01
010434418C,1960PO,10.00,52.0000,26.5000,9.0000,8.7019,5.2000,2.6500,0.9000,0.8702,16.96,19.61,2.65,5.76,6.66,0.90,38.48,6.40000,10.00000,1,06
010434419C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,19.56000,5.60100,2,01
010434421C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.04,31.80,2.76,9.86,10.80,0.94,10.00,15.48000,7.07800,2,01
010434424C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,44.93,47.70,2.77,15.26,16.20,0.94,15.00,17.64000,9.61200,2,01
010435244C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,13.13,15.90,2.77,4.46,5.40,0.94,31.20,10.80000,4.58800,1,06
010435248C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,21.84000,5.01600,2,01
010435609C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,13.13,15.90,2.77,4.46,5.40,0.94,5.00,11.04000,4.48900,2,01
010435671C,1960PO,10.00,52.0000,26.5000,9.0000,8.7019,5.2000,2.6500,0.9000,0.8702,65.61,68.26,2.65,22.28,23.18,0.90,22.41,12.38000,20.00000,2,01
010435673C,196065,10.00,51.9988,26.5028,9.0021,8.6957,5.1999,2.6503,0.9002,0.8696,7.10,9.75,2.65,2.41,3.31,0.90,3.20,10.72000,2.50000,2,01
010436028C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,0.00,2.77,2.77,0.00,0.94,0.94,5.40,.00,6.18987,1,01
010436044C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,23.52000,4.65800,2,01
010436082C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,16.56000,6.61600,2,01
010436083C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,13.32000,8.22500,2,01
010436085C,196065,10.00,51.9988,26.5028,9.0021,8.6957,5.1999,2.6503,0.9002,0.8696,0.00,2.65,2.65,0.00,0.90,0.90,39.03,.00,2.05830,1,12
010436406C,1991PL,20.00,52.0039,26.4956,9.0030,8.6960,10.4008,5.2991,1.8006,1.7392,0.00,5.30,5.30,0.00,1.80,1.80,406.26,.00,1.66187,1,12
010436541C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.80,12.96000,8.45400,1,01
010436599C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,0.00,2.77,2.77,0.00,0.94,0.94,10.80,.00,.97054,1,01
010436712C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,0.00,2.77,2.77,0.00,0.94,0.94,60.01,.00,1.79690,1,12
010436782C,1960PO,10.00,52.0000,26.5000,9.0000,8.7019,5.2000,2.6500,0.9000,0.8702,41.10,43.75,2.65,13.96,14.86,0.90,85.85,10.34000,15.00000,1,06
010436959C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,19.56000,5.60100,2,01
010437076C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.04,31.80,2.76,9.86,10.80,0.94,10.00,15.48000,7.07800,2,01
010437232C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,44.93,47.70,2.77,15.26,16.20,0.94,15.00,13.68000,12.39500,2,01
010438028C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,0.00,2.77,2.77,0.00,0.94,0.94,60.00,.00,4.57137,1,12
010438063C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,15.00000,7.30400,2,01
010438073C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,14.52000,7.54500,2,01
010438523C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,13.13,15.90,2.77,4.46,5.40,0.94,5.00,10.20000,4.85900,2,01
010438524C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,0.11,2.88,2.77,0.04,0.98,0.94,31.20,.06302,6.66480,1,06
010438525C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,18.07,20.84,2.77,6.14,7.08,0.94,5.40,8.40000,8.11858,1,01
010438554C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,17.64000,6.21100,2,01
010438556C,1960PO,10.00,52.0000,26.5000,9.0000,8.7019,5.2000,2.6500,0.9000,0.8702,31.80,34.45,2.65,10.80,11.70,0.90,130.00,12.00000,10.00000,1,12
010438820C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.04,31.80,2.76,9.86,10.80,0.94,10.00,18.24000,6.00700,2,01
010438821C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,60.84,63.60,2.76,20.66,21.60,0.94,20.00,20.28000,11.32000,2,01
010438861C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,0.00,2.77,2.77,0.00,0.94,0.94,60.00,.00,2.29862,1,03
010439084C,280END,10.00,51.9979,26.4995,9.0015,8.7113,5.1998,2.6500,0.9002,0.8711,40.44,43.09,2.65,13.74,14.64,0.90,162.60,15.26000,10.00000,1,12
010439128C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,12.96000,8.45400,2,01
010439156C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,8.40000,13.04300,2,01
010439181C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,0.00,2.77,2.77,0.00,0.94,0.94,10.80,.00,4.60183,1,01
010439527C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.04,31.80,2.76,9.86,10.80,0.94,10.00,22.68000,4.83100,2,01
010439836C,1960PO,10.00,52.0000,26.5000,9.0000,8.7019,5.2000,2.6500,0.9000,0.8702,58.83,61.48,2.65,19.98,20.88,0.90,232.00,22.20000,10.00000,1,12
010439999C,1960PO,10.00,52.0000,26.5000,9.0000,8.7019,5.2000,2.6500,0.9000,0.8702,54.25,56.90,2.65,18.42,19.32,0.90,214.70,20.47000,10.00000,2,12
010440370C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,19.56000,5.60100,2,01
010440631C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,16.56000,6.61600,2,01
010441084C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,13.13,15.90,2.77,4.46,5.40,0.94,60.00,10.44000,4.74700,1,12
010441085C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,13.13,15.90,2.77,4.46,5.40,0.94,5.00,11.28000,4.39400,2,01
010441927C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,21.84000,5.01600,2,01
010442216C,170858,10.44,50.0000,26.5000,9.0000,8.3333,5.2200,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,60.00,14.52000,7.54500,2,06
010442222C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,13.13,15.90,2.77,4.46,5.40,0.94,5.00,12.96000,3.82400,2,01
010442230C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,60.83,63.60,2.77,20.66,21.60,0.94,20.00,14.16000,16.21200,2,01
010442330C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,21.00000,5.21700,2,01
010442332C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,20.28000,5.40200,2,01
010442551C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,0.00,2.77,2.77,0.00,0.94,0.94,31.20,.00,4.80802,1,06
010442552C,17085M,10.44,50.0000,26.5000,9.0000,8.3333,5.2200,2.7666,0.9396,0.8700,13.13,15.90,2.77,4.46,5.40,0.94,30.00,11.04000,4.48900,2,06
010442906C,1960PO,10.00,52.0000,26.5000,9.0000,8.7019,5.2000,2.6500,0.9000,0.8702,18.10,20.75,2.65,6.15,7.05,0.90,40.72,6.83000,10.00000,1,06
010443109C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,23.52000,4.65800,2,01
010443161C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,0.00,2.77,2.77,0.00,0.94,0.94,15.90,.00,5.70843,1,03
010443287C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,44.93,47.70,2.77,15.26,16.20,0.94,16.20,19.56000,8.66900,1,01
010443389C,1960PO,10.00,52.0000,26.5000,9.0000,8.7019,5.2000,2.6500,0.9000,0.8702,0.00,2.65,2.65,0.00,0.90,0.90,32.55,.00,9.34168,1,03
010443433C,1960PO,10.00,52.0000,26.5000,9.0000,8.7019,5.2000,2.6500,0.9000,0.8702,0.00,2.65,2.65,0.00,0.90,0.90,6.57,.00,8.23750,2,01
010443646C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,38.23,40.99,2.76,12.98,13.92,0.94,10.80,9.36000,15.41202,1,01
010443816C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.04,31.80,2.76,9.86,10.80,0.94,10.00,28.32000,3.86900,2,01
010444207C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,15.96000,6.86500,2,01
010444917C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,62.40,20.28000,5.40200,1,06
010445074C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,31.80,13.68000,8.00900,1,03
010445091C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.04,31.80,2.76,9.86,10.80,0.94,10.00,18.24000,6.00700,2,01
010445131C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,0.00,2.77,2.77,0.00,0.94,0.94,31.81,.00,5.64466,1,03
010445275C,1960OL,10.00,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696,24.08,26.73,2.65,8.18,9.08,0.90,8.78,18.18000,5.00000,2,01
010445351C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,44.93,47.70,2.77,15.26,16.20,0.94,15.00,23.52000,7.20900,2,01
010446088C,1960OL,10.00,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696,0.00,2.65,2.65,0.00,0.90,0.90,374.64,.00,1.46488,1,12
010446237C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,44.93,47.70,2.77,15.26,16.20,0.94,180.00,15.96000,10.62400,1,12
010446638C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,60.83,63.60,2.77,20.66,21.60,0.94,63.60,15.96000,14.38300,1,03
010446741C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.04,31.80,2.76,9.86,10.80,0.94,120.01,17.04000,6.43000,1,12
010446852C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.04,31.80,2.76,9.86,10.80,0.94,10.00,18.24000,6.00700,2,01
010447475C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,17.64000,6.21100,2,01
010447559C,1991PL,20.00,52.0039,26.4956,9.0030,8.6960,10.4008,5.2991,1.8006,1.7392,0.00,5.30,5.30,0.00,1.80,1.80,13.60,.00,1.33484,1,01
010448181C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.04,31.80,2.76,9.86,10.80,0.94,10.00,17.04000,6.43000,2,01
010448375C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,45.72,48.49,2.77,15.53,16.47,0.94,10.80,20.28000,8.50813,1,01
010448609C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,17.64000,6.21100,2,01
010448806C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,62.40,18.96000,5.77800,1,06
010448828C,1960OL,10.00,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696,36.17,38.82,2.65,12.29,13.19,0.90,12.75,13.65000,10.00000,2,01
010449013C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,9.48000,11.55700,2,01
010449017C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,0.00,2.77,2.77,0.00,0.94,0.94,21.60,.00,.85629,1,01
010449050C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.04,31.80,2.76,9.86,10.80,0.94,10.00,22.68000,4.83100,2,01
010449074C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,13.13,15.90,2.77,4.46,5.40,0.94,5.40,14.16000,3.50000,1,01
010449075C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,13.13,15.90,2.77,4.46,5.40,0.94,5.00,28.32000,1.75000,2,01
010449333C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,31.80,14.16000,7.73700,1,03
010449334C,17085M,10.44,50.0000,26.5000,9.0000,8.3333,5.2200,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,60.00,12.24000,8.95100,2,06
010449417C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,15.00000,7.30400,2,01
010449498C,196065,10.00,51.9988,26.5028,9.0021,8.6957,5.1999,2.6503,0.9002,0.8696,42.10,44.75,2.65,14.30,15.20,0.90,87.80,10.59000,15.00000,1,06
010449514C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.04,31.80,2.76,9.86,10.80,0.94,31.80,18.24000,6.00700,1,03
010449532C,196065,10.00,51.9988,26.5028,9.0021,8.6957,5.1999,2.6503,0.9002,0.8696,0.00,2.65,2.65,0.00,0.90,0.90,28.05,.00,5.89025,1,03
010449559C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,27.24000,4.02200,2,01
010450135C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.04,31.80,2.76,9.86,10.80,0.94,120.01,15.48000,7.07800,1,12
010450174C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.04,31.80,2.76,9.86,10.80,0.94,10.00,18.24000,6.00700,2,01
010450300C,1960OL,10.00,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696,12.15,14.80,2.65,4.13,5.03,0.90,55.85,9.17000,5.00000,1,12
010450811C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,13.13,15.90,2.77,4.46,5.40,0.94,5.00,11.28000,4.39400,2,01
010450906C,1960OL,10.00,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696,29.56,32.21,2.65,10.04,10.94,0.90,10.58,22.31000,5.00000,2,01
010451148C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,13.13,15.90,2.77,4.46,5.40,0.94,5.00,10.80000,4.58800,2,01
010451149C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,13.13,15.90,2.77,4.46,5.40,0.94,5.00,10.32000,4.80200,2,01
010451215C,1960OL,10.00,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696,37.17,39.82,2.65,12.63,13.53,0.90,13.08,14.03000,10.00000,2,01
010451385C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,0.00,2.77,2.77,0.00,0.94,0.94,20.00,.00,1.45768,2,01
010451453C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,9.72000,11.27200,2,01
010451596C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,0.00,2.77,2.77,0.00,0.94,0.94,47.71,.00,10.25516,1,03
010451650C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,10.00,21.00000,5.21700,2,01
010452169C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,10.14,12.91,2.77,3.45,4.38,0.93,5.40,9.36000,4.08952,1,01
010452304C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,13.13,15.90,2.77,4.46,5.40,0.94,5.00,10.80000,4.58800,2,01
010452305C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,13.13,15.90,2.77,4.46,5.40,0.94,5.00,10.80000,4.58800,2,01
010452516C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,60.84,63.60,2.76,20.66,21.60,0.94,20.00,25.20000,9.11000,2,01
010452575C,1960OL,10.00,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696,24.10,26.75,2.65,8.19,9.09,0.90,8.78,18.19000,5.00000,2,01
010454002C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,29.03,31.80,2.77,9.86,10.80,0.94,120.00,23.52000,4.65800,1,12
010454003C,17085M,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,13.13,15.90,2.77,4.46,5.40,0.94,31.20,9.12000,5.43400,1,06
010455341C,170858,10.44,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700,13.13,15.90,2.77,4.46,5.40,0.94,31.20,10.56000,4.69300,1,06
010455617C,1960OL,10.00,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696,27.84,30.49,2.65,9.46,10.36,0.90,115.08,22.79000,4.61100,1,12
