MPOLICY,MPLAN,MMODE,MBILLFRM,ANNUAL_PREMIUM,POLICY_FEE,MODE_PREMIUM,EXPECTED_ANNUAL_X_FACTOR,DIFF,WITHIN_02,MSEMI,MQTRL,MMTHD,MMTHB,PROP_MSEMIFEE,PROP_MQTRLFEE,PROP_MMTHDFEE,PROP_MMTHBFEE
010459421C,170858,1,2,59.99,10.44,5.00,59.9900,-54.9900,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010459527C,17085M,1,1,120.01,10.44,10.80,120.0100,-109.2100,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010459723C,170858,3,1,60.00,10.44,15.90,15.9000,0.0000,Y,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010459814C,170858,1,2,120.00,10.44,10.00,120.0000,-110.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010459850C,170858,1,1,120.00,10.44,10.80,120.0000,-109.2000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010460323C,1960OL,1,2,51.96,10.00,4.52,51.9600,-47.4400,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010460406C,1960OL,12,1,25.60,10.00,25.60,2.3048,23.2952,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010461210C,1960OL,12,1,87.15,10.00,87.15,7.8461,79.3039,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010462057C,170858,1,2,120.00,10.44,10.00,120.0000,-110.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010462759C,1960OL,12,1,205.10,10.00,205.10,18.4652,186.6348,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010463017C,1960OL,12,1,39.00,10.00,39.00,3.5112,35.4888,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010463537C,1960OL,12,1,31.62,10.00,31.62,2.8467,28.7733,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010463553C,170858,1,2,180.01,10.44,15.00,180.0100,-165.0100,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010465363C,17085M,12,1,60.00,10.44,60.00,5.4000,54.6000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010466391C,17085M,1,2,240.01,10.44,20.00,240.0100,-220.0100,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010466392C,170858,1,2,239.99,10.44,20.00,239.9900,-219.9900,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010466471C,17085M,1,1,60.00,10.44,5.40,60.0000,-54.6000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010466472C,17085M,1,1,60.00,10.44,5.40,60.0000,-54.6000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010466706C,170858,1,2,60.00,10.44,5.00,60.0000,-55.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010466978C,170858,3,1,120.00,10.44,31.80,31.8000,0.0000,Y,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010467025C,17085M,1,2,60.00,10.44,5.00,60.0000,-55.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010467154C,1960OL,12,1,54.75,10.00,54.75,4.9291,49.8209,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010467185C,17085M,6,1,60.00,10.44,31.20,31.2000,0.0000,Y,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010467500C,1960OL,12,1,25.38,10.00,25.38,2.2850,23.0950,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010467771C,170858,1,2,119.99,10.44,10.00,119.9900,-109.9900,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010468945C,17085M,12,2,180.00,10.44,180.00,14.9999,165.0001,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010469579C,17085M,1,2,60.00,10.44,5.00,60.0000,-55.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010469666C,1960OL,1,2,199.50,10.00,17.36,199.5000,-182.1400,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010469728C,17085M,1,1,120.00,10.44,10.80,120.0000,-109.2000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010470522C,1991PL,12,1,19.85,19.85,172.88,1.7871,171.0929,N,52.0039,26.4956,9.0030,8.6960,10.3228,5.2594,1.7871,1.7262
010471046C,1960OL,12,1,25.56,10.00,25.56,2.3012,23.2588,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010471532C,170858,12,1,10.44,10.44,120.00,0.9396,119.0604,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010471534C,170858,1,2,60.00,10.44,5.00,60.0000,-55.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010473867C,17085M,1,2,60.00,10.44,5.00,60.0000,-55.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010473868C,170858,6,2,60.00,10.44,30.00,30.0000,0.0000,Y,50.0000,26.5000,9.0000,8.3333,5.2200,2.7666,0.9396,0.8700
010474317C,17085M,1,2,120.00,10.44,10.00,120.0000,-110.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010474318C,170858,1,2,119.99,10.44,10.00,119.9900,-109.9900,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010478048C,170858,1,1,10.44,10.44,25.00,10.4400,14.5600,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010478213C,1960OL,12,1,31.23,10.00,31.23,2.8116,28.4184,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010478214C,1960OL,12,1,29.78,10.00,29.78,2.6811,27.0989,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010478890C,170858,3,1,10.44,10.44,15.90,2.7666,13.1334,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010480683C,170858,1,2,10.44,10.44,30.00,10.4400,19.5600,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010481459C,1960OL,1,2,146.50,10.00,12.75,146.5000,-133.7500,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010484578C,1960OL,1,2,94.95,10.00,8.26,94.9500,-86.6900,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010484864C,1960OL,12,1,33.07,10.00,33.07,2.9773,30.0927,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010487125C,17085M,1,2,120.00,10.44,10.00,120.0000,-110.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010487396C,170858,1,2,180.01,10.44,15.00,180.0100,-165.0100,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010487886C,1960OL,6,1,54.70,10.00,28.44,28.4461,-0.0061,Y,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010487888C,1960OL,6,1,55.95,10.00,29.09,29.0962,-0.0062,Y,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010488273C,17085M,6,2,180.00,10.44,90.00,90.0000,0.0000,Y,50.0000,26.5000,9.0000,8.3333,5.2200,2.7666,0.9396,0.8700
010488878C,1960OL,3,1,150.30,10.00,39.83,39.8229,0.0071,Y,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010492604C,1960OL,6,2,118.85,10.00,61.80,61.8066,-0.0066,Y,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010495113C,1960OL,6,2,88.00,10.00,45.76,45.7634,-0.0034,Y,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010495122C,17085M,3,1,120.00,10.44,31.80,31.8000,0.0000,Y,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010497263C,1960OL,1,2,104.30,10.00,9.07,104.3000,-95.2300,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010497264C,1960OL,1,2,126.10,10.00,10.97,126.1000,-115.1300,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010501142C,1960OL,6,1,66.58,10.00,34.62,34.6242,-0.0042,Y,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010502995C,170858,1,1,120.00,10.44,10.80,120.0000,-109.2000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010503391C,1960OL,3,2,118.10,10.00,31.30,31.2913,0.0087,Y,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010505481C,17085M,1,1,120.00,10.44,10.80,120.0000,-109.2000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010506408C,170858,1,2,120.00,10.44,10.00,120.0000,-110.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010506497C,170858,1,2,180.00,10.44,15.00,180.0000,-165.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010507004C,1960OL,6,1,84.80,10.00,44.10,44.0993,0.0007,Y,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010507005C,1960OL,6,1,38.06,10.00,19.79,19.7927,-0.0027,Y,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010510553C,17085M,12,1,180.00,10.44,180.00,16.2000,163.8000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010510979C,170858,1,2,180.00,10.44,15.00,180.0000,-165.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010511795C,170858,1,2,60.00,10.44,5.00,60.0000,-55.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010513627C,1960OL,12,1,36.52,10.00,36.52,3.2879,33.2321,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010513848C,1960PO,1,2,229.15,10.00,19.94,229.1500,-209.2100,N,52.0000,26.5000,9.0000,8.7019,5.2000,2.6500,0.9000,0.8702
010513849C,1960OL,1,2,140.95,10.00,12.26,140.9500,-128.6900,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010514052C,1960OL,1,2,54.76,10.00,4.76,54.7600,-50.0000,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010516466C,170858,1,2,10.44,10.44,10.00,10.4400,-0.4400,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010518048C,17085M,1,2,240.00,10.44,20.00,240.0000,-220.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010518049C,170858,1,2,120.00,10.44,10.00,120.0000,-110.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010518051C,170858,1,2,180.00,10.44,15.00,180.0000,-165.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010520451C,1960OL,1,2,49.55,10.00,4.31,49.5500,-45.2400,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010523097C,1960OL,12,1,188.50,10.00,188.50,16.9707,171.5293,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010524282C,1960OL,1,2,57.38,10.00,4.99,57.3800,-52.3900,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010525250C,17085M,1,1,120.00,10.44,10.80,120.0000,-109.2000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010527102C,170858,1,2,60.00,10.44,5.00,60.0000,-55.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010527103C,170858,1,2,60.00,10.44,5.00,60.0000,-55.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010527336C,1960OL,1,2,25.38,10.00,2.21,25.3800,-23.1700,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010529613C,17085M,12,2,240.00,10.44,240.00,19.9999,220.0001,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010529993C,17085M,1,2,120.00,10.44,10.00,120.0000,-110.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010530033C,1960OL,12,1,159.60,10.00,159.60,14.3688,145.2312,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010540774C,170858,1,2,60.00,10.44,5.00,60.0000,-55.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010540781C,170858,1,2,60.00,10.44,5.00,60.0000,-55.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010541669C,17085M,12,1,60.00,10.44,60.00,5.4000,54.6000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010542288C,1960PO,6,1,229.15,10.00,119.16,119.1580,0.0020,Y,52.0000,26.5000,9.0000,8.7019,5.2000,2.6500,0.9000,0.8702
010543558C,17085M,1,2,360.00,10.44,30.00,360.0000,-330.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010543559C,170858,1,2,360.00,10.44,30.00,360.0000,-330.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010544183C,1960OL,12,1,56.23,10.00,56.23,5.0624,51.1676,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010546964C,17085M,1,2,240.00,10.44,20.00,240.0000,-220.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010547021C,17085M,1,2,240.00,10.44,20.00,240.0000,-220.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010547892C,17085M,6,1,120.00,10.44,62.40,62.4000,0.0000,Y,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010550088C,17085M,3,1,60.00,10.44,15.90,15.9000,0.0000,Y,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010552856C,1960OL,6,2,74.10,10.00,38.53,38.5349,-0.0049,Y,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010555054C,1960OL,1,2,88.00,10.00,7.66,88.0000,-80.3400,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010555714C,1960OL,1,2,74.10,10.00,6.45,74.1000,-67.6500,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010556736C,170858,1,2,10.44,10.44,30.00,10.4400,19.5600,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010560185C,170858,3,2,60.00,10.44,15.00,15.0000,0.0000,Y,52.0000,25.0000,9.0000,8.3333,5.4288,2.6100,0.9396,0.8700
010565013C,17085M,1,2,120.00,10.44,10.00,120.0000,-110.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010567983C,1960OL,12,1,25.82,10.00,25.82,2.3246,23.4954,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010576755C,170588,1,1,180.00,10.44,16.20,180.0000,-163.8000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010578323C,1960OL,6,1,50.65,10.00,26.34,26.3400,0.0000,Y,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010580685C,17085M,1,2,60.00,10.44,5.00,60.0000,-55.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010583923C,1960OL,3,1,296.00,10.00,78.44,78.4270,0.0130,Y,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010590419C,170858,1,2,120.00,10.44,10.00,120.0000,-110.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010591112C,170858,1,1,10.44,10.44,30.00,10.4400,19.5600,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010598049C,17085M,1,2,180.00,10.44,15.00,180.0000,-165.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010598050C,170858,1,2,180.00,10.44,15.00,180.0000,-165.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010615191C,17085M,12,2,120.00,10.44,120.00,10.0000,110.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010615192C,170858,12,2,120.00,10.44,120.00,10.0000,110.0000,N,52.0000,26.5000,9.0000,8.3333,5.4288,2.7666,0.9396,0.8700
010713704C,1659C2,1,2,526.92,25.00,43.91,526.9200,-483.0100,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010713705C,1659C2,1,2,306.24,25.00,25.52,306.2400,-280.7200,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010713707C,1659C2,12,1,128.50,25.00,128.50,11.8219,116.6781,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010715467C,1659C2,12,1,1129.00,25.00,1129.00,103.8669,1025.1331,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010716973C,1659C2,12,1,263.00,25.00,263.00,24.1957,238.8043,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010717034C,1659C2,12,1,320.20,25.00,320.20,29.4581,290.7419,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010717447C,1659C2,12,1,1242.00,25.00,1242.00,114.2628,1127.7372,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010718276C,1659C2,12,1,1634.00,25.00,1634.00,150.3264,1483.6736,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010718277C,1659C2,12,1,585.50,25.00,585.50,53.8654,531.6346,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010718278C,1659C2,12,2,112.75,25.00,112.75,9.9240,102.8260,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010718309C,1658C1,1,2,139.25,25.00,12.25,139.2500,-127.0000,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010719553C,1659C2,12,1,134.75,25.00,134.75,12.3969,122.3531,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010719815C,1659C2,12,1,246.75,25.00,246.75,22.7008,224.0492,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010720088C,1659C2,12,1,123.25,25.00,123.25,11.3389,111.9111,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010720759C,1659C2,12,1,279.25,25.00,279.25,25.6907,253.5593,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010721848C,1659C2,12,1,175.25,25.00,175.25,16.1228,159.1272,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010721849C,1659C2,1,2,271.00,25.00,23.85,271.0000,-247.1500,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010722516C,1658C1,1,2,313.20,25.00,26.10,313.2000,-287.1000,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010722550C,1659C2,1,1,481.32,25.00,40.11,481.3200,-441.2100,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010722734C,1659C2,12,1,912.00,25.00,912.00,83.9031,828.0969,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010723386C,1659C2,12,1,852.00,25.00,852.00,78.3831,773.6169,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010723387C,1659C2,12,1,509.00,25.00,509.00,46.8275,462.1725,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010723388C,1659C2,12,1,100.00,25.00,882.00,9.1999,872.8001,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010723523C,1659C2,12,1,222.25,25.00,222.25,20.4468,201.8032,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010723524C,1659C2,12,1,517.00,25.00,517.00,47.5635,469.4365,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010724510C,1659C2,12,1,633.50,25.00,633.50,58.2814,575.2186,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010725643C,1659C2,3,1,112.75,25.00,30.44,30.4425,-0.0025,Y,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010726922C,1659C2,12,1,134.75,25.00,134.75,12.3969,122.3531,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010728947C,1960OL,1,2,68.53,10.00,5.96,68.5300,-62.5700,N,52.0039,26.4956,9.0030,8.6960,5.2004,2.6496,0.9003,0.8696
010729500C,1659C2,12,1,181.00,25.00,181.00,16.6518,164.3482,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010729999C,1659C2,12,1,373.75,25.00,373.75,34.3846,339.3654,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010730145C,1658C1,1,2,270.00,25.00,23.76,270.0000,-246.2400,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010730780C,1659C2,3,1,344.60,25.00,86.15,93.0420,-6.8920,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010731277C,1659C2,1,2,297.00,25.00,24.75,297.0000,-272.2500,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010731278C,1659C2,1,2,797.52,25.00,66.46,797.5200,-731.0600,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010731296C,1658C1,3,1,216.50,25.00,58.46,58.4619,-0.0019,Y,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010731608C,1659C2,12,1,0.00,25.00,271.00,0.0000,271.0000,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010732078C,1659C2,6,1,112.75,25.00,59.19,59.1938,-0.0038,Y,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010732270C,1659C2,12,1,125.75,25.00,125.75,11.5689,114.1811,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010732271C,1659C2,3,1,208.72,25.00,52.18,56.3544,-4.1744,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010732276C,1659C2,12,1,150.25,25.00,150.25,13.8228,136.4272,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010732280C,1659C2,12,1,246.75,25.00,246.75,22.7008,224.0492,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010732281C,1659C2,12,1,230.50,25.00,230.50,21.2058,209.2942,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010732975C,1659C2,1,2,0.00,25.00,11.57,0.0000,11.5700,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010733564C,1658C1,12,2,109.25,25.00,109.25,9.6108,99.6392,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010733665C,1658C1,3,1,151.75,25.00,40.97,40.9774,-0.0074,Y,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010734462C,1659C2,3,1,183.32,25.00,45.83,49.4964,-3.6664,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010734951C,1659C2,12,1,0.00,25.00,121.00,0.0000,121.0000,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010734954C,1659C2,12,1,0.00,25.00,112.75,0.0000,112.7500,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010735160C,1659C2,1,1,187.44,25.00,15.62,187.4400,-171.8200,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010735585C,1659C2,12,1,0.00,25.00,321.50,0.0000,321.5000,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010735918C,1658C1,3,1,131.76,25.00,32.94,35.5794,-2.6394,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010736036C,1658C1,12,1,382.00,25.00,382.00,35.1390,346.8610,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010736643C,1658C1,12,1,216.50,25.00,216.50,19.9152,196.5848,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010736702C,1659C2,1,2,119.04,25.00,9.92,119.0400,-109.1200,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010736703C,1659C2,1,2,494.76,25.00,41.23,494.7600,-453.5300,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010736736C,1659C2,12,1,134.75,25.00,134.75,12.3969,122.3531,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010736935C,1659C2,12,1,214.25,25.00,214.25,19.7108,194.5392,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010737378C,1659C2,12,1,325.50,25.00,325.50,29.9457,295.5543,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010737417C,1659C2,1,2,0.00,25.00,114.04,0.0000,114.0400,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010737619C,1658C1,1,2,2067.60,25.00,172.30,2067.6000,-1895.3000,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010738161C,1659C2,1,1,1009.00,25.00,92.83,1009.0000,-916.1700,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010738207C,1659C2,12,1,1420.00,25.00,1420.00,130.6386,1289.3614,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
