MPOLICY,MBENTYP,MDATE,MBEN,_SRC,_POL
9010578323C,4,20190527,38.50,517,9010578323
9010578323C,4,20200527,39.90,517,9010578323
9010578323C,4,20210527,41.20,517,9010578323
9010580685C,4,20180701,52.32,517,9010580685
9010580685C,4,20190701,54.71,517,9010580685
9010580685C,4,20200701,57.11,517,9010580685
9010580685C,4,20210701,59.56,517,9010580685
9010580685C,4,20220701,62.05,517,9010580685
9010580685C,4,20230701,64.50,517,9010580685
9010580685C,4,20240701,67.05,517,9010580685
9010580685C,4,20250701,69.60,517,9010580685
9010581795C,4,20180701,312.15,517,9010581795
9010581795C,4,20190701,320.56,517,9010581795
9010581795C,4,20200701,329.12,517,9010581795
9010581795C,4,20210701,337.53,517,9010581795
9010581795C,4,20220701,346.09,517,9010581795
9010586005C,1,20180723,69.00,515,9010586005
9010586005C,1,20190723,71.60,515,9010586005
9010586005C,1,20200723,26.21,515,9010586005
9010586005C,4,20210723,76.60,517,9010586005
9010590419C,4,20180915,110.21,517,9010590419
9010590419C,4,20190915,113.77,517,9010590419
9010590419C,4,20200915,117.23,517,9010590419
9010590419C,4,20210915,120.58,517,9010590419
9010590419C,4,20220915,123.88,517,9010590419
9010590419C,4,20230915,127.12,517,9010590419
9010590419C,4,20240915,130.25,517,9010590419
9010590419C,4,20250915,133.33,517,9010590419
9010598049C,4,20181115,179.94,517,9010598049
9010598049C,4,20191115,186.00,517,9010598049
9010598049C,4,20201115,192.15,517,9010598049
9010598049C,4,20211115,198.20,517,9010598049
9010598049C,4,20221115,204.16,517,9010598049
9010598049C,4,20231115,210.12,517,9010598049
9010598049C,4,20241115,215.99,517,9010598049
9010598049C,4,20251115,221.66,517,9010598049
9010598050C,4,20181115,183.38,517,9010598050
9010598050C,4,20191115,189.63,517,9010598050
9010598050C,4,20201115,195.98,517,9010598050
9010598050C,4,20211115,202.33,517,9010598050
9010598050C,4,20221115,208.67,517,9010598050
9010598050C,4,20231115,214.92,517,9010598050
9010598050C,4,20241115,221.17,517,9010598050
9010598050C,4,20251115,227.41,517,9010598050
9010615191C,4,20180315,100.15,517,9010615191
9010615191C,4,20190315,103.18,517,9010615191
9010615191C,4,20200315,106.16,517,9010615191
9010615191C,4,20210315,109.00,517,9010615191
9010615191C,4,20220315,111.84,517,9010615191
9010615191C,4,20230315,114.64,517,9010615191
9010615191C,4,20240315,117.43,517,9010615191
9010615191C,4,20250315,120.23,517,9010615191
9010615191C,4,20260315,123.02,517,9010615191
9010615192C,4,20180315,108.16,517,9010615192
9010615192C,4,20190315,111.80,517,9010615192
9010615192C,4,20200315,115.44,517,9010615192
9010615192C,4,20210315,119.08,517,9010615192
9010615192C,4,20220315,122.61,517,9010615192
9010615192C,4,20230315,126.08,517,9010615192
9010615192C,4,20240315,129.44,517,9010615192
9010615192C,4,20250315,132.69,517,9010615192
9010615192C,4,20260315,135.89,517,9010615192
9010653595C,3,20181018,28.26,514,9010653595
9010653595C,3,20191018,29.37,514,9010653595
9010653595C,3,20201018,30.36,514,9010653595
9010653595C,3,20211018,31.29,514,9010653595
9010653596C,3,20181006,26.25,514,9010653596
9010653596C,3,20191006,27.03,514,9010653596
9010653596C,3,20201006,27.87,514,9010653596
9010653596C,3,20211006,28.89,514,9010653596
9010653596C,3,20221006,30.00,514,9010653596
9010728947C,3,20180904,42.24,514,9010728947
9010728947C,3,20190904,43.77,514,9010728947
9010728947C,3,20200904,45.39,514,9010728947
9010728947C,3,20210904,46.74,514,9010728947
9010728947C,3,20220904,48.00,514,9010728947
9010728947C,3,20230904,49.44,514,9010728947
9010728947C,3,20240904,50.97,514,9010728947
