mpolicy,mphase,claimnum,family,lifecycle,before_claimstat,after_claimstat,reason,has_payment,mpaid,pddate,origsttus
010783102C,1,RC-9010783102,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25000.00,20220114,3
010783883C,1,RC-9010783883,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,22994.70,20201008,3
010784045C,1,RC-9010784045,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,5000.00,20180702,3
010784054C,1,RC-9010784054,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010784054C,1,RC-9010784054,SURRENDER_CLAIM,,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010784074C,1,RC-9010784074,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,50000.00,20240614,3
010784179C,1,RC-9010784179,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010784179C,1,RC-9010784179,SURRENDER_CLAIM,,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010784250C,1,RC-9010784250,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,3480.13,20191011,3
010784261C,1,RC-9010784261,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010784372C,1,RC-9010784372,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,8664.96,20230120,3
010784529C,1,RC-9010784529,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,17802.73,20231210,3
010784529C,1,RC-9010784529,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010784592C,1,RC-9010784592,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010784592C,1,RC-9010784592,SURRENDER_CLAIM,,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010784732C,1,RC-9010784732,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010784767C,1,RC-9010784767,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10598.72,20190623,3
010784918C,1,RC-9010784918,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010784922C,1,RC-9010784922,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,6100.00,20191010,3
010784946C,1,RC-9010784946,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10362.20,20210528,3
010784946C,1,RC-9010784946,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,10362.20,,99
010784950C,1,RC-9010784950,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010785164C,1,RC-9010785164,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010785298C,1,RC-9010785298,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,7117.49,20191027,3
010786152C,1,RC-9010786152,DEATH_CLAIM,FUNDED,1,2,DEATH_PAID_IN_FULL,True,3983.88,,1
010786152C,1,RC-9010786152,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,3983.88,,99
010786237C,1,RC-9010786237,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,5254.84,20241224,3
010786240C,1,RC-9010786240,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10500.00,20190517,3
010786243C,1,RC-9010786243,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,21899.80,20200801,3
010786312C,1,RC-9010786312,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,14961.58,20230726,3
010786490C,1,RC-9010786490,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,19667.67,20180914,3
010786800C,1,RC-9010786800,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010786878C,1,RC-9010786878,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,13826.04,20241108,3
010787147C,1,RC-9010787147,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,28846.51,20240218,3
010787147C,1,RC-9010787147,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,28846.51,,99
010787390C,1,RC-9010787390,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,40058.84,20180727,3
010788197C,1,RC-9010788197,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25076.71,20230509,3
010788421C,1,RC-9010788421,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,8455.82,20180304,3
010788426C,1,RC-9010788426,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010788426C,1,RC-9010788426,SURRENDER_CLAIM,,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010789095C,1,RC-9010789095,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,5000.00,20220511,3
010789348C,1,RC-9010789348,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,8522.40,20250516,3
010789348C,1,RC-9010789348,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,8522.40,,99
010789351C,1,RC-9010789351,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,53420.15,20250228,3
010789375C,1,RC-9010789375,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,6960.43,20200926,3
010789384C,1,RC-9010789384,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,33462.29,20180328,3
010789525C,1,RC-9010789525,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,14613.20,20221228,3
010789532C,1,RC-9010789532,SURRENDER_CLAIM,,99,99,FAMILY_SURRENDER_BUCKET,False,0.00,,99
010789547C,1,RC-9010789547,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010789992C,1,RC-9010789992,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25221.98,20241206,3
010790176C,1,RC-9010790176,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,20000.00,20240318,3
010790755C,1,RC-9010790755,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,8950.66,20210826,3
010791078C,1,RC-9010791078,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,7679.48,20211222,3
010791176C,1,RC-9010791176,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,12330.59,20180204,3
010791462C,1,RC-9010791462,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,5000.00,20211213,3
010791466C,1,RC-9010791466,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,6300.00,20190317,3
010792296C,1,RC-9010792296,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,7266.49,20200820,3
010792706C,1,RC-9010792706,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010792997C,1,RC-9010792997,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,11500.00,20220413,3
010793722C,1,RC-9010793722,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,14481.98,20191211,3
010793727C,1,RC-9010793727,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010793737C,1,RC-9010793737,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,11189.41,20210621,3
010794095C,1,RC-9010794095,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,16885.06,20221008,3
010794518C,1,RC-9010794518,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,8135.51,20190528,3
010794520C,1,RC-9010794520,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,5016.00,20180521,3
010795047C,1,RC-9010795047,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,33704.04,20180620,3
010795612C,1,RC-9010795612,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,12247.74,20250224,3
010795618C,1,RC-9010795618,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010795890C,1,RC-9010795890,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,7787.30,20181126,3
010796325C,1,RC-9010796325,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,9127.89,20250323,3
010796554C,1,RC-9010796554,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,6415.50,,99
010796821C,1,RC-9010796821,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,11317.30,20180402,3
010796908C,1,RC-9010796908,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010797922C,1,RC-9010797922,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,8000.00,20210808,3
010798018C,1,RC-9010798018,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010798024C,1,RC-9010798024,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,28003.99,20250117,3
010798031C,1,RC-9010798031,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,40000.00,20191219,3
010798517C,1,RC-9010798517,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25067.68,20240528,3
010799083C,1,RC-9010799083,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25000.00,20190522,3
010799173C,1,RC-9010799173,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,9400.00,20191116,3
010799472C,1,RC-9010799472,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,20357.39,20180107,3
010799821C,1,RC-9010799821,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,16647.17,20210602,3
010799895C,1,RC-9010799895,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,5000.00,20181225,3
010801398C,1,RC-9010801398,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,29407.46,20230317,3
010801399C,1,RC-9010801399,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25174.72,20200405,3
010801734C,1,RC-9010801734,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,14743.52,20200922,3
010802188C,1,RC-9010802188,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,11152.20,20200614,3
010802188C,1,RC-9010802188,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,11152.20,,99
010802494C,1,RC-9010802494,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010802646C,1,RC-9010802646,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,11151.10,20220724,3
010803050C,1,RC-9010803050,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,12822.80,20240920,3
010803244C,1,RC-9010803244,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,9865.29,20180127,3
010803673C,1,RC-9010803673,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25000.00,20200417,3
010803770C,1,RC-9010803770,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,5038.72,20201002,3
010803964C,1,RC-9010803964,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25266.29,20200226,3
010803993C,1,RC-9010803993,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,15856.57,20240625,3
010804005C,1,RC-9010804005,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25330.42,20240412,3
010804489C,1,RC-9010804489,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,8113.28,20240116,3
010804608C,1,RC-9010804608,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,6117.18,20210909,3
010804710C,1,RC-9010804710,SURRENDER_CLAIM,,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010805039C,1,RC-9010805039,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,11054.10,20190501,3
010805048C,1,RC-9010805048,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010805370C,1,RC-9010805370,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25026.07,20230311,3
010805394C,1,RC-9010805394,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,18394.00,20200321,3
010806082C,1,RC-9010806082,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25018.82,20220412,3
010806155C,1,RC-9010806155,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10300.00,20201010,3
010806651C,1,RC-9010806651,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25016.89,20210501,3
010806653C,1,RC-9010806653,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010807378C,1,RC-9010807378,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25002.17,20220529,3
010807516C,1,RC-9010807516,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,33715.84,20250602,3
010807698C,1,RC-9010807698,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,5160.30,20210524,3
010807720C,1,RC-9010807720,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,6127.22,20230105,3
010807720C,1,RC-9010807720,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010807842C,1,RC-9010807842,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,125000.00,20220303,3
010807842C,1,RC-9010807842,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010807844C,1,RC-9010807844,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10118.48,20210601,3
010807868C,1,RC-9010807868,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,5000.00,20221206,3
010808361C,1,RC-9010808361,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,9405.28,20201220,3
010808721C,1,RC-9010808721,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,13518.31,20210731,3
010808901C,1,RC-9010808901,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25075.46,20210221,3
010809309C,1,RC-9010809309,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,17144.72,20180127,3
010809311C,1,RC-9010809311,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10101.29,20220507,3
010809333C,1,RC-9010809333,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,18306.62,20191205,3
010809734C,1,RC-9010809734,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25007.16,20200818,3
010809977C,1,RC-9010809977,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010809977C,1,RC-9010809977,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010810194C,1,RC-9010810194,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010810271C,1,RC-9010810271,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010810612C,1,RC-9010810612,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,8897.31,20180817,3
010810691C,1,RC-9010810691,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,9944.38,20250318,3
010811059C,1,RC-9010811059,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,9099.86,20191203,3
010811157C,1,RC-9010811157,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,4508.08,20190807,3
010811306C,1,RC-9010811306,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10867.78,20210308,3
010811652C,1,RC-9010811652,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,15000.00,20180501,3
010811700C,1,RC-9010811700,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,17386.88,20250316,3
010812079C,1,RC-9010812079,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,5000.00,20210517,3
010813286C,1,RC-9010813286,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,14725.74,20250530,3
010813387C,1,RC-9010813387,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,33451.76,20260227,3
010813391C,1,RC-9010813391,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,14642.33,20220408,3
010813683C,1,RC-9010813683,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10476.32,20230313,3
010814167C,1,RC-9010814167,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25858.79,20230825,3
010814389C,1,RC-9010814389,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25000.00,20200921,3
010814559C,1,RC-9010814559,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,12972.14,20211003,3
010814696C,1,RC-9010814696,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,8162.49,20180925,3
010814933C,1,RC-9010814933,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,17036.72,20181210,3
010815680C,1,RC-9010815680,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010815681C,1,RC-9010815681,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010816070C,1,RC-9010816070,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,16240.71,20230329,3
010816070C,1,RC-9010816070,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010816156C,1,RC-9010816156,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,7362.63,20191029,3
010816224C,1,RC-9010816224,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,6215.92,20190722,3
010816331C,1,RC-9010816331,SURRENDER_CLAIM,,99,99,FAMILY_SURRENDER_BUCKET,False,0.00,,99
010816928C,1,RC-9010816928,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25000.00,20200321,3
010817091C,1,RC-9010817091,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,5927.90,20191106,3
010817304C,1,RC-9010817304,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010817345C,1,RC-9010817345,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25000.00,20191008,3
010817500C,1,RC-9010817500,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10000.00,20201018,3
010817808C,1,RC-9010817808,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010817930C,1,RC-9010817930,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,8892.97,20180529,3
010818580C,1,RC-9010818580,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25000.00,20211116,3
010818789C,1,RC-9010818789,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10905.64,20210117,3
010818799C,1,RC-9010818799,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10260.08,20181206,3
010819955C,1,RC-9010819955,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,9077.29,20230930,3
010819960C,1,RC-9010819960,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010819961C,1,RC-9010819961,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010820386C,1,RC-9010820386,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,11610.98,20191225,3
010820635C,1,RC-9010820635,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25000.00,20241202,3
010821274C,1,RC-9010821274,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,9772.59,20230807,3
010822225C,1,RC-9010822225,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,9224.05,20210717,3
010823088C,1,RC-9010823088,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25080.29,20220112,3
010823868C,1,RC-9010823868,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,6384.28,20200227,3
010823869C,1,RC-9010823869,SURRENDER_CLAIM,,99,99,FAMILY_SURRENDER_BUCKET,False,0.00,,99
010824296C,1,RC-9010824296,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10329.96,20180718,3
010824296C,1,RC-9010824296,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010825353C,1,RC-9010825353,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010825438C,1,RC-9010825438,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10062.80,20230114,3
010825639C,1,RC-9010825639,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25000.00,20210112,3
010825969C,1,RC-9010825969,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25069.97,20220615,3
010826524C,1,RC-9010826524,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010826532C,1,RC-9010826532,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,13627.72,20191114,3
010826765C,1,RC-9010826765,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,2597.18,20180425,3
010826810C,1,RC-9010826810,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25000.00,20210401,3
010827014C,1,RC-9010827014,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25000.00,20210615,3
010827228C,1,RC-9010827228,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25485.18,20180410,3
010827590C,1,RC-9010827590,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,8000.00,20200821,3
010827590C,1,RC-9010827590,SURRENDER_CLAIM,,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010828370C,1,RC-9010828370,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010828463C,1,RC-9010828463,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,6249.49,20200312,3
010828602C,1,RC-9010828602,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,14158.62,20240714,3
010829155C,1,RC-9010829155,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,16853.27,20180204,3
010829171C,1,RC-9010829171,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,14161.79,20201011,3
010829587C,1,RC-9010829587,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10696.11,20181221,3
010830145C,1,RC-9010830145,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25048.17,20240211,3
010830310C,1,RC-9010830310,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25000.00,20190512,3
010831150C,1,RC-9010831150,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10532.14,20181209,3
010833639C,1,RC-9010833639,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,11172.69,20180322,3
010833740C,1,RC-9010833740,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,7781.31,20210103,3
010834096C,1,RC-9010834096,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,5000.00,20200307,3
010834344C,1,RC-9010834344,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,13027.60,20210623,3
010834574C,1,RC-9010834574,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010834575C,1,RC-9010834575,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,0.00,,99
010834745C,1,RC-9010834745,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,2445.91,20200102,3
010835240C,1,RC-9010835240,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,9890.06,20190125,3
010835334C,1,RC-9010835334,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,4509.17,20221212,3
010835891C,1,RC-9010835891,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25642.86,20240517,3
010836057C,1,RC-9010836057,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,15911.66,20200121,3
010836250C,1,RC-9010836250,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,14343.96,20220320,3
010836265C,1,RC-9010836265,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25060.38,20230801,3
010837522C,1,RC-9010837522,DISBURSEMENT_CLAIM,PAID,99,99,FAMILY_SURRENDER_BUCKET,True,243.03,,99
010838364C,1,RC-9010838364,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25256.98,20230307,3
010838834C,1,RC-9010838834,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,6947.07,20210716,3
010839234C,1,RC-9010839234,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,5029.26,20190713,3
010839714C,1,RC-9010839714,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,7687.38,20180607,3
