SCOPE,MPOLICY,MPHASE,MPLAN,FIELD,BASELINE,CURRENT
PHASE1,9010494229C,1,1960OL,MLASTANN,49,48
PHASE1,9010495113C,1,1960OL,MLASTANN,49,48
PHASE1,9010495120C,1,17085M,MLASTANN,49,48
PHASE1,9010495122C,1,17085M,MLASTANN,49,48
PHASE1,9010496486C,1,1666WL,MLASTANN,49,48
PHASE1,9010497263C,1,1960OL,MLASTANN,49,48
PHASE1,9010497264C,1,1960OL,MLASTANN,49,48
PHASE1,9010497363C,1,1666WL,MLASTANN,49,48
PHASE1,9010497768C,1,170858,MLASTANN,49,48
PHASE1,9010498153C,1,1960OL,MLASTANN,49,48
PHASE1,9010498260C,1,170858,MLASTANN,49,48
PHASE1,9010498617C,1,1960OL,MLASTANN,49,48
PHASE1,9010499269C,1,1666WL,MLASTANN,49,48
PHASE1,9010499349C,1,7647FP,MLASTANN,49,48
PHASE1,9010499674C,1,170858,MLASTANN,49,48
PHASE1,9010499702C,1,170858,MLASTANN,49,48
PHASE1,9010500671C,1,222END,MLASTANN,68,67
PHASE1,9010500769C,1,130JEB,MLASTANN,66,65
PHASE1,9010501142C,1,1960OL,MLASTANN,49,48
PHASE1,9010501466C,1,1666WL,MLASTANN,49,48
PHASE1,9010501836C,1,17085M,MLASTANN,48,47
PHASE1,9010502776C,1,1666WL,MLASTANN,48,47
PHASE1,9010502820C,1,1960OL,MLASTANN,48,47
PHASE1,9010502996C,1,17085M,MLASTANN,48,47
PHASE1,9010503391C,1,1960OL,MLASTANN,48,47
PHASE1,9010503560C,1,1666WL,MLASTANN,48,47
PHASE1,9010505294C,1,1666WL,MLASTANN,48,47
PHASE1,9010505297C,1,1666WL,MLASTANN,48,47
PHASE1,9010505549C,1,1960OL,MLASTANN,48,47
PHASE1,9010506408C,1,170858,MLASTANN,48,47
PHASE1,9010506497C,1,170858,MLASTANN,48,47
PHASE1,9010506789C,1,170858,MLASTANN,48,47
PHASE1,9010506832C,1,1960OL,MLASTANN,48,47
PHASE1,9010507004C,1,1960OL,MLASTANN,48,47
PHASE1,9010507005C,1,1960OL,MLASTANN,48,47
PHASE1,9010507705C,1,1960OL,MLASTANN,48,47
PHASE1,9010510979C,1,170858,MLASTANN,48,47
PHASE1,9010511203C,1,2665ST,MLASTANN,48,47
PHASE1,9010511240C,1,17085M,MLASTANN,48,47
PHASE1,9010511355C,1,170858,MLASTANN,48,47
PHASE1,9010511795C,1,170858,MLASTANN,48,47
PHASE1,9010512061C,1,17085M,MLASTANN,48,47
PHASE1,9010513607C,1,170858,MLASTANN,48,47
PHASE1,9010513627C,1,1960OL,MLASTANN,48,47
PHASE1,9010513711C,1,1666WL,MLASTANN,48,47
PHASE1,9010513712C,1,1666WL,MLASTANN,48,47
PHASE1,9010513848C,1,1960PO,MLASTANN,48,47
PHASE1,9010513849C,1,1960OL,MLASTANN,48,47
PHASE1,9010514051C,1,1960OL,MLASTANN,48,47
PHASE1,9010514052C,1,1960OL,MLASTANN,48,47
PHASE1,9010515598C,1,170858,MLASTANN,48,47
PHASE1,9010516211C,1,5646AT,MLASTANN,48,47
PHASE1,9010517231C,1,170858,MLASTANN,48,47
PHASE1,9010518048C,1,17085M,MLASTANN,48,47
PHASE1,9010518049C,1,170858,MLASTANN,48,47
PHASE1,9010518050C,1,17085M,MLASTANN,48,47
PHASE1,9010518051C,1,170858,MLASTANN,48,47
PHASE1,9010518545C,1,17085M,MLASTANN,48,47
PHASE1,9010520217C,1,1960OL,MLASTANN,48,47
PHASE1,9010520451C,1,1960OL,MLASTANN,48,47
PHASE1,9010521160C,1,1960OL,MLASTANN,47,46
PHASE1,9010521213C,1,17085M,MLASTANN,47,46
PHASE1,9010521651C,1,17085M,MLASTANN,47,46
PHASE1,9010521756C,1,1960OL,MLASTANN,48,47
PHASE1,9010523058C,1,170858,MLASTANN,47,46
PHASE1,9010523097C,1,1960OL,MLASTANN,47,46
PHASE1,9010524029C,1,1960OL,MLASTANN,47,46
PHASE1,9010524282C,1,1960OL,MLASTANN,47,46
PHASE1,9010526232C,1,7690DT,MLASTANN,47,46
PHASE1,9010526522C,1,170858,MLASTANN,47,46
PHASE1,9010526524C,1,17085M,MLASTANN,47,46
PHASE1,9010526526C,1,17085M,MLASTANN,47,46
PHASE1,9010527102C,1,170858,MLASTANN,47,46
PHASE1,9010527103C,1,170858,MLASTANN,47,46
PHASE1,9010527336C,1,1960OL,MLASTANN,47,46
PHASE1,9010529613C,1,17085M,MLASTANN,47,46
PHASE1,9010529973C,1,1960OL,MLASTANN,47,46
PHASE1,9010529993C,1,17085M,MLASTANN,47,46
PHASE1,9010530033C,1,1960OL,MLASTANN,47,46
PHASE1,9010532612C,1,1960PO,MLASTANN,47,46
PHASE1,9010538650C,1,2665ST,MLASTANN,47,46
PHASE1,9010539198C,1,17085M,MLASTANN,47,46
PHASE1,9010540774C,1,170858,MLASTANN,47,46
PHASE1,9010540781C,1,170858,MLASTANN,47,46
PHASE1,9010542288C,1,1960PO,MLASTANN,47,46
PHASE1,9010543558C,1,17085M,MLASTANN,46,45
PHASE1,9010543559C,1,170858,MLASTANN,46,45
PHASE1,9010544182C,1,1960OL,MLASTANN,47,46
PHASE1,9010544183C,1,1960OL,MLASTANN,47,46
PHASE1,9010545196C,1,2665ST,MLASTANN,46,45
PHASE1,9010545623C,1,170858,MLASTANN,46,45
PHASE1,9010546961C,1,170858,MLASTANN,46,45
PHASE1,9010546964C,1,17085M,MLASTANN,46,45
PHASE1,9010547021C,1,17085M,MLASTANN,46,45
PHASE1,9010547488C,1,1960OL,MLASTANN,46,45
PHASE1,9010547892C,1,17085M,MLASTANN,46,45
PHASE1,9010548366C,1,1960OL,MLASTANN,46,45
PHASE1,9010549966C,1,2665ST,MLASTANN,46,45
PHASE1,9010550088C,1,17085M,MLASTANN,46,45
PHASE1,9010550564C,1,17085M,MLASTANN,46,45
PHASE1,9010552856C,1,1960OL,MLASTANN,46,45
PHASE1,9010555054C,1,1960OL,MLASTANN,46,45
PHASE1,9010555714C,1,1960OL,MLASTANN,46,45
PHASE1,9010556634C,1,170858,MLASTANN,46,45
PHASE1,9010557142C,1,17085M,MLASTANN,46,45
PHASE1,9010559537C,1,170858,MLASTANN,46,45
PHASE1,9010560185C,1,170858,MLASTANN,46,45
PHASE1,9010564241C,1,1666WL,MLASTANN,46,45
PHASE1,9010565013C,1,17085M,MLASTANN,46,45
PHASE1,9010567983C,1,1960OL,MLASTANN,45,44
PHASE1,9010578323C,1,1960OL,MLASTANN,45,44
PHASE1,9010578820C,1,170588,MLASTANN,45,44
PHASE1,9010580464C,1,170858,MLASTANN,45,44
PHASE1,9010580685C,1,17085M,MLASTANN,45,44
PHASE1,9010581795C,1,170588,MLASTANN,45,44
PHASE1,9010586005C,1,1960OL,MLASTANN,45,44
PHASE1,9010590419C,1,170858,MLASTANN,45,44
PHASE1,9010598049C,1,17085M,MLASTANN,45,44
PHASE1,9010598050C,1,170858,MLASTANN,45,44
PHASE1,9010607249C,1,170858,MLASTANN,44,43
PHASE1,9010615191C,1,17085M,MLASTANN,44,43
PHASE1,9010615192C,1,170858,MLASTANN,44,43
PHASE1,9010639996C,1,1960OL,MLASTANN,44,43
PHASE1,9010653595C,1,1960OL,MLASTANN,44,43
PHASE1,9010653596C,1,1960OL,MLASTANN,44,43
PHASE1,9010713704C,1,1659C2,MLASTANN,42,41
PHASE1,9010713705C,1,1659C2,MLASTANN,42,41
PHASE1,9010713707C,1,1659C2,MLASTANN,42,41
PHASE1,9010713707C,1,1659C2,MPREM,128.50,5.14
PHASE1,9010715467C,1,1659C2,MLASTANN,42,41
PHASE1,9010715467C,1,1659C2,MPREM,1129.00,22.58
PHASE1,9010716973C,1,1659C2,MLASTANN,42,41
PHASE1,9010716973C,1,1659C2,MPREM,263.00,10.52
PHASE1,9010716974C,1,1659C2,MLASTANN,42,41
PHASE1,9010716974C,1,1659C2,MPREM,246.75,9.87
PHASE1,9010717034C,1,1659C2,MLASTANN,42,41
PHASE1,9010717034C,1,1659C2,MPREM,320.20,10.673333
PHASE1,9010717447C,1,1659C2,MLASTANN,42,41
PHASE1,9010718276C,1,1659C2,MLASTANN,42,41
PHASE1,9010718277C,1,1659C2,MLASTANN,42,41
PHASE1,9010718277C,1,1659C2,MPREM,585.50,11.71
PHASE1,9010718278C,1,1659C2,MLASTANN,42,41
PHASE1,9010718309C,1,1658C1,MLASTANN,42,41
PHASE1,9010718309C,1,1658C1,MPREM,12.25,5.88
PHASE1,9010718495C,1,1659C2,MLASTANN,42,41
PHASE1,9010718495C,1,1659C2,MPREM,1095.75,43.83
PHASE1,9010719553C,1,1659C2,MLASTANN,42,41
PHASE1,9010719553C,1,1659C2,MPREM,134.75,5.39
PHASE1,9010719815C,1,1659C2,MLASTANN,42,41
PHASE1,9010719815C,1,1659C2,MPREM,246.75,9.87
PHASE1,9010720088C,1,1659C2,MLASTANN,42,41
PHASE1,9010720088C,1,1659C2,MPREM,123.25,4.93
PHASE1,9010720759C,1,1659C2,MLASTANN,42,41
PHASE1,9010721848C,1,1659C2,MLASTANN,42,41
PHASE1,9010721848C,1,1659C2,MPREM,175.25,7.01
PHASE1,9010721849C,1,1659C2,MLASTANN,42,41
PHASE1,9010721849C,1,1659C2,MPREM,23.85,11.448
PHASE1,9010722345C,1,1659C2,MLASTANN,42,41
PHASE1,9010722516C,1,1658C1,MLASTANN,42,41
PHASE1,9010722550C,1,1659C2,MLASTANN,42,41
PHASE1,9010722550C,1,1659C2,MPREM,40.11,9.6264
PHASE1,9010722734C,1,1659C2,MLASTANN,42,41
PHASE1,9010722734C,1,1659C2,MPREM,912.00,9.12
PHASE1,9010723386C,1,1659C2,MLASTANN,42,41
PHASE1,9010723386C,1,1659C2,MPREM,852.00,8.52
PHASE1,9010723387C,1,1659C2,MLASTANN,42,41
PHASE1,9010723387C,1,1659C2,MPREM,509.00,5.09
PHASE1,9010723388C,1,1659C2,MLASTANN,42,41
PHASE1,9010723388C,1,1659C2,MPREM,882.00,8.82
PHASE1,9010723523C,1,1659C2,MLASTANN,42,41
PHASE1,9010723524C,1,1659C2,MLASTANN,42,41
PHASE1,9010723524C,1,1659C2,MPREM,517.00,10.34
PHASE1,9010724403C,1,1659C2,MLASTANN,42,41
PHASE1,9010724403C,1,1659C2,MPREM,1184.00,11.84
PHASE1,9010724510C,1,1659C2,MLASTANN,42,41
PHASE1,9010724510C,1,1659C2,MPREM,633.50,12.67
PHASE1,9010725643C,1,1659C2,MLASTANN,42,41
PHASE1,9010725643C,1,1659C2,MPREM,30.44,4.8704
PHASE1,9010726104C,1,1658C1,MLASTANN,42,41
PHASE1,9010726104C,1,1658C1,MPREM,252.45,10.098
PHASE1,9010726317C,1,1658C1,MLASTANN,42,41
PHASE1,9010726317C,1,1658C1,MPREM,19.78,3.1648
PHASE1,9010726318C,1,1658C1,MLASTANN,42,41
PHASE1,9010726318C,1,1658C1,MPREM,20.39,3.2624
PHASE1,9010726319C,1,1658C1,MLASTANN,42,41
PHASE1,9010726319C,1,1658C1,MPREM,20.05,3.208
PHASE1,9010726922C,1,1659C2,MLASTANN,42,41
PHASE1,9010726922C,1,1659C2,MPREM,134.75,5.39
PHASE1,9010728696C,1,1659C2,MLASTANN,42,41
PHASE1,9010728947C,1,1960OL,MLASTANN,42,41
PHASE1,9010729500C,1,1659C2,MLASTANN,42,41
PHASE1,9010729500C,1,1659C2,MPREM,181.00,7.24
PHASE1,9010729999C,1,1659C2,MLASTANN,42,41
PHASE1,9010729999C,1,1659C2,MPREM,373.75,14.95
PHASE1,9010730145C,1,1658C1,MLASTANN,42,41
PHASE1,9010730145C,1,1658C1,MPREM,23.76,5.7024
PHASE1,9010730647C,1,1659C2,MLASTANN,42,41
PHASE1,9010730780C,1,1659C2,MLASTANN,42,41
PHASE1,9010731277C,1,1659C2,MLASTANN,42,41
PHASE1,9010731278C,1,1659C2,MLASTANN,42,41
PHASE1,9010731296C,1,1658C1,MLASTANN,42,41
PHASE1,9010731296C,1,1658C1,MPREM,58.46,9.3536
PHASE1,9010731608C,1,1659C2,MLASTANN,42,41
PHASE1,9010731608C,1,1659C2,MPREM,271.00,10.84
PHASE1,9010731970C,1,1658C1,MLASTANN,42,41
PHASE1,9010732078C,1,1659C2,MLASTANN,42,41
PHASE1,9010732078C,1,1659C2,MPREM,59.19,4.7352
PHASE1,9010732270C,1,1659C2,MLASTANN,42,41
PHASE1,9010732270C,1,1659C2,MPREM,125.75,5.03
PHASE1,9010732271C,1,1659C2,MLASTANN,42,41
PHASE1,9010732271C,1,1659C2,MPREM,52.18,8.3488
PHASE1,9010732276C,1,1659C2,MLASTANN,42,41
PHASE1,9010732276C,1,1659C2,MPREM,150.25,6.01
PHASE1,9010732278C,1,1659C2,MLASTANN,42,41
PHASE1,9010732278C,1,1659C2,MPREM,222.25,8.89
PHASE1,9010732280C,1,1659C2,MLASTANN,42,41
PHASE1,9010732280C,1,1659C2,MPREM,246.75,9.87
PHASE1,9010732281C,1,1659C2,MLASTANN,42,41
PHASE1,9010732281C,1,1659C2,MPREM,230.50,9.22
PHASE1,9010733162C,1,1659C2,MLASTANN,42,41
PHASE1,9010733162C,1,1659C2,MPREM,49.09,14.727
PHASE1,9010733472C,1,1659C2,MLASTANN,42,41
PHASE1,9010733472C,1,1659C2,MPREM,12.10,5.808
PHASE1,9010733564C,1,1658C1,MLASTANN,42,41
PHASE1,9010733665C,1,1658C1,MLASTANN,42,41
PHASE1,9010733665C,1,1658C1,MPREM,40.97,6.5552
PHASE1,9010734462C,1,1659C2,MLASTANN,42,41
PHASE1,9010735160C,1,1659C2,MLASTANN,42,41
PHASE1,9010735585C,1,1659C2,MLASTANN,42,41
PHASE1,9010735585C,1,1659C2,MPREM,321.50,12.86
PHASE1,9010735611C,1,1659C2,MLASTANN,42,41
PHASE1,9010735611C,1,1659C2,MPREM,300.70,10.023333
PHASE1,9010735781C,1,1658C1,MLASTANN,42,41
PHASE1,9010735781C,1,1658C1,MPREM,158.70,9.522
PHASE1,9010735918C,1,1658C1,MLASTANN,42,41
PHASE1,9010735918C,1,1658C1,MPREM,32.94,5.2704
PHASE1,9010736035C,1,1659C2,MLASTANN,42,41
PHASE1,9010736035C,1,1659C2,MPREM,211.49,20.30304
PHASE1,9010736036C,1,1658C1,MLASTANN,42,41
PHASE1,9010736036C,1,1658C1,MPREM,382.00,15.28
PHASE1,9010736283C,1,1658C1,MLASTANN,42,41
PHASE1,9010736643C,1,1658C1,MLASTANN,42,41
PHASE1,9010736702C,1,1659C2,MLASTANN,42,41
PHASE1,9010736703C,1,1659C2,MLASTANN,42,41
PHASE1,9010736703C,1,1659C2,MPREM,41.23,9.8952
PHASE1,9010736736C,1,1659C2,MLASTANN,42,41
PHASE1,9010736736C,1,1659C2,MPREM,134.75,5.39
PHASE1,9010736738C,1,1659C2,MLASTANN,42,41
PHASE1,9010736738C,1,1659C2,MPREM,121.00,4.84
PHASE1,9010737378C,1,1659C2,MLASTANN,42,41
PHASE1,9010737378C,1,1659C2,MPREM,325.50,6.51
PHASE1,9010737619C,1,1658C1,MLASTANN,42,41
PHASE1,9010738161C,1,1659C2,MLASTANN,41,40
PHASE1,9010738161C,1,1659C2,MPREM,92.83,11.1396
PHASE1,9010738207C,1,1659C2,MLASTANN,42,41
PHASE1,9010738207C,1,1659C2,MPREM,1420.00,14.2
PHASE1,9010738539C,1,1658C1,MLASTANN,41,40
PHASE1,9010738539C,1,1658C1,MPREM,58.46,9.3536
PHASE1,9010738672C,1,1659C2,MLASTANN,41,40
PHASE1,9010738672C,1,1659C2,MPREM,358.00,14.32
PHASE1,9010738751C,1,1658C1,MLASTANN,41,40
PHASE1,9010738751C,1,1658C1,MPREM,38.72,3.0976
PHASE1,9010738752C,1,1658C1,MLASTANN,41,40
PHASE1,9010738752C,1,1658C1,MPREM,37.28,2.9824
PHASE1,9010738753C,1,1658C1,MLASTANN,41,40
PHASE1,9010738753C,1,1658C1,MPREM,36.62,2.9296
PHASE1,9010738936C,1,1659C2,MLASTANN,41,40
PHASE1,9010738936C,1,1659C2,MPREM,329.25,13.17
PHASE1,9010739212C,1,1659C2,MLASTANN,41,40
PHASE1,9010739212C,1,1659C2,MPREM,165.24,13.2192
PHASE1,9010739794C,1,1659C2,MLASTANN,41,40
PHASE1,9010739794C,1,1659C2,MPREM,17.01,8.1648
PHASE1,9010739795C,1,1659C2,MLASTANN,41,40
PHASE1,9010739795C,1,1659C2,MPREM,10.74,5.1552
PHASE1,9010739886C,1,1658C1,MLASTANN,41,40
PHASE1,9010739886C,1,1658C1,MPREM,27.24,6.5376
PHASE1,9010739887C,1,1658C1,MLASTANN,41,40
PHASE1,9010739887C,1,1658C1,MPREM,16.59,3.9816
PHASE1,9010740132C,1,1659C2,MLASTANN,41,40
PHASE1,9010740836C,1,1659CR,MLASTANN,41,40
PHASE1,9010740836C,1,1659CR,MPREM,163.20,32.64
PHASE1,9010740877C,1,1658C1,MLASTANN,41,40
PHASE1,9010740877C,1,1658C1,MPREM,30.59,7.3416
PHASE1,9010741231C,1,1659C2,MLASTANN,41,40
PHASE1,9010741231C,1,1659C2,MPREM,148.37,11.8696
PHASE1,9010741232C,1,1659C2,MLASTANN,42,41
PHASE1,9010741232C,1,1659C2,MPREM,49.90,11.976
PHASE1,9010741234C,1,1659C2,MLASTANN,41,40
PHASE1,9010741302C,1,1659C2,MLASTANN,41,40
PHASE1,9010741302C,1,1659C2,MPREM,150.25,6.01
PHASE1,9010741334C,1,1659C2,MLASTANN,41,40
PHASE1,9010741943C,1,1658C1,MLASTANN,41,40
PHASE1,9010742224C,1,1658C1,MLASTANN,41,40
PHASE1,9010742224C,1,1658C1,MPREM,72.75,2.91
PHASE1,9010742225C,1,1658C1,MLASTANN,41,40
PHASE1,9010742225C,1,1658C1,MPREM,71.75,2.87
PHASE1,9010742814C,1,1659CR,MLASTANN,41,40
PHASE1,9010742814C,1,1659CR,MPREM,155.75,31.15
PHASE1,9010743074C,1,1659CR,MLASTANN,41,40
PHASE1,9010743074C,1,1659CR,MPREM,246.12,30.765
PHASE1,9010743082C,1,1659CR,MLASTANN,41,40
PHASE1,9010743395C,1,1659C2,MLASTANN,41,40
PHASE1,9010743638C,1,1659CR,MLASTANN,41,40
PHASE1,9010743638C,1,1659CR,MPREM,269.65,35.953333
PHASE1,9010743832C,1,1658C1,MLASTANN,41,40
PHASE1,9010744223C,1,1658C1,MLASTANN,41,40
PHASE1,9010744412C,1,1659CR,MLASTANN,41,40
PHASE1,9010744412C,1,1659CR,MPREM,217.20,43.44
PHASE1,9010744489C,1,1659C2,MLASTANN,41,40
PHASE1,9010744818C,1,1659C2,MLASTANN,41,40
PHASE1,9010744818C,1,1659C2,MPREM,77.56,12.4096
PHASE1,9010745169C,1,1658C1,MLASTANN,41,40
PHASE1,9010745344C,1,1659C2,MLASTANN,41,40
PHASE1,9010745344C,1,1659C2,MPREM,1689.40,42.235
PHASE1,9010745456C,1,1659C2,MLASTANN,41,40
PHASE1,9010745456C,1,1659C2,MPREM,128.50,5.14
PHASE1,9010745640C,1,1659CR,MLASTANN,41,40
PHASE1,9010745640C,1,1659CR,MPREM,227.90,45.58
PHASE1,9010745749C,1,1659C2,MLASTANN,41,40
PHASE1,9010745750C,1,1659C2,MLASTANN,41,40
PHASE1,9010745750C,1,1659C2,MPREM,125.75,5.03
PHASE1,9010745751C,1,1659C2,MLASTANN,41,40
PHASE1,9010745751C,1,1659C2,MPREM,335.45,9.584286
PHASE1,9010745752C,1,1658C1,MLASTANN,41,40
PHASE1,9010745752C,1,1658C1,MPREM,12.23,5.8704
PHASE1,9010745811C,1,1658C1,MLASTANN,41,40
PHASE1,9010745811C,1,1658C1,MPREM,35.90,8.616
PHASE1,9010746005C,1,1659CR,MLASTANN,41,40
PHASE1,9010746005C,1,1659CR,MPREM,179.35,35.87
PHASE1,9010746173C,1,1659C2,MLASTANN,41,40
PHASE1,9010746173C,1,1659C2,MPREM,22.20,10.656
PHASE1,9010746424C,1,1659CR,MLASTANN,41,40
PHASE1,9010746424C,1,1659CR,MPREM,188.10,37.62
PHASE1,9010746498C,1,1658C1,MLASTANN,41,40
PHASE1,9010746498C,1,1658C1,MPREM,56.01,13.4424
PHASE1,9010746844C,1,1659C2,MLASTANN,41,40
PHASE1,9010746844C,1,1659C2,MPREM,230.50,9.22
PHASE1,9010746846C,1,1659C2,MLASTANN,41,40
PHASE1,9010746846C,1,1659C2,MPREM,271.00,10.84
PHASE1,9010747013C,1,1659C2,MLASTANN,41,40
PHASE1,9010747013C,1,1659C2,MPREM,12.85,6.168
PHASE1,9010747186C,1,1659C2,MLASTANN,41,40
PHASE1,9010747186C,1,1659C2,MPREM,847.00,8.47
PHASE1,9010747241C,1,1659CR,MLASTANN,41,40
PHASE1,9010747241C,1,1659CR,MPREM,351.20,35.12
PHASE1,9010747243C,1,1658C1,MLASTANN,41,40
PHASE1,9010747243C,1,1658C1,MPREM,28.86,3.4632
PHASE1,9010747320C,1,1658C1,MLASTANN,41,40
PHASE1,9010747437C,1,1658C1,MLASTANN,41,40
PHASE1,9010747437C,1,1658C1,MPREM,130.50,5.22
PHASE1,9010747438C,1,1658C1,MLASTANN,41,40
PHASE1,9010747438C,1,1658C1,MPREM,59.40,17.82
PHASE1,9010747636C,1,1659C2,MLASTANN,41,40
PHASE1,9010747636C,1,1659C2,MPREM,134.75,5.39
PHASE1,9010747875C,1,1659C2,MLASTANN,41,40
PHASE1,9010747875C,1,1659C2,MPREM,53.08,25.4784
PHASE1,9010747876C,1,1659C2,MLASTANN,41,40
PHASE1,9010747876C,1,1659C2,MPREM,21.21,10.1808
PHASE1,9010748070C,1,1659CR,MLASTANN,41,40
PHASE1,9010748070C,1,1659CR,MPREM,155.75,31.15
PHASE1,9010748073C,1,1659C2,MLASTANN,41,40
PHASE1,9010748253C,1,1659C2,MLASTANN,41,40
PHASE1,9010748253C,1,1659C2,MPREM,53.93,8.6288
PHASE1,9010748300C,1,1658C1,MLASTANN,41,40
PHASE1,9010748300C,1,1658C1,MPREM,32.71,15.7008
PHASE1,9010748334C,1,1659C2,MLASTANN,41,40
PHASE1,9010748334C,1,1659C2,MPREM,114.50,4.58
PHASE1,9010748335C,1,1659C2,MLASTANN,41,40
PHASE1,9010748335C,1,1659C2,MPREM,164.50,6.58
PHASE1,9010748404C,1,1659CR,MLASTANN,41,40
PHASE1,9010748404C,1,1659CR,MPREM,369.70,36.97
PHASE1,9010748432C,1,1659CR,MLASTANN,41,40
PHASE1,9010748517C,1,1659CR,MLASTANN,41,40
PHASE1,9010748517C,1,1659CR,MPREM,217.20,43.44
PHASE1,9010748556C,1,1659C2,MLASTANN,41,40
PHASE1,9010748556C,1,1659C2,MPREM,121.00,4.84
PHASE1,9010749038C,1,1659C2,MLASTANN,41,40
PHASE1,9010749038C,1,1659C2,MPREM,226.50,4.53
PHASE1,9010749041C,1,1659C2,MLASTANN,41,40
PHASE1,9010749041C,1,1659C2,MPREM,12.50,6
PHASE1,9010749042C,1,1659C2,MLASTANN,41,40
PHASE1,9010749053C,1,1659CR,MLASTANN,41,40
PHASE1,9010749053C,1,1659CR,MPREM,19.11,45.864
PHASE1,9010749054C,1,1659CR,MLASTANN,41,40
PHASE1,9010749054C,1,1659CR,MPREM,197.35,39.47
PHASE1,9010749401C,1,1659C2,MLASTANN,41,40
PHASE1,9010749401C,1,1659C2,MPREM,104.44,9.640615
PHASE1,9010749459C,1,1658C1,MLASTANN,41,40
PHASE1,9010749463C,1,1659C2,MLASTANN,41,40
PHASE1,9010749463C,1,1659C2,MPREM,321.50,12.86
PHASE1,9010749842C,1,1659C2,MLASTANN,41,40
PHASE1,9010749842C,1,1659C2,MPREM,263.00,10.52
PHASE1,9010749843C,1,1659C2,MLASTANN,41,40
PHASE1,9010749843C,1,1659C2,MPREM,287.25,11.49
PHASE1,9010749849C,1,1659C2,MLASTANN,41,40
PHASE1,9010749849C,1,1659C2,MPREM,112.75,4.51
PHASE1,9010749906C,1,1659C2,MLASTANN,41,40
PHASE1,9010749907C,1,1659C2,MLASTANN,41,40
PHASE1,9010749942C,1,1659C2,MLASTANN,41,40
PHASE1,9010749942C,1,1659C2,MPREM,42.59,17.036
PHASE1,9010749968C,1,1659CR,MLASTANN,41,40
PHASE1,9010749968C,1,1659CR,MPREM,163.20,32.64
PHASE1,9010750265C,1,1659C2,MLASTANN,41,40
PHASE1,9010750754C,1,1659C2,MLASTANN,41,40
PHASE1,9010750754C,1,1659C2,MPREM,60.11,4.8088
PHASE1,9010750755C,1,1659C2,MLASTANN,41,40
PHASE1,9010750812C,1,1659C2,MLASTANN,41,40
PHASE1,9010750813C,1,1659CR,MLASTANN,41,40
PHASE1,9010751057C,1,1658C1,MLASTANN,41,40
PHASE1,9010751937C,1,1658C1,MLASTANN,41,40
PHASE1,9010752132C,1,1659C2,MLASTANN,41,40
PHASE1,9010752133C,1,1659C2,MLASTANN,41,40
PHASE1,9010752133C,1,1659C2,MPREM,46.95,11.268
PHASE1,9010752138C,1,1659C2,MLASTANN,41,40
PHASE1,9010752138C,1,1659C2,MPREM,25.62,10.248
PHASE1,9010752477C,1,1659C2,MLASTANN,41,40
PHASE1,9010752477C,1,1659C2,MPREM,340.20,27.216
PHASE1,9010752513C,1,1659C2,MLASTANN,41,40
PHASE1,9010752513C,1,1659C2,MPREM,38.34,6.1344
PHASE1,9010752580C,1,1659C2,MLASTANN,41,40
PHASE1,9010752580C,1,1659C2,MPREM,238.50,9.54
PHASE1,9010752698C,1,1658C1,MLASTANN,41,40
PHASE1,9010752698C,1,1658C1,MPREM,19.51,3.1216
PHASE1,9010752699C,1,1658C1,MLASTANN,41,40
PHASE1,9010752699C,1,1658C1,MPREM,19.17,3.0672
PHASE1,9010752702C,1,1659C2,MLASTANN,41,40
PHASE1,9010752703C,1,1659CR,MLASTANN,41,40
PHASE1,9010752703C,1,1659CR,MPREM,37.66,45.192
PHASE1,9010753311C,1,1659CR,MLASTANN,41,40
PHASE1,9010753311C,1,1659CR,MPREM,431.62,47.957778
PHASE1,9010753409C,1,1659C2,MLASTANN,41,40
PHASE1,9010753409C,1,1659C2,MPREM,121.00,4.84
PHASE1,9010753675C,1,1659C2,MLASTANN,41,40
PHASE1,9010753675C,1,1659C2,MPREM,168.79,13.5032
PHASE1,9010753676C,1,1659C2,MLASTANN,41,40
PHASE1,9010753676C,1,1659C2,MPREM,138.08,11.0464
PHASE1,9010753687C,1,1659CR,MLASTANN,41,40
PHASE1,9010753687C,1,1659CR,MPREM,179.35,35.87
PHASE1,9010754231C,1,1659C2,MLASTANN,41,40
PHASE1,9010754231C,1,1659C2,MPREM,18.83,9.0384
PHASE1,9010754233C,1,1659C2,MLASTANN,41,40
PHASE1,9010754233C,1,1659C2,MPREM,13.75,6.6
PHASE1,9010754235C,1,1658C1,MLASTANN,41,40
PHASE1,9010754235C,1,1658C1,MPREM,21.52,5.1648
PHASE1,9010754359C,1,1659C2,MLASTANN,41,40
PHASE1,9010754359C,1,1659C2,MPREM,390.25,15.61
PHASE1,9010754480C,1,1659C2,MLASTANN,41,40
PHASE1,9010754485C,1,1659C2,MLASTANN,41,40
PHASE1,9010754485C,1,1659C2,MPREM,678.50,27.14
PHASE1,9010754538C,1,1658C1,MLASTANN,41,40
PHASE1,9010754538C,1,1658C1,MPREM,19.69,9.4512
PHASE1,9010754539C,1,1658C1,MLASTANN,41,40
PHASE1,9010754539C,1,1658C1,MPREM,27.08,12.9984
PHASE1,9010754898C,1,1659C2,MLASTANN,41,40
PHASE1,9010754964C,1,1659CR,MLASTANN,41,40
PHASE1,9010754964C,1,1659CR,MPREM,119.65,47.86
PHASE1,9010755152C,1,1659CR,MLASTANN,41,40
