RECONCILIATION_ID,SOURCE_PLAN_CODE,NORMALIZED_PLAN_CODE,SOURCE_PLAN_NAME,NORMALIZED_PLAN_NAME,PRODUCT_FAMILY,BASE_OR_RIDER,ACTIVE_OR_HISTORICAL,ISSUE_DATE_FROM,ISSUE_DATE_TO,IN_TRACKER,IN_PLAN_DBF,IN_CROSSWALK,IN_RATE_REQUIREMENTS,IN_RESERVE_STAGING,IN_DRAFT_QUIK_OUTPUT,IN_ACCESS_EXTRACT,IN_PRODUCT_DOCUMENTS,IN_CASH_VALUE_ARCHIVES,IN_GROSS_PREMIUM_SOURCE,HAS_POLICY_POPULATION_EVIDENCE,HAS_RATE_REQUIREMENT,HAS_RATE_SOURCE,HAS_QLADMIN_MAPPING,POSSIBLE_ALIAS,POSSIBLE_PARENT_PLAN,POSSIBLE_RIDER_RELATIONSHIP,POSSIBLE_STATE_VARIATION,POSSIBLE_ISSUE_ERA_VARIATION,POSSIBLE_DUPLICATE,POSSIBLE_TYPO,PROPOSED_SCOPE_STATUS,PROPOSED_AUTHORITY_STATUS,RECONCILIATION_STATUS,CONFIDENCE,REQUIRED_DECISION,RELATED_DECISION_ID,NOTES
CIT-PR-0270,Q2FS,Q2FS,20 YEAR TERM FEMALE TOBACCO,20 YEAR TERM FEMALE TOBACCO,Term Life,BASE,UNKNOWN,,,Y,Y,N,Y,Y,Y,N,N,N,Y,UNKNOWN,Y,Y,N,SEX_SMOKER_FAMILY:Q2,Q2,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0271,Q2MN,Q2MN,20 YEAR TERM MALE NON-TOBACCO,20 YEAR TERM MALE NON-TOBACCO,Term Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,Y,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:Q2,Q2,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0272,Q2MS,Q2MS,20 YEAR TERM MALE TOBACCO,20 YEAR TERM MALE TOBACCO,Term Life,BASE,UNKNOWN,,,Y,Y,N,Y,Y,Y,N,N,N,Y,UNKNOWN,Y,Y,N,SEX_SMOKER_FAMILY:Q2,Q2,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0273,Q3FN,Q3FN,30 YR TERM FEMALE NON-TOBACCO,30 YR TERM FEMALE NON-TOBACCO,Term Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,Y,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:Q3,Q3,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0274,Q3FS,Q3FS,30 YEAR TERM FEMALE TOBACCO,30 YEAR TERM FEMALE TOBACCO,Term Life,BASE,UNKNOWN,,,Y,Y,N,Y,Y,Y,N,N,N,Y,UNKNOWN,Y,Y,N,SEX_SMOKER_FAMILY:Q3,Q3,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0275,Q3MN,Q3MN,30 YEAR TERM MALE NON-TOBACCO,30 YEAR TERM MALE NON-TOBACCO,Term Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,Y,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:Q3,Q3,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0276,Q3MS,Q3MS,30 YEAR TERM MALE TOBACCO,30 YEAR TERM MALE TOBACCO,Term Life,BASE,UNKNOWN,,,Y,Y,N,Y,Y,Y,N,N,N,Y,UNKNOWN,Y,Y,N,SEX_SMOKER_FAMILY:Q3,Q3,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0277,QLFN,QLFN,WHOLE LIFE FEMALE NON TOBACCO,WHOLE LIFE FEMALE NON TOBACCO,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:QL,QL,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0278,QLFS,QLFS,WHOLE LIFE FEMALE TOBACCO,WHOLE LIFE FEMALE TOBACCO,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,N,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,N,SEX_SMOKER_FAMILY:QL,QL,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0279,QLMN,QLMN,WHOLE LIFE MALE NON TOBACCO,WHOLE LIFE MALE NON TOBACCO,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:QL,QL,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0280,QLMS,QLMS,WHOLE LIFE MALE TOBACCO,WHOLE LIFE MALE TOBACCO,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,N,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,N,SEX_SMOKER_FAMILY:QL,QL,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0281,R2,R2,20 PAY CASH,20 PAY CASH,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0282,R28,R28,20 PAY CASH,20 PAY CASH,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0283,R28A,R28A,20 YEAR PAY (A),20 YEAR PAY (A),Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0284,R28G,R28G,WHOLE LIFE CASH 20 YEAR PAY,WHOLE LIFE CASH 20 YEAR PAY,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,Y,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0285,R29,R29,Traditional Permanent Life,Traditional Permanent Life,Traditional Permanent Life,BASE,UNKNOWN,,,Y,N,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,TRACKER_ONLY,MEDIUM,CIT-DEC-002,CIT-DEC-002,
CIT-PR-0286,R29G,R29G,WHOLE LIFE CASH 20 YEAR PAY,WHOLE LIFE CASH 20 YEAR PAY,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0287,R2G,R2G,WHOLE LIFE CASH 20 YEAR PAY,WHOLE LIFE CASH 20 YEAR PAY,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0288,R68,R68,WHOLE LIFE CASH PAID UP AT 65,WHOLE LIFE CASH PAID UP AT 65,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0289,R68A,R68A,PIAD UP AT 65 (A),PIAD UP AT 65 (A),Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0290,R68G,R68G,WHOLE LIFE CASH PAID UP AT 65,WHOLE LIFE CASH PAID UP AT 65,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,Y,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0291,R69,R69,Traditional Permanent Life,Traditional Permanent Life,Traditional Permanent Life,BASE,UNKNOWN,,,Y,N,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,TRACKER_ONLY,MEDIUM,CIT-DEC-002,CIT-DEC-002,
CIT-PR-0292,R69G,R69G,WHOLE LIFE CASH PAID UP AT 65,WHOLE LIFE CASH PAID UP AT 65,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,N,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0293,RE1,RE1,ENDOWMENT AT 65,ENDOWMENT AT 65,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0294,RE2,RE2,YOUTH ESTATE,YOUTH ESTATE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0295,RJ,RJ,JOINT LIFE,JOINT LIFE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0296,RS5,RS5,Paid-Up / Nonforfeiture,Paid-Up / Nonforfeiture,Paid-Up / Nonforfeiture,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0297,RW,RW,WHOLE LIFE CASH  D,WHOLE LIFE CASH  D,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0298,RW1,RW1,FAMILY PLAN - SINGLE,FAMILY PLAN - SINGLE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0299,RW18,RW18,FAMILY PLAN 1 PARENT,FAMILY PLAN 1 PARENT,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0300,RW2,RW2,FAMILY PLAN - TWO PARENT,FAMILY PLAN - TWO PARENT,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0301,RW28,RW28,FAMILY PLAN 2 PARENT,FAMILY PLAN 2 PARENT,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0302,RW8,RW8,WHOLE LIFE CASH,WHOLE LIFE CASH,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,Y,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0303,RW8A,RW8A,WHOLE LIFE CASH (A),WHOLE LIFE CASH (A),Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,Y,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0304,RW8G,RW8G,WHOLE LIFE CASH,WHOLE LIFE CASH,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,Y,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0305,RW9,RW9,Traditional Permanent Life,Traditional Permanent Life,Traditional Permanent Life,BASE,UNKNOWN,,,Y,N,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,TRACKER_ONLY,MEDIUM,CIT-DEC-002,CIT-DEC-002,
CIT-PR-0306,RW9G,RW9G,WHOLE LIFE CASH,WHOLE LIFE CASH,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0307,RWC,RWC,WHOLE LIFE CASH,WHOLE LIFE CASH,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0308,S28G,S28G,WHOLE LIFE CASH 20 YEAR PAY,WHOLE LIFE CASH 20 YEAR PAY,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,N,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0309,SLP2,SLP2,TWENTY PAY INCREASING BENEFIT,TWENTY PAY INCREASING BENEFIT,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0310,SLP5,SLP5,5 YEAR INCREASING BENEFIT,5 YEAR INCREASING BENEFIT,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0311,SLPW,SLPW,WHOLE LIFE  SSLI,WHOLE LIFE  SSLI,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,N,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0312,SRW,SRW,WHOLE LIFE SSLI,WHOLE LIFE SSLI,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0313,SRW2,SRW2,20 PAY WHOLE LIFE SSLI,20 PAY WHOLE LIFE SSLI,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0314,T10F,T10F,10 YR RC TERM - FEMALE,10 YR RC TERM - FEMALE,Term Life,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,Y,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0315,T10M,T10M,10 TR RC TERM - MALE,10 TR RC TERM - MALE,Term Life,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,Y,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0316,T18F,T18F,10 YEAR TERM,10 YEAR TERM,Term Life,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,Y,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0317,T18M,T18M,10 YEAR TERM,10 YEAR TERM,Term Life,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,Y,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0318,T25,T25,FAMILY PLAN - CHILD,FAMILY PLAN - CHILD,Rider,RIDER,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,Y,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_RIDER,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0319,T28,T28,FAMILY PLAN - CHILD,FAMILY PLAN - CHILD,Rider,RIDER,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,Y,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_RIDER,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0320,T58F,T58F,FIVE YEAR TERM,FIVE YEAR TERM,Term Life,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,Y,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0321,T58M,T58M,FIVE YEAR TERM,FIVE YEAR TERM,Term Life,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,Y,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0322,T5F,T5F,5 YR RC TERM - FEMALE,5 YR RC TERM - FEMALE,Term Life,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,Y,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0323,T5M,T5M,5 YR RC TERM - MALE,5 YR RC TERM - MALE,Term Life,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,Y,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0324,TAF,TAF,,,,BASE,UNKNOWN,,,N,N,N,N,Y,Y,N,N,N,N,UNKNOWN,N,Y,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_PENDING_SOURCE,PENDING_REVIEW,RESERVE_STAGING_ONLY,LOW,,,
CIT-PR-0325,TAFA,TAFA,FIVE YEAR DECREASING TERM,FIVE YEAR DECREASING TERM,Rider,RIDER,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,,,Y,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_RIDER,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0326,TAFB,TAFB,TEN YEAR DECREASING TERM,TEN YEAR DECREASING TERM,Rider,RIDER,UNKNOWN,,,Y,Y,N,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,N,,,Y,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_RIDER,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0327,TAFC,TAFC,15 YEAR DECREASING TERM,15 YEAR DECREASING TERM,Rider,RIDER,UNKNOWN,,,Y,Y,N,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,N,,,Y,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_RIDER,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0328,TAFD,TAFD,20 YEAR DECREASING TERM,20 YEAR DECREASING TERM,Rider,RIDER,UNKNOWN,,,Y,Y,N,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,N,,,Y,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_RIDER,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0329,TR1F,TR1F,TEN YEAR TERM RIDER,TEN YEAR TERM RIDER,Rider,RIDER,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,Y,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_RIDER,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0330,TR1M,TR1M,10 YEAR TERM RIDER,10 YEAR TERM RIDER,Rider,RIDER,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,Y,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_RIDER,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0331,TR5F,TR5F,FIVE YEAR TERM RIDER,FIVE YEAR TERM RIDER,Rider,RIDER,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,Y,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_RIDER,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0332,TR5M,TR5M,FIVE YEAR TERM RIDER,FIVE YEAR TERM RIDER,Rider,RIDER,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,Y,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_RIDER,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0333,X18F,X18F,10 YEAR TERM,10 YEAR TERM,Term Life,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,Y,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0334,X18M,X18M,10 YEAR TERM,10 YEAR TERM,Term Life,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,Y,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0335,X58F,X58F,5 YEAR TERM,5 YEAR TERM,Term Life,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,Y,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0336,X58M,X58M,5 YEAR TERM,5 YEAR TERM,Term Life,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,Y,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
