SOURCE_PLAN_CODE,PRODUCT_FAMILY,BASE_OR_RIDER,PROPOSED_SCOPE_STATUS,GROSS_PREMIUM,CASH_VALUE,NET_PREMIUM,RESERVE,DIVIDEND_PUA,LOAN_VALUES,LOAN_INTEREST,COI,EXPENSE,INTEREST_CREDITING,OTHER,EXTENDED_TERM,PAID_UP,MODAL_FACTOR,GUIDELINE_PREMIUM,SETTLEMENT_FACTOR
DX1F,,BASE,IN_SCOPE_BASE_PLAN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,REQUIRES_ACTUARIAL_REVIEW,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
DX1M,,BASE,IN_SCOPE_PENDING_SOURCE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,REQUIRES_ACTUARIAL_REVIEW,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
DX51,,BASE,IN_SCOPE_BASE_PLAN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,REQUIRES_ACTUARIAL_REVIEW,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
DX5F,,BASE,IN_SCOPE_BASE_PLAN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,REQUIRES_ACTUARIAL_REVIEW,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
DX5M,,BASE,IN_SCOPE_BASE_PLAN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,REQUIRES_ACTUARIAL_REVIEW,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
F14,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
F24,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
F25,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
F65,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FBAF,,BASE,IN_SCOPE_BASE_PLAN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,REQUIRES_ACTUARIAL_REVIEW,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FDAA,Annuity,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FDAB,Annuity,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FDAC,Annuity,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FDAD,Annuity,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FDAP,Annuity,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FDAS,Annuity,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FF14,Annuity,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FF15,Annuity,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FF24,Annuity,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FF25,Annuity,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FF44,Annuity,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FF45,Annuity,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FF54,Annuity,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FF55,Annuity,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FFAA,Annuity,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FFAB,Annuity,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FFAC,Annuity,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FFAD,Annuity,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FFAP,Annuity,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FFAS,Annuity,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FS4,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FW,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FW4,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FW5,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
FW5C,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
GDB,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
GLI,External Servicing,BASE,IN_SCOPE_BASE_PLAN,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
GS28,,BASE,IN_SCOPE_BASE_PLAN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,REQUIRES_ACTUARIAL_REVIEW,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
HIV,,BASE,IN_SCOPE_BASE_PLAN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,REQUIRES_ACTUARIAL_REVIEW,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
HPFN,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
HPFS,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
HPMN,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
HPMS,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
HR2G,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
