reconstructed_claim_id,policy_number,claim_family,settlement_chain_id,chain_status,confidence_level,confidence_rationale,funding_total,payout_total,effective_payout_total,offset_total,lifecycle_only_total,lag_days,cross_claim_linked_id,cross_claim_lag_days,first_activity_date,latest_activity_date,original_balancing_status,revised_balancing_status,balancing_impact_observation,settlement_notes
RC-9010380049-1-SURRENDER_CLAIM-C1-20191113,9010380049,SURRENDER_CLAIM,RC-9010380049-1-SURRENDER_CLAIM-C1-20191113-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,199.89,0.0,0,,,20191113,20191113,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010380049-1-SURRENDER_CLAIM-C2-20201113,9010380049,SURRENDER_CLAIM,RC-9010380049-1-SURRENDER_CLAIM-C2-20201113-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,989.66,0.0,25,,,20201113,20201208,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010380049-1-SURRENDER_CLAIM-C3-20211113,9010380049,SURRENDER_CLAIM,RC-9010380049-1-SURRENDER_CLAIM-C3-20211113-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,215.97,0.0,0,,,20211113,20211113,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010380049-1-SURRENDER_CLAIM-C4-20221113,9010380049,SURRENDER_CLAIM,RC-9010380049-1-SURRENDER_CLAIM-C4-20221113-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,774.1,0.0,0,,,20221113,20221113,MINOR_VARIANCE,BALANCED,MINOR_VARIANCE -> BALANCED,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010380049-1-SURRENDER_CLAIM-C5-20231113,9010380049,SURRENDER_CLAIM,RC-9010380049-1-SURRENDER_CLAIM-C5-20231113-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,244.15,0.0,0,,,20231113,20231113,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010380049-1-SURRENDER_CLAIM-C6-20241113,9010380049,SURRENDER_CLAIM,RC-9010380049-1-SURRENDER_CLAIM-C6-20241113-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,735.82,0.0,22,,,20241113,20241205,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010380049-1-SURRENDER_CLAIM-C7-20251113,9010380049,SURRENDER_CLAIM,RC-9010380049-1-SURRENDER_CLAIM-C7-20251113-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,265.0,0.0,0,,,20251113,20251113,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010380627-1-SURRENDER_CLAIM-C0-20181125,9010380627,SURRENDER_CLAIM,RC-9010380627-1-SURRENDER_CLAIM-C0-20181125-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,2.3,0.0,0,,,20181125,20181125,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010380627-1-SURRENDER_CLAIM-C1-20190813,9010380627,SURRENDER_CLAIM,RC-9010380627-1-SURRENDER_CLAIM-C1-20190813-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,1.3,0.0,0,,,20190813,20190813,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010380627-1-SURRENDER_CLAIM-C10-20251125,9010380627,SURRENDER_CLAIM,RC-9010380627-1-SURRENDER_CLAIM-C10-20251125-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,7.88,0.0,0,,,20251125,20251125,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010380627-1-SURRENDER_CLAIM-C2-20191125,9010380627,SURRENDER_CLAIM,RC-9010380627-1-SURRENDER_CLAIM-C2-20191125-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,2.42,0.0,0,,,20191125,20191125,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010380627-1-SURRENDER_CLAIM-C3-20200825,9010380627,SURRENDER_CLAIM,RC-9010380627-1-SURRENDER_CLAIM-C3-20200825-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,42.7,0.0,0,,,20200825,20200825,MINOR_VARIANCE,BALANCED,MINOR_VARIANCE -> BALANCED,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010380627-1-SURRENDER_CLAIM-C4-20201125,9010380627,SURRENDER_CLAIM,RC-9010380627-1-SURRENDER_CLAIM-C4-20201125-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,4.73,0.0,0,,,20201125,20201125,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010380627-1-SURRENDER_CLAIM-C5-20211125,9010380627,SURRENDER_CLAIM,RC-9010380627-1-SURRENDER_CLAIM-C5-20211125-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,4.98,0.0,0,,,20211125,20211125,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010380627-1-SURRENDER_CLAIM-C6-20230825,9010380627,SURRENDER_CLAIM,RC-9010380627-1-SURRENDER_CLAIM-C6-20230825-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,42.76,0.0,0,,,20230825,20230825,MINOR_VARIANCE,BALANCED,MINOR_VARIANCE -> BALANCED,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010380627-1-SURRENDER_CLAIM-C7-20231125,9010380627,SURRENDER_CLAIM,RC-9010380627-1-SURRENDER_CLAIM-C7-20231125-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,7.49,0.0,0,,,20231125,20231125,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010380627-1-SURRENDER_CLAIM-C8-20240814,9010380627,SURRENDER_CLAIM,RC-9010380627-1-SURRENDER_CLAIM-C8-20240814-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,4.19,0.0,0,,,20240814,20240814,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010380627-1-SURRENDER_CLAIM-C9-20241120,9010380627,SURRENDER_CLAIM,RC-9010380627-1-SURRENDER_CLAIM-C9-20241120-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,7.7,0.0,5,,,20241120,20241125,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010381745-1-SURRENDER_CLAIM-C0-20180101,9010381745,SURRENDER_CLAIM,RC-9010381745-1-SURRENDER_CLAIM-C0-20180101-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,341.04,0.0,0,,,20180101,20180101,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010381745-1-SURRENDER_CLAIM-C1-20190101,9010381745,SURRENDER_CLAIM,RC-9010381745-1-SURRENDER_CLAIM-C1-20190101-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,358.99,0.0,0,,,20190101,20190101,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010381745-1-SURRENDER_CLAIM-C2-20200101,9010381745,SURRENDER_CLAIM,RC-9010381745-1-SURRENDER_CLAIM-C2-20200101-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,5648.21,0.0,0.0,735.61,0.0,20,,,20200101,20200121,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010382426-1-SURRENDER_CLAIM-C0-20180112,9010382426,SURRENDER_CLAIM,RC-9010382426-1-SURRENDER_CLAIM-C0-20180112-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,144.91,0.0,0,,,20180112,20180112,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010382426-1-SURRENDER_CLAIM-C1-20180404,9010382426,SURRENDER_CLAIM,RC-9010382426-1-SURRENDER_CLAIM-C1-20180404-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,220.12,0.0,0,,,20180404,20180404,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010382426-1-SURRENDER_CLAIM-C10-20230112,9010382426,SURRENDER_CLAIM,RC-9010382426-1-SURRENDER_CLAIM-C10-20230112-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,143.37,0.0,0,,,20230112,20230112,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010382426-1-SURRENDER_CLAIM-C11-20230322,9010382426,SURRENDER_CLAIM,RC-9010382426-1-SURRENDER_CLAIM-C11-20230322-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,227.57,0.0,0,,,20230322,20230322,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010382426-1-SURRENDER_CLAIM-C12-20240112,9010382426,SURRENDER_CLAIM,RC-9010382426-1-SURRENDER_CLAIM-C12-20240112-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,385.94,0.0,48,,,20240112,20240229,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010382426-1-SURRENDER_CLAIM-C13-20250112,9010382426,SURRENDER_CLAIM,RC-9010382426-1-SURRENDER_CLAIM-C13-20250112-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,388.66,0.0,43,,,20250112,20250224,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010382426-1-SURRENDER_CLAIM-C14-20260112,9010382426,SURRENDER_CLAIM,RC-9010382426-1-SURRENDER_CLAIM-C14-20260112-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,385.47,0.0,46,,,20260112,20260227,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010382426-1-SURRENDER_CLAIM-C2-20190112,9010382426,SURRENDER_CLAIM,RC-9010382426-1-SURRENDER_CLAIM-C2-20190112-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,144.6,0.0,0,,,20190112,20190112,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010382426-1-SURRENDER_CLAIM-C3-20190405,9010382426,SURRENDER_CLAIM,RC-9010382426-1-SURRENDER_CLAIM-C3-20190405-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,218.89,0.0,0,,,20190405,20190405,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010382426-1-SURRENDER_CLAIM-C4-20200112,9010382426,SURRENDER_CLAIM,RC-9010382426-1-SURRENDER_CLAIM-C4-20200112-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,144.29,0.0,0,,,20200112,20200112,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010382426-1-SURRENDER_CLAIM-C5-20200412,9010382426,SURRENDER_CLAIM,RC-9010382426-1-SURRENDER_CLAIM-C5-20200412-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,212.53,0.0,0,,,20200412,20200412,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010382426-1-SURRENDER_CLAIM-C6-20210112,9010382426,SURRENDER_CLAIM,RC-9010382426-1-SURRENDER_CLAIM-C6-20210112-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,143.99,0.0,0,,,20210112,20210112,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010382426-1-SURRENDER_CLAIM-C7-20210322,9010382426,SURRENDER_CLAIM,RC-9010382426-1-SURRENDER_CLAIM-C7-20210322-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,228.55,0.0,0,,,20210322,20210322,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010382426-1-SURRENDER_CLAIM-C8-20220112,9010382426,SURRENDER_CLAIM,RC-9010382426-1-SURRENDER_CLAIM-C8-20220112-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,143.67,0.0,0,,,20220112,20220112,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010382426-1-SURRENDER_CLAIM-C9-20220412,9010382426,SURRENDER_CLAIM,RC-9010382426-1-SURRENDER_CLAIM-C9-20220412-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,212.19,0.0,0,,,20220412,20220412,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010382520-1-DEATH_CLAIM-C0-20200820,9010382520,DEATH_CLAIM,RC-9010382520-1-DEATH_CLAIM-C0-20200820-SC,PARTIAL_CHAIN,MODERATE_CONFIDENCE,Funding and payout linked but amounts diverge beyond tolerance,5000.0,7807.24,7807.24,0.0,0.0,0,,,20200820,20200820,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010382520-3-DEATH_CLAIM-C0-20200820,9010382520,DEATH_CLAIM,RC-9010382520-3-DEATH_CLAIM-C0-20200820-SC,FUNDED_NO_DISBURSEMENT,LOW_CONFIDENCE,Funding without observed payout linkage,2807.24,0.0,0.0,0.0,0.0,0,,,20200820,20200820,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010382931-1-DEATH_CLAIM-C0-20220210,9010382931,DEATH_CLAIM,RC-9010382931-1-DEATH_CLAIM-C0-20220210-SC,PARTIAL_CHAIN,MODERATE_CONFIDENCE,Funding and payout linked but amounts diverge beyond tolerance,10000.0,17290.3,17290.3,0.0,365.1,0,,,20220210,20220210,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010382931-1-SURRENDER_CLAIM-C0-20180115,9010382931,SURRENDER_CLAIM,RC-9010382931-1-SURRENDER_CLAIM-C0-20180115-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,17.98,0.0,2,,,20180115,20180117,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010382931-1-SURRENDER_CLAIM-C1-20190117,9010382931,SURRENDER_CLAIM,RC-9010382931-1-SURRENDER_CLAIM-C1-20190117-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,55.23,0.0,0,,,20190117,20190117,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010382931-1-SURRENDER_CLAIM-C2-20200117,9010382931,SURRENDER_CLAIM,RC-9010382931-1-SURRENDER_CLAIM-C2-20200117-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,54.06,0.0,12,,,20200117,20200129,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010382931-1-SURRENDER_CLAIM-C3-20210114,9010382931,SURRENDER_CLAIM,RC-9010382931-1-SURRENDER_CLAIM-C3-20210114-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,18.08,0.0,3,,,20210114,20210117,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010382931-1-SURRENDER_CLAIM-C4-20220117,9010382931,SURRENDER_CLAIM,RC-9010382931-1-SURRENDER_CLAIM-C4-20220117-SC,ORPHAN_CHAIN,LOW_CONFIDENCE,Insufficient semantic chain linkage,0.0,0.0,17290.3,71.0,0.0,24,RC-9010382931-1-DEATH_CLAIM-C0-20220210,24,20220117,20220210,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010382931-2-DEATH_CLAIM-C0-20220210,9010382931,DEATH_CLAIM,RC-9010382931-2-DEATH_CLAIM-C0-20220210-SC,FUNDED_NO_DISBURSEMENT,LOW_CONFIDENCE,Funding without observed payout linkage,7603.4,0.0,0.0,0.0,0.0,0,,,20220210,20220210,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010385491-1-DEATH_CLAIM-C0-20190501,9010385491,DEATH_CLAIM,RC-9010385491-1-DEATH_CLAIM-C0-20190501-SC,MULTI_PAYOUT_CHAIN,MODERATE_CONFIDENCE,Multiple payout events in settlement chain,11000.33,11999.81,11999.81,0.0,0.0,0,,,20190501,20190501,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010385491-1-DEATH_CLAIM-C1-20210707,9010385491,DEATH_CLAIM,RC-9010385491-1-DEATH_CLAIM-C1-20210707-SC,PAYOUT_ONLY,MODERATE_CONFIDENCE,Payout-only chain without in-group funding,0.0,5999.58,5999.58,0.0,0.0,0,,,20210707,20210707,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010385491-2-DEATH_CLAIM-C0-20190501,9010385491,DEATH_CLAIM,RC-9010385491-2-DEATH_CLAIM-C0-20190501-SC,FUNDED_NO_DISBURSEMENT,LOW_CONFIDENCE,Funding without observed payout linkage,6999.06,0.0,0.0,0.0,0.0,0,,,20190501,20190501,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010385636-1-SURRENDER_CLAIM-C0-20180209,9010385636,SURRENDER_CLAIM,RC-9010385636-1-SURRENDER_CLAIM-C0-20180209-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,720.87,0.0,0,,,20180209,20180209,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010385636-1-SURRENDER_CLAIM-C1-20180507,9010385636,SURRENDER_CLAIM,RC-9010385636-1-SURRENDER_CLAIM-C1-20180507-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,10108.84,0.0,0.0,552.39,0.0,0,,,20180507,20180507,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010389651-1-DEATH_CLAIM-C0-20240727,9010389651,DEATH_CLAIM,RC-9010389651-1-DEATH_CLAIM-C0-20240727-SC,PARTIAL_CHAIN,MODERATE_CONFIDENCE,Funding and payout linked but amounts diverge beyond tolerance,10931.0,22352.18,22352.18,0.0,0.0,0,,,20240727,20240727,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010389651-2-DEATH_CLAIM-C0-20240727,9010389651,DEATH_CLAIM,RC-9010389651-2-DEATH_CLAIM-C0-20240727-SC,FUNDED_NO_DISBURSEMENT,LOW_CONFIDENCE,Funding without observed payout linkage,11421.18,0.0,0.0,0.0,0.0,0,,,20240727,20240727,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010389802-1-SURRENDER_CLAIM-C0-20201026,9010389802,SURRENDER_CLAIM,RC-9010389802-1-SURRENDER_CLAIM-C0-20201026-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,8178.76,0.0,0.0,0.0,0.0,0,,,20201026,20201026,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
