MPOLICY,LIFEPRO,LP_CODE,TYPE_CODE,SOURCE_FIELD,PAID_UP_TYPE,BEFORE_MNFOPT,PRED_BEFORE,AFTER_MNFOPT,CHANGED,MDIVOPT,MSTATUS
010459814C,9010459814,5,BA,NF,,0,0,3,Y,4,22
010459850C,9010459850,4,BA,NF,ET,2,2,2,N,4,44
010459970C,9010459970,4,BA,NF,PU,0,0,0,N,2,53
010460276C,9010460276,4,BA,NF,ET,2,2,2,N,0,57
010460323C,9010460323,1,BA,NF,,1,1,1,N,3,22
010460406C,9010460406,1,BA,NF,,1,1,1,N,3,22
010460652C,9010460652,4,BA,NF,PU,0,0,0,N,4,53
010460653C,9010460653,4,BA,NF,PU,0,0,0,N,4,41
010460886C,9010460886,4,BA,NF,ET,2,2,2,N,4,55
010461210C,9010461210,1,BA,NF,,1,1,1,N,4,22
010461689C,9010461689,4,BA,NF,PU,0,0,0,N,4,53
010461753C,9010461753,4,BA,NF,ET,2,2,2,N,0,57
010462057C,9010462057,4,BA,NF,,0,0,2,Y,4,22
010462415C,9010462415,4,BA,NF,PU,0,0,0,N,4,41
010462630C,9010462630,4,BA,NF,,0,0,2,Y,4,55
010462631C,9010462631,4,BA,NF,ET,2,2,2,N,4,55
010462759C,9010462759,1,BA,NF,,1,1,1,N,0,22
010462839C,9010462839,4,BA,NF,,0,0,2,Y,4,55
010463017C,9010463017,1,BA,NF,,1,1,1,N,2,22
010463161C,9010463161,1,BA,NF,PU,0,0,0,N,4,53
010463190C,9010463190,1,BA,NF,RU,3,3,3,N,4,55
010463420C,9010463420,4,BA,NF,,0,0,2,Y,4,53
010463537C,9010463537,1,BA,NF,,1,1,1,N,3,22
010463553C,9010463553,4,BA,NF,,0,0,2,Y,4,22
010464265C,9010464265,5,BA,NF,,0,0,3,Y,4,53
010464590C,9010464590,4,BA,NF,RU,3,3,3,N,0,53
010464869C,9010464869,4,BA,NF,PU,0,0,0,N,4,53
010464870C,9010464870,5,BA,NF,PU,0,0,0,N,4,53
010465265C,9010465265,4,BA,NF,RU,3,3,3,N,0,53
010465331C,9010465331,4,BA,NF,PU,0,0,0,N,4,41
010465363C,9010465363,4,BA,NF,,0,0,2,Y,4,22
010465451C,9010465451,4,BA,NF,,0,0,2,Y,4,53
010466391C,9010466391,4,BA,NF,,0,0,2,Y,4,22
010466392C,9010466392,4,BA,NF,,0,0,2,Y,4,22
010466458C,9010466458,4,BA,NF,PU,0,0,0,N,4,53
010466470C,9010466470,4,BA,NF,ET,2,2,2,N,4,55
010466471C,9010466471,4,BA,NF,ET,2,2,2,N,4,44
010466472C,9010466472,4,BA,NF,ET,2,2,2,N,4,44
010466473C,9010466473,4,BA,NF,ET,2,2,2,N,4,55
010466702C,9010466702,4,BA,NF,,0,0,2,Y,4,53
010466706C,9010466706,4,BA,NF,,0,0,2,Y,4,22
010466978C,9010466978,5,BA,NF,,0,0,3,Y,4,22
010467025C,9010467025,4,BA,NF,,0,0,2,Y,4,22
010467061C,9010467061,1,BA,NF,,1,1,1,N,3,55
010467154C,9010467154,1,BA,NF,,1,1,1,N,4,22
010467173C,9010467173,4,BA,NF,,0,0,2,Y,4,55
010467185C,9010467185,4,BA,NF,,0,0,2,Y,4,22
010467190C,9010467190,4,BA,NF,PU,0,0,0,N,4,53
010467500C,9010467500,1,BA,NF,,1,1,1,N,4,22
010467771C,9010467771,4,BA,NF,,0,0,2,Y,1,22
010468945C,9010468945,4,BA,NF,,0,0,2,Y,4,22
010468946C,9010468946,4,BA,NF,,0,0,2,Y,4,53
010469081C,9010469081,4,BA,NF,PU,0,0,0,N,4,55
010469430C,9010469430,1,BA,NF,,1,1,1,N,3,53
010469579C,9010469579,4,BA,NF,,0,0,2,Y,4,22
010469666C,9010469666,2,BA,NF,,1,1,1,N,3,22
010469728C,9010469728,4,BA,NF,ET,2,2,2,N,4,44
010469896C,9010469896,1,BA,NF,,1,1,1,N,4,55
010469984C,9010469984,1,BA,NF,PU,0,0,0,N,4,53
010469985C,9010469985,1,BA,NF,PU,0,0,0,N,4,53
010470522C,9010470522,5,BA,NF,RU,3,3,3,N,4,45
010471046C,9010471046,1,BA,NF,,1,1,1,N,4,22
010471532C,9010471532,5,BA,NF,RU,3,3,3,N,0,45
010471534C,9010471534,4,BA,NF,RU,3,3,3,N,4,45
010471769C,9010471769,4,BA,NF,RU,3,3,3,N,0,55
010471933C,9010471933,1,BA,NF,,1,1,1,N,3,53
010472182C,9010472182,4,BA,NF,,0,0,2,Y,4,55
010472183C,9010472183,4,BA,NF,,0,0,2,Y,4,55
010473137C,9010473137,4,BA,NF,PU,0,0,0,N,4,53
010473866C,9010473866,4,BA,NF,PU,0,0,0,N,4,55
010473867C,9010473867,4,BA,NF,,0,0,2,Y,4,22
010473868C,9010473868,4,BA,NF,,0,0,2,Y,4,22
010474317C,9010474317,4,BA,NF,,0,0,2,Y,4,22
010474318C,9010474318,4,BA,NF,,0,0,2,Y,4,22
010474519C,9010474519,4,BA,NF,PU,0,0,0,N,4,53
010474522C,9010474522,4,BA,NF,,0,0,2,Y,4,55
010475571C,9010475571,4,BA,NF,,0,0,2,Y,1,55
010475576C,9010475576,4,BA,NF,RU,3,3,3,N,0,53
010475850C,9010475850,4,BA,NF,PU,0,0,0,N,4,53
010476803C,9010476803,4,BA,NF,,0,0,2,Y,4,53
010477512C,9010477512,4,BA,NF,,0,0,2,Y,4,53
010477513C,9010477513,4,BA,NF,,0,0,2,Y,4,53
010477989C,9010477989,4,BA,NF,,0,0,2,Y,4,55
010478048C,9010478048,4,BA,NF,RU,3,3,3,N,0,45
010478213C,9010478213,1,BA,NF,,1,1,1,N,4,22
010478214C,9010478214,1,BA,NF,,1,1,1,N,4,22
010478259C,9010478259,5,BA,NF,RU,3,3,3,N,0,53
010478260C,9010478260,4,BA,NF,ET,2,2,2,N,0,57
010478285C,9010478285,4,BA,NF,,0,0,2,Y,4,53
010478574C,9010478574,4,BA,NF,PU,0,0,0,N,1,53
010478890C,9010478890,4,BA,NF,ET,2,2,2,N,0,44
010479749C,9010479749,4,BA,NF,PU,0,0,0,N,4,53
010480683C,9010480683,4,BA,NF,RU,3,3,3,N,0,45
010481459C,9010481459,1,BA,NF,,1,1,1,N,3,22
010483380C,9010483380,4,BA,NF,ET,2,2,2,N,0,57
010483386C,9010483386,4,BA,NF,PU,0,0,0,N,4,41
010484578C,9010484578,1,BA,NF,,1,1,1,N,4,22
010484821C,9010484821,4,BA,NF,PU,0,0,0,N,4,53
010484864C,9010484864,1,BA,NF,,1,1,1,N,4,22
010486919C,9010486919,4,BA,NF,PU,0,0,0,N,4,53
010486961C,9010486961,4,BA,NF,PU,0,0,0,N,4,41
010486964C,9010486964,4,BA,NF,PU,0,0,0,N,4,53
010487125C,9010487125,4,BA,NF,,0,0,2,Y,4,22
010487396C,9010487396,4,BA,NF,,0,0,2,Y,4,22
010487886C,9010487886,1,BA,NF,,1,1,1,N,1,22
010487888C,9010487888,1,BA,NF,,1,1,1,N,1,22
010488273C,9010488273,4,BA,NF,,0,0,2,Y,4,22
010488274C,9010488274,4,BA,NF,,0,0,2,Y,4,53
010488878C,9010488878,1,BA,NF,,1,1,1,N,4,22
010489508C,9010489508,4,BA,NF,,0,0,2,Y,4,53
010491000C,9010491000,1,BA,NF,,1,1,1,N,4,53
010492604C,9010492604,1,BA,NF,,1,1,1,N,3,22
010494171C,9010494171,4,BA,NF,PU,0,0,0,N,4,55
010494229C,9010494229,1,BA,NF,,1,1,1,N,3,55
010495113C,9010495113,1,BA,NF,,1,1,1,N,3,22
010495120C,9010495120,4,BA,NF,PU,0,0,0,N,4,41
010495122C,9010495122,5,BA,NF,,0,0,3,Y,4,22
010496486C,9010496486,1,BA,NF,,1,1,1,N,0,53
010497263C,9010497263,4,BA,NF,,0,0,2,Y,1,22
010497264C,9010497264,5,BA,NF,,0,0,3,Y,1,22
010497363C,9010497363,4,BA,NF,ET,2,2,2,N,0,57
010497768C,9010497768,4,BA,NF,PU,0,0,0,N,3,53
010498153C,9010498153,1,BA,NF,,1,1,1,N,4,53
010498260C,9010498260,4,BA,NF,PU,0,0,0,N,4,53
010498617C,9010498617,1,BA,NF,,1,1,1,N,3,53
010499269C,9010499269,1,BA,NF,,1,1,1,N,0,53
010499349C,9010499349,0,BA,NF,,0,0,0,N,0,22
010499674C,9010499674,4,BA,NF,PU,0,0,0,N,4,53
010499702C,9010499702,4,BA,NF,PU,0,0,0,N,4,53
010500671C,9010500671,1,BA,NF,PU,0,0,0,N,3,41
010500769C,9010500769,1,BA,NF,PU,0,0,0,N,1,53
010501142C,9010501142,1,BA,NF,,1,1,1,N,4,22
010501466C,9010501466,1,BA,NF,,1,1,1,N,0,53
010501836C,9010501836,4,BA,NF,,0,0,2,Y,4,53
010502776C,9010502776,4,BA,NF,,0,0,2,Y,0,22
010502820C,9010502820,1,BA,NF,,1,1,1,N,4,53
010502995C,9010502995,4,BA,NF,ET,2,2,2,N,4,44
010502996C,9010502996,4,BA,NF,ET,2,2,2,N,4,57
010503391C,9010503391,4,BA,NF,,0,0,2,Y,3,22
010503560C,9010503560,4,BA,NF,,0,0,2,Y,0,55
010505294C,9010505294,1,BA,NF,,1,1,1,N,0,55
010505297C,9010505297,4,BA,NF,,0,0,2,Y,0,55
010505481C,9010505481,5,BA,NF,RU,3,3,3,N,4,45
010505549C,9010505549,1,BA,NF,,1,1,1,N,1,53
010506408C,9010506408,4,BA,NF,,0,0,2,Y,4,22
010506497C,9010506497,4,BA,NF,,0,0,2,Y,4,22
010506789C,9010506789,4,BA,NF,RU,3,3,3,N,0,53
010506832C,9010506832,2,BA,NF,RU,3,3,3,N,0,55
010507004C,9010507004,1,BA,NF,,1,1,1,N,3,22
010507005C,9010507005,1,BA,NF,,1,1,1,N,3,22
010507705C,9010507705,1,BA,NF,ET,2,2,2,N,0,57
010510553C,9010510553,4,BA,NF,RU,3,3,3,N,4,45
010510671C,9010510671,1,BA,NF,ET,2,2,2,N,3,44
010510979C,9010510979,4,BA,NF,,0,0,2,Y,4,22
010511203C,9010511203,1,BA,NF,,1,1,1,N,3,22
010511240C,9010511240,4,BA,NF,PU,0,0,0,N,4,53
010511355C,9010511355,4,BA,NF,,0,0,2,Y,4,53
010511795C,9010511795,5,BA,NF,,0,0,3,Y,4,22
010512061C,9010512061,4,BA,NF,PU,0,0,0,N,4,57
010513607C,9010513607,4,BA,NF,PU,0,0,0,N,4,41
010513627C,9010513627,1,BA,NF,,1,1,1,N,4,22
010513711C,9010513711,1,BA,NF,,1,1,1,N,0,22
010513712C,9010513712,1,BA,NF,ET,2,2,2,N,0,57
010513848C,9010513848,1,BA,NF,,1,1,1,N,3,22
010513849C,9010513849,1,BA,NF,,1,1,1,N,3,22
010514051C,9010514051,1,BA,NF,,1,1,1,N,3,53
010514052C,9010514052,1,BA,NF,,1,1,1,N,4,22
010515598C,9010515598,4,BA,NF,PU,0,0,0,N,4,53
010516211C,9010516211,0,BA,NF,LE,2,2,2,N,2,54
010516466C,9010516466,4,BA,NF,RU,3,3,3,N,0,45
010517231C,9010517231,4,BA,NF,,0,0,2,Y,4,53
010518048C,9010518048,4,BA,NF,,0,0,2,Y,4,22
010518049C,9010518049,4,BA,NF,,0,0,2,Y,4,22
010518050C,9010518050,4,BA,NF,,0,0,2,Y,4,53
010518051C,9010518051,4,BA,NF,,0,0,2,Y,4,22
010518545C,9010518545,4,BA,NF,PU,0,0,0,N,4,41
010520217C,9010520217,1,BA,NF,,1,1,1,N,4,53
010520451C,9010520451,1,BA,NF,,1,1,1,N,3,22
010521160C,9010521160,2,BA,NF,,1,1,1,N,3,53
010521213C,9010521213,4,BA,NF,PU,0,0,0,N,4,41
010521651C,9010521651,4,BA,NF,PU,0,0,0,N,4,53
010521756C,9010521756,1,BA,NF,,1,1,1,N,4,55
010523058C,9010523058,4,BA,NF,,0,0,2,Y,4,55
010523097C,9010523097,1,BA,NF,,1,1,1,N,3,22
010524029C,9010524029,4,BA,NF,ET,2,2,2,N,1,57
010524282C,9010524282,1,BA,NF,,1,1,1,N,4,22
010525250C,9010525250,4,BA,NF,ET,2,2,2,N,4,44
010526232C,9010526232,0,BA,NF,,0,0,0,N,1,54
010526522C,9010526522,4,BA,NF,ET,2,2,2,N,0,57
010526524C,9010526524,4,BA,NF,,0,0,2,Y,4,55
010526526C,9010526526,4,BA,NF,,0,0,2,Y,4,53
010527102C,9010527102,4,BA,NF,,0,0,2,Y,4,22
010527103C,9010527103,4,BA,NF,,0,0,2,Y,4,22
010527336C,9010527336,1,BA,NF,,1,1,1,N,3,22
010529613C,9010529613,4,BA,NF,,0,0,2,Y,4,22
010529973C,9010529973,1,BA,NF,RU,3,3,3,N,4,55
010529993C,9010529993,4,BA,NF,,0,0,2,Y,4,22
010530033C,9010530033,1,BA,NF,,1,1,1,N,1,22
010532612C,9010532612,1,BA,NF,ET,2,2,2,N,3,57
010538650C,9010538650,4,BA,NF,ET,2,2,2,N,0,57
010539198C,9010539198,4,BA,NF,,0,0,2,Y,4,55
010540774C,9010540774,4,BA,NF,,0,0,2,Y,4,22
010540781C,9010540781,4,BA,NF,,0,0,2,Y,1,22
010541669C,9010541669,4,BA,NF,ET,2,2,2,N,4,44
010542288C,9010542288,1,BA,NF,,1,1,1,N,3,22
010543558C,9010543558,4,BA,NF,,0,0,2,Y,4,22
010543559C,9010543559,4,BA,NF,,0,0,2,Y,4,22
010544182C,9010544182,1,BA,NF,RU,3,3,3,N,4,53
010544183C,9010544183,1,BA,NF,,1,1,1,N,3,22
010545196C,9010545196,1,BA,NF,,1,1,1,N,4,53
010545623C,9010545623,4,BA,NF,PU,0,0,0,N,4,41
010546961C,9010546961,4,BA,NF,,0,0,2,Y,4,55
010546964C,9010546964,4,BA,NF,,0,0,2,Y,4,22
010547021C,9010547021,4,BA,NF,,0,0,2,Y,4,22
010547488C,9010547488,1,BA,NF,,1,1,1,N,4,55
010547892C,9010547892,4,BA,NF,,0,0,2,Y,4,22
010548366C,9010548366,1,BA,NF,,1,1,1,N,4,53
010549966C,9010549966,5,BA,NF,,0,0,3,Y,0,53
010550088C,9010550088,4,BA,NF,,0,0,2,Y,4,22
010550564C,9010550564,4,BA,NF,,0,0,2,Y,4,53
010552856C,9010552856,4,BA,NF,,0,0,2,Y,4,22
010555054C,9010555054,1,BA,NF,,1,1,1,N,4,22
010555714C,9010555714,1,BA,NF,,1,1,1,N,3,22
010556634C,9010556634,5,BA,NF,PU,0,0,0,N,1,41
010556736C,9010556736,4,BA,NF,RU,3,3,3,N,0,45
010557142C,9010557142,4,BA,NF,,0,0,2,Y,4,55
010559537C,9010559537,4,BA,NF,,0,0,2,Y,4,55
010560185C,9010560185,4,BA,NF,,0,0,2,Y,4,22
010564241C,9010564241,1,BA,NF,ET,2,2,2,N,0,57
010565013C,9010565013,4,BA,NF,,0,0,2,Y,4,22
010567983C,9010567983,1,BA,NF,,1,1,1,N,4,22
010576755C,9010576755,4,BA,NF,ET,2,2,2,N,4,44
010578323C,9010578323,1,BA,NF,,1,1,1,N,4,22
010578820C,9010578820,4,BA,NF,RU,3,3,3,N,0,53
010580464C,9010580464,4,BA,NF,RU,3,3,3,N,0,53
010580685C,9010580685,4,BA,NF,,0,0,2,Y,4,22
010581795C,9010581795,4,BA,NF,,0,0,2,Y,4,55
010583923C,9010583923,1,BA,NF,ET,2,2,2,N,3,44
010586005C,9010586005,1,BA,NF,,1,1,1,N,4,53
010590419C,9010590419,4,BA,NF,,0,0,2,Y,4,22
010591112C,9010591112,4,BA,NF,RU,3,3,3,N,0,45
010598049C,9010598049,4,BA,NF,,0,0,2,Y,4,22
010598050C,9010598050,4,BA,NF,,0,0,2,Y,4,22
010607249C,9010607249,4,BA,NF,PU,0,0,0,N,4,53
010615191C,9010615191,4,BA,NF,,0,0,2,Y,4,22
010615192C,9010615192,4,BA,NF,,0,0,2,Y,4,22
010639996C,9010639996,1,BA,NF,ET,2,2,2,N,3,57
010653595C,9010653595,1,BA,NF,,1,1,1,N,3,55
010653596C,9010653596,1,BA,NF,,1,1,1,N,3,55
010713704C,9010713704,4,BF,BF,,0,0,2,Y,0,22
010713705C,9010713705,4,BF,BF,,0,0,2,Y,0,22
010713707C,9010713707,4,BF,BF,,0,0,2,Y,0,22
010715467C,9010715467,4,BF,BF,,0,0,2,Y,0,22
010716973C,9010716973,1,BF,BF,,1,1,1,N,0,22
010716974C,9010716974,4,BF,BF,,0,0,2,Y,0,55
010717034C,9010717034,4,BF,BF,,0,0,2,Y,0,22
010717447C,9010717447,1,BF,BF,,1,1,1,N,0,22
010718276C,9010718276,1,BF,BF,,1,1,1,N,0,22
010718277C,9010718277,1,BF,BF,,1,1,1,N,0,22
010718278C,9010718278,1,BF,BF,,1,1,1,N,0,22
010718309C,9010718309,1,BF,BF,,1,1,1,N,0,22
010718495C,9010718495,1,BF,BF,,1,1,1,N,0,53
010719553C,9010719553,1,BF,BF,,1,1,1,N,0,22
010719815C,9010719815,1,BF,BF,,1,1,1,N,0,22
010720088C,9010720088,1,BF,BF,,1,1,1,N,0,22
010720759C,9010720759,1,BF,BF,,1,1,1,N,0,22
010721848C,9010721848,4,BF,BF,,0,0,2,Y,0,22
010721849C,9010721849,1,BF,BF,,1,1,1,N,0,22
010722345C,9010722345,4,BF,BF,,0,0,2,Y,0,55
010722516C,9010722516,1,BF,BF,,1,1,1,N,0,22
010722550C,9010722550,4,BF,BF,,0,0,2,Y,0,22
010722734C,9010722734,1,BF,BF,,1,1,1,N,0,22
010723386C,9010723386,9,BF,BF,,0,0,0,N,0,22
010723387C,9010723387,1,BF,BF,,1,1,1,N,0,22
010723388C,9010723388,9,BF,BF,,0,0,0,N,0,22
010723523C,9010723523,1,BF,BF,,1,1,1,N,0,22
010723524C,9010723524,4,BF,BF,,0,0,2,Y,0,22
010724403C,9010724403,4,BF,BF,,0,0,2,Y,0,53
010724510C,9010724510,4,BF,BF,,0,0,2,Y,0,22
010725643C,9010725643,1,BF,BF,,1,1,1,N,0,22
010726104C,9010726104,1,BF,BF,,1,1,1,N,0,53
010726317C,9010726317,1,BF,BF,,1,1,1,N,0,55
010726318C,9010726318,1,BF,BF,,1,1,1,N,0,55
010726319C,9010726319,1,BF,BF,,1,1,1,N,0,55
010726922C,9010726922,4,BF,BF,,0,0,2,Y,0,22
010728696C,9010728696,1,BF,BF,,1,1,1,N,0,55
010728947C,9010728947,1,BA,NF,,1,1,1,N,3,22
010729500C,9010729500,4,BF,BF,,0,0,2,Y,0,22
010729999C,9010729999,1,BF,BF,,1,1,1,N,0,22
010730145C,9010730145,4,BF,BF,,0,0,2,Y,0,22
010730647C,9010730647,1,BF,BF,,1,1,1,N,0,55
010730780C,9010730780,1,BF,BF,,1,1,1,N,0,22
010731277C,9010731277,1,BF,BF,,1,1,1,N,0,22
010731278C,9010731278,1,BF,BF,,1,1,1,N,0,22
010731296C,9010731296,1,BF,BF,,1,1,1,N,0,22
010731608C,9010731608,1,BF,BF,,1,1,1,N,0,22
010731970C,9010731970,1,BF,BF,,1,1,1,N,0,53
010732078C,9010732078,1,BF,BF,,1,1,1,N,0,22
010732270C,9010732270,1,BF,BF,,1,1,1,N,0,22
010732271C,9010732271,1,BF,BF,,1,1,1,N,0,22
010732276C,9010732276,1,BF,BF,,1,1,1,N,0,22
010732278C,9010732278,1,BF,BF,,1,1,1,N,0,55
010732280C,9010732280,1,BF,BF,,1,1,1,N,0,22
010732281C,9010732281,1,BF,BF,,1,1,1,N,0,22
010732975C,9010732975,1,BF,BF,RU,3,3,3,N,0,45
010733162C,9010733162,1,BF,BF,,1,1,1,N,0,55
010733472C,9010733472,1,BF,BF,ET,2,2,2,N,0,55
010733564C,9010733564,4,BF,BF,,0,0,2,Y,0,22
010733665C,9010733665,1,BF,BF,,1,1,1,N,0,22
010734462C,9010734462,1,BF,BF,,1,1,1,N,0,22
010734951C,9010734951,1,BF,BF,RU,3,3,3,N,0,45
010734954C,9010734954,1,BF,BF,RU,3,3,3,N,0,45
010735160C,9010735160,1,BF,BF,,1,1,1,N,0,22
010735585C,9010735585,1,BF,BF,,1,1,1,N,0,22
010735611C,9010735611,9,BF,BF,,0,0,0,N,0,53
010735781C,9010735781,1,BF,BF,,1,1,1,N,0,53
010735918C,9010735918,1,BF,BF,,1,1,1,N,0,22
010736035C,9010736035,1,BF,BF,,1,1,1,N,0,53
010736036C,9010736036,1,BF,BF,,1,1,1,N,0,22
010736283C,9010736283,1,BF,BF,,1,1,1,N,0,53
010736643C,9010736643,1,BF,BF,,1,1,1,N,0,22
010736702C,9010736702,1,BF,BF,,1,1,1,N,0,22
010736703C,9010736703,1,BF,BF,,1,1,1,N,0,22
010736736C,9010736736,1,BF,BF,,1,1,1,N,0,22
010736738C,9010736738,1,BF,BF,,1,1,1,N,0,55
010736935C,9010736935,1,BF,BF,ET,2,2,2,N,0,44
010737378C,9010737378,1,BF,BF,,1,1,1,N,0,22
010737417C,9010737417,1,BF,BF,RU,3,3,3,N,0,45
010737619C,9010737619,4,BF,BF,,0,0,2,Y,0,22
010738161C,9010738161,3,BF,BF,,3,3,1,Y,0,22
010738207C,9010738207,1,BF,BF,,1,1,1,N,0,22
010738539C,9010738539,1,BF,BF,,1,1,1,N,0,54
010738672C,9010738672,1,BF,BF,,1,1,1,N,0,22
010738751C,9010738751,4,BF,BF,,0,0,2,Y,0,55
010738752C,9010738752,4,BF,BF,,0,0,2,Y,0,55
010738753C,9010738753,4,BF,BF,,0,0,2,Y,0,55
010738936C,9010738936,1,BF,BF,,1,1,1,N,0,22
010739212C,9010739212,1,BF,BF,,1,1,1,N,0,22
010739794C,9010739794,1,BF,BF,,1,1,1,N,0,22
010739795C,9010739795,1,BF,BF,,1,1,1,N,0,22
010739886C,9010739886,1,BF,BF,,1,1,1,N,0,22
010739887C,9010739887,1,BF,BF,,1,1,1,N,0,22
010740132C,9010740132,1,BF,BF,,1,1,1,N,0,22
010740836C,9010740836,4,BF,BF,,0,0,2,Y,0,53
010740877C,9010740877,1,BF,BF,,1,1,1,N,0,53
010741231C,9010741231,1,BF,BF,,1,1,1,N,0,22
010741232C,9010741232,1,BF,BF,,1,1,1,N,0,22
010741234C,9010741234,1,BF,BF,,1,1,1,N,0,55
010741302C,9010741302,1,BF,BF,,1,1,1,N,0,22
010741334C,9010741334,1,BF,BF,,1,1,1,N,0,50
010741943C,9010741943,1,BF,BF,,1,1,1,N,0,53
010742224C,9010742224,1,BF,BF,,1,1,1,N,0,53
010742225C,9010742225,1,BF,BF,,1,1,1,N,0,22
010742814C,9010742814,4,BF,BF,,0,0,2,Y,0,53
010743074C,9010743074,1,BF,BF,,1,1,1,N,0,53
010743082C,9010743082,1,BF,BF,,1,1,1,N,0,55
010743395C,9010743395,1,BF,BF,,1,1,1,N,0,22
010743638C,9010743638,1,BF,BF,,1,1,1,N,0,55
010743832C,9010743832,4,BF,BF,,0,0,2,Y,0,22
010744223C,9010744223,1,BF,BF,,1,1,1,N,0,22
010744412C,9010744412,4,BF,BF,,0,0,2,Y,0,53
010744489C,9010744489,1,BF,BF,,1,1,1,N,0,22
010744818C,9010744818,1,BF,BF,,1,1,1,N,0,22
010745169C,9010745169,1,BF,BF,,1,1,1,N,0,22
010745344C,9010745344,1,BF,BF,,1,1,1,N,0,53
010745456C,9010745456,1,BF,BF,,1,1,1,N,0,22
010745640C,9010745640,1,BF,BF,,1,1,1,N,0,53
010745749C,9010745749,1,BF,BF,,1,1,1,N,0,22
010745750C,9010745750,1,BF,BF,,1,1,1,N,0,22
010745751C,9010745751,1,BF,BF,,1,1,1,N,0,22
010745752C,9010745752,1,BF,BF,,1,1,1,N,0,22
010745811C,9010745811,4,BF,BF,,0,0,2,Y,0,53
010746005C,9010746005,4,BF,BF,,0,0,2,Y,0,55
010746173C,9010746173,1,BF,BF,,1,1,1,N,0,22
010746424C,9010746424,4,BF,BF,,0,0,2,Y,0,55
010746498C,9010746498,1,BF,BF,,1,1,1,N,0,53
010746670C,9010746670,1,BF,BF,RU,3,3,3,N,0,45
010746844C,9010746844,1,BF,BF,,1,1,1,N,0,22
010746846C,9010746846,1,BF,BF,,1,1,1,N,0,55
010747013C,9010747013,1,BF,BF,,1,1,1,N,0,22
010747186C,9010747186,4,BF,BF,,0,0,2,Y,0,55
010747241C,9010747241,1,BF,BF,,1,1,1,N,0,53
010747243C,9010747243,1,BF,BF,,1,1,1,N,0,22
010747320C,9010747320,1,BF,BF,,1,1,1,N,0,22
010747437C,9010747437,1,BF,BF,,1,1,1,N,0,22
010747438C,9010747438,1,BF,BF,,1,1,1,N,0,53
010747636C,9010747636,1,BF,BF,,1,1,1,N,0,22
010747875C,9010747875,1,BF,BF,,1,1,1,N,0,22
010747876C,9010747876,1,BF,BF,,1,1,1,N,0,22
010748070C,9010748070,1,BF,BF,,1,1,1,N,0,53
010748073C,9010748073,4,BF,BF,,0,0,2,Y,0,22
010748253C,9010748253,1,BF,BF,,1,1,1,N,0,22
010748300C,9010748300,1,BF,BF,,1,1,1,N,0,53
010748334C,9010748334,4,BF,BF,,0,0,2,Y,0,22
010748335C,9010748335,4,BF,BF,,0,0,2,Y,0,22
010748404C,9010748404,1,BF,BF,,1,1,1,N,0,53
010748432C,9010748432,1,BF,BF,,1,1,1,N,0,55
010748517C,9010748517,4,BF,BF,,0,0,2,Y,0,53
010748556C,9010748556,1,BF,BF,,1,1,1,N,0,22
010749038C,9010749038,1,BF,BF,,1,1,1,N,0,22
010749041C,9010749041,1,BF,BF,,1,1,1,N,0,53
010749042C,9010749042,4,BF,BF,,0,0,2,Y,0,55
010749053C,9010749053,4,BF,BF,,0,0,2,Y,0,53
010749054C,9010749054,1,BF,BF,,1,1,1,N,0,53
010749401C,9010749401,1,BF,BF,,1,1,1,N,0,22
010749459C,9010749459,4,BF,BF,,0,0,2,Y,0,55
010749463C,9010749463,4,BF,BF,,0,0,2,Y,0,22
010749628C,9010749628,4,BF,BF,RU,3,3,3,N,0,45
010749842C,9010749842,1,BF,BF,,1,1,1,N,0,22
010749843C,9010749843,1,BF,BF,,1,1,1,N,0,22
010749849C,9010749849,1,BF,BF,,1,1,1,N,0,22
010749906C,9010749906,1,BF,BF,,1,1,1,N,0,22
010749907C,9010749907,1,BF,BF,,1,1,1,N,0,22
010749942C,9010749942,1,BF,BF,,1,1,1,N,0,22
010749968C,9010749968,1,BF,BF,,1,1,1,N,0,53
010750265C,9010750265,1,BF,BF,,1,1,1,N,0,22
010750754C,9010750754,1,BF,BF,,1,1,1,N,0,55
010750755C,9010750755,1,BF,BF,,1,1,1,N,0,55
010750812C,9010750812,1,BF,BF,ET,2,2,2,N,0,55
010750813C,9010750813,1,BF,BF,,1,1,1,N,0,53
010751057C,9010751057,1,BF,BF,,1,1,1,N,0,22
010751933C,9010751933,1,BF,BF,RU,3,3,3,N,0,45
010751934C,9010751934,1,BF,BF,RU,3,3,3,N,0,45
010751937C,9010751937,1,BF,BF,,1,1,1,N,0,22
010752132C,9010752132,1,BF,BF,,1,1,1,N,0,55
010752133C,9010752133,1,BF,BF,,1,1,1,N,0,22
010752138C,9010752138,1,BF,BF,,1,1,1,N,0,22
010752477C,9010752477,4,BF,BF,,0,0,2,Y,0,53
010752513C,9010752513,1,BF,BF,,1,1,1,N,0,55
010752580C,9010752580,1,BF,BF,,1,1,1,N,0,22
010752698C,9010752698,1,BF,BF,,1,1,1,N,0,22
010752699C,9010752699,1,BF,BF,,1,1,1,N,0,22
010752702C,9010752702,1,BF,BF,,1,1,1,N,0,22
010752703C,9010752703,1,BF,BF,,1,1,1,N,0,53
010752831C,9010752831,1,BF,BF,RU,3,3,3,N,0,45
010753311C,9010753311,1,BF,BF,,1,1,1,N,0,53
010753409C,9010753409,1,BF,BF,,1,1,1,N,0,22
