reconstructed_claim_id,settlement_chain_id,lifecycle_event_count,first_activity_date,last_activity_date,settlement_duration_days,payout_detected_flag,offset_detected_flag,withholding_detected_flag,interest_detected_flag,settlement_completion_status,chain_confidence_level
RC-9010391359-1-DEATH_CLAIM-C0-20211119,RC-9010391359-1-DEATH_CLAIM-C0-20211119-SC1,5,20211119,20211119,0,Y,N,N,N,COMPLETE,HIGH
RC-9010391359-1-SURRENDER_CLAIM-C0-20180426,RC-9010391359-1-SURRENDER_CLAIM-C0-20180426-SC1,1,20180426,20180426,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010391359-1-SURRENDER_CLAIM-C1-20190426,RC-9010391359-1-SURRENDER_CLAIM-C1-20190426-SC1,1,20190426,20190426,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010391359-1-SURRENDER_CLAIM-C2-20200426,RC-9010391359-1-SURRENDER_CLAIM-C2-20200426-SC1,1,20200426,20200426,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010391359-1-SURRENDER_CLAIM-C3-20210426,RC-9010391359-1-SURRENDER_CLAIM-C3-20210426-SC1,1,20210426,20210426,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010391359-1-SURRENDER_CLAIM-C4-20211119,RC-9010391359-1-SURRENDER_CLAIM-C4-20211119-SC1,1,20211119,20211119,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010391359-2-DEATH_CLAIM-C0-20211119,RC-9010391359-2-DEATH_CLAIM-C0-20211119-SC1,1,20211119,20211119,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010391359-3-DEATH_CLAIM-C0-20211119,RC-9010391359-3-DEATH_CLAIM-C0-20211119-SC1,1,20211119,20211119,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010391422-1-SURRENDER_CLAIM-C0-20180601,RC-9010391422-1-SURRENDER_CLAIM-C0-20180601-SC1,1,20180601,20180601,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010391422-1-SURRENDER_CLAIM-C1-20190601,RC-9010391422-1-SURRENDER_CLAIM-C1-20190601-SC1,1,20190601,20190601,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010391422-1-SURRENDER_CLAIM-C2-20191120,RC-9010391422-1-SURRENDER_CLAIM-C2-20191120-SC1,3,20191120,20191120,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010392138-1-SURRENDER_CLAIM-C0-20180601,RC-9010392138-1-SURRENDER_CLAIM-C0-20180601-SC1,1,20180601,20180601,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010392138-1-SURRENDER_CLAIM-C1-20190601,RC-9010392138-1-SURRENDER_CLAIM-C1-20190601-SC1,1,20190601,20190601,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010392138-1-SURRENDER_CLAIM-C2-20200529,RC-9010392138-1-SURRENDER_CLAIM-C2-20200529-SC1,3,20200529,20200601,3,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010392138-1-SURRENDER_CLAIM-C3-20210601,RC-9010392138-1-SURRENDER_CLAIM-C3-20210601-SC1,1,20210601,20210601,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010392138-1-SURRENDER_CLAIM-C4-20220601,RC-9010392138-1-SURRENDER_CLAIM-C4-20220601-SC1,1,20220601,20220601,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010392138-1-SURRENDER_CLAIM-C5-20230601,RC-9010392138-1-SURRENDER_CLAIM-C5-20230601-SC1,1,20230601,20230601,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010392138-1-SURRENDER_CLAIM-C6-20231206,RC-9010392138-1-SURRENDER_CLAIM-C6-20231206-SC1,3,20231206,20231206,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010392493-1-DISBURSEMENT_CLAIM-C0-20200210,RC-9010392493-1-DISBURSEMENT_CLAIM-C0-20200210-SC1,4,20200210,20200225,15,Y,N,N,N,COMPLETE,HIGH
RC-9010392493-1-SURRENDER_CLAIM-C0-20200210,RC-9010392493-1-SURRENDER_CLAIM-C0-20200210-SC1,2,20200210,20200210,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010392763-1-DEATH_CLAIM-C0-20220408,RC-9010392763-1-DEATH_CLAIM-C0-20220408-SC1,6,20220408,20220408,0,Y,N,N,N,COMPLETE,HIGH
RC-9010392763-2-DEATH_CLAIM-C0-20220408,RC-9010392763-2-DEATH_CLAIM-C0-20220408-SC1,1,20220408,20220408,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010393158-1-DEATH_CLAIM-C0-20210207,RC-9010393158-1-DEATH_CLAIM-C0-20210207-SC1,4,20210207,20210207,0,Y,N,N,N,COMPLETE,HIGH
RC-9010393158-2-DEATH_CLAIM-C0-20210207,RC-9010393158-2-DEATH_CLAIM-C0-20210207-SC1,1,20210207,20210207,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010393181-1-DISBURSEMENT_CLAIM-C0-20190702,RC-9010393181-1-DISBURSEMENT_CLAIM-C0-20190702-SC1,2,20190702,20190702,0,Y,N,N,N,COMPLETE,HIGH
RC-9010393181-1-SURRENDER_CLAIM-C0-20180701,RC-9010393181-1-SURRENDER_CLAIM-C0-20180701-SC1,1,20180701,20180701,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010393181-1-SURRENDER_CLAIM-C1-20190701,RC-9010393181-1-SURRENDER_CLAIM-C1-20190701-SC1,3,20190701,20190701,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010393931-1-DISBURSEMENT_CLAIM-C0-20251215,RC-9010393931-1-DISBURSEMENT_CLAIM-C0-20251215-SC1,2,20251215,20251215,0,Y,N,N,N,COMPLETE,HIGH
RC-9010393931-1-SURRENDER_CLAIM-C0-20251208,RC-9010393931-1-SURRENDER_CLAIM-C0-20251208-SC1,2,20251208,20251208,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010394249-1-DEATH_CLAIM-C0-20240916,RC-9010394249-1-DEATH_CLAIM-C0-20240916-SC1,4,20240916,20240916,0,Y,N,N,N,COMPLETE,HIGH
RC-9010394249-2-DEATH_CLAIM-C0-20240916,RC-9010394249-2-DEATH_CLAIM-C0-20240916-SC1,1,20240916,20240916,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010394662-1-DEATH_CLAIM-C0-20211009,RC-9010394662-1-DEATH_CLAIM-C0-20211009-SC1,3,20211009,20211009,0,Y,N,N,N,COMPLETE,HIGH
RC-9010394662-2-DEATH_CLAIM-C0-20211009,RC-9010394662-2-DEATH_CLAIM-C0-20211009-SC1,1,20211009,20211009,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010395382-1-DEATH_CLAIM-C0-20240528,RC-9010395382-1-DEATH_CLAIM-C0-20240528-SC1,4,20240528,20240528,0,Y,N,N,N,COMPLETE,HIGH
RC-9010395382-1-SURRENDER_CLAIM-C0-20180801,RC-9010395382-1-SURRENDER_CLAIM-C0-20180801-SC1,1,20180801,20180801,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010395382-1-SURRENDER_CLAIM-C1-20190801,RC-9010395382-1-SURRENDER_CLAIM-C1-20190801-SC1,1,20190801,20190801,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010395382-1-SURRENDER_CLAIM-C2-20200801,RC-9010395382-1-SURRENDER_CLAIM-C2-20200801-SC1,1,20200801,20200801,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010395382-1-SURRENDER_CLAIM-C3-20210801,RC-9010395382-1-SURRENDER_CLAIM-C3-20210801-SC1,1,20210801,20210801,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010395382-1-SURRENDER_CLAIM-C4-20220801,RC-9010395382-1-SURRENDER_CLAIM-C4-20220801-SC1,1,20220801,20220801,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010395382-1-SURRENDER_CLAIM-C5-20230801,RC-9010395382-1-SURRENDER_CLAIM-C5-20230801-SC1,1,20230801,20230801,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010395382-1-SURRENDER_CLAIM-C6-20240528,RC-9010395382-1-SURRENDER_CLAIM-C6-20240528-SC1,1,20240528,20240528,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010395382-2-DEATH_CLAIM-C0-20240528,RC-9010395382-2-DEATH_CLAIM-C0-20240528-SC1,1,20240528,20240528,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010395761-1-SURRENDER_CLAIM-C0-20180801,RC-9010395761-1-SURRENDER_CLAIM-C0-20180801-SC1,3,20180801,20180822,21,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010395761-1-SURRENDER_CLAIM-C1-20190729,RC-9010395761-1-SURRENDER_CLAIM-C1-20190729-SC1,3,20190729,20190729,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010395878-1-DEATH_CLAIM-C0-20180113,RC-9010395878-1-DEATH_CLAIM-C0-20180113-SC1,2,20180113,20180113,0,Y,N,N,N,COMPLETE,HIGH
RC-9010395878-2-DEATH_CLAIM-C0-20180113,RC-9010395878-2-DEATH_CLAIM-C0-20180113-SC1,1,20180113,20180113,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010395879-1-DEATH_CLAIM-C0-20230114,RC-9010395879-1-DEATH_CLAIM-C0-20230114-SC1,10,20230114,20230321,66,Y,N,N,N,COMPLETE,HIGH
RC-9010395879-2-DEATH_CLAIM-C0-20230114,RC-9010395879-2-DEATH_CLAIM-C0-20230114-SC1,1,20230114,20230114,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010396147-1-DEATH_CLAIM-C0-20250106,RC-9010396147-1-DEATH_CLAIM-C0-20250106-SC1,3,20250106,20250106,0,Y,N,N,N,COMPLETE,HIGH
RC-9010396147-2-DEATH_CLAIM-C0-20250106,RC-9010396147-2-DEATH_CLAIM-C0-20250106-SC1,1,20250106,20250106,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010396186-1-SURRENDER_CLAIM-C0-20180901,RC-9010396186-1-SURRENDER_CLAIM-C0-20180901-SC1,1,20180901,20180901,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010396186-1-SURRENDER_CLAIM-C1-20190901,RC-9010396186-1-SURRENDER_CLAIM-C1-20190901-SC1,1,20190901,20190901,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010396186-1-SURRENDER_CLAIM-C2-20200901,RC-9010396186-1-SURRENDER_CLAIM-C2-20200901-SC1,1,20200901,20200901,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010396186-1-SURRENDER_CLAIM-C3-20210901,RC-9010396186-1-SURRENDER_CLAIM-C3-20210901-SC1,1,20210901,20210901,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010396186-1-SURRENDER_CLAIM-C4-20220901,RC-9010396186-1-SURRENDER_CLAIM-C4-20220901-SC1,1,20220901,20220901,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010396186-1-SURRENDER_CLAIM-C5-20230901,RC-9010396186-1-SURRENDER_CLAIM-C5-20230901-SC1,1,20230901,20230901,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010396186-1-SURRENDER_CLAIM-C6-20240901,RC-9010396186-1-SURRENDER_CLAIM-C6-20240901-SC1,1,20240901,20240901,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010396186-1-SURRENDER_CLAIM-C7-20250901,RC-9010396186-1-SURRENDER_CLAIM-C7-20250901-SC1,1,20250901,20250901,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010396425-1-SURRENDER_CLAIM-C0-20180901,RC-9010396425-1-SURRENDER_CLAIM-C0-20180901-SC1,3,20180901,20180924,23,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010396425-1-SURRENDER_CLAIM-C1-20190901,RC-9010396425-1-SURRENDER_CLAIM-C1-20190901-SC1,3,20190901,20190917,16,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010396425-1-SURRENDER_CLAIM-C2-20200901,RC-9010396425-1-SURRENDER_CLAIM-C2-20200901-SC1,3,20200901,20200915,14,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010396425-1-SURRENDER_CLAIM-C3-20210901,RC-9010396425-1-SURRENDER_CLAIM-C3-20210901-SC1,3,20210901,20210917,16,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010396425-1-SURRENDER_CLAIM-C4-20220901,RC-9010396425-1-SURRENDER_CLAIM-C4-20220901-SC1,3,20220901,20220921,20,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010396425-1-SURRENDER_CLAIM-C5-20230901,RC-9010396425-1-SURRENDER_CLAIM-C5-20230901-SC1,3,20230901,20230919,18,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010396425-1-SURRENDER_CLAIM-C6-20240901,RC-9010396425-1-SURRENDER_CLAIM-C6-20240901-SC1,3,20240901,20240923,22,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010396425-1-SURRENDER_CLAIM-C7-20250901,RC-9010396425-1-SURRENDER_CLAIM-C7-20250901-SC1,3,20250901,20250917,16,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010397118-1-DISBURSEMENT_CLAIM-C0-20211122,RC-9010397118-1-DISBURSEMENT_CLAIM-C0-20211122-SC1,2,20211122,20211122,0,Y,N,N,N,COMPLETE,HIGH
RC-9010397118-1-SURRENDER_CLAIM-C0-20180108,RC-9010397118-1-SURRENDER_CLAIM-C0-20180108-SC1,99,20180108,20211108,1400,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010397318-1-DEATH_CLAIM-C0-20200409,RC-9010397318-1-DEATH_CLAIM-C0-20200409-SC1,4,20200409,20200409,0,Y,N,N,N,COMPLETE,HIGH
RC-9010397583-1-SURRENDER_CLAIM-C0-20180901,RC-9010397583-1-SURRENDER_CLAIM-C0-20180901-SC1,1,20180901,20180901,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010397583-1-SURRENDER_CLAIM-C1-20190901,RC-9010397583-1-SURRENDER_CLAIM-C1-20190901-SC1,1,20190901,20190901,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010397583-1-SURRENDER_CLAIM-C2-20200831,RC-9010397583-1-SURRENDER_CLAIM-C2-20200831-SC1,3,20200831,20200901,1,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010397583-1-SURRENDER_CLAIM-C3-20210901,RC-9010397583-1-SURRENDER_CLAIM-C3-20210901-SC1,1,20210901,20210901,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010397583-1-SURRENDER_CLAIM-C4-20220831,RC-9010397583-1-SURRENDER_CLAIM-C4-20220831-SC1,3,20220831,20220831,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010397945-1-DEATH_CLAIM-C0-20211113,RC-9010397945-1-DEATH_CLAIM-C0-20211113-SC1,3,20211113,20211113,0,Y,N,N,N,COMPLETE,HIGH
RC-9010397945-2-DEATH_CLAIM-C0-20211113,RC-9010397945-2-DEATH_CLAIM-C0-20211113-SC1,1,20211113,20211113,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010398274-1-DEATH_CLAIM-C0-20240313,RC-9010398274-1-DEATH_CLAIM-C0-20240313-SC1,7,20240313,20240313,0,Y,N,N,N,COMPLETE,HIGH
RC-9010398274-2-DEATH_CLAIM-C0-20240313,RC-9010398274-2-DEATH_CLAIM-C0-20240313-SC1,1,20240313,20240313,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010398591-1-DEATH_CLAIM-C0-20190827,RC-9010398591-1-DEATH_CLAIM-C0-20190827-SC1,11,20190827,20190827,0,Y,N,N,N,COMPLETE,HIGH
RC-9010398591-2-DEATH_CLAIM-C0-20190827,RC-9010398591-2-DEATH_CLAIM-C0-20190827-SC1,1,20190827,20190827,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010400462-1-SURRENDER_CLAIM-C0-20181101,RC-9010400462-1-SURRENDER_CLAIM-C0-20181101-SC1,1,20181101,20181101,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010400462-1-SURRENDER_CLAIM-C1-20190304,RC-9010400462-1-SURRENDER_CLAIM-C1-20190304-SC1,2,20190304,20190304,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010400462-1-SURRENDER_CLAIM-C2-20191101,RC-9010400462-1-SURRENDER_CLAIM-C2-20191101-SC1,1,20191101,20191101,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010400462-1-SURRENDER_CLAIM-C3-20201101,RC-9010400462-1-SURRENDER_CLAIM-C3-20201101-SC1,1,20201101,20201101,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010400462-1-SURRENDER_CLAIM-C4-20211101,RC-9010400462-1-SURRENDER_CLAIM-C4-20211101-SC1,1,20211101,20211101,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010400462-1-SURRENDER_CLAIM-C5-20220428,RC-9010400462-1-SURRENDER_CLAIM-C5-20220428-SC1,3,20220428,20220428,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010401181-1-DEATH_CLAIM-C0-20180316,RC-9010401181-1-DEATH_CLAIM-C0-20180316-SC1,4,20180316,20180316,0,Y,N,N,N,COMPLETE,HIGH
RC-9010401181-2-DEATH_CLAIM-C0-20180316,RC-9010401181-2-DEATH_CLAIM-C0-20180316-SC1,1,20180316,20180316,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010402010-1-DEATH_CLAIM-C0-20221021,RC-9010402010-1-DEATH_CLAIM-C0-20221021-SC1,4,20221021,20221021,0,Y,N,N,Y,COMPLETE,HIGH
RC-9010402014-1-DEATH_CLAIM-C0-20230913,RC-9010402014-1-DEATH_CLAIM-C0-20230913-SC1,3,20230913,20230913,0,Y,N,N,N,COMPLETE,HIGH
RC-9010402014-1-SURRENDER_CLAIM-C0-20181101,RC-9010402014-1-SURRENDER_CLAIM-C0-20181101-SC1,1,20181101,20181101,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010402014-1-SURRENDER_CLAIM-C1-20191101,RC-9010402014-1-SURRENDER_CLAIM-C1-20191101-SC1,1,20191101,20191101,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010402014-1-SURRENDER_CLAIM-C2-20200401,RC-9010402014-1-SURRENDER_CLAIM-C2-20200401-SC1,1,20200401,20200401,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010402060-1-SURRENDER_CLAIM-C0-20230925,RC-9010402060-1-SURRENDER_CLAIM-C0-20230925-SC1,2,20230925,20230925,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010402061-1-SURRENDER_CLAIM-C0-20230925,RC-9010402061-1-SURRENDER_CLAIM-C0-20230925-SC1,2,20230925,20230925,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010402105-1-SURRENDER_CLAIM-C0-20181201,RC-9010402105-1-SURRENDER_CLAIM-C0-20181201-SC1,1,20181201,20181201,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010402105-1-SURRENDER_CLAIM-C1-20191201,RC-9010402105-1-SURRENDER_CLAIM-C1-20191201-SC1,1,20191201,20191201,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010402105-1-SURRENDER_CLAIM-C2-20201201,RC-9010402105-1-SURRENDER_CLAIM-C2-20201201-SC1,1,20201201,20201201,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010402105-1-SURRENDER_CLAIM-C3-20211201,RC-9010402105-1-SURRENDER_CLAIM-C3-20211201-SC1,1,20211201,20211201,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010402105-1-SURRENDER_CLAIM-C4-20221201,RC-9010402105-1-SURRENDER_CLAIM-C4-20221201-SC1,1,20221201,20221201,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010402105-1-SURRENDER_CLAIM-C5-20231201,RC-9010402105-1-SURRENDER_CLAIM-C5-20231201-SC1,1,20231201,20231201,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010402105-1-SURRENDER_CLAIM-C6-20241201,RC-9010402105-1-SURRENDER_CLAIM-C6-20241201-SC1,1,20241201,20241201,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010402105-1-SURRENDER_CLAIM-C7-20251201,RC-9010402105-1-SURRENDER_CLAIM-C7-20251201-SC1,1,20251201,20251201,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010403109-1-DISBURSEMENT_CLAIM-C0-20260109,RC-9010403109-1-DISBURSEMENT_CLAIM-C0-20260109-SC1,2,20260109,20260109,0,Y,N,N,N,COMPLETE,HIGH
RC-9010403109-1-SURRENDER_CLAIM-C0-20180501,RC-9010403109-1-SURRENDER_CLAIM-C0-20180501-SC1,3,20180501,20180501,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010403109-1-SURRENDER_CLAIM-C1-20181201,RC-9010403109-1-SURRENDER_CLAIM-C1-20181201-SC1,5,20181201,20181211,10,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010403109-1-SURRENDER_CLAIM-C10-20241104,RC-9010403109-1-SURRENDER_CLAIM-C10-20241104-SC1,34,20241104,20260109,431,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010403109-1-SURRENDER_CLAIM-C2-20190307,RC-9010403109-1-SURRENDER_CLAIM-C2-20190307-SC1,6,20190307,20190516,70,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010403109-1-SURRENDER_CLAIM-C3-20190722,RC-9010403109-1-SURRENDER_CLAIM-C3-20190722-SC1,4,20190722,20190909,49,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010403109-1-SURRENDER_CLAIM-C4-20191201,RC-9010403109-1-SURRENDER_CLAIM-C4-20191201-SC1,7,20191201,20200226,87,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010403109-1-SURRENDER_CLAIM-C5-20200519,RC-9010403109-1-SURRENDER_CLAIM-C5-20200519-SC1,2,20200519,20200519,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010403109-1-SURRENDER_CLAIM-C6-20200723,RC-9010403109-1-SURRENDER_CLAIM-C6-20200723-SC1,2,20200723,20200723,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010403109-1-SURRENDER_CLAIM-C7-20200922,RC-9010403109-1-SURRENDER_CLAIM-C7-20200922-SC1,7,20200922,20201201,70,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010403109-1-SURRENDER_CLAIM-C8-20210521,RC-9010403109-1-SURRENDER_CLAIM-C8-20210521-SC1,2,20210521,20210521,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010403109-1-SURRENDER_CLAIM-C9-20211122,RC-9010403109-1-SURRENDER_CLAIM-C9-20211122-SC1,69,20211122,20240823,1005,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010403789-1-SURRENDER_CLAIM-C0-20181201,RC-9010403789-1-SURRENDER_CLAIM-C0-20181201-SC1,3,20181201,20181221,20,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010403789-1-SURRENDER_CLAIM-C1-20191201,RC-9010403789-1-SURRENDER_CLAIM-C1-20191201-SC1,3,20191201,20191223,22,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010403789-1-SURRENDER_CLAIM-C2-20201201,RC-9010403789-1-SURRENDER_CLAIM-C2-20201201-SC1,3,20201201,20201218,17,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010403789-1-SURRENDER_CLAIM-C3-20211201,RC-9010403789-1-SURRENDER_CLAIM-C3-20211201-SC1,3,20211201,20211227,26,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010403789-1-SURRENDER_CLAIM-C4-20221201,RC-9010403789-1-SURRENDER_CLAIM-C4-20221201-SC1,3,20221201,20230106,36,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010403789-1-SURRENDER_CLAIM-C5-20231201,RC-9010403789-1-SURRENDER_CLAIM-C5-20231201-SC1,3,20231201,20231227,26,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010403789-1-SURRENDER_CLAIM-C6-20241201,RC-9010403789-1-SURRENDER_CLAIM-C6-20241201-SC1,3,20241201,20241227,26,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010403789-1-SURRENDER_CLAIM-C7-20251201,RC-9010403789-1-SURRENDER_CLAIM-C7-20251201-SC1,3,20251201,20251226,25,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010403922-1-DEATH_CLAIM-C0-20240412,RC-9010403922-1-DEATH_CLAIM-C0-20240412-SC1,3,20240412,20240412,0,Y,N,N,N,COMPLETE,HIGH
RC-9010403922-2-DEATH_CLAIM-C0-20240412,RC-9010403922-2-DEATH_CLAIM-C0-20240412-SC1,1,20240412,20240412,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010404600-1-SURRENDER_CLAIM-C0-20181201,RC-9010404600-1-SURRENDER_CLAIM-C0-20181201-SC1,1,20181201,20181201,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010404600-1-SURRENDER_CLAIM-C1-20191201,RC-9010404600-1-SURRENDER_CLAIM-C1-20191201-SC1,1,20191201,20191201,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010404600-1-SURRENDER_CLAIM-C2-20201201,RC-9010404600-1-SURRENDER_CLAIM-C2-20201201-SC1,1,20201201,20201201,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010404600-1-SURRENDER_CLAIM-C3-20211201,RC-9010404600-1-SURRENDER_CLAIM-C3-20211201-SC1,1,20211201,20211201,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010404600-1-SURRENDER_CLAIM-C4-20221201,RC-9010404600-1-SURRENDER_CLAIM-C4-20221201-SC1,1,20221201,20221201,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010404600-1-SURRENDER_CLAIM-C5-20231201,RC-9010404600-1-SURRENDER_CLAIM-C5-20231201-SC1,1,20231201,20231201,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010404600-1-SURRENDER_CLAIM-C6-20241201,RC-9010404600-1-SURRENDER_CLAIM-C6-20241201-SC1,1,20241201,20241201,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010404600-1-SURRENDER_CLAIM-C7-20251201,RC-9010404600-1-SURRENDER_CLAIM-C7-20251201-SC1,1,20251201,20251201,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010404857-1-DEATH_CLAIM-C0-20180118,RC-9010404857-1-DEATH_CLAIM-C0-20180118-SC1,6,20180118,20180118,0,Y,N,N,N,COMPLETE,HIGH
RC-9010404857-1-SURRENDER_CLAIM-C0-20180118,RC-9010404857-1-SURRENDER_CLAIM-C0-20180118-SC1,1,20180118,20180118,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010405440-1-SURRENDER_CLAIM-C0-20180122,RC-9010405440-1-SURRENDER_CLAIM-C0-20180122-SC1,2,20180122,20180122,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010405440-1-SURRENDER_CLAIM-C1-20181228,RC-9010405440-1-SURRENDER_CLAIM-C1-20181228-SC1,3,20181228,20190121,24,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010405440-1-SURRENDER_CLAIM-C2-20191228,RC-9010405440-1-SURRENDER_CLAIM-C2-20191228-SC1,3,20191228,20200128,31,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010405440-1-SURRENDER_CLAIM-C3-20201228,RC-9010405440-1-SURRENDER_CLAIM-C3-20201228-SC1,3,20201228,20210118,21,N,Y,N,N,INCOMPLETE,MEDIUM
