policy_number,name_id,relationship_roles,role_count,individual_or_business,overlap_type,potential_resolution_risk
9010462631,589276,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010462759,590576,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010462839,589286,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010463190,590580,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010463537,590582,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010465265,589920,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010466470,589364,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010466978,589378,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010467061,590594,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010467173,589391,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010467190,589394,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010467771,602356,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010468946,589407,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010469430,588129,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010469896,590604,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010469985,590578,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010471769,589445,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010472182,589448,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010472183,589446,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010473866,589456,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010474519,589478,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010474522,589480,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010475571,589489,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010478285,589519,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010486919,601413,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010486964,589586,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010487886,590642,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010487888,590644,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010492604,590658,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010494171,589637,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010494229,590665,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010495113,590671,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010495122,589640,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010499269,590707,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010500769,590722,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010501142,590723,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010503560,590738,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010505294,590751,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010505297,590753,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010505549,590756,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010506832,590768,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010510671,622739,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010510979,589713,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010511203,622741,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010511795,699356,B1|GU|PA|PO,4,INDIVIDUAL,MULTI_ROLE_COMPLEX,MEDIUM
9010512061,601244,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010518050,589758,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010520217,590840,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010520451,590842,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010521213,713388,B1|PA|PO|PW,4,INDIVIDUAL,POA_BENEFICIARY_SAME,MEDIUM
9010521756,590850,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010523058,589779,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010524029,590861,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010526524,589802,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010529973,590894,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010529993,589815,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010530033,590895,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010539198,589822,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010540781,589829,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010545623,589843,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010546961,589848,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010547488,590948,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010549966,622758,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010550088,589868,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010556634,589885,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010557142,589890,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010653595,591010,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010653596,591011,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010716974,588720,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010720759,597340,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010722345,314705,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010724510,597356,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010728696,597403,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010731970,597425,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010732276,597437,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010732278,700386,B1|PA|PE|PO,4,BUSINESS,BENEFICIARY_PAYEE_SAME,MEDIUM
9010733162,597444,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010735585,597475,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010736035,597484,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010736643,597489,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010736738,597497,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010736935,597501,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010737378,597502,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010737619,597508,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010738539,597518,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010740877,597554,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010741234,597561,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010742224,597579,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010742814,597593,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010743074,222069,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010743082,589933,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010743395,597601,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010743638,597608,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010743832,597612,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010744489,597625,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010746005,597670,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010746424,597683,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010747186,597708,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010747241,597711,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010747320,597716,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010747636,597729,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010748070,597754,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010748073,597756,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010748253,597757,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010748300,597761,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010748432,597784,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010749038,597811,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010749401,597834,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010749843,597861,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010749942,597875,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010749968,597877,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010750755,597907,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010750812,597917,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010751057,597923,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010752580,597982,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010753311,696189,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010753675,598010,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010753676,598011,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010753687,598018,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010754898,598064,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010755885,598112,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010756020,598122,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010756024,598124,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010756033,598130,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010756034,598131,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010756091,598144,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010756212,598153,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010756540,598166,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010756906,598189,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010756909,598190,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010756916,598193,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010756925,598196,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010756938,598210,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010757508,693126,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010757542,598264,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010757840,598298,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010758520,598319,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010758540,598323,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010759357,598369,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010759529,598380,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010759530,598381,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010759550,598399,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010759555,598403,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010759559,598406,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010759932,598419,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010760294,598442,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010760298,598449,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010760306,598454,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010760840,598476,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010760851,598481,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010760865,598485,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010760873,598490,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010760942,598499,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010761450,591024,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010761554,598531,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010761639,598537,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010761804,598547,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010761870,598555,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010761874,598558,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010761965,598586,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010761966,598587,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010762047,598588,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010762068,598589,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010762076,598591,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010762319,598599,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010762331,598605,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010762332,598607,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
