mpolicy,claimstat,mpaid,mface,dividends,loan,netdb,premium,suspense,mintrate,mintamt,adjust,pddate_blank,payee_rows,payee_sum,mpaid_payee_delta,recon_class
010761874C,99,253.34,253.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,4,7760.02,-7506.68,MISMATCH
010761874C,99,253.34,253.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,4,7760.02,-7506.68,MISMATCH
010761874C,99,253.34,253.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,4,7760.02,-7506.68,MISMATCH
010761874C,2,7000.0,7000.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,N,4,7760.02,-760.02,MISMATCH
010761943C,2,8975.78,8975.78,0.0,0.0,8975.78,0.0,0.0,0.0,0.0,0.0,N,4,8975.78,0.0,MATCH
010761966C,99,0.0,0.0,0.0,0.0,212.37,0.0,0.0,0.0,0.0,0.0,Y,1,212.37,-212.37,HEADER_ZERO_HAS_PAYEE
010762076C,99,0.0,0.0,0.0,0.0,911.23,0.0,0.0,0.0,0.0,0.0,Y,1,911.23,-911.23,HEADER_ZERO_HAS_PAYEE
010762319C,99,199.75,199.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,3,25218.61,-25018.86,MISMATCH
010762319C,2,75113.16,25037.72,0.0,0.0,25037.72,0.0,0.0,0.0,18.86,0.0,N,3,25218.61,49894.55,MISMATCH
010762678C,2,9049.49,9049.49,0.0,0.0,9049.49,0.0,0.0,0.0,0.0,0.0,N,1,9049.49,0.0,MATCH
010763006C,99,75565.35,75565.35,0.0,0.0,75565.35,0.0,0.0,0.0,0.0,0.0,Y,6,2547.6,73017.75,MISMATCH
010763006C,99,424.6,424.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,2547.6,-2123.0,MISMATCH
010763006C,99,424.6,424.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,2547.6,-2123.0,MISMATCH
010763006C,99,424.6,424.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,2547.6,-2123.0,MISMATCH
010763006C,99,424.6,424.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,2547.6,-2123.0,MISMATCH
010763006C,99,424.6,424.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,2547.6,-2123.0,MISMATCH
010763006C,99,424.6,424.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,2547.6,-2123.0,MISMATCH
010763450C,99,188.1,188.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,5955.6,-5767.5,MISMATCH
010763450C,99,188.1,188.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,5955.6,-5767.5,MISMATCH
010763450C,99,188.1,188.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,5955.6,-5767.5,MISMATCH
010763450C,99,188.1,188.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,5955.6,-5767.5,MISMATCH
010763450C,99,188.1,188.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,5955.6,-5767.5,MISMATCH
010763450C,2,5030.2,5030.2,0.0,0.0,5030.2,0.0,0.0,0.0,15.1,0.0,N,6,5955.6,-925.4,MISMATCH
010764120C,99,260.35,260.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,10084.05,-9823.7,MISMATCH
010764120C,99,260.35,260.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,10084.05,-9823.7,MISMATCH
010764120C,99,260.35,260.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,10084.05,-9823.7,MISMATCH
010764120C,99,260.35,260.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,10084.05,-9823.7,MISMATCH
010764120C,2,9085.3,9085.3,0.0,0.0,9085.3,0.0,0.0,0.0,42.65,0.0,N,5,10084.05,-998.75,MISMATCH
010764121C,99,367.64,367.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,14980.73,-14613.09,MISMATCH
010764121C,99,367.64,367.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,14980.73,-14613.09,MISMATCH
010764121C,99,367.64,367.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,14980.73,-14613.09,MISMATCH
010764121C,99,367.64,367.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,14980.73,-14613.09,MISMATCH
010764121C,99,367.64,367.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,14980.73,-14613.09,MISMATCH
010764121C,99,367.64,367.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,14980.73,-14613.09,MISMATCH
010764121C,2,12774.89,12774.89,0.0,0.0,12774.89,0.0,0.0,0.0,0.0,0.0,N,7,14980.73,-2205.84,MISMATCH
010764348C,2,29467.34,29501.03,0.0,0.0,29501.03,0.0,0.0,0.0,0.0,0.0,N,3,29467.34,-0.0,MATCH
010764374C,99,260.35,260.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,9520.7,-9260.35,MISMATCH
010764374C,99,260.35,260.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,9520.7,-9260.35,MISMATCH
010764374C,2,9000.0,9000.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,N,5,9520.7,-520.7,MISMATCH
010764376C,2,30312.3,30312.3,0.0,0.0,30312.3,0.0,0.0,0.0,148.73,0.0,N,1,30163.57,148.73,MISMATCH
010764400C,99,266.29,266.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,2,10842.9,-10576.61,MISMATCH
010764400C,2,10576.61,10576.61,0.0,0.0,10576.61,0.0,0.0,0.0,0.0,0.0,N,2,10842.9,-266.29,MISMATCH
010764812C,99,388.9,388.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,11,24089.57,-23700.67,MISMATCH
010764812C,99,388.9,388.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,11,24089.57,-23700.67,MISMATCH
010764812C,99,388.9,388.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,11,24089.57,-23700.67,MISMATCH
010764812C,99,388.9,388.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,11,24089.57,-23700.67,MISMATCH
010764812C,99,388.9,388.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,11,24089.57,-23700.67,MISMATCH
010764812C,2,21927.73,21927.73,0.0,0.0,21927.73,0.0,0.0,0.0,171.56,0.0,N,11,24089.57,-2161.84,MISMATCH
010764812C,99,388.9,388.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,11,24089.57,-23700.67,MISMATCH
010764837C,99,179.35,179.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,10222.2,-10042.85,MISMATCH
010764837C,99,179.35,179.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,10222.2,-10042.85,MISMATCH
010764837C,99,179.35,179.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,10222.2,-10042.85,MISMATCH
010764837C,99,179.35,179.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,10222.2,-10042.85,MISMATCH
010764837C,99,179.35,179.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,10222.2,-10042.85,MISMATCH
010764837C,99,179.35,179.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,10222.2,-10042.85,MISMATCH
010764837C,99,179.35,179.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,10222.2,-10042.85,MISMATCH
010764837C,2,9028.23,9028.23,0.0,0.0,9028.23,0.0,0.0,0.0,61.48,0.0,N,9,10222.2,-1193.97,MISMATCH
010765339C,99,0.0,0.0,0.0,0.0,469.48,0.0,0.0,0.0,0.0,0.0,Y,8,7154.0,-7154.0,HEADER_ZERO_HAS_PAYEE
010765339C,99,894.25,894.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,7154.0,-6259.75,MISMATCH
010765339C,99,894.25,894.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,7154.0,-6259.75,MISMATCH
010765339C,99,894.25,894.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,7154.0,-6259.75,MISMATCH
010765339C,99,894.25,894.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,7154.0,-6259.75,MISMATCH
010765339C,99,894.25,894.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,7154.0,-6259.75,MISMATCH
010765339C,99,894.25,894.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,7154.0,-6259.75,MISMATCH
010765339C,99,894.25,894.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,7154.0,-6259.75,MISMATCH
010765339C,99,894.25,894.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,7154.0,-6259.75,MISMATCH
010766527C,99,0.0,0.0,0.0,0.0,16271.96,0.0,0.0,0.0,0.0,0.0,Y,1,16271.96,-16271.96,HEADER_ZERO_HAS_PAYEE
010766910C,99,333.7,333.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,11001.1,-10667.4,MISMATCH
010766910C,99,333.7,333.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,11001.1,-10667.4,MISMATCH
010766910C,99,333.7,333.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,11001.1,-10667.4,MISMATCH
010766910C,2,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,N,7,11001.1,-1001.1,MISMATCH
010767770C,99,0.0,0.0,0.0,0.0,113.1,0.0,0.0,0.0,0.0,0.0,Y,5,642.5,-642.5,HEADER_ZERO_HAS_PAYEE
010767770C,99,128.5,128.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,642.5,-514.0,MISMATCH
010767770C,99,128.5,128.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,642.5,-514.0,MISMATCH
010767770C,99,128.5,128.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,642.5,-514.0,MISMATCH
010767770C,99,128.5,128.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,642.5,-514.0,MISMATCH
010767770C,99,128.5,128.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,642.5,-514.0,MISMATCH
010768069C,99,188.1,188.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,8198.3,-8010.2,MISMATCH
010768069C,2,15038.16,5012.72,0.0,0.0,5012.72,0.0,0.0,0.0,6.36,0.0,N,9,8198.3,6839.86,MISMATCH
010768207C,2,25011.13,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,N,1,25011.13,0.0,MATCH
010768339C,99,0.0,0.0,0.0,0.0,138.96,0.0,0.0,0.0,0.0,0.0,Y,2,526.4,-526.4,HEADER_ZERO_HAS_PAYEE
010768339C,99,263.2,263.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,2,526.4,-263.2,MISMATCH
010768339C,99,263.2,263.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,2,526.4,-263.2,MISMATCH
010768503C,2,10592.22,10592.22,0.0,0.0,10592.22,0.0,0.0,0.0,29.82,0.0,N,1,10562.4,29.82,MISMATCH
010768629C,2,5000.0,5000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,N,3,5000.0,0.0,MATCH
010768635C,2,25295.39,25295.39,0.0,0.0,25295.39,0.0,0.0,0.0,125.42,0.0,N,1,25169.97,125.42,MISMATCH
010769032C,2,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,N,1,10000.0,0.0,MATCH
010769176C,99,369.7,369.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,15824.51,-15454.81,MISMATCH
010769176C,99,369.7,369.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,15824.51,-15454.81,MISMATCH
010769176C,99,369.7,369.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,15824.51,-15454.81,MISMATCH
010769176C,99,369.7,369.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,15824.51,-15454.81,MISMATCH
010769176C,2,14405.08,14405.08,0.0,0.0,14405.08,0.0,0.0,0.0,59.37,0.0,N,5,15824.51,-1419.43,MISMATCH
010769190C,99,0.0,0.0,0.0,0.0,77.1,0.0,0.0,0.0,0.0,0.0,Y,9,1577.25,-1577.25,HEADER_ZERO_HAS_PAYEE
010769190C,99,175.25,175.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,1577.25,-1402.0,MISMATCH
010769190C,99,175.25,175.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,1577.25,-1402.0,MISMATCH
010769190C,99,175.25,175.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,1577.25,-1402.0,MISMATCH
010769190C,99,175.25,175.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,1577.25,-1402.0,MISMATCH
010769190C,99,175.25,175.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,1577.25,-1402.0,MISMATCH
010769190C,99,175.25,175.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,1577.25,-1402.0,MISMATCH
010769190C,99,175.25,175.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,1577.25,-1402.0,MISMATCH
010769190C,99,175.25,175.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,1577.25,-1402.0,MISMATCH
010769190C,99,175.25,175.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,1577.25,-1402.0,MISMATCH
010769191C,99,0.0,0.0,0.0,0.0,51.28,0.0,0.0,0.0,0.0,0.0,Y,1,51.28,-51.28,HEADER_ZERO_HAS_PAYEE
010769227C,99,390.25,390.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,3,25955.47,-25565.22,MISMATCH
010769227C,99,390.25,390.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,3,25955.47,-25565.22,MISMATCH
010769227C,2,25349.94,25349.94,0.0,0.0,25349.94,0.0,0.0,0.0,174.97,0.0,N,3,25955.47,-605.53,MISMATCH
010770571C,2,25026.91,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,N,2,25026.91,0.0,MATCH
010770580C,2,12357.82,12318.04,0.0,0.0,12318.04,0.0,0.0,0.0,0.0,0.0,N,1,12357.82,0.0,MATCH
010770844C,99,0.0,0.0,0.0,0.0,167.46,0.0,0.0,0.0,0.0,0.0,Y,8,1654.0,-1654.0,HEADER_ZERO_HAS_PAYEE
010770844C,99,206.75,206.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1654.0,-1447.25,MISMATCH
010770844C,99,206.75,206.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1654.0,-1447.25,MISMATCH
010770844C,99,206.75,206.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1654.0,-1447.25,MISMATCH
010770844C,99,206.75,206.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1654.0,-1447.25,MISMATCH
010770844C,99,206.75,206.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1654.0,-1447.25,MISMATCH
010770844C,99,206.75,206.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1654.0,-1447.25,MISMATCH
010770844C,99,206.75,206.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1654.0,-1447.25,MISMATCH
010770844C,99,206.75,206.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1654.0,-1447.25,MISMATCH
010771352C,2,12970.35,12947.7,0.0,0.0,12947.7,0.0,0.0,0.0,0.0,0.0,N,1,12970.35,0.0,MATCH
010771654C,2,14220.53,14217.8,0.0,0.0,14217.8,0.0,0.0,0.0,0.0,0.0,N,1,14220.53,0.0,MATCH
010772668C,99,0.0,0.0,0.0,0.0,3798.0,0.0,0.0,0.0,0.0,0.0,Y,1,164.3,-164.3,HEADER_ZERO_HAS_PAYEE
010772668C,99,164.3,164.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,1,164.3,0.0,MATCH
010772683C,2,5034.94,5034.94,0.0,0.0,5034.94,0.0,0.0,0.0,17.47,0.0,N,1,5017.47,17.47,MISMATCH
010773088C,2,10050.96,10050.96,0.0,0.0,10050.96,0.0,0.0,0.0,25.48,0.0,N,2,10025.48,25.48,MISMATCH
010773107C,99,0.0,0.0,0.0,0.0,45.62,0.0,0.0,0.0,0.0,0.0,Y,7,1814.4,-1814.4,HEADER_ZERO_HAS_PAYEE
010773107C,99,259.2,259.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,1814.4,-1555.2,MISMATCH
010773107C,99,259.2,259.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,1814.4,-1555.2,MISMATCH
010773107C,99,259.2,259.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,1814.4,-1555.2,MISMATCH
010773107C,99,259.2,259.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,1814.4,-1555.2,MISMATCH
010773107C,99,259.2,259.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,1814.4,-1555.2,MISMATCH
010773107C,99,259.2,259.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,1814.4,-1555.2,MISMATCH
010773107C,99,259.2,259.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,1814.4,-1555.2,MISMATCH
010773109C,99,23806.45,0.0,0.0,0.0,46.8,0.0,0.0,0.0,0.0,0.0,Y,2,23853.25,-46.8,MISMATCH
010773243C,99,0.0,0.0,0.0,0.0,15036.81,0.0,0.0,0.0,0.0,0.0,Y,1,15036.81,-15036.81,HEADER_ZERO_HAS_PAYEE
010774773C,99,604.5,604.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,54129.17,-53524.67,MISMATCH
010774773C,99,604.5,604.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,54129.17,-53524.67,MISMATCH
010774773C,99,604.5,604.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,54129.17,-53524.67,MISMATCH
010774773C,99,604.5,604.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,54129.17,-53524.67,MISMATCH
010774773C,99,604.5,604.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,54129.17,-53524.67,MISMATCH
010774773C,99,604.5,604.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,54129.17,-53524.67,MISMATCH
010774773C,2,51004.34,51004.34,0.0,0.0,51004.34,0.0,0.0,0.0,502.17,0.0,N,7,54129.17,-3124.83,MISMATCH
010774794C,99,0.0,0.0,0.0,0.0,9851.61,0.0,0.0,0.0,0.0,0.0,Y,8,2147.84,-2147.84,HEADER_ZERO_HAS_PAYEE
010774794C,99,268.48,268.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2147.84,-1879.36,MISMATCH
010774794C,99,268.48,268.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2147.84,-1879.36,MISMATCH
010774794C,99,268.48,268.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2147.84,-1879.36,MISMATCH
010774794C,99,268.48,268.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2147.84,-1879.36,MISMATCH
010774794C,99,268.48,268.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2147.84,-1879.36,MISMATCH
010774794C,99,268.48,268.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2147.84,-1879.36,MISMATCH
010774794C,99,268.48,268.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2147.84,-1879.36,MISMATCH
010774794C,99,268.48,268.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2147.84,-1879.36,MISMATCH
010774973C,99,0.0,0.0,0.0,0.0,47.32,0.0,0.0,0.0,0.0,0.0,Y,6,1051.5,-1051.5,HEADER_ZERO_HAS_PAYEE
010774973C,99,175.25,175.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,1051.5,-876.25,MISMATCH
010774973C,99,175.25,175.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,1051.5,-876.25,MISMATCH
010774973C,99,175.25,175.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,1051.5,-876.25,MISMATCH
010774973C,99,175.25,175.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,1051.5,-876.25,MISMATCH
010774973C,99,175.25,175.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,1051.5,-876.25,MISMATCH
010774973C,99,175.25,175.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,1051.5,-876.25,MISMATCH
010775323C,99,281.98,281.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,13314.08,-13032.1,MISMATCH
010775323C,99,281.98,281.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,13314.08,-13032.1,MISMATCH
010775323C,2,12750.12,12750.12,0.0,0.0,12750.12,0.0,0.0,0.0,0.0,0.0,N,8,13314.08,-563.96,MISMATCH
010775940C,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,0,0.0,0.0,NO_PAYEE
010776002C,2,2693.63,2693.63,0.0,0.0,2693.63,0.0,0.0,0.0,0.0,0.0,N,1,2693.63,0.0,MATCH
010776442C,99,271.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,4,25813.0,-25542.0,MISMATCH
010776442C,99,271.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,4,25813.0,-25542.0,MISMATCH
010776442C,99,271.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,4,25813.0,-25542.0,MISMATCH
010776442C,2,25000.0,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,N,4,25813.0,-813.0,MISMATCH
010776445C,99,753.7,753.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,47394.82,-46641.12,MISMATCH
010776445C,99,753.7,753.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,47394.82,-46641.12,MISMATCH
010776445C,99,753.7,753.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,47394.82,-46641.12,MISMATCH
010776445C,99,753.7,753.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,47394.82,-46641.12,MISMATCH
010776445C,99,753.7,753.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,47394.82,-46641.12,MISMATCH
010776445C,99,753.7,753.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,47394.82,-46641.12,MISMATCH
010776445C,99,753.7,753.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,47394.82,-46641.12,MISMATCH
010776445C,2,42237.84,42237.84,0.0,0.0,42237.84,0.0,0.0,0.0,118.92,0.0,N,8,47394.82,-5156.98,MISMATCH
010776555C,2,11143.98,11143.98,0.0,0.0,11143.98,0.0,0.0,0.0,21.99,0.0,N,1,11121.99,21.99,MISMATCH
010776651C,99,0.0,0.0,0.0,0.0,386.8,0.0,0.0,0.0,0.0,0.0,Y,8,3836.56,-3836.56,HEADER_ZERO_HAS_PAYEE
010776651C,99,439.6,439.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3836.56,-3396.96,MISMATCH
010776651C,99,485.28,485.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3836.56,-3351.28,MISMATCH
010776651C,99,485.28,485.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3836.56,-3351.28,MISMATCH
010776651C,99,485.28,485.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3836.56,-3351.28,MISMATCH
010776651C,99,485.28,485.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3836.56,-3351.28,MISMATCH
010776651C,99,485.28,485.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3836.56,-3351.28,MISMATCH
010776651C,99,485.28,485.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3836.56,-3351.28,MISMATCH
010776651C,99,485.28,485.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3836.56,-3351.28,MISMATCH
010776672C,99,217.2,217.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,13104.48,-12887.28,MISMATCH
010776672C,99,217.2,217.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,13104.48,-12887.28,MISMATCH
010776672C,99,217.2,217.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,13104.48,-12887.28,MISMATCH
010776672C,99,217.2,217.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,13104.48,-12887.28,MISMATCH
010776672C,99,217.2,217.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,13104.48,-12887.28,MISMATCH
010776672C,99,217.2,217.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,13104.48,-12887.28,MISMATCH
010776672C,2,11801.28,11801.28,0.0,0.0,11801.28,0.0,0.0,0.0,0.0,0.0,N,7,13104.48,-1303.2,MISMATCH
010776814C,99,250.9,250.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,4,8707.82,-8456.92,MISMATCH
010776814C,99,250.9,250.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,4,8707.82,-8456.92,MISMATCH
010776814C,99,250.9,250.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,4,8707.82,-8456.92,MISMATCH
010776814C,2,8001.15,8001.15,0.0,0.0,8001.15,0.0,0.0,0.0,46.03,0.0,N,4,8707.82,-706.67,MISMATCH
010777043C,2,25003.82,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,N,2,25003.82,0.0,MATCH
010777124C,2,7745.28,7734.37,0.0,0.0,7734.37,0.0,0.0,0.0,0.0,0.0,N,1,7745.28,0.0,MATCH
010777546C,2,25390.71,25390.71,0.0,0.0,25390.71,0.0,0.0,0.0,257.93,0.0,N,3,25132.78,257.93,MISMATCH
010777788C,2,7400.0,7400.0,0.0,0.0,7400.0,0.0,0.0,0.0,0.0,0.0,N,1,7400.0,0.0,MATCH
