MSP B2 -2,-2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
MSP B2 40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,23.85,25.02,26.26,27.59,29.01,30.52,32.13,33.49,35.32,37.29,39.41,41.7,43.69,46.32,49.14,52.19,55.47,58.4,62.2,66.32,70.8,75.67,80.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,23.85,25.02,26.26,27.59,29.01,30.52,32.13,33.49,35.32,37.29,39.41,41.7,43.69,46.32,49.14,52.19,55.47,58.4,62.2,66.32,70.8,75.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,23.85,25.02,26.26,27.59,29.01,30.52,32.13,33.49,35.32,37.29,39.41,41.7,43.69,46.32,49.14,52.19,55.47,58.4,62.2,66.32,70.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,23.85,25.02,26.26,27.59,29.01,30.52,32.13,33.49,35.32,37.29,39.41,41.7,43.69,46.32,49.14,52.19,55.47,58.4,62.2,66.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,23.85,25.02,26.26,27.59,29.01,30.52,32.13,33.49,35.32,37.29,39.41,41.7,43.69,46.32,49.14,52.19,55.47,58.4,62.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,23.85,25.02,26.26,27.59,29.01,30.52,32.13,33.49,35.32,37.29,39.41,41.7,43.69,46.32,49.14,52.19,55.47,58.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,23.85,25.02,26.26,27.59,29.01,30.52,32.13,33.49,35.32,37.29,39.41,41.7,43.69,46.32,49.14,52.19,55.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,23.85,25.02,26.26,27.59,29.01,30.52,32.13,33.49,35.32,37.29,39.41,41.7,43.69,46.32,49.14,52.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,23.85,25.02,26.26,27.59,29.01,30.52,32.13,33.49,35.32,37.29,39.41,41.7,43.69,46.32,49.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,23.85,25.02,26.26,27.59,29.01,30.52,32.13,33.49,35.32,37.29,39.41,41.7,43.69,46.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,23.85,25.02,26.26,27.59,29.01,30.52,32.13,33.49,35.32,37.29,39.41,41.7,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,23.85,25.02,26.26,27.59,29.01,30.52,32.13,33.49,35.32,37.29,39.41,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,23.85,25.02,26.26,27.59,29.01,30.52,32.13,33.49,35.32,37.29,39.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,23.85,25.02,26.26,27.59,29.01,30.52,32.13,33.49,35.32,37.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,23.85,25.02,26.26,27.59,29.01,30.52,32.13,33.49,35.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,23.85,25.02,26.26,27.59,29.01,30.52,32.13,33.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,23.85,25.02,26.26,27.59,29.01,30.52,32.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,23.85,25.02,26.26,27.59,29.01,30.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,23.85,25.02,26.26,27.59,29.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,23.85,25.02,26.26,27.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,23.85,25.02,26.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,23.85,25.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,23.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,22.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,21.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,20.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,20.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,19.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,17.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,16.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,16.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,15.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,14.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,13.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,12.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,11.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,11.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,10.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,10.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,10.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,9.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,9.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSP B2 86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.33,5.49,5.66,5.83,6.01,6.2,6.39,6.6,6.82,7.05,7.29,7.54,7.81,8.08,8.37,8.68,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
