QLA,MPHASE,MPLAN,MPHSTAT,BENEFIT_TYPE,BENEFIT_SEQ,MODE_PREMIUM,ANN_PREM_PER_UNIT,MPREM_CURRENT
010817650C,1,1659C2,45,BF          ,1,23.53,0.0,23.53
010817803C,1,1659CR,22,BF          ,1,20.06,0.0,20.06
010817835C,1,1658C1,22,BF          ,1,166.75,0.0,166.75
010817836C,1,1658C1,22,BF          ,1,196.0,0.0,196.0
010817930C,1,1659CR,53,BF          ,1,263.2,0.0,263.2
010817956C,1,1659CR,22,BF          ,1,148.7,0.0,148.7
010818008C,1,1658C1,22,BF          ,1,70.75,0.0,70.75
010818051C,1,1659C2,22,BF          ,1,34.21,0.0,34.21
010818531C,1,1659C2,22,BF          ,1,433.5,0.0,433.5
010818580C,1,1659C2,53,BF          ,1,549.5,0.0,549.5
010818657C,1,1659CR,55,BF          ,1,32.81,0.0,32.81
010818663C,1,1659C2,22,BF          ,1,21.03,0.0,21.03
010818717C,1,1659C2,45,BF          ,1,14.48,0.0,14.48
010818718C,1,1659C2,45,BF          ,1,13.22,0.0,13.22
010818768C,1,1658C1,22,BF          ,1,43.71,0.0,43.71
010818794C,1,1659C2,45,BF          ,1,5.04,0.0,5.04
010818799C,1,1659CR,53,BF          ,1,21.05,0.0,21.05
010819247C,1,1659CR,22,BF          ,1,50.79,0.0,50.79
010819267C,1,1659C2,55,BF          ,1,11.13,0.0,11.13
010819280C,1,1659C2,22,BF          ,1,373.75,0.0,373.75
010819400C,1,1659C2,55,BF          ,1,28.29,0.0,28.29
010819603C,1,1659C2,55,BF          ,1,314.75,0.0,314.75
010819774C,1,1659C2,22,BF          ,1,210.53,0.0,210.53
010819774C,2,1659C2,22,SL          ,2,0.0,0.0,0.0
010819955C,1,1659CR,53,BF          ,1,89.8,0.0,89.8
010820386C,1,1659CR,53,BF          ,1,22.5,0.0,22.5
010820635C,1,1659C2,53,BF          ,1,577.0,0.0,577.0
010820704C,1,1658C1,22,BF          ,1,38.21,0.0,38.21
010820944C,1,1659C2,22,BF          ,1,18.85,0.0,18.85
010820995C,1,1658C1,22,BF          ,1,68.51,0.0,68.51
010820996C,1,1658C1,22,BF          ,1,68.51,0.0,68.51
010821274C,1,1659CR,53,BF          ,1,16.55,0.0,16.55
010821381C,1,1659C2,55,BF          ,1,40.8,0.0,40.8
010821385C,1,1659CR,55,BF          ,1,318.58,0.0,318.58
010821435C,1,1659CR,22,BF          ,1,351.2,0.0,351.2
010821902C,1,1659CR,54,BF          ,1,818.65,0.0,818.65
010822046C,1,1659C2,55,BF          ,1,175.3,0.0,175.3
010822097C,1,1659C2,22,BF          ,1,797.5,0.0,797.5
010822098C,1,1659C2,22,BF          ,1,254.75,0.0,254.75
010822225C,1,1659C2,45,BF          ,1,191.46,0.0,191.46
010822238C,1,1659C2,22,BF          ,1,22.32,0.0,22.32
010822243C,1,1659C2,22,BF          ,1,34.34,0.0,34.34
010822330C,1,1659CR,50,BF          ,1,303.6,0.0,303.6
010822635C,1,1659C2,22,BF          ,1,19.4,0.0,19.4
010822738C,1,1659C2,55,BF          ,1,21.74,0.0,21.74
010822990C,1,1659C2,22,BF          ,1,337.0,0.0,337.0
010823088C,1,1658C1,53,BF          ,1,98.31,0.0,98.31
010823095C,1,1659CR,55,BF          ,1,301.4,0.0,301.4
010823187C,1,1659CR,55,BF          ,1,18.21,0.0,18.21
010823332C,1,1659C2,45,BF          ,1,11.07,0.0,11.07
010823333C,1,1659C2,45,BF          ,1,11.31,0.0,11.31
010823597C,1,1659C2,22,BF          ,1,433.5,0.0,433.5
010823601C,1,1659CR,53,BF          ,1,272.9,0.0,272.9
010823735C,1,1659C2,44,BF          ,1,56.43,0.0,56.43
010823736C,1,1659C2,55,BF          ,1,131.5,0.0,131.5
010823737C,1,1659C2,22,BF          ,1,113.5,0.0,113.5
010823866C,1,1658C1,22,BF          ,1,26.45,0.0,26.45
010823867C,1,1658C1,45,BF          ,1,7.98,0.0,7.98
010823868C,1,1658C1,45,BF          ,1,9.64,0.0,9.64
010823870C,1,1658C1,45,BF          ,1,11.15,0.0,11.15
010823906C,1,1659CR,53,BF          ,1,19.11,0.0,19.11
010824098C,1,1668SP,41,BF          ,1,1000.0,0.0,1000.0
010824296C,1,1659CR,53,BF          ,1,217.2,0.0,217.2
010824299C,1,1659C2,55,BF          ,1,169.75,0.0,169.75
010824389C,1,1659CR,55,BF          ,1,46.18,0.0,46.18
010824611C,1,1658C1,22,BF          ,1,34.96,0.0,34.96
010824689C,1,1659C2,22,BF          ,1,160.26,0.0,160.26
010824709C,1,1659C2,22,BF          ,1,246.75,0.0,246.75
010824810C,1,1659C2,44,BF          ,1,56.57,0.0,56.57
010824811C,1,1659C2,44,BF          ,1,61.16,0.0,61.16
010824975C,1,1659C2,44,BF          ,1,321.5,0.0,321.5
010825027C,1,1659C2,55,BF          ,1,169.75,0.0,169.75
010825053C,1,1659C2,44,BF          ,1,655.3,0.0,655.3
010825195C,1,1659C2,55,BF          ,1,86.36,0.0,86.36
010825434C,1,1659CR,55,BF          ,1,217.2,0.0,217.2
010825438C,1,1659CR,53,BF          ,1,241.09,0.0,241.09
010825639C,1,1659C2,53,BF          ,1,479.75,0.0,479.75
010825649C,1,1659C2,22,BF          ,1,100.91,0.0,100.91
010825694C,1,1658C1,55,BF          ,1,69.25,0.0,69.25
010825719C,1,1659C2,22,BF          ,1,119.0,0.0,119.0
010825720C,1,1659C2,53,BF          ,1,347.22,0.0,347.22
010825968C,1,1658C1,22,BF          ,1,17.05,0.0,17.05
010825969C,1,1658C1,53,BF          ,1,25.3,0.0,25.3
010826040C,1,1658C1,22,BF          ,1,19.05,0.0,19.05
010826123C,1,1659C2,22,BF          ,1,72.58,0.0,72.58
010826130C,1,1658C1,22,BF          ,1,70.0,0.0,70.0
010826133C,1,1659C2,55,BF          ,1,50.95,0.0,50.95
010826422C,1,1658C1,45,BF          ,1,132.83,0.0,132.83
010826524C,1,1659C2,22,BF          ,1,419.5,0.0,419.5
010826525C,1,1659CR,55,BF          ,1,36.03,0.0,36.03
010826532C,1,1659CR,53,BF          ,1,318.25,0.0,318.25
010826544C,1,1659C2,22,BF          ,1,36.19,0.0,36.19
010826551C,1,1659CR,22,BF          ,1,217.2,0.0,217.2
010826765C,1,1659SR,45,BF          ,1,134.54,0.0,134.54
010826810C,1,1659C2,53,BF          ,1,522.0,0.0,522.0
010826903C,1,1668SP,41,BF          ,1,5000.0,0.0,5000.0
010827014C,1,1659C2,53,BF          ,1,343.25,0.0,343.25
010827081C,1,1659C2,22,BF          ,1,32.69,0.0,32.69
010827228C,1,1659C2,53,BF          ,1,12.85,0.0,12.85
010827254C,1,1659C2,22,BF          ,1,38.34,0.0,38.34
010827434C,1,1659C2,22,BF          ,1,111.04,0.0,111.04
010827507C,1,1658C1,22,BF          ,1,28.52,0.0,28.52
010827528C,1,1659C2,22,BF          ,1,159.5,0.0,159.5
010827575C,1,1658C1,22,BF          ,1,39.64,0.0,39.64
010827590C,1,1659SR,44,BF          ,1,300.76,0.0,300.76
010827672C,1,1659CR,45,BF          ,1,0.0,0.0,0.0
010827675C,1,1659C2,55,BF          ,1,169.75,0.0,169.75
010827699C,1,1658C1,22,BF          ,1,160.38,0.0,160.38
010827700C,1,1658C1,22,BF          ,1,50.66,0.0,50.66
010827865C,1,1659CR,45,BF          ,1,42.22,0.0,42.22
010827968C,1,1659CR,55,BF          ,1,15.78,0.0,15.78
010828368C,1,1659C2,55,BF          ,1,9.92,0.0,9.92
010828463C,1,1659CR,53,BF          ,1,217.2,0.0,217.2
010828599C,1,1659C2,22,BF          ,1,134.75,0.0,134.75
010828602C,1,1659SR,53,BF          ,1,22.08,0.0,22.08
010829155C,1,1668SP,41,BF          ,1,3110.4,0.0,3110.4
010829171C,1,1668SP,41,BF          ,1,2880.64,0.0,2880.64
010829587C,1,1659CR,53,BF          ,1,23.31,0.0,23.31
010829627C,1,1658C1,22,BF          ,1,126.0,0.0,126.0
010829942C,1,1659CR,55,BF          ,1,217.2,0.0,217.2
010830094C,1,1659C2,22,BF          ,1,147.85,0.0,147.85
010830309C,1,1659C2,22,BF          ,1,215.5,0.0,215.5
010830310C,1,1659C2,53,BF          ,1,121.0,0.0,121.0
010830330C,1,1659C2,22,BF          ,1,59.11,0.0,59.11
010830632C,1,1659C2,22,BF          ,1,10.65,0.0,10.65
010831077C,1,1659C2,55,BF          ,1,60.0,0.0,60.0
010831097C,1,1659CR,22,BF          ,1,282.62,0.0,282.62
010831284C,1,1659C2,44,BF          ,1,10.37,0.0,10.37
010831478C,1,1658C1,22,BF          ,1,20.39,0.0,20.39
010831492C,1,1658C1,22,BF          ,1,159.44,0.0,159.44
010831719C,1,1659CR,55,BF          ,1,78.07,0.0,78.07
010831893C,1,1659C2,55,BF          ,1,18.22,0.0,18.22
010832106C,1,1658C1,22,BF          ,1,83.7,0.0,83.7
010832205C,1,1659C2,55,BF          ,1,112.75,0.0,112.75
010832616C,1,1659C2,55,BF          ,1,9.99,0.0,9.99
010832617C,1,1658C1,54,BF          ,1,13.93,0.0,13.93
010832681C,1,1659CR,53,BF          ,1,263.2,0.0,263.2
010833383C,1,1659C2,22,BF          ,1,16.86,0.0,16.86
010833409C,1,1658C1,22,BF          ,1,11.86,0.0,11.86
010833410C,1,1658C1,22,BF          ,1,23.47,0.0,23.47
010833411C,1,1659C2,22,BF          ,1,17.41,0.0,17.41
010833595C,1,1659C2,55,BF          ,1,655.54,0.0,655.54
010833639C,1,1659CR,53,BF          ,1,301.4,0.0,301.4
010833991C,1,1659C2,22,BF          ,1,271.0,0.0,271.0
010834096C,1,1659CR,53,BF          ,1,171.05,0.0,171.05
010834192C,1,1658C1,22,BF          ,1,16.2,0.0,16.2
010834193C,1,1658C1,22,BF          ,1,31.9,0.0,31.9
010834344C,1,1659CR,53,BF          ,1,24.3,0.0,24.3
010834414C,1,1658C1,54,BF          ,1,8.82,0.0,8.82
010834430C,1,1658C1,53,BF          ,1,111.04,0.0,111.04
010834450C,1,1668SP,41,BF          ,1,1558.0,0.0,1558.0
010834451C,1,1668SP,41,BF          ,1,1711.0,0.0,1711.0
010834489C,1,1658C1,55,BF          ,1,37.01,0.0,37.01
010834689C,1,1659CS,53,BF          ,1,32.0,0.0,32.0
010834737C,1,1658C1,22,BF          ,1,34.83,0.0,34.83
010834745C,1,1659CR,45,BF          ,1,23.97,0.0,23.97
010835240C,1,1659CR,53,BF          ,1,21.05,0.0,21.05
010835310C,1,1659CR,50,BF          ,1,55.88,0.0,55.88
010835334C,1,1659CR,45,BF          ,1,30.91,0.0,30.91
010835632C,1,1659CR,55,BF          ,1,136.08,0.0,136.08
010835891C,1,1659C2,53,BF          ,1,70.4,0.0,70.4
010835892C,1,1659C2,45,BF          ,1,5.89,0.0,5.89
010835949C,1,1659C2,55,BF          ,1,105.26,0.0,105.26
010836057C,1,1659CR,53,BF          ,1,30.48,0.0,30.48
010836094C,1,1659C2,55,BF          ,1,14.48,0.0,14.48
010836250C,1,1659CR,53,BF          ,1,144.95,0.0,144.95
010836252C,1,1659C2,22,BF          ,1,217.0,0.0,217.0
010836254C,1,1659C2,22,BF          ,1,10.08,0.0,10.08
010836547C,1,1658C1,53,BF          ,1,187.99,0.0,187.99
010836582C,1,1658C1,55,BF          ,1,18.5,0.0,18.5
010836583C,1,1659CR,55,BF          ,1,41.96,0.0,41.96
010836584C,1,1659C2,55,BF          ,1,12.85,0.0,12.85
010836908C,1,1658C1,22,BF          ,1,78.75,0.0,78.75
010837163C,1,1659C2,44,BF          ,1,64.71,0.0,64.71
010837522C,1,1668SP,41,BF          ,1,1600.0,0.0,1600.0
010837733C,1,1659C2,22,BF          ,1,146.61,0.0,146.61
010837734C,1,1659C2,22,BF          ,1,180.21,0.0,180.21
010838037C,1,1668SP,41,BF          ,1,1300.0,0.0,1300.0
010838129C,1,1668SP,41,BF          ,1,2174.56,0.0,2174.56
010838376C,1,1659C2,22,BF          ,1,32.67,0.0,32.67
010838654C,1,1658C1,55,BF          ,1,44.63,0.0,44.63
010838863C,1,1659C2,22,BF          ,1,19.56,0.0,19.56
010838982C,1,1659CR,22,BF          ,1,13.09,0.0,13.09
010839119C,1,1659C2,22,BF          ,1,17.58,0.0,17.58
010839176C,1,1659C2,22,BF          ,1,26.86,0.0,26.86
010839177C,1,1659C2,22,BF          ,1,11.07,0.0,11.07
010839178C,1,1659C2,22,BF          ,1,21.71,0.0,21.71
010839234C,1,1659CR,53,BF          ,1,276.1,0.0,276.1
010839714C,1,1659CR,53,BF          ,1,241.09,0.0,241.09
010839783C,1,1659C2,44,BF          ,1,19.92,0.0,19.92
010840404C,1,1659C2,22,BF          ,1,1025.5,0.0,1025.5
010840436C,1,1658C1,22,BF          ,1,45.36,0.0,45.36
010840477C,1,1659C2,55,BF          ,1,320.2,0.0,320.2
010840776C,1,1659CR,53,BF          ,1,369.7,0.0,369.7
010840778C,1,1659C2,22,BF          ,1,129.53,0.0,129.53
010840779C,1,1659CR,55,BF          ,1,351.2,0.0,351.2
010840780C,1,1668SP,41,BF          ,1,1289.89,0.0,1289.89
010840971C,1,1659C2,22,BF          ,1,64.4,0.0,64.4
010841063C,1,1668SP,41,BF          ,1,2977.02,0.0,2977.02
010841124C,1,1659CR,22,BF          ,1,197.35,0.0,197.35
010841215C,1,1668SP,41,BF          ,1,1000.0,0.0,1000.0
010841345C,1,1668SP,41,BF          ,1,1253.74,0.0,1253.74
010841421C,1,1658C1,45,BF          ,1,2.7,0.0,2.7
010841422C,1,1658C1,45,BF          ,1,17.82,0.0,17.82
010841424C,1,1659CR,53,BF          ,1,263.2,0.0,263.2
010841470C,1,1668SP,41,BF          ,1,2110.57,0.0,2110.57
010841471C,1,1668SP,41,BF          ,1,1527.97,0.0,1527.97
010841760C,1,1658C1,22,BF          ,1,48.06,0.0,48.06
010841972C,1,1658C1,22,BF          ,1,78.71,0.0,78.71
010841973C,1,1668SP,41,BF          ,1,1007.15,0.0,1007.15
010842026C,1,1659C2,44,BF          ,1,13.22,0.0,13.22
010842282C,1,1658C1,22,BF          ,1,141.7,0.0,141.7
010842284C,1,1659C2,55,BF          ,1,329.25,0.0,329.25
010842285C,1,1659C2,55,BF          ,1,238.5,0.0,238.5
010842291C,1,1659C2,53,BF          ,1,14.94,0.0,14.94
010842293C,1,1659C2,22,BF          ,1,10.08,0.0,10.08
010842315C,1,1659CR,22,BF          ,1,309.06,0.0,309.06
010842541C,1,1659CR,53,BF          ,1,155.75,0.0,155.75
010842641C,1,1668SP,41,BF          ,1,2743.8,0.0,2743.8
010842786C,1,1659C2,55,BF          ,1,26.29,0.0,26.29
010842857C,1,1659C2,22,BF          ,1,200.5,0.0,200.5
010842863C,1,1659C2,55,BF          ,1,287.25,0.0,287.25
010842969C,1,1659CR,53,BF          ,1,13.71,0.0,13.71
010843092C,1,1659CR,22,BF          ,1,25.21,0.0,25.21
010843137C,1,1659CR,53,BF          ,1,206.95,0.0,206.95
010843241C,1,1659C2,22,BF          ,1,1075.5,0.0,1075.5
010843280C,1,1659C2,55,BF          ,1,55.61,0.0,55.61
010843280C,2,9DIS80,56,SU          ,2,0.0,0.0,0.0
010843384C,1,1668SP,41,BF          ,1,1600.0,0.0,1600.0
010843714C,1,1659C2,22,BF          ,1,25.52,0.0,25.52
010844069C,1,1659C2,55,BF          ,1,172.86,0.0,172.86
010844127C,1,1659C2,22,BF          ,1,21.71,0.0,21.71
010844236C,1,1658C1,55,BF          ,1,11.48,0.0,11.48
010844313C,1,1658C1,22,BF          ,1,24.07,0.0,24.07
010844322C,1,1659C2,44,BF          ,1,57.53,0.0,57.53
010844324C,1,1659C2,22,BF          ,1,585.5,0.0,585.5
010844402C,1,1659C2,22,BF          ,1,169.75,0.0,169.75
010844403C,1,1659C2,22,BF          ,1,154.75,0.0,154.75
010844428C,1,1658C1,22,BF          ,1,12.79,0.0,12.79
010844499C,1,1668SP,41,BF          ,1,1194.24,0.0,1194.24
010844607C,1,1659C2,22,BF          ,1,209.5,0.0,209.5
010845094C,1,1659CR,53,BF          ,1,276.1,0.0,276.1
010845194C,1,1668SP,41,BF          ,1,1000.0,0.0,1000.0
010845548C,1,1658C1,53,BF          ,1,307.75,0.0,307.75
010845706C,1,1659CR,55,BF          ,1,155.75,0.0,155.75
010845716C,1,1658C1,22,BF          ,1,221.81,0.0,221.81
010845862C,1,1658C1,55,BF          ,1,30.65,0.0,30.65
010845863C,1,1658C1,22,BF          ,1,79.75,0.0,79.75
010845864C,1,1658C1,22,BF          ,1,26.06,0.0,26.06
010845880C,1,1659CR,55,BF          ,1,14.57,0.0,14.57
010846244C,1,1658C1,53,BF          ,1,17.82,0.0,17.82
010846279C,1,1659C2,55,BF          ,1,18.96,0.0,18.96
010846459C,1,1659CR,53,BF          ,1,409.4,0.0,409.4
010846679C,1,1659CR,53,BF          ,1,268.48,0.0,268.48
010846691C,1,1659C2,22,BF          ,1,16.33,0.0,16.33
010846692C,1,1659C2,22,BF          ,1,10.47,0.0,10.47
010846780C,1,1668SP,41,BF          ,1,1060.06,0.0,1060.06
010846851C,1,1659C2,55,BF          ,1,26.05,0.0,26.05
010847118C,1,1659C2,22,BF          ,1,56.01,0.0,56.01
010847123C,1,1659C2,22,BF          ,1,106.84,0.0,106.84
010847191C,1,1659C2,22,BF          ,1,181.0,0.0,181.0
010847463C,1,1659C2,45,BF          ,1,51.06,0.0,51.06
010847466C,1,1659C2,53,BF          ,1,48.36,0.0,48.36
010847467C,1,1659C2,22,BF          ,1,68.78,0.0,68.78
010847481C,1,1659C2,22,BF          ,1,31.44,0.0,31.44
010847570C,1,1658C1,53,BF          ,1,10.92,0.0,10.92
010847947C,1,1659C2,22,BF          ,1,59.19,0.0,59.19
010848081C,1,1668SP,41,BF          ,1,1701.82,0.0,1701.82
010848085C,1,1659CR,53,BF          ,1,351.2,0.0,351.2
010848292C,1,1659C2,22,BF          ,1,98.18,0.0,98.18
010848314C,1,1659CR,45,BF          ,1,27.79,0.0,27.79
010848398C,1,1659C2,22,BF          ,1,146.0,0.0,146.0
010848644C,1,1658C1,53,BF          ,1,147.5,0.0,147.5
010849121C,1,1659C2,55,BF          ,1,19.56,0.0,19.56
010849122C,1,1659C2,55,BF          ,1,9.99,0.0,9.99
010849296C,1,1659CR,22,BF          ,1,679.93,0.0,679.93
010849880C,1,1659C2,22,BF          ,1,11.71,0.0,11.71
010849882C,1,1659CR,22,BF          ,1,611.5,0.0,611.5
010849977C,1,1659C2,55,BF          ,1,20.2,0.0,20.2
010850817C,1,1668SP,41,BF          ,1,1196.36,0.0,1196.36
010850880C,1,1658C1,22,BF          ,1,11.48,0.0,11.48
010850881C,1,1658C1,22,BF          ,1,8.87,0.0,8.87
010851112C,1,1659C2,22,BF          ,1,121.0,0.0,121.0
010851148C,1,1658C1,53,BF          ,1,686.0,0.0,686.0
010851278C,1,1659C2,22,BF          ,1,305.25,0.0,305.25
010851577C,1,1668SP,41,BF          ,1,1987.25,0.0,1987.25
010851579C,1,1659C2,22,BF          ,1,296.0,0.0,296.0
010851580C,1,1659C2,22,BF          ,1,244.5,0.0,244.5
010851847C,1,1659C2,55,BF          ,1,19.96,0.0,19.96
010852357C,1,1659CR,55,BF          ,1,163.2,0.0,163.2
010852368C,1,1668SP,41,BF          ,1,1000.0,0.0,1000.0
010852709C,1,1659C2,55,BF          ,1,10.85,0.0,10.85
010852865C,1,1658CS,53,BF          ,1,28.0,0.0,28.0
010852966C,1,1659C2,22,BF          ,1,121.0,0.0,121.0
010853288C,1,1659CR,45,BF          ,1,18.21,0.0,18.21
010853539C,1,1659C2,22,BF          ,1,109.75,0.0,109.75
010854157C,1,1659CR,55,BF          ,1,227.9,0.0,227.9
010854364C,1,1659CR,53,BF          ,1,15.26,0.0,15.26
010855165C,1,1659C2,45,BF          ,1,18.19,0.0,18.19
010855657C,1,1658C1,55,BF          ,1,37.41,0.0,37.41
010855945C,1,1658C1,22,BF          ,1,12.37,0.0,12.37
010856175C,1,1668SP,41,BF          ,1,1147.35,0.0,1147.35
010856188C,1,1658C1,53,BF          ,1,11.22,0.0,11.22
010856189C,1,1658C1,22,BF          ,1,6.27,0.0,6.27
010856918C,1,1659CR,53,BF          ,1,163.2,0.0,163.2
010856920C,1,1659C2,45,BF          ,1,28.01,0.0,28.01
010856925C,1,1659C2,55,BF          ,1,17.64,0.0,17.64
010857115C,1,1659CR,53,BF          ,1,171.05,0.0,171.05
010857637C,1,1658C1,22,BF          ,1,6.31,0.0,6.31
010857638C,1,1659C2,53,BF          ,1,23.85,0.0,23.85
010857727C,1,1659C2,22,BF          ,1,329.25,0.0,329.25
010857881C,1,1659C2,53,BF          ,1,525.25,0.0,525.25
010858124C,1,1658C1,22,BF          ,1,40.97,0.0,40.97
010858585C,1,1659C2,22,BF          ,1,48.42,0.0,48.42
010858587C,1,1659C2,55,BF          ,1,81.24,0.0,81.24
010858613C,1,1658C1,22,BF          ,1,73.25,0.0,73.25
010858614C,1,1658C1,22,BF          ,1,74.25,0.0,74.25
010859093C,1,1659CR,53,BF          ,1,37.66,0.0,37.66
010859282C,1,1659CR,53,BF          ,1,19.46,0.0,19.46
010859462C,1,1659CR,53,BF          ,1,333.7,0.0,333.7
010859658C,1,1659CR,22,BF          ,1,13.09,0.0,13.09
010860628C,1,1659CR,53,BF          ,1,329.46,0.0,329.46
010860900C,1,1659CR,53,BF          ,1,58.64,0.0,58.64
010860970C,1,1659CR,53,BF          ,1,24.3,0.0,24.3
010861363C,1,1659C2,55,BF          ,1,10.65,0.0,10.65
010862097C,1,1658C1,22,BF          ,1,127.25,0.0,127.25
010863167C,1,1659CR,53,BF          ,1,94.16,0.0,94.16
010863334C,1,1659C2,53,BF          ,1,717.25,0.0,717.25
010863394C,1,1658C1,22,BF          ,1,143.25,0.0,143.25
010863485C,1,1658C1,22,BF          ,1,25.19,0.0,25.19
010863838C,1,1659CR,22,BF          ,1,40.15,0.0,40.15
010863936C,1,1659C2,22,BF          ,1,30.65,0.0,30.65
010864471C,1,1659C2,22,BF          ,1,123.25,0.0,123.25
010864474C,1,1659CR,54,BF          ,1,351.2,0.0,351.2
010866396C,1,1659C2,53,BF          ,1,62.42,0.0,62.42
010866751C,1,1659CR,22,BF          ,1,272.4,0.0,272.4
010866752C,1,1659C2,22,BF          ,1,20.99,0.0,20.99
010867962C,1,1659C2,53,BF          ,1,319.59,0.0,319.59
010867974C,1,1659SR,55,BF          ,1,217.2,0.0,217.2
010868131C,1,1658C1,55,BF          ,1,44.76,0.0,44.76
010868188C,1,1659CS,55,BF          ,1,35.22,0.0,35.22
010869344C,1,1659C2,22,BF          ,1,113.5,0.0,113.5
010869452C,1,1668SP,41,BF          ,1,2494.75,0.0,2494.75
010869804C,1,1668SP,41,BF          ,1,4558.0,0.0,4558.0
010870474C,1,1658C1,54,BF          ,1,40.34,0.0,40.34
010871146C,1,1659CR,53,BF          ,1,206.95,0.0,206.95
010871793C,1,1659CR,22,BF          ,1,94.16,0.0,94.16
010871903C,1,1658C1,22,BF          ,1,21.05,0.0,21.05
010872109C,1,1658C1,55,BF          ,1,40.48,0.0,40.48
010872114C,1,1659C2,44,BF          ,1,34.49,0.0,34.49
010872324C,1,1659C2,22,BF          ,1,83.07,0.0,83.07
010872324C,2,DISCHO20 B,22,SU          ,2,0.0,0.0,0.0
010872326C,1,1659C2,55,BF          ,1,125.75,0.0,125.75
010872327C,1,1659C2,22,BF          ,1,121.0,0.0,121.0
010872328C,1,1659C2,22,BF          ,1,138.25,0.0,138.25
010872329C,1,1659C2,55,BF          ,1,146.0,0.0,146.0
010872331C,1,1659C2,22,BF          ,1,517.0,0.0,517.0
010872415C,1,1659CR,22,BF          ,1,20.4,0.0,20.4
010872417C,1,1658C1,53,BF          ,1,18.9,0.0,18.9
010873140C,1,1659C2,22,BF          ,1,222.25,0.0,222.25
010873154C,1,1659CR,22,BF          ,1,317.1,0.0,317.1
010873499C,1,1659C2,55,BF          ,1,63.53,0.0,63.53
010873725C,1,1659C2,22,BF          ,1,217.0,0.0,217.0
010874688C,1,1658C1,55,BF          ,1,22.44,0.0,22.44
010874797C,1,1659CR,55,BF          ,1,105.0,0.0,105.0
010874806C,1,1658C1,22,BF          ,1,38.68,0.0,38.68
010875065C,1,1668SP,41,BF          ,1,5000.0,0.0,5000.0
010875130C,1,1659CR,45,BF          ,1,16.26,0.0,16.26
010875783C,1,1659CR,53,BF          ,1,18.21,0.0,18.21
010875937C,1,1658C1,22,BF          ,1,249.0,0.0,249.0
010876417C,1,1659CR,53,BF          ,1,476.8,0.0,476.8
010877009C,1,1659C2,44,BF          ,1,59.19,0.0,59.19
010877012C,1,1659CR,53,BF          ,1,197.35,0.0,197.35
010877072C,1,1658C1,22,BF          ,1,90.31,0.0,90.31
010877478C,1,1658C1,22,BF          ,1,22.22,0.0,22.22
010877480C,1,1658C1,55,BF          ,1,19.37,0.0,19.37
010877481C,1,1658C1,55,BF          ,1,19.78,0.0,19.78
010877715C,1,1659C2,22,BF          ,1,217.0,0.0,217.0
010877890C,1,1659SR,53,BF          ,1,677.4,0.0,677.4
010878099C,1,1659CR,22,BF          ,1,103.61,0.0,103.61
010878589C,1,1659C2,22,BF          ,1,77.56,0.0,77.56
010878592C,1,1659C2,22,BF          ,1,371.5,0.0,371.5
010878904C,1,1659C2,55,BF          ,1,28.71,0.0,28.71
010879082C,1,1658C1,22,BF          ,1,11.86,0.0,11.86
010879083C,1,1658C1,22,BF          ,1,13.38,0.0,13.38
010879786C,1,1659CR,22,BF          ,1,13.68,0.0,13.68
010880225C,1,1659CR,53,BF          ,1,16.55,0.0,16.55
010881096C,1,1659CR,53,BF          ,1,197.35,0.0,197.35
010881272C,1,1659C2,55,BF          ,1,11.07,0.0,11.07
010881273C,1,1659C2,55,BF          ,1,10.85,0.0,10.85
010881277C,1,1668SP,41,BF          ,1,3000.0,0.0,3000.0
010881301C,1,1659C2,22,BF          ,1,407.5,0.0,407.5
010881307C,1,1659C2,22,BF          ,1,11.57,0.0,11.57
010881308C,1,1659C2,22,BF          ,1,11.82,0.0,11.82
010881309C,1,1659C2,22,BF          ,1,39.43,0.0,39.43
010881974C,1,1659CR,53,BF          ,1,289.55,0.0,289.55
010881975C,1,1659CR,53,BF          ,1,227.9,0.0,227.9
010882408C,1,1658C1,22,BF          ,1,79.75,0.0,79.75
010883239C,1,1658C1,22,BF          ,1,12.36,0.0,12.36
010883245C,1,1659CR,53,BF          ,1,206.95,0.0,206.95
010883246C,1,669 SR GD,53,BF          ,1,163.2,0.0,163.2
010883533C,1,1659C2,22,BF          ,1,15.03,0.0,15.03
010883563C,1,1659CR,53,BF          ,1,19.42,0.0,19.42
010883567C,1,1658C1,22,BF          ,1,7.5,0.0,7.5
010883731C,1,1659C2,22,BF          ,1,179.44,0.0,179.44
010884052C,1,1659CR,55,BF          ,1,217.2,0.0,217.2
010885442C,1,1659C2,45,BF          ,1,56.54,0.0,56.54
010886805C,1,1659CR,53,BF          ,1,313.3,0.0,313.3
010886812C,1,1659C2,53,BF          ,1,502.0,0.0,502.0
010886851C,1,1659C2,55,BF          ,1,373.75,0.0,373.75
010887780C,1,1659CR,57,BF          ,1,0.0,0.0,0.0
010887923C,1,1658C1,22,BF          ,1,16.7,0.0,16.7
010887925C,1,1658C1,22,BF          ,1,11.11,0.0,11.11
010888232C,1,1659CR,53,BF          ,1,206.95,0.0,206.95
010888649C,1,1658C1,53,BF          ,1,43.31,0.0,43.31
010888941C,1,1658C1,22,BF          ,1,45.23,0.0,45.23
010889177C,1,1659C2,22,BF          ,1,215.91,0.0,215.91
010889439C,1,1659C2,44,BF          ,1,278.26,0.0,278.26
010889785C,1,1659C2,22,BF          ,1,577.0,0.0,577.0
