old_value,new_value,mapping_class,mapping_subtype,is_policy_number,quarantine_candidate,governance_action
659 CEN SD,1659CS,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
659 CEN SR,1659CR,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
659 SR GD,1659SR,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
666 WL,1666WL,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
897 666,1666AI,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
668 SPWL,1668SP,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
679 CEN SD,1679CS,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 LP95,1L1095,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 JPO,9JPO10,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 WP,9WPL10,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 ADB,9ADB10,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 GPO,9GPO10,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 CDT,5CDT10,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 WP CDT,9CDTWP,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
DISCHO2475,9DIS25,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 LP95SR,1L10SR,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 OLD,1L10OD,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
DISCHO247C,9DIS25,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 CDT,5CDT10,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 ADB,9ADB10,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 WP OLD,9OLDWP,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 GPO,9GPO10,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 JPO,9JPO10,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 SDT,7SDT10,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 SR OLD,1L10SO,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 WP OLD,9WPO10,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 ADB,9ADB10,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 JPO,9JPO10,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L14,1L14SC,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
,,PRODUCT_OR_ENTITY,PASSTHROUGH_IDENTITY,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L17,1L17SP,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L17 2+ JPO,17MJPO,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L17 1 JPO,117JPO,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
8286 GI 1,986JPO,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L17 1,10L171,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L17 2+,10L172,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
8286 GI 2+,982JPO,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
10827 CSI3,17CSI3,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
10827 CSI5,17CSI5,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
10827 CSI7,17CSI7,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
991 PWL,1991PL,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L15,1L15GD,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L15 ADB,9ADB15,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L16,1L16GD,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
619 DT,7619DT,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
DISCHO25,9DIS25,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
619 DT SP,719SDT,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
619 DT CH,719CDT,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
619 SPS PU,7619PU,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
647 FLP,7647FP,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
647 FLP SP,7647SP,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
647 FLP CH,7647CH,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
667 ART,5667AT,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
1595,9595WP,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L01 10Y LT,5L0110,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
8115 L01,9L01WP,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
DISCHO70,9DIS70,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
1596 L01,901ADB,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L05 10Y LT,5L0510,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
8115,9L05WP,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
1596,996ADB,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L07 5Y LT,5L075Y,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
1596,996ADB,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
621 END85,221END,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
0822 620,920ADB,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
622 END85,222END,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
665 STME95,2665ST,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
0823 665,9665WP,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
0822 665,965ADB,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
896 DAR,A96DAR,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
0823 896,9896WP,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
665 PUA,265PUA,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
980 END65,280END,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
980 PUA,280PUA,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
670 GL8588,170588,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
670 PUA,170PUA,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
670 GL85-8,170858,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
670 PUA,170PUA,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
670 GL85-M,17085M,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
670 PUA,170PUA,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
960 LP65,196065,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
960 65 PUA,165PUA,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
0823 960LP,9065WP,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
828,528CTR,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
960 LP85-M,196085,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
960 LP PUA,185PUA,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
0823 96085,9085WP,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
0822 960,960ADB,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
826,560STR,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
0823 960SP,960SWP,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
863,A60MIR,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
960 OL,1960OL,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
960 OL PUA,1OLPUA,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
0822 960,960ADB,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
0823 960OL,90OLWP,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
889 960,960GIO,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
826,560STR,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
828,528CTR,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
0824 P DTH,90PDTH,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
960 PO,1960PO,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
960 PO PUA,1POPUA,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
0823 960PO,90POWP,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
0822 960PO,9POADB,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
863,A60MIR,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
828,528CTR,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
826,560STR,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
0823 960SP,960SWP,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
SAL ML,1SALML,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
SAL MULTPL,1SALMI,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
SAL ADB,9SLADB,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
SAL OL,1SALOL,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
,,PRODUCT_OR_ENTITY,PASSTHROUGH_IDENTITY,N,Y,MIGRATE_TO_PRODUCT_CATALOG
,,PRODUCT_OR_ENTITY,PASSTHROUGH_IDENTITY,N,Y,MIGRATE_TO_PRODUCT_CATALOG
"*Plan Code  is 6 Digits, Beginning with:",,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
FIRST POSITION,,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
,,PRODUCT_OR_ENTITY,PASSTHROUGH_IDENTITY,N,Y,MIGRATE_TO_PRODUCT_CATALOG
,,PRODUCT_OR_ENTITY,PASSTHROUGH_IDENTITY,N,Y,MIGRATE_TO_PRODUCT_CATALOG
1,,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
2,,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
3,,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
4,,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
5,,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
7,,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
8,,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
9,,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
A,,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
B through Z,,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
658 CEN I,1658C1,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
1578 FTR,778FTR,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
1576 658,976658,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
1580 JPO,980JPO,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
1577 ADB,977ADB,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
1578FTR WP,9FTRWP,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
1578 CTR,578CTR,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
1578CTR WP,9CTRWP,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
8042 STR,542STR,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
8042STR WP,9STRWP,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
DISCHO80,9DIS80,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
DISCHO90,9DIS90,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
658 CEN SD,1658CS,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
659 CEN II,1659C2,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
1576 659,976659,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
8043 CTR,543CTR,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
659 CEN SD,1659CS,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
659 CEN SR,1659CR,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
659 SR GD,1659SR,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
666 WL,1666WL,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
897 666,1666AI,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
668 SPWL,1668SP,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
679 CEN SD,1679CS,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 LP95,1L1095,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 JPO,9JPO10,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 WP,9WPL10,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 ADB,9ADB10,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 GPO,9GPO10,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 CDT,5CDT10,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 WP CDT,9CDTWP,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
DISCHO2475,9DIS25,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 LP95SR,1L10SR,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 OLD,1L10OD,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
DISCHO247C,9DIS25,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 WP OLD,9OLDWP,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 SDT,7SDT10,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L10 SR OLD,1L10SO,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L14,1L14SC,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L17,1L17SP,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L17 2+ JPO,17MJPO,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L17 1 JPO,117JPO,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
8286 GI 1,986JPO,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L17 1,10L171,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L17 2+,10L172,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
8286 GI 2+,982JPO,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
10827 CSI3,17CSI3,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
10827 CSI5,17CSI5,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
10827 CSI7,17CSI7,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
991 PWL,1991PL,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L15,1L15GD,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L15 ADB,9ADB15,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L16,1L16GD,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
619 DT,7619DT,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
DISCHO25,9DIS25,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
619 DT SP,719SDT,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
619 DT CH,719CDT,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
619 SPS PU,7619PU,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
647 FLP,7647FP,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
647 FLP SP,7647SP,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
647 FLP CH,7647CH,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
667 ART,5667AT,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
1595,9595WP,PRODUCT_OR_ENTITY,ENTITY_OR_LEGACY_CODE,N,Y,MIGRATE_TO_PRODUCT_CATALOG
L01 10Y LT,5L0110,PRODUCT_OR_ENTITY,COVERAGE_ID_TO_PLAN,N,Y,MIGRATE_TO_PRODUCT_CATALOG
