mpolicy,mseq,effective_date,date_added,record_sequence,claimnum,payee_source
010754898C,9,20190701,20190701,0,PS-010754898-009,OWNR
010754898C,10,20200701,20200701,0,PS-010754898-010,OWNR
010754898C,11,20210701,20210701,0,PS-010754898-011,OWNR
010754898C,12,20220701,20220701,0,PS-010754898-012,OWNR
010754898C,13,20230701,20230703,0,PS-010754898-013,OWNR
010754898C,14,20240701,20240701,0,PS-010754898-014,OWNR
010755152C,9,20180626,20180626,0,PS-010755152-009,OWNR
010755152C,10,20190626,20190626,0,PS-010755152-010,OWNR
010755152C,11,20200626,20200626,0,PS-010755152-011,OWNR
010755152C,12,20210626,20210628,0,PS-010755152-012,OWNR
010755152C,13,20220626,20220627,0,PS-010755152-013,OWNR
010755152C,14,20230626,20230626,0,PS-010755152-014,OWNR
010755152C,15,20240626,20240626,0,PS-010755152-015,OWNR
010755152C,16,20250626,20250626,0,PS-010755152-016,OWNR
010756020C,4,20180701,20180702,0,PS-010756020-004,OWNR
010756020C,5,20190701,20190701,0,PS-010756020-005,OWNR
010756020C,6,20200701,20200701,0,PS-010756020-006,OWNR
010756024C,8,20180715,20180716,0,PS-010756024-008,OWNR
010756024C,9,20190715,20190715,0,PS-010756024-009,OWNR
010756024C,10,20200715,20200715,0,PS-010756024-010,OWNR
010756024C,11,20210715,20210715,0,PS-010756024-011,OWNR
010756024C,12,20220715,20220715,0,PS-010756024-012,OWNR
010756024C,13,20230715,20230717,0,PS-010756024-013,OWNR
010756024C,14,20240715,20240715,0,PS-010756024-014,OWNR
010756033C,7,20180701,20181213,0,PS-010756033-007,OWNR
010756033C,8,20190701,20190701,0,PS-010756033-008,OWNR
010756033C,9,20200701,20200701,0,PS-010756033-009,OWNR
010756033C,10,20210701,20210701,0,PS-010756033-010,OWNR
010756033C,11,20220701,20220701,0,PS-010756033-011,OWNR
010756033C,12,20230701,20230703,0,PS-010756033-012,OWNR
010756540C,2,20230708,20230728,0,PS-010756540-002,OWNR
010756916C,9,20180804,20180806,0,PS-010756916-009,OWNR
010756916C,10,20190804,20190805,0,PS-010756916-010,OWNR
010756916C,11,20200804,20200804,0,PS-010756916-011,OWNR
010756916C,12,20210804,20210804,0,PS-010756916-012,OWNR
010756916C,13,20220804,20220804,0,PS-010756916-013,OWNR
010756916C,14,20230804,20230804,0,PS-010756916-014,OWNR
010756916C,15,20240804,20240805,0,PS-010756916-015,OWNR
010756916C,16,20250804,20250804,0,PS-010756916-016,OWNR
010756925C,9,20180805,20180806,0,PS-010756925-009,OWNR
010756925C,10,20190805,20190805,0,PS-010756925-010,OWNR
010756925C,11,20200805,20200805,0,PS-010756925-011,OWNR
010756925C,12,20210805,20210805,0,PS-010756925-012,OWNR
010756925C,13,20220805,20220805,0,PS-010756925-013,OWNR
010756925C,14,20230805,20230807,0,PS-010756925-014,OWNR
010756925C,15,20240805,20240805,0,PS-010756925-015,OWNR
010756925C,16,20250805,20250805,0,PS-010756925-016,OWNR
010756938C,7,20180718,20180718,0,PS-010756938-007,OWNR
010756938C,8,20190718,20190718,0,PS-010756938-008,OWNR
010756938C,9,20200718,20200720,0,PS-010756938-009,OWNR
010756938C,10,20210718,20210719,0,PS-010756938-010,OWNR
010756938C,11,20220718,20220718,0,PS-010756938-011,OWNR
010756938C,12,20230718,20230718,0,PS-010756938-012,OWNR
010757042C,4,20180712,20180712,0,PS-010757042-004,OWNR
010757042C,5,20190712,20190712,0,PS-010757042-005,OWNR
010757042C,6,20200712,20200713,0,PS-010757042-006,OWNR
010757071C,9,20180714,20180716,0,PS-010757071-009,OWNR
010757071C,10,20190714,20190715,0,PS-010757071-010,OWNR
010757071C,11,20200714,20200714,0,PS-010757071-011,OWNR
010757071C,12,20210714,20210714,0,PS-010757071-012,OWNR
010757071C,13,20220714,20220714,0,PS-010757071-013,OWNR
010757071C,14,20230714,20230714,0,PS-010757071-014,OWNR
010757071C,15,20240714,20240715,0,PS-010757071-015,OWNR
010757071C,16,20250714,20250714,0,PS-010757071-016,OWNR
010757607C,9,20180718,20180718,0,PS-010757607-009,OWNR
010757607C,10,20190718,20190718,0,PS-010757607-010,OWNR
010757607C,11,20200718,20200720,0,PS-010757607-011,OWNR
010757607C,12,20210718,20210719,0,PS-010757607-012,OWNR
010757607C,13,20220718,20220718,0,PS-010757607-013,OWNR
010757607C,14,20230718,20230718,0,PS-010757607-014,OWNR
010757607C,15,20240718,20240718,0,PS-010757607-015,OWNR
010757607C,16,20250718,20250718,0,PS-010757607-016,OWNR
010757801C,9,20180719,20180719,0,PS-010757801-009,OWNR
010757801C,10,20190719,20190719,0,PS-010757801-010,OWNR
010757801C,11,20200719,20200720,0,PS-010757801-011,OWNR
010757801C,12,20210719,20210719,0,PS-010757801-012,OWNR
010757801C,13,20220719,20220719,0,PS-010757801-013,OWNR
010757801C,14,20230719,20230719,0,PS-010757801-014,OWNR
010757801C,15,20240719,20240719,0,PS-010757801-015,OWNR
010757801C,16,20250719,20250721,0,PS-010757801-016,OWNR
010757840C,9,20180816,20180816,0,PS-010757840-009,OWNR
010757840C,10,20190816,20190816,0,PS-010757840-010,OWNR
010757840C,11,20200816,20200817,0,PS-010757840-011,OWNR
010757840C,12,20210816,20210816,0,PS-010757840-012,OWNR
010757840C,13,20220816,20220816,0,PS-010757840-013,OWNR
010757840C,14,20230816,20230816,0,PS-010757840-014,OWNR
010757840C,15,20240816,20240816,0,PS-010757840-015,OWNR
010757840C,16,20250816,20250818,0,PS-010757840-016,OWNR
010758520C,3,20180801,20180801,0,PS-010758520-003,OWNR
010758520C,4,20190801,20190801,0,PS-010758520-004,OWNR
010758540C,9,20180801,20180801,0,PS-010758540-009,OWNR
010758540C,10,20190801,20190801,0,PS-010758540-010,OWNR
010758540C,11,20200801,20200803,0,PS-010758540-011,OWNR
010758540C,12,20210801,20210802,0,PS-010758540-012,OWNR
010758540C,13,20220801,20220801,0,PS-010758540-013,OWNR
010758540C,14,20230801,20230801,0,PS-010758540-014,OWNR
010758540C,15,20240801,20240801,0,PS-010758540-015,OWNR
010758540C,16,20250801,20250801,0,PS-010758540-016,OWNR
010758549C,2,20180801,20180801,0,PS-010758549-002,OWNR
010758550C,4,20180801,20180801,0,PS-010758550-004,OWNR
010758550C,5,20190801,20190801,0,PS-010758550-005,OWNR
010758550C,6,20200801,20200803,0,PS-010758550-006,OWNR
010758573C,8,20180810,20180810,0,PS-010758573-008,OWNR
010758573C,9,20190810,20190812,0,PS-010758573-009,OWNR
010758573C,10,20200810,20200810,0,PS-010758573-010,OWNR
010758573C,11,20210810,20210810,0,PS-010758573-011,OWNR
010758573C,12,20220810,20220810,0,PS-010758573-012,OWNR
010758573C,13,20230810,20230810,0,PS-010758573-013,OWNR
010758573C,14,20240810,20240812,0,PS-010758573-014,OWNR
010759008C,9,20180801,20180801,0,PS-010759008-009,OWNR
010759008C,10,20190801,20190801,0,PS-010759008-010,OWNR
010759008C,11,20200801,20200803,0,PS-010759008-011,OWNR
010759008C,12,20210801,20210802,0,PS-010759008-012,OWNR
010759008C,13,20220801,20220801,0,PS-010759008-013,OWNR
010759008C,14,20230801,20230801,0,PS-010759008-014,OWNR
010759008C,15,20240801,20240801,0,PS-010759008-015,OWNR
010759008C,16,20250801,20250801,0,PS-010759008-016,OWNR
010759385C,9,20180802,20180802,0,PS-010759385-009,OWNR
010759385C,10,20190802,20190802,0,PS-010759385-010,OWNR
010759385C,11,20200802,20200803,0,PS-010759385-011,OWNR
010759385C,12,20210802,20210802,0,PS-010759385-012,OWNR
010759385C,13,20220802,20220802,0,PS-010759385-013,OWNR
010759385C,14,20230802,20230802,0,PS-010759385-014,OWNR
010759385C,15,20240802,20240802,0,PS-010759385-015,OWNR
010759385C,16,20250802,20250804,0,PS-010759385-016,OWNR
010759541C,9,20180801,20180801,0,PS-010759541-009,OWNR
010759541C,10,20190801,20190801,0,PS-010759541-010,OWNR
010759541C,11,20200801,20200803,0,PS-010759541-011,OWNR
010759541C,12,20210801,20210802,0,PS-010759541-012,OWNR
010759541C,13,20220801,20220801,0,PS-010759541-013,OWNR
010759541C,14,20230801,20230801,0,PS-010759541-014,OWNR
010759541C,15,20240801,20240801,0,PS-010759541-015,OWNR
010759541C,16,20250801,20250801,0,PS-010759541-016,OWNR
010759550C,9,20180801,20180801,0,PS-010759550-009,OWNR
010759550C,10,20190801,20190801,0,PS-010759550-010,OWNR
010759550C,11,20200801,20200803,0,PS-010759550-011,OWNR
010759550C,12,20210801,20210802,0,PS-010759550-012,OWNR
010759550C,13,20220801,20220801,0,PS-010759550-013,OWNR
010759550C,14,20230801,20230801,0,PS-010759550-014,OWNR
010759550C,15,20240801,20240801,0,PS-010759550-015,OWNR
010759550C,16,20250801,20250801,0,PS-010759550-016,OWNR
010759559C,2,20180801,20180801,0,PS-010759559-002,OWNR
010759932C,6,20180807,20200414,0,PS-010759932-006,OWNR
010759932C,7,20190807,20200414,0,PS-010759932-007,OWNR
010759932C,8,20200807,20200807,0,PS-010759932-008,OWNR
010759932C,9,20210807,20210809,0,PS-010759932-009,OWNR
010759932C,10,20220818,20220818,0,PS-010759932-010,OWNR
010760160C,9,20180901,20180904,0,PS-010760160-009,OWNR
010760160C,10,20190901,20190903,0,PS-010760160-010,OWNR
010760160C,11,20200901,20200901,0,PS-010760160-011,OWNR
010760160C,12,20210901,20210901,0,PS-010760160-012,OWNR
010760160C,13,20220901,20220901,0,PS-010760160-013,OWNR
010760160C,14,20230901,20230901,0,PS-010760160-014,OWNR
010760160C,15,20240901,20240903,0,PS-010760160-015,OWNR
010760160C,16,20250901,20250902,0,PS-010760160-016,OWNR
010760294C,3,20180901,20180904,0,PS-010760294-003,OWNR
010760294C,4,20190901,20190903,0,PS-010760294-004,OWNR
010760295C,9,20180901,20180904,0,PS-010760295-009,OWNR
010760295C,10,20190901,20190903,0,PS-010760295-010,OWNR
010760295C,11,20200901,20200901,0,PS-010760295-011,OWNR
010760295C,12,20210901,20210901,0,PS-010760295-012,OWNR
010760295C,13,20220901,20220901,0,PS-010760295-013,OWNR
010760295C,14,20230901,20230901,0,PS-010760295-014,OWNR
010760295C,15,20240901,20240903,0,PS-010760295-015,OWNR
010760295C,16,20250901,20250902,0,PS-010760295-016,OWNR
010760298C,9,20180901,20180904,0,PS-010760298-009,OWNR
010760298C,10,20190901,20190903,0,PS-010760298-010,OWNR
010760298C,11,20200901,20200901,0,PS-010760298-011,OWNR
010760298C,12,20210901,20210901,0,PS-010760298-012,OWNR
010760298C,13,20220901,20220901,0,PS-010760298-013,OWNR
010760298C,14,20230901,20230901,0,PS-010760298-014,OWNR
010760298C,15,20240901,20240903,0,PS-010760298-015,OWNR
010760298C,16,20250901,20250902,0,PS-010760298-016,OWNR
010760840C,3,20181001,20181001,0,PS-010760840-003,OWNR
010760840C,4,20191001,20191001,0,PS-010760840-004,OWNR
010760851C,9,20180923,20180924,0,PS-010760851-009,OWNR
010760851C,10,20190923,20190923,0,PS-010760851-010,OWNR
010760851C,11,20200923,20200923,0,PS-010760851-011,OWNR
010760851C,12,20210923,20210923,0,PS-010760851-012,OWNR
010760851C,13,20220923,20220923,0,PS-010760851-013,OWNR
010760851C,14,20230923,20230925,0,PS-010760851-014,OWNR
010760851C,15,20240923,20240923,0,PS-010760851-015,OWNR
010760851C,16,20250923,20250923,0,PS-010760851-016,OWNR
010760865C,3,20181001,20181001,0,PS-010760865-003,OWNR
010760865C,4,20191001,20191001,0,PS-010760865-004,OWNR
010761639C,2,20180901,20180904,0,PS-010761639-002,OWNR
010761673C,9,20180901,20180904,0,PS-010761673-009,OWNR
010761673C,10,20190901,20190903,0,PS-010761673-010,OWNR
010761673C,11,20200901,20200901,0,PS-010761673-011,OWNR
010761673C,12,20210901,20210901,0,PS-010761673-012,OWNR
010761673C,13,20220901,20220901,0,PS-010761673-013,OWNR
010761673C,14,20230901,20230901,0,PS-010761673-014,OWNR
010761673C,15,20240901,20240903,0,PS-010761673-015,OWNR
010761673C,16,20250901,20250902,0,PS-010761673-016,OWNR
010761870C,4,20180901,20180904,0,PS-010761870-004,OWNR
010761870C,5,20190901,20190903,0,PS-010761870-005,OWNR
010761870C,6,20200901,20200901,0,PS-010761870-006,OWNR
010761874C,4,20180901,20180904,0,PS-010761874-004,OWNR
010761874C,5,20190901,20190903,0,PS-010761874-005,OWNR
010761874C,6,20200901,20200901,0,PS-010761874-006,OWNR
010761882C,3,20180901,20180904,0,PS-010761882-003,OWNR
010761882C,4,20200825,20200825,0,PS-010761882-004,OWNR
010762068C,9,20180826,20180827,0,PS-010762068-009,OWNR
010762068C,10,20190826,20190826,0,PS-010762068-010,OWNR
010762068C,11,20200826,20200826,0,PS-010762068-011,OWNR
010762068C,12,20210826,20210826,0,PS-010762068-012,OWNR
010762068C,13,20220826,20220826,0,PS-010762068-013,OWNR
010762068C,14,20230826,20230828,0,PS-010762068-014,OWNR
010762068C,15,20240826,20240826,0,PS-010762068-015,OWNR
010762068C,16,20250826,20250826,0,PS-010762068-016,OWNR
010762319C,2,20210827,20211201,0,PS-010762319-002,OWNR
010763006C,7,20180907,20180907,0,PS-010763006-007,OWNR
010763006C,8,20190907,20190909,0,PS-010763006-008,OWNR
010763006C,9,20200907,20200908,0,PS-010763006-009,OWNR
010763006C,10,20210907,20210907,0,PS-010763006-010,OWNR
010763006C,11,20220907,20220907,0,PS-010763006-011,OWNR
010763006C,12,20230907,20230907,0,PS-010763006-012,OWNR
010763378C,8,20180919,20180919,0,PS-010763378-008,OWNR
010763378C,9,20190919,20190919,0,PS-010763378-009,OWNR
010763378C,10,20200919,20200921,0,PS-010763378-010,OWNR
010763378C,11,20210919,20210920,0,PS-010763378-011,OWNR
010763378C,12,20220919,20220919,0,PS-010763378-012,OWNR
010763378C,13,20230919,20230919,0,PS-010763378-013,OWNR
010763378C,14,20240919,20240919,0,PS-010763378-014,OWNR
010763450C,6,20180901,20180904,0,PS-010763450-006,OWNR
010763450C,7,20190901,20190903,0,PS-010763450-007,OWNR
010763450C,8,20200901,20200901,0,PS-010763450-008,OWNR
010763450C,9,20210901,20210901,0,PS-010763450-009,OWNR
010763450C,10,20220901,20220901,0,PS-010763450-010,OWNR
010764120C,5,20181001,20181001,0,PS-010764120-005,OWNR
010764120C,6,20191001,20191001,0,PS-010764120-006,OWNR
010764120C,7,20201001,20201001,0,PS-010764120-007,OWNR
010764120C,8,20211001,20211001,0,PS-010764120-008,OWNR
010764121C,7,20181001,20181001,0,PS-010764121-007,OWNR
010764121C,8,20191001,20191001,0,PS-010764121-008,OWNR
010764121C,9,20201001,20201001,0,PS-010764121-009,OWNR
010764121C,10,20211001,20211001,0,PS-010764121-010,OWNR
010764121C,11,20221001,20221003,0,PS-010764121-011,OWNR
010764121C,12,20231001,20231002,0,PS-010764121-012,OWNR
010764319C,9,20180915,20180917,0,PS-010764319-009,OWNR
010764319C,10,20190915,20190916,0,PS-010764319-010,OWNR
010764319C,11,20200915,20200915,0,PS-010764319-011,OWNR
010764319C,12,20210915,20210915,0,PS-010764319-012,OWNR
010764319C,13,20220915,20220915,0,PS-010764319-013,OWNR
010764319C,14,20230915,20230915,0,PS-010764319-014,OWNR
010764319C,15,20240915,20240916,0,PS-010764319-015,OWNR
010764319C,16,20250915,20250915,0,PS-010764319-016,OWNR
010764368C,9,20181001,20181001,0,PS-010764368-009,OWNR
010764368C,10,20191001,20191001,0,PS-010764368-010,OWNR
010764368C,11,20201001,20201001,0,PS-010764368-011,OWNR
010764368C,12,20211001,20211001,0,PS-010764368-012,OWNR
010764368C,13,20221001,20221003,0,PS-010764368-013,OWNR
010764368C,14,20231001,20231002,0,PS-010764368-014,OWNR
010764368C,15,20241001,20241001,0,PS-010764368-015,OWNR
010764368C,16,20251001,20251001,0,PS-010764368-016,OWNR
010764369C,9,20181001,20181001,0,PS-010764369-009,OWNR
010764369C,10,20191001,20191001,0,PS-010764369-010,OWNR
010764369C,11,20201001,20201001,0,PS-010764369-011,OWNR
010764369C,12,20211001,20211001,0,PS-010764369-012,OWNR
010764369C,13,20221001,20221003,0,PS-010764369-013,OWNR
010764369C,14,20231001,20231002,0,PS-010764369-014,OWNR
010764369C,15,20241001,20241001,0,PS-010764369-015,OWNR
010764369C,16,20251001,20251001,0,PS-010764369-016,OWNR
010764374C,3,20181001,20181001,0,PS-010764374-003,OWNR
010764374C,4,20191001,20191001,0,PS-010764374-004,OWNR
010764385C,4,20181001,20181001,0,PS-010764385-004,OWNR
010764385C,5,20191001,20191001,0,PS-010764385-005,OWNR
010764385C,6,20201001,20201001,0,PS-010764385-006,OWNR
010764400C,2,20181001,20181001,0,PS-010764400-002,OWNR
010764684C,9,20180919,20180919,0,PS-010764684-009,OWNR
010764684C,10,20190919,20190919,0,PS-010764684-010,OWNR
010764684C,11,20200919,20200921,0,PS-010764684-011,OWNR
010764684C,12,20210919,20210920,0,PS-010764684-012,OWNR
010764684C,13,20220919,20220919,0,PS-010764684-013,OWNR
010764684C,14,20230919,20230919,0,PS-010764684-014,OWNR
010764684C,15,20240919,20240919,0,PS-010764684-015,OWNR
010764684C,16,20250919,20250919,0,PS-010764684-016,OWNR
010764810C,9,20180915,20180917,0,PS-010764810-009,OWNR
010764810C,10,20190915,20190916,0,PS-010764810-010,OWNR
010764810C,11,20200915,20200915,0,PS-010764810-011,OWNR
010764810C,12,20210915,20210915,0,PS-010764810-012,OWNR
010764810C,13,20220915,20220915,0,PS-010764810-013,OWNR
010764810C,14,20230915,20230915,0,PS-010764810-014,OWNR
010764810C,15,20240915,20240916,0,PS-010764810-015,OWNR
010764810C,16,20250915,20250915,0,PS-010764810-016,OWNR
010764812C,7,20180915,20180917,0,PS-010764812-007,OWNR
010764812C,8,20190915,20190916,0,PS-010764812-008,OWNR
010764812C,9,20200915,20200915,0,PS-010764812-009,OWNR
010764812C,10,20210915,20210915,0,PS-010764812-010,OWNR
010764812C,11,20220915,20220915,0,PS-010764812-011,OWNR
010764812C,12,20231004,20231004,0,PS-010764812-012,OWNR
010764818C,9,20180915,20180917,0,PS-010764818-009,OWNR
010764818C,10,20190915,20190916,0,PS-010764818-010,OWNR
010764818C,11,20200915,20200915,0,PS-010764818-011,OWNR
010764818C,12,20210915,20210915,0,PS-010764818-012,OWNR
010764818C,13,20220915,20220915,0,PS-010764818-013,OWNR
010764818C,14,20230915,20230915,0,PS-010764818-014,OWNR
010764818C,15,20240915,20240916,0,PS-010764818-015,OWNR
010764818C,16,20250915,20250915,0,PS-010764818-016,OWNR
010764837C,8,20181001,20181001,0,PS-010764837-008,OWNR
010764837C,9,20191001,20191001,0,PS-010764837-009,OWNR
010764837C,10,20201001,20201001,0,PS-010764837-010,OWNR
010764837C,11,20211001,20211001,0,PS-010764837-011,OWNR
010764837C,12,20221001,20221003,0,PS-010764837-012,OWNR
010764837C,13,20231001,20231002,0,PS-010764837-013,OWNR
010764837C,14,20241001,20241001,0,PS-010764837-014,OWNR
010764842C,3,20181001,20181001,0,PS-010764842-003,OWNR
010764842C,4,20191001,20191001,0,PS-010764842-004,OWNR
010765198C,2,20181001,20181001,0,PS-010765198-002,OWNR
010765318C,9,20181015,20181015,0,PS-010765318-009,OWNR
010765318C,10,20191015,20191015,0,PS-010765318-010,OWNR
010765318C,11,20201015,20201015,0,PS-010765318-011,OWNR
010765318C,12,20211015,20211015,0,PS-010765318-012,OWNR
010765318C,13,20221015,20221017,0,PS-010765318-013,OWNR
010765318C,14,20231015,20231016,0,PS-010765318-014,OWNR
010765318C,15,20241015,20241015,0,PS-010765318-015,OWNR
010765318C,16,20251015,20251015,0,PS-010765318-016,OWNR
010765320C,9,20181015,20181015,0,PS-010765320-009,OWNR
010765320C,10,20191015,20191015,0,PS-010765320-010,OWNR
010765320C,11,20201015,20201015,0,PS-010765320-011,OWNR
010765320C,12,20211015,20211015,0,PS-010765320-012,OWNR
010765320C,13,20221015,20221017,0,PS-010765320-013,OWNR
010765320C,14,20231015,20231016,0,PS-010765320-014,OWNR
010765320C,15,20241015,20241015,0,PS-010765320-015,OWNR
010765320C,16,20251015,20251015,0,PS-010765320-016,OWNR
010765339C,9,20181001,20181109,0,PS-010765339-009,OWNR
010765339C,10,20191001,20191001,0,PS-010765339-010,OWNR
010765339C,11,20201001,20201001,0,PS-010765339-011,OWNR
010765339C,12,20211001,20211001,0,PS-010765339-012,OWNR
010765339C,13,20221001,20221003,0,PS-010765339-013,OWNR
010765339C,14,20231001,20231002,0,PS-010765339-014,OWNR
010765339C,15,20241001,20241001,0,PS-010765339-015,OWNR
010765339C,16,20251001,20251001,0,PS-010765339-016,OWNR
010766554C,9,20181003,20181003,0,PS-010766554-009,OWNR
010766554C,10,20191003,20191003,0,PS-010766554-010,OWNR
010766554C,11,20201003,20201005,0,PS-010766554-011,OWNR
010766554C,12,20211003,20211004,0,PS-010766554-012,OWNR
010766554C,13,20221003,20221003,0,PS-010766554-013,OWNR
010766554C,14,20231003,20231003,0,PS-010766554-014,OWNR
010766554C,15,20241003,20241003,0,PS-010766554-015,OWNR
010766554C,16,20251003,20251003,0,PS-010766554-016,OWNR
010766898C,9,20181101,20181101,0,PS-010766898-009,OWNR
010766898C,10,20191101,20191101,0,PS-010766898-010,OWNR
010766898C,11,20201101,20201102,0,PS-010766898-011,OWNR
010766898C,12,20211101,20211101,0,PS-010766898-012,OWNR
010766898C,13,20221101,20221101,0,PS-010766898-013,OWNR
010766898C,14,20231101,20231101,0,PS-010766898-014,OWNR
010766898C,15,20241101,20241101,0,PS-010766898-015,OWNR
010766898C,16,20251101,20251103,0,PS-010766898-016,OWNR
010766910C,4,20181101,20181101,0,PS-010766910-004,OWNR
010766910C,5,20191101,20191101,0,PS-010766910-005,OWNR
010766910C,6,20201101,20201102,0,PS-010766910-006,OWNR
010767172C,9,20181011,20181011,0,PS-010767172-009,OWNR
010767172C,10,20191011,20191011,0,PS-010767172-010,OWNR
010767172C,11,20201011,20201012,0,PS-010767172-011,OWNR
010767172C,12,20211011,20211011,0,PS-010767172-012,OWNR
010767172C,13,20221011,20221011,0,PS-010767172-013,OWNR
010767172C,14,20231011,20231011,0,PS-010767172-014,OWNR
