mpolicy,policy_digits,population,is_teacher_death,cso_total_paid,death_mpaid,death_mintamt,death_rows,death_claimstats,payee_sum_mamount,payee_rows,residual_cso_minus_death_mpaid,payee_minus_death_mpaid,non_death_rows,non_death_families,non_death_mpaid_sum_DO_NOT_ADD_TO_CSO,pactg_row_count,pactg_layer_totals_json,proposed_rule_class,proposed_rule_note,cso_plan_code,cso_last_pd_date
9010431738C,9010431738,AVAILABLE_MATCH,N,8655.45,8655.45,0.0,1,2,8655.45,1,0.0,0.0,0,,0.0,4,"{""clearing_death"": 8617.4, ""interest_death_benefit"": 38.05, ""payout_death_claim_payment"": 8655.45}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2019-08-15 00:00:00
9010431973C,9010431973,MISSING_ERIC_SUPPLY,N,5384.54,0.0,0.0,0,,0.0,0,5384.54,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,167002,2017-03-27 00:00:00
9010432782C,9010432782,AVAILABLE_MATCH,N,10394.33,10394.33,0.0,1,2,10394.33,1,0.0,0.0,0,,0.0,20,"{""clearing_death"": 10394.33, ""payout_death_claim_payment"": 10394.33, ""unclassified"": 569.38}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167002,2019-05-02 00:00:00
9010433397C,9010433397,MISSING_ERIC_SUPPLY,N,6481.26,0.0,0.0,0,,0.0,0,6481.26,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,167002,2017-11-10 00:00:00
9010433786C,9010433786,AVAILABLE_MATCH,N,10592.28,10592.28,0.0,1,2,10592.28,2,0.0,0.0,0,,0.0,5,"{""clearing_death"": 10568.35, ""interest_death_benefit"": 23.93, ""payout_death_claim_payment"": 10592.28}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2018-05-31 00:00:00
9010434419C,9010434419,AVAILABLE_MATCH,N,5603.16,5603.16,0.0,1,2,5603.16,1,0.0,0.0,0,,0.0,84,"{""clearing_death"": 5603.16, ""payout_death_claim_payment"": 5603.16, ""unclassified"": 1639.29}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2024-03-27 00:00:00
9010434747C,9010434747,IN_OUTPUT_NO_DEATH_HEADER,N,8205.59,0.0,0.0,0,,16411.19,8,8205.59,16411.19,1,DISBURSEMENT,16411.19,16,"{""clearing_death"": 12202.39, ""interest_death_benefit"": 106.0, ""payout_death_claim_payment"": 16411.19, ""payout_related"": 8205.6}",NO_DEATH_CLAIM_ROW,Policy in Output but no DEATH_CLAIM/CLAIMSTAT 1|2 header; do not use PS/surrender amounts,167002,2019-07-22 00:00:00
9010434876C,9010434876,AVAILABLE_MATCH,N,9032.41,9032.41,0.0,1,2,9032.41,4,0.0,0.0,0,,0.0,6,"{""clearing_death"": 9032.41, ""payout_death_claim_payment"": 9032.41}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2023-04-06 00:00:00
9010435466C,9010435466,AVAILABLE_MATCH,N,5232.9,5232.9,0.0,1,2,5232.9,1,0.0,0.0,0,,0.0,3,"{""clearing_death"": 5232.9, ""payout_death_claim_payment"": 5232.9}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167002,2019-11-07 00:00:00
9010436044C,9010436044,AVAILABLE_MATCH,N,8604.11,8604.11,0.0,1,2,8604.11,1,0.0,0.0,0,,0.0,16,"{""clearing_death"": 8468.36, ""interest_death_benefit"": 135.75, ""payout_death_claim_payment"": 8604.11, ""unclassified"": 225.81}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167002,2019-03-13 00:00:00
9010436599C,9010436599,AVAILABLE_MATCH,N,1113.76,1113.76,0.0,1,2,1113.76,1,0.0,0.0,0,,0.0,3,"{""clearing_death"": 970.54, ""interest_death_benefit"": 143.22, ""payout_death_claim_payment"": 1113.76}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2022-08-09 00:00:00
9010436691C,9010436691,AVAILABLE_MATCH,N,5556.76,5556.76,0.0,1,2,5556.76,2,0.0,0.0,0,,0.0,5,"{""clearing_death"": 5528.03, ""interest_death_benefit"": 28.73, ""payout_death_claim_payment"": 5556.76}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167002,2021-01-20 00:00:00
9010436727C,9010436727,AVAILABLE_MATCH,N,6152.21,6152.21,0.0,1,2,6152.21,1,0.0,0.0,0,,0.0,3,"{""clearing_death"": 6152.21, ""payout_death_claim_payment"": 6152.21}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167002,2024-04-10 00:00:00
9010436955C,9010436955,AVAILABLE_MATCH,N,8082.47,8082.47,0.0,1,2,8082.47,2,0.0,0.0,0,,0.0,33,"{""clearing_death"": 7975.49, ""interest_death_benefit"": 106.98, ""payout_death_claim_payment"": 8082.47, ""unclassified"": 613.56}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2024-01-25 00:00:00
9010436956C,9010436956,MISSING_ERIC_SUPPLY,N,8100.0,0.0,0.0,0,,0.0,0,8100.0,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,167002,2017-09-11 00:00:00
9010437271C,9010437271,MISSING_ERIC_SUPPLY,N,9366.71,0.0,0.0,0,,0.0,0,9366.71,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,167001,2017-01-20 00:00:00
9010437335C,9010437335,AVAILABLE_MATCH,N,9730.59,9730.59,0.0,1,2,9730.59,1,0.0,0.0,0,,0.0,84,"{""clearing_death"": 9683.02, ""interest_death_benefit"": 47.57, ""payout_death_claim_payment"": 9730.59, ""unclassified"": 1685.38}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2024-05-08 00:00:00
9010437794C,9010437794,AVAILABLE_MATCH,N,5233.31,5233.31,0.0,1,2,5233.31,1,0.0,0.0,0,,0.0,3,"{""clearing_death"": 5233.31, ""payout_death_claim_payment"": 5233.31}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2021-03-02 00:00:00
9010438325C,9010438325,AVAILABLE_MATCH,N,4063.27,4063.27,0.0,1,2,4063.27,1,0.0,0.0,0,,0.0,19,"{""clearing_death"": 4022.0, ""interest_death_benefit"": 41.27, ""payout_death_claim_payment"": 4063.27, ""unclassified"": 374.4}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167002,2024-03-22 00:00:00
9010438821C,9010438821,AVAILABLE_MATCH,N,15476.47,15476.47,0.0,1,2,0.0,0,0.0,-15476.47,0,,0.0,32,"{""clearing_death"": 23668.84, ""interest_death_benefit"": 63.07, ""loan_interest_capitalized"": 422.57, ""loan_unearned_interest_income"": 206.3, ""payout_death_claim_payment"": 15476.47, ""unclassified"": 897.78}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167002,2019-05-03 00:00:00
9010438942C,9010438942,AVAILABLE_MATCH,N,5187.31,5187.31,0.0,1,2,5187.31,1,0.0,0.0,0,,0.0,3,"{""clearing_death"": 5187.31, ""payout_death_claim_payment"": 5187.31}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2023-01-18 00:00:00
9010439527C,9010439527,AVAILABLE_MATCH,N,6135.83,6135.83,0.0,1,2,6135.83,1,0.0,0.0,0,,0.0,32,"{""clearing_death"": 6135.83, ""payout_death_claim_payment"": 6135.83, ""unclassified"": 519.37}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167002,2020-03-16 00:00:00
9010439836C,9010439836,AVAILABLE_MATCH,N,19046.05,19046.05,0.0,1,2,19046.05,1,0.0,0.0,0,,0.0,28,"{""clearing_death"": 19046.05, ""payout_death_claim_payment"": 19046.05, ""unapplied_intraco"": 3712.0, ""unclassified"": 1843.1}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,166102,2025-09-10 00:00:00
9010440345C,9010440345,AVAILABLE_MATCH,N,6520.25,6520.25,0.0,1,2,6520.25,2,0.0,0.0,0,,0.0,5,"{""clearing_death"": 6480.43, ""interest_death_benefit"": 39.82, ""payout_death_claim_payment"": 6520.25}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167002,2022-10-19 00:00:00
9010440370C,9010440370,AVAILABLE_MATCH,N,10545.74,10545.74,0.0,1,2,10545.74,3,0.0,0.0,0,,0.0,62,"{""clearing_death"": 10495.17, ""interest_death_benefit"": 50.57, ""payout_death_claim_payment"": 10545.74, ""unclassified"": 1074.82}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2022-03-14 00:00:00
9010441571C,9010441571,MISSING_ERIC_SUPPLY,N,5218.23,0.0,0.0,0,,0.0,0,5218.23,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,167002,2017-12-14 00:00:00
9010441927C,9010441927,AVAILABLE_MATCH,N,9352.26,9352.26,0.0,1,2,9352.26,2,0.0,0.0,0,,0.0,46,"{""clearing_death"": 9352.26, ""payout_death_claim_payment"": 9352.26, ""unclassified"": 781.19}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2021-03-02 00:00:00
9010442230C,9010442230,AVAILABLE_MATCH,N,30774.01,30774.01,0.0,1,2,30774.01,1,0.0,0.0,0,,0.0,107,"{""clearing_death"": 30774.01, ""payout_death_claim_payment"": 30774.01, ""unclassified"": 4759.58}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167002,2025-10-03 00:00:00
9010442303C,9010442303,MISSING_ERIC_SUPPLY,N,5292.98,0.0,0.0,0,,0.0,0,5292.98,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,167001,2017-06-27 00:00:00
9010442552C,9010442552,MISSING_ERIC_SUPPLY,N,4716.41,0.0,0.0,0,,0.0,0,4716.41,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,167001,2024-07-31 00:00:00
9010443109C,9010443109,AVAILABLE_MATCH,N,5504.36,5504.36,0.0,1,2,0.0,0,0.0,-5504.36,0,,0.0,66,"{""clearing_death"": 6935.58, ""interest_death_benefit"": 28.46, ""loan_interest_capitalized"": 220.84, ""loan_unearned_interest_income"": 117.99, ""payout_death_claim_payment"": 5504.36, ""unapplied_intraco"": 221.32, ""unclassified"": 795.63}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167002,2021-07-01 00:00:00
9010443816C,9010443816,AVAILABLE_MATCH,N,7070.43,7070.43,0.0,1,2,7070.43,1,0.0,0.0,0,,0.0,12,"{""clearing_death"": 7070.43, ""payout_death_claim_payment"": 7070.43, ""unclassified"": 70.0}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2018-07-31 00:00:00
9010444207C,9010444207,AVAILABLE_MATCH,N,12591.98,12591.98,0.0,1,2,12591.98,1,0.0,0.0,0,,0.0,60,"{""clearing_death"": 12554.15, ""interest_death_benefit"": 37.83, ""payout_death_claim_payment"": 12591.98, ""unclassified"": 1145.15}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2022-04-06 00:00:00
9010445074C,9010445074,AVAILABLE_MATCH,N,14646.79,14646.79,0.0,1,2,14646.79,1,0.0,0.0,0,,0.0,58,"{""clearing_death"": 14646.79, ""payout_death_claim_payment"": 14646.79, ""unapplied_intraco"": 1526.4, ""unclassified"": 1016.5}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167002,2024-07-17 00:00:00
9010445091C,9010445091,AVAILABLE_MATCH,N,10431.16,10431.16,0.0,1,2,10431.16,1,0.0,0.0,0,,0.0,56,"{""clearing_death"": 10431.16, ""payout_death_claim_payment"": 10431.16, ""unapplied_intraco"": 21.6, ""unclassified"": 912.78}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2021-10-01 00:00:00
9010445131C,9010445131,AVAILABLE_MATCH,N,5644.66,5644.66,0.0,1,2,5644.66,1,0.0,0.0,0,,0.0,2,"{""clearing_death"": 5644.66, ""payout_death_claim_payment"": 5644.66}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167002,2020-12-17 00:00:00
9010445351C,9010445351,AVAILABLE_MATCH,N,13162.38,13162.38,0.0,1,2,13162.38,1,0.0,0.0,0,,0.0,20,"{""clearing_death"": 13162.38, ""payout_death_claim_payment"": 13162.38, ""unclassified"": 389.72}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2019-01-29 00:00:00
9010445719C,9010445719,AVAILABLE_MATCH,N,12296.69,12296.69,0.0,1,2,12296.69,4,0.0,0.0,0,,0.0,7,"{""clearing_death"": 12249.21, ""interest_death_benefit"": 47.48, ""payout_death_claim_payment"": 12296.69}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167002,2018-04-27 00:00:00
9010446638C,9010446638,AVAILABLE_MATCH,N,26096.36,26096.36,0.0,1,2,26096.36,1,0.0,0.0,0,,0.0,33,"{""clearing_death"": 25497.64, ""interest_death_benefit"": 598.72, ""payout_death_claim_payment"": 26096.36, ""reversal"": 336.85, ""unapplied_intraco"": 1526.4, ""unclassified"": 648.96}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2021-06-22 00:00:00
9010447574C,9010447574,AVAILABLE_MATCH,N,11638.78,11638.78,0.0,1,2,11638.78,1,0.0,0.0,0,,0.0,4,"{""clearing_death"": 11602.57, ""interest_death_benefit"": 36.21, ""payout_death_claim_payment"": 11638.78}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167002,2021-04-13 00:00:00
9010447575C,9010447575,MISSING_ERIC_SUPPLY,N,1684.23,0.0,0.0,0,,0.0,0,1684.23,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,167001,2022-09-19 00:00:00
9010449050C,9010449050,AVAILABLE_MATCH,N,8717.61,8717.61,0.0,1,2,8717.61,1,0.0,0.0,0,,0.0,19,"{""clearing_death"": 8635.83, ""interest_death_benefit"": 81.78, ""payout_death_claim_payment"": 8717.61, ""unclassified"": 225.41}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2018-10-24 00:00:00
9010449074C,9010449074,AVAILABLE_MATCH,N,5800.49,5800.49,0.0,1,2,5800.49,1,0.0,0.0,0,,0.0,30,"{""clearing_death"": 5800.49, ""payout_death_claim_payment"": 5800.49, ""unapplied_intraco"": 75.6, ""unclassified"": 209.31}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2019-08-07 00:00:00
9010449075C,9010449075,AVAILABLE_MATCH,N,3114.19,3114.19,0.0,1,2,3114.19,1,0.0,0.0,0,,0.0,16,"{""clearing_death"": 3114.19, ""payout_death_claim_payment"": 3114.19, ""unclassified"": 105.33}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167002,2019-02-19 00:00:00
9010449512C,9010449512,AVAILABLE_MATCH,N,4718.07,4718.07,0.0,1,2,4718.07,2,0.0,0.0,0,,0.0,5,"{""clearing_death"": 4694.81, ""interest_death_benefit"": 23.26, ""payout_death_claim_payment"": 4718.07}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167002,2020-05-27 00:00:00
9010449559C,9010449559,MISSING_ERIC_SUPPLY,N,7316.82,0.0,0.0,0,,0.0,0,7316.82,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,167002,2019-02-13 00:00:00
9010449959C,9010449959,AVAILABLE_MATCH,N,10397.25,10397.25,0.0,1,2,10397.25,1,0.0,0.0,0,,0.0,3,"{""clearing_death"": 10397.25, ""payout_death_claim_payment"": 10397.25}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2020-06-16 00:00:00
9010451215C,9010451215,AVAILABLE_MATCH,N,13033.03,13033.03,0.0,1,2,13033.03,1,0.0,0.0,0,,0.0,72,"{""clearing_death"": 13033.03, ""payout_death_claim_payment"": 13033.03, ""unclassified"": 889.44}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,166400,2023-08-22 00:00:00
9010452516C,9010452516,AVAILABLE_MATCH,N,16545.56,16545.56,0.0,1,2,16545.56,2,0.0,0.0,0,,0.0,24,"{""clearing_death"": 16441.0, ""interest_death_benefit"": 104.56, ""payout_death_claim_payment"": 16545.56, ""unclassified"": 568.61}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167002,2019-05-14 00:00:00
9010453017C,9010453017,MISSING_ERIC_SUPPLY,N,3526.14,0.0,0.0,0,,0.0,0,3526.14,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,167002,2017-08-29 00:00:00
9010454002C,9010454002,AVAILABLE_MISMATCH,N,6869.42,6809.47,0.0,1,2,6809.47,1,59.95,0.0,0,,0.0,54,"{""clearing_death"": 18303.94, ""interest_death_benefit"": 59.95, ""loan_interest_capitalized"": 317.71, ""loan_principal_interest"": 1171.25, ""loan_unearned_interest_income"": 35.45, ""payout_death_claim_payment"": 20488.36, ""reinstatement_endow_loop"": 7980.72, ""unapplied_intraco"": 1792.52, ""unclassified"": 642.52}",INTEREST_IN_CHECK_REVIEW,Death-benefit interest layers present; keep out of MINTAMT,167002,2023-07-20 00:00:00
9010455617C,9010455617,AVAILABLE_MATCH,N,8671.31,8671.31,0.0,1,2,0.0,0,0.0,-8671.31,0,,0.0,21,"{""clearing_death"": 4622.0, ""dividend_interest"": 396.18, ""dividend_on_deposit"": 4015.87, ""interest_death_benefit"": 33.44, ""payout_death_claim_payment"": 8671.31, ""unapplied_intraco"": 690.48}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,166400,2021-02-10 00:00:00
9010456190C,9010456190,MISSING_ERIC_SUPPLY,N,3955.3,0.0,0.0,0,,0.0,0,3955.3,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,167002,2018-05-17 00:00:00
9010456928C,9010456928,AVAILABLE_MATCH,N,15021.38,15021.38,0.0,1,2,15021.38,1,0.0,0.0,0,,0.0,107,"{""clearing_death"": 15021.38, ""payout_death_claim_payment"": 15021.38, ""unclassified"": 2083.72}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2025-09-16 00:00:00
9010457290C,9010457290,MISSING_ERIC_SUPPLY,N,9081.62,0.0,0.0,0,,0.0,0,9081.62,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,167001,2017-02-10 00:00:00
9010457291C,9010457291,MISSING_ERIC_SUPPLY,N,8829.12,0.0,0.0,0,,0.0,0,8829.12,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,167002,2022-01-05 00:00:00
9010457537C,9010457537,AVAILABLE_MATCH,N,8536.83,8536.83,0.0,1,2,8536.83,1,0.0,0.0,0,,0.0,73,"{""clearing_death"": 8486.53, ""interest_death_benefit"": 50.3, ""payout_death_claim_payment"": 8536.83, ""unclassified"": 683.8}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2023-03-09 00:00:00
9010457603C,9010457603,AVAILABLE_MATCH,N,13625.64,13625.64,0.0,1,2,13625.64,1,0.0,0.0,0,,0.0,16,"{""clearing_death"": 13585.89, ""interest_death_benefit"": 39.75, ""payout_death_claim_payment"": 13625.64, ""unclassified"": 253.48}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167002,2018-11-01 00:00:00
9010458406C,9010458406,MISSING_ERIC_SUPPLY,N,13872.47,0.0,0.0,0,,0.0,0,13872.47,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,167002,2017-10-25 00:00:00
9010458484C,9010458484,MISSING_ERIC_SUPPLY,N,11944.43,0.0,0.0,0,,0.0,0,11944.43,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,166400,2017-04-25 00:00:00
9010458610C,9010458610,MISSING_ERIC_SUPPLY,N,7764.19,0.0,0.0,0,,0.0,0,7764.19,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,167001,2017-08-31 00:00:00
9010458657C,9010458657,AVAILABLE_MATCH,N,5056.24,5056.24,0.0,1,2,5056.24,1,0.0,0.0,0,,0.0,26,"{""clearing_death"": 5056.24, ""payout_death_claim_payment"": 5056.24, ""unclassified"": 391.16}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,166400,2019-11-07 00:00:00
9010459164C,9010459164,AVAILABLE_MATCH,N,4720.67,4720.67,0.0,1,2,4720.67,1,0.0,0.0,0,,0.0,4,"{""clearing_death"": 4704.47, ""interest_death_benefit"": 16.2, ""payout_death_claim_payment"": 4720.67}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2018-06-07 00:00:00
9010459653C,9010459653,AVAILABLE_MATCH,N,14892.78,14892.78,0.0,1,2,14892.78,3,0.0,0.0,0,,0.0,38,"{""clearing_death"": 14821.37, ""interest_death_benefit"": 71.41, ""payout_death_claim_payment"": 14892.78, ""unapplied_intraco"": 1504.8, ""unclassified"": 1220.74}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167002,2024-04-26 00:00:00
9010459724C,9010459724,MISSING_ERIC_SUPPLY,N,14981.2,0.0,0.0,0,,0.0,0,14981.2,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,167002,2017-02-16 00:00:00
9010459970C,9010459970,AVAILABLE_MATCH,N,3580.0,3580.0,0.0,1,2,3580.0,1,0.0,0.0,0,,0.0,4,"{""clearing_death"": 3580.0, ""payout_death_claim_payment"": 3580.0, ""payout_related"": 104.43, ""unapplied_intraco"": 104.43}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167002,2019-07-18 00:00:00
9010460189C,9010460189,MISSING_ERIC_SUPPLY,N,4575.75,0.0,0.0,0,,0.0,0,4575.75,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,167002,2017-05-09 00:00:00
9010460652C,9010460652,AVAILABLE_MATCH,N,9589.97,9589.97,0.0,1,2,9589.97,1,0.0,0.0,0,,0.0,4,"{""clearing_death"": 9555.68, ""interest_death_benefit"": 34.29, ""payout_death_claim_payment"": 9589.97}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2019-08-06 00:00:00
9010461689C,9010461689,AVAILABLE_MATCH,N,11929.48,11929.48,0.0,1,2,11929.48,1,0.0,0.0,0,,0.0,4,"{""clearing_death"": 11889.07, ""interest_death_benefit"": 40.41, ""payout_death_claim_payment"": 11929.48}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167002,2021-10-22 00:00:00
9010462483C,9010462483,MISSING_ERIC_SUPPLY,N,7731.11,0.0,0.0,0,,0.0,0,7731.11,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,167001,2017-03-20 00:00:00
9010463161C,9010463161,AVAILABLE_MATCH,N,27041.2,27041.2,0.0,1,2,27041.2,3,0.0,0.0,0,,0.0,5,"{""clearing_death"": 27041.2, ""payout_death_claim_payment"": 27041.2}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,166300,2022-02-24 00:00:00
9010463420C,9010463420,MISSING_ERIC_SUPPLY,N,3599.65,0.0,0.0,0,,0.0,0,3599.65,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,167002,2018-02-14 00:00:00
9010463552C,9010463552,MISSING_ERIC_SUPPLY,N,17091.21,0.0,0.0,0,,0.0,0,17091.21,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,167001,2018-01-02 00:00:00
9010464265C,9010464265,AVAILABLE_MATCH,N,6850.39,6850.39,0.0,1,2,6850.39,1,0.0,0.0,0,,0.0,14,"{""clearing_death"": 6822.48, ""interest_death_benefit"": 27.91, ""payout_death_claim_payment"": 6850.39, ""reversal"": 67.98, ""unclassified"": 35.0}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167002,2018-07-25 00:00:00
9010464590C,9010464590,AVAILABLE_MATCH,N,3044.59,3044.59,0.0,1,2,3044.59,4,0.0,0.0,0,,0.0,6,"{""clearing_death"": 2661.92, ""interest_death_benefit"": 382.67, ""payout_death_claim_payment"": 3044.59}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,167001,2023-06-14 00:00:00
