mpolicy,population,policy_digits,effective_date,debit_code,credit_code,debit_account,credit_account,trans_amount,date_reversed,reversal_code,layer_class
9010371171C,AVAILABLE_MATCH,9010371171,20190501,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20190601,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20190701,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20190801,0517,0112,906103R,406203S,163.45,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20190801,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20190901,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20191001,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20191101,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20191201,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20200101,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20200201,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20200301,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20200401,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20200501,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20200601,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20200701,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20200801,0517,0112,906103R,406203S,166.79,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20200801,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20200901,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20201001,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20201101,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20201201,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20210101,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20210201,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20210301,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20210401,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20210501,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20210601,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20210701,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20210801,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20210801,0517,0112,906103R,406203S,170.2,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20210901,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20211001,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20211101,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20211201,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20220101,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20220201,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20220301,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20220401,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20220501,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20220601,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20220701,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20220801,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20220801,0517,0112,906103R,406203S,173.55,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20220901,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20221001,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20221101,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20221201,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20230101,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20230201,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20230301,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20230401,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20230501,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20230601,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20230701,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20230801,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20230801,0517,0112,906103R,406203S,176.89,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20230901,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20231001,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20231101,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20231201,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20240101,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20240201,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20240301,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20240401,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20240501,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20240601,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20240701,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20240801,0046,0110,1018,400103R,10.0,0,,unclassified
9010371171C,AVAILABLE_MATCH,9010371171,20240801,0517,0112,906103R,406203S,180.23,20240809,Y,reversal
9010371171C,AVAILABLE_MATCH,9010371171,20240624,0530,0038,600103R,2032,6381.68,0,,clearing_death
9010371171C,AVAILABLE_MATCH,9010371171,20240624,0530,0038,600103R,2032,6430.0,0,,clearing_death
9010371171C,AVAILABLE_MATCH,9010371171,20240624,0110,0038,400103R,2032,10.0,0,,clearing_death
9010371171C,AVAILABLE_MATCH,9010371171,20240624,0110,0038,400103R,2032,10.0,0,,clearing_death
9010371171C,AVAILABLE_MATCH,9010371171,20240624,0110,0038,400103R,2032,2.33,0,,clearing_death
9010371171C,AVAILABLE_MATCH,9010371171,20240624,0038,0094,2032,1058,12834.01,0,,payout_death_claim_payment
9010374779C,AVAILABLE_MATCH,9010374779,20180115,0046,0110,1018,400103R,10.0,0,,unclassified
9010374779C,AVAILABLE_MATCH,9010374779,20180215,0046,0110,1018,400103R,10.0,0,,unclassified
9010374779C,AVAILABLE_MATCH,9010374779,20180315,0046,0110,1018,400103R,10.0,0,,unclassified
9010374779C,AVAILABLE_MATCH,9010374779,20180415,0046,0110,1018,400103R,10.0,0,,unclassified
9010374779C,AVAILABLE_MATCH,9010374779,20180515,0046,0110,1018,400103R,10.0,0,,unclassified
9010374779C,AVAILABLE_MATCH,9010374779,20180615,0046,0110,1018,400103R,10.0,0,,unclassified
9010374779C,AVAILABLE_MATCH,9010374779,20180715,0046,0110,1018,400103R,10.0,0,,unclassified
9010374779C,AVAILABLE_MATCH,9010374779,20180815,0046,0110,1018,400103R,10.0,0,,unclassified
9010374779C,AVAILABLE_MATCH,9010374779,20180915,0046,0110,1018,400103R,10.0,0,,unclassified
9010374779C,AVAILABLE_MATCH,9010374779,20181015,0517,0112,906103R,406203S,128.7,0,,unclassified
9010374779C,AVAILABLE_MATCH,9010374779,20200530,0530,0038,600103R,2032,4005.43,0,,clearing_death
9010374779C,AVAILABLE_MATCH,9010374779,20200530,0530,0038,600103R,2032,4348.0,0,,clearing_death
9010374779C,AVAILABLE_MATCH,9010374779,20200530,0038,0094,2032,1058,8353.43,0,,payout_death_claim_payment
9010376540C,AVAILABLE_MISMATCH,9010376540,20181014,0530,0038,600103R,2032,3308.0,0,,clearing_death
9010376540C,AVAILABLE_MISMATCH,9010376540,20181014,0038,0094,2032,1058,5810.61,0,,payout_death_claim_payment
9010376540C,AVAILABLE_MISMATCH,9010376540,20181014,0530,0038,600103R,2032,2502.61,0,,clearing_death
9010376540C,AVAILABLE_MISMATCH,9010376540,20181014,0020,0530,1015,600103R,2502.61,0,,reinstatement_endow_loop
9010376540C,AVAILABLE_MISMATCH,9010376540,20181014,0530,0038,600103R,2032,2502.61,0,,clearing_death
9010376540C,AVAILABLE_MISMATCH,9010376540,20181014,0020,0530,1015,600103R,3308.0,0,,reinstatement_endow_loop
9010376540C,AVAILABLE_MISMATCH,9010376540,20190220,0094,0020,1058,1015,5810.61,0,,payout_death_claim_payment
9010376540C,AVAILABLE_MISMATCH,9010376540,20181014,0530,0038,600103R,2032,3308.0,0,,clearing_death
9010376540C,AVAILABLE_MISMATCH,9010376540,20181014,0630,0038,603803R,2032,85.54,0,,interest_death_benefit
9010376540C,AVAILABLE_MISMATCH,9010376540,20181014,0038,0094,2032,1058,5896.15,0,,payout_death_claim_payment
9010378829C,AVAILABLE_MATCH,9010378829,20210829,0530,0038,600103R,2032,5000.0,0,,clearing_death
9010378829C,AVAILABLE_MATCH,9010378829,20210829,0038,0094,2032,1058,7174.45,0,,payout_death_claim_payment
9010378829C,AVAILABLE_MATCH,9010378829,20210829,0530,0038,600103R,2032,2174.45,0,,clearing_death
9010382520C,AVAILABLE_MATCH,9010382520,20200820,0530,0038,600103R,2032,5000.0,0,,clearing_death
9010382520C,AVAILABLE_MATCH,9010382520,20200820,0038,0094,2032,1058,7807.24,0,,payout_death_claim_payment
9010382520C,AVAILABLE_MATCH,9010382520,20200820,0530,0038,600103R,2032,2807.24,0,,clearing_death
9010382931C,AVAILABLE_MATCH,9010382931,20180117,0044,0012,1061000044,2019,53.25,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20180117,0012,0110,2019,400103R,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20180115,0451,0412,7046,1017,0.1,0,,loan_unearned_interest_income
9010382931C,AVAILABLE_MATCH,9010382931,20180115,0012,0413,2019,1017,17.79,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20180115,0412,0451,1017,7046,0.09,0,,loan_interest_capitalized
9010382931C,AVAILABLE_MATCH,9010382931,20180117,0517,0112,906103R,406203S,173.2,0,,unclassified
9010382931C,AVAILABLE_MATCH,9010382931,20180117,0412,0451,1017,7046,17.79,0,,loan_interest_capitalized
9010382931C,AVAILABLE_MATCH,9010382931,20180417,0044,0012,1061000044,2019,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20180417,0012,0110,2019,400103R,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20180717,0044,0012,1061000044,2019,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20180717,0012,0110,2019,400103R,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20181017,0044,0012,1061000044,2019,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20181017,0012,0110,2019,400103R,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20190117,0517,0112,906103R,406203S,177.9,0,,unclassified
9010382931C,AVAILABLE_MATCH,9010382931,20190117,0412,0451,1017,7046,18.72,0,,loan_interest_capitalized
9010382931C,AVAILABLE_MATCH,9010382931,20190117,0044,0012,1061000044,2019,53.25,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20190117,0012,0110,2019,400103R,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20190117,0451,0412,7046,1017,18.72,0,,loan_unearned_interest_income
9010382931C,AVAILABLE_MATCH,9010382931,20190117,0012,0413,2019,1017,17.79,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20190117,0412,0451,1017,7046,17.79,0,,loan_interest_capitalized
9010382931C,AVAILABLE_MATCH,9010382931,20190417,0044,0012,1061000044,2019,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20190417,0012,0110,2019,400103R,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20190722,0049,0012,1061000049,2019,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20190717,0012,0110,2019,400103R,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20191029,0049,0012,1061000049,2019,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20191017,0012,0110,2019,400103R,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20200117,0517,0112,906103R,406203S,182.4,0,,unclassified
9010382931C,AVAILABLE_MATCH,9010382931,20200117,0412,0451,1017,7046,18.72,0,,loan_interest_capitalized
9010382931C,AVAILABLE_MATCH,9010382931,20200117,0044,0012,1061000044,2019,53.25,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20200117,0012,0110,2019,400103R,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20200129,0451,0412,7046,1017,18.12,0,,loan_unearned_interest_income
9010382931C,AVAILABLE_MATCH,9010382931,20200129,0012,0413,2019,1017,17.79,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20200129,0412,0451,1017,7046,17.22,0,,loan_interest_capitalized
9010382931C,AVAILABLE_MATCH,9010382931,20200416,0049,0012,1061000049,2019,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20200417,0012,0110,2019,400103R,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20200717,0049,0012,1061000049,2019,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20200717,0012,0110,2019,400103R,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20201014,0049,0012,1061000049,2019,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20201017,0012,0110,2019,400103R,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20210114,0412,0451,1017,7046,0.14,0,,loan_interest_capitalized
9010382931C,AVAILABLE_MATCH,9010382931,20210117,0044,0012,1061000044,2019,53.25,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20210117,0012,0110,2019,400103R,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20210114,0451,0412,7046,1017,0.15,0,,loan_unearned_interest_income
9010382931C,AVAILABLE_MATCH,9010382931,20210114,0012,0413,2019,1017,17.79,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20210117,0412,0451,1017,7046,17.79,0,,loan_interest_capitalized
9010382931C,AVAILABLE_MATCH,9010382931,20210117,0517,0112,906103R,406203S,186.7,0,,unclassified
9010382931C,AVAILABLE_MATCH,9010382931,20210416,0049,0012,1061000049,2019,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20210417,0012,0110,2019,400103R,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20210714,0049,0012,1061000049,2019,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20210717,0012,0110,2019,400103R,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20211026,0049,0012,1061000049,2019,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20211017,0012,0110,2019,400103R,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20220117,0412,0451,1017,7046,18.72,0,,loan_interest_capitalized
9010382931C,AVAILABLE_MATCH,9010382931,20220117,0517,0112,906103R,406203S,190.9,0,,unclassified
9010382931C,AVAILABLE_MATCH,9010382931,20220117,0044,0012,1061000044,2019,53.25,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20220117,0012,0110,2019,400103R,35.46,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20220126,0451,0412,7046,1017,18.27,0,,loan_unearned_interest_income
9010382931C,AVAILABLE_MATCH,9010382931,20220126,0012,0413,2019,1017,17.79,0,,unapplied_intraco
9010382931C,AVAILABLE_MATCH,9010382931,20220126,0412,0451,1017,7046,17.36,0,,loan_interest_capitalized
9010382931C,AVAILABLE_MATCH,9010382931,20220210,0530,0038,600103R,2032,10000.0,0,,clearing_death
9010382931C,AVAILABLE_MATCH,9010382931,20220210,0110,0038,400103R,2032,26.0,0,,clearing_death
9010382931C,AVAILABLE_MATCH,9010382931,20220210,0451,0412,7046,1017,16.65,0,,loan_unearned_interest_income
9010382931C,AVAILABLE_MATCH,9010382931,20220210,0038,0413,2032,1017,339.1,0,,clearing_death
9010382931C,AVAILABLE_MATCH,9010382931,20220210,0038,0094,2032,1058,17290.3,0,,payout_death_claim_payment
9010382931C,AVAILABLE_MATCH,9010382931,20220210,0530,0038,600103R,2032,7603.4,0,,clearing_death
9010385491C,AVAILABLE_MISMATCH,9010385491,20190501,0530,0038,600103R,2032,3170.0,0,,clearing_death
9010385491C,AVAILABLE_MISMATCH,9010385491,20190501,0630,0038,603803R,2032,496.56,0,,interest_death_benefit
9010385491C,AVAILABLE_MISMATCH,9010385491,20190501,0038,0094,2032,1058,1999.86,0,,payout_death_claim_payment
9010385491C,AVAILABLE_MISMATCH,9010385491,20190501,0038,0094,2032,1058,1999.86,0,,payout_death_claim_payment
9010385491C,AVAILABLE_MISMATCH,9010385491,20190501,0038,0094,2032,1058,1999.86,0,,payout_death_claim_payment
9010385491C,AVAILABLE_MISMATCH,9010385491,20190501,0530,0038,600103R,2032,2333.02,0,,clearing_death
9010385491C,AVAILABLE_MISMATCH,9010385491,20190501,0020,0530,1015,600103R,2333.02,0,,reinstatement_endow_loop
9010385491C,AVAILABLE_MISMATCH,9010385491,20190501,0530,0038,600103R,2032,2333.02,0,,clearing_death
9010385491C,AVAILABLE_MISMATCH,9010385491,20190501,0020,0530,1015,600103R,3170.0,0,,reinstatement_endow_loop
9010385491C,AVAILABLE_MISMATCH,9010385491,20190501,0020,0630,1015,603803R,496.56,0,,interest_death_benefit
9010385491C,AVAILABLE_MISMATCH,9010385491,20210707,0094,0020,1058,1015,5999.58,0,,payout_death_claim_payment
9010385491C,AVAILABLE_MISMATCH,9010385491,20190501,0530,0038,600103R,2032,3170.0,0,,clearing_death
9010385491C,AVAILABLE_MISMATCH,9010385491,20190501,0630,0038,603803R,2032,497.21,0,,interest_death_benefit
9010385491C,AVAILABLE_MISMATCH,9010385491,20190501,0038,0094,2032,1058,6000.23,0,,payout_death_claim_payment
9010389651C,AVAILABLE_MATCH,9010389651,20180101,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20180201,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20180301,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20180401,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20180501,0517,0112,906103R,406203S,292.84,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20180501,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20180601,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20180701,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20180801,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20180901,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20181001,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20181101,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20181201,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20190101,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20190201,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20190301,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20190401,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20190501,0517,0112,906103R,406203S,299.07,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20190501,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20190601,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20190701,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20190801,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20190901,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20191001,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20191101,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20191201,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20200101,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20200201,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20200301,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20200401,0046,0110,1018,400103R,20.0,0,,unclassified
9010389651C,AVAILABLE_MATCH,9010389651,20200501,0517,0112,906103R,406203S,305.08,0,,unclassified
