MPOLICY,MDEP_BEFORE,MDEP_AFTER,MINTYTD_BEFORE,MINTYTD_AFTER,MINTDATE_BEFORE,MINTDATE_AFTER,MDEPINT
010833595C,0.0,0.0,0.0,0.0,,,4.50
010833639C,0.0,0.0,0.0,0.0,,,4.50
010833737C,0.0,0.0,0.0,0.0,,,4.50
010833740C,0.0,0.0,0.0,0.0,,,4.50
010833858C,0.0,0.0,0.0,0.0,,,4.00
010833991C,0.0,0.0,0.0,0.0,,,4.50
010834096C,0.0,0.0,0.0,0.0,,,4.50
010834192C,0.0,0.0,0.0,0.0,,,4.50
010834193C,0.0,0.0,0.0,0.0,,,4.50
010834274C,0.0,0.0,0.0,0.0,,,4.50
010834344C,0.0,0.0,0.0,0.0,,,4.50
010834414C,0.0,0.0,0.0,0.0,,,4.50
010834430C,0.0,0.0,0.0,0.0,,,4.50
010834450C,0.0,0.0,0.0,0.0,,,4.00
010834451C,0.0,0.0,0.0,0.0,,,4.00
010834489C,0.0,0.0,0.0,0.0,,,4.50
010834574C,0.0,0.0,0.0,0.0,,,4.50
010834575C,0.0,0.0,0.0,0.0,,,4.50
010834689C,0.0,0.0,0.0,0.0,,,4.50
010834690C,0.0,0.0,0.0,0.0,,,4.50
010834719C,0.0,0.0,0.0,0.0,,,4.00
010834737C,0.0,0.0,0.0,0.0,,,4.50
010834745C,0.0,0.0,0.0,0.0,,,4.50
010835240C,0.0,0.0,0.0,0.0,,,4.50
010835310C,0.0,0.0,0.0,0.0,,,4.50
010835334C,0.0,0.0,0.0,0.0,,,4.50
010835632C,0.0,0.0,0.0,0.0,,,4.50
010835847C,0.0,0.0,0.0,0.0,,,4.00
010835891C,0.0,0.0,0.0,0.0,,,4.50
010835892C,0.0,0.0,0.0,0.0,,,4.50
010835949C,0.0,0.0,0.0,0.0,,,4.50
010836057C,0.0,0.0,0.0,0.0,,,4.50
010836094C,0.0,0.0,0.0,0.0,,,4.50
010836250C,0.0,0.0,0.0,0.0,,,4.50
010836252C,0.0,0.0,0.0,0.0,,,4.50
010836254C,0.0,0.0,0.0,0.0,,,4.50
010836265C,0.0,0.0,0.0,0.0,,,4.50
010836547C,0.0,0.0,0.0,0.0,,,4.50
010836582C,0.0,0.0,0.0,0.0,,,4.50
010836583C,0.0,0.0,0.0,0.0,,,4.50
010836584C,0.0,0.0,0.0,0.0,,,4.50
010836908C,0.0,0.0,0.0,0.0,,,4.50
010837136C,0.0,0.0,0.0,0.0,,,4.00
010837163C,0.0,0.0,0.0,0.0,,,4.50
010837522C,0.0,0.0,0.0,0.0,,,4.00
010837532C,0.0,0.0,0.0,0.0,,,4.50
010837733C,0.0,0.0,0.0,0.0,,,4.50
010837734C,0.0,0.0,0.0,0.0,,,4.50
010838037C,0.0,0.0,0.0,0.0,,,4.00
010838129C,0.0,0.0,0.0,0.0,,,4.00
010838364C,0.0,0.0,0.0,0.0,,,4.00
010838376C,0.0,0.0,0.0,0.0,,,4.50
010838654C,0.0,0.0,0.0,0.0,,,4.50
010838710C,0.0,0.0,0.0,0.0,,,4.50
010838834C,0.0,0.0,0.0,0.0,,,4.50
010838863C,0.0,0.0,0.0,0.0,,,4.50
010838982C,0.0,0.0,0.0,0.0,,,4.50
010839119C,0.0,0.0,0.0,0.0,,,4.50
010839122C,0.0,0.0,0.0,0.0,,,4.50
010839176C,0.0,0.0,0.0,0.0,,,4.50
010839177C,0.0,0.0,0.0,0.0,,,4.50
010839178C,0.0,0.0,0.0,0.0,,,4.50
010839234C,0.0,0.0,0.0,0.0,,,4.50
010839290C,0.0,0.0,0.0,0.0,,,4.50
010839714C,0.0,0.0,0.0,0.0,,,4.50
010839783C,0.0,0.0,0.0,0.0,,,4.50
010839784C,0.0,0.0,0.0,0.0,,,4.50
010839848C,0.0,0.0,0.0,0.0,,,4.00
010839849C,0.0,0.0,0.0,0.0,,,4.00
010840186C,0.0,0.0,0.0,0.0,,,4.00
010840404C,0.0,0.0,0.0,0.0,,,4.50
010840436C,0.0,0.0,0.0,0.0,,,4.50
010840477C,0.0,0.0,0.0,0.0,,,4.50
010840582C,0.0,0.0,0.0,0.0,,,4.50
010840772C,0.0,0.0,0.0,0.0,,,4.00
010840776C,0.0,0.0,0.0,0.0,,,4.50
010840778C,0.0,0.0,0.0,0.0,,,4.50
010840779C,0.0,0.0,0.0,0.0,,,4.50
010840780C,0.0,0.0,0.0,0.0,,,4.00
010840848C,0.0,0.0,0.0,0.0,,,4.50
010840971C,0.0,0.0,0.0,0.0,,,4.50
010841063C,0.0,0.0,0.0,0.0,,,4.00
010841124C,0.0,0.0,0.0,0.0,,,4.50
010841215C,0.0,0.0,0.0,0.0,,,4.00
010841345C,0.0,0.0,0.0,0.0,,,4.00
010841421C,0.0,0.0,0.0,0.0,,,4.50
010841422C,0.0,0.0,0.0,0.0,,,4.50
010841424C,0.0,0.0,0.0,0.0,,,4.50
010841470C,0.0,0.0,0.0,0.0,,,4.00
010841471C,0.0,0.0,0.0,0.0,,,4.00
010841760C,0.0,0.0,0.0,0.0,,,4.50
010841782C,0.0,0.0,0.0,0.0,,,4.50
010841783C,0.0,0.0,0.0,0.0,,,4.50
010841793C,0.0,0.0,0.0,0.0,,,4.50
010841972C,0.0,0.0,0.0,0.0,,,4.50
010841973C,0.0,0.0,0.0,0.0,,,4.00
010842016C,0.0,0.0,0.0,0.0,,,4.50
010842017C,0.0,0.0,0.0,0.0,,,4.50
010842026C,0.0,0.0,0.0,0.0,,,4.50
010842282C,0.0,0.0,0.0,0.0,,,4.50
010842284C,0.0,0.0,0.0,0.0,,,4.50
010842285C,0.0,0.0,0.0,0.0,,,4.50
010842291C,0.0,0.0,0.0,0.0,,,4.50
010842293C,0.0,0.0,0.0,0.0,,,4.50
010842315C,0.0,0.0,0.0,0.0,,,4.50
010842541C,0.0,0.0,0.0,0.0,,,4.50
010842641C,0.0,0.0,0.0,0.0,,,4.00
010842786C,0.0,0.0,0.0,0.0,,,4.50
010842857C,0.0,0.0,0.0,0.0,,,4.50
010842863C,0.0,0.0,0.0,0.0,,,4.50
010842962C,0.0,0.0,0.0,0.0,,,4.50
010842969C,0.0,0.0,0.0,0.0,,,4.50
010843092C,0.0,0.0,0.0,0.0,,,4.50
010843137C,0.0,0.0,0.0,0.0,,,4.50
010843233C,0.0,0.0,0.0,0.0,,,4.00
010843241C,0.0,0.0,0.0,0.0,,,4.50
010843280C,0.0,0.0,0.0,0.0,,,4.50
010843384C,0.0,0.0,0.0,0.0,,,4.00
010843553C,0.0,0.0,0.0,0.0,,,4.50
010843714C,0.0,0.0,0.0,0.0,,,4.50
010844069C,0.0,0.0,0.0,0.0,,,4.50
010844127C,0.0,0.0,0.0,0.0,,,4.50
010844236C,0.0,0.0,0.0,0.0,,,4.50
010844313C,0.0,0.0,0.0,0.0,,,4.50
010844322C,0.0,0.0,0.0,0.0,,,4.50
010844324C,0.0,0.0,0.0,0.0,,,4.50
010844402C,0.0,0.0,0.0,0.0,,,4.50
010844403C,0.0,0.0,0.0,0.0,,,4.50
010844428C,0.0,0.0,0.0,0.0,,,4.50
010844496C,0.0,0.0,0.0,0.0,,,4.50
010844499C,0.0,0.0,0.0,0.0,,,4.00
010844607C,0.0,0.0,0.0,0.0,,,4.50
010844919C,0.0,0.0,0.0,0.0,,,4.00
010845094C,0.0,0.0,0.0,0.0,,,4.50
010845099C,0.0,0.0,0.0,0.0,,,4.50
010845194C,0.0,0.0,0.0,0.0,,,4.00
010845307C,0.0,0.0,0.0,0.0,,,4.50
010845548C,0.0,0.0,0.0,0.0,,,4.50
010845706C,0.0,0.0,0.0,0.0,,,4.50
010845709C,0.0,0.0,0.0,0.0,,,4.50
010845716C,0.0,0.0,0.0,0.0,,,4.50
010845862C,0.0,0.0,0.0,0.0,,,4.50
010845863C,0.0,0.0,0.0,0.0,,,4.50
010845864C,0.0,0.0,0.0,0.0,,,4.50
010845878C,0.0,0.0,0.0,0.0,,,4.50
010845880C,0.0,0.0,0.0,0.0,,,4.50
010846244C,0.0,0.0,0.0,0.0,,,4.50
010846279C,0.0,0.0,0.0,0.0,,,4.50
010846459C,0.0,0.0,0.0,0.0,,,4.50
010846539C,0.0,0.0,0.0,0.0,,,4.50
010846679C,0.0,0.0,0.0,0.0,,,4.50
010846691C,0.0,0.0,0.0,0.0,,,4.50
010846692C,0.0,0.0,0.0,0.0,,,4.50
010846780C,0.0,0.0,0.0,0.0,,,4.00
010846781C,0.0,0.0,0.0,0.0,,,4.50
010846851C,0.0,0.0,0.0,0.0,,,4.50
010847118C,0.0,0.0,0.0,0.0,,,4.50
010847123C,0.0,0.0,0.0,0.0,,,4.50
010847191C,0.0,0.0,0.0,0.0,,,4.50
010847463C,0.0,0.0,0.0,0.0,,,4.50
010847466C,0.0,0.0,0.0,0.0,,,4.50
010847467C,0.0,0.0,0.0,0.0,,,4.50
010847479C,0.0,0.0,0.0,0.0,,,4.50
010847480C,0.0,0.0,0.0,0.0,,,4.50
010847481C,0.0,0.0,0.0,0.0,,,4.50
010847488C,0.0,0.0,0.0,0.0,,,4.50
010847570C,0.0,0.0,0.0,0.0,,,4.50
010847571C,0.0,0.0,0.0,0.0,,,4.50
010847947C,0.0,0.0,0.0,0.0,,,4.50
010848081C,0.0,0.0,0.0,0.0,,,4.00
010848085C,0.0,0.0,0.0,0.0,,,4.50
010848255C,0.0,0.0,0.0,0.0,,,4.50
010848256C,0.0,0.0,0.0,0.0,,,4.50
010848292C,0.0,0.0,0.0,0.0,,,4.50
010848296C,0.0,0.0,0.0,0.0,,,4.00
010848314C,0.0,0.0,0.0,0.0,,,4.50
010848398C,0.0,0.0,0.0,0.0,,,4.50
010848644C,0.0,0.0,0.0,0.0,,,4.50
010849121C,0.0,0.0,0.0,0.0,,,4.50
010849122C,0.0,0.0,0.0,0.0,,,4.50
010849221C,0.0,0.0,0.0,0.0,,,4.00
010849296C,0.0,0.0,0.0,0.0,,,4.50
010849667C,0.0,0.0,0.0,0.0,,,4.50
010849668C,0.0,0.0,0.0,0.0,,,4.50
010849672C,0.0,0.0,0.0,0.0,,,4.50
010849699C,0.0,0.0,0.0,0.0,,,4.50
010849880C,0.0,0.0,0.0,0.0,,,4.50
010849882C,0.0,0.0,0.0,0.0,,,4.50
010849977C,0.0,0.0,0.0,0.0,,,4.50
010850270C,0.0,0.0,0.0,0.0,,,4.50
010850345C,0.0,0.0,0.0,0.0,,,4.00
010850346C,0.0,0.0,0.0,0.0,,,4.00
010850347C,0.0,0.0,0.0,0.0,,,4.00
010850533C,0.0,0.0,0.0,0.0,,,4.50
010850817C,0.0,0.0,0.0,0.0,,,4.00
010850880C,0.0,0.0,0.0,0.0,,,4.50
010850881C,0.0,0.0,0.0,0.0,,,4.50
010851112C,0.0,0.0,0.0,0.0,,,4.50
010851148C,0.0,0.0,0.0,0.0,,,4.50
010851278C,0.0,0.0,0.0,0.0,,,4.50
010851577C,0.0,0.0,0.0,0.0,,,4.00
010851579C,0.0,0.0,0.0,0.0,,,4.50
010851580C,0.0,0.0,0.0,0.0,,,4.50
010851847C,0.0,0.0,0.0,0.0,,,4.50
010852357C,0.0,0.0,0.0,0.0,,,4.50
010852368C,0.0,0.0,0.0,0.0,,,4.00
010852709C,0.0,0.0,0.0,0.0,,,4.50
010852748C,0.0,0.0,0.0,0.0,,,4.50
010852865C,0.0,0.0,0.0,0.0,,,4.50
010852966C,0.0,0.0,0.0,0.0,,,4.50
010853070C,0.0,0.0,0.0,0.0,,,4.50
010853285C,0.0,0.0,0.0,0.0,,,4.50
010853287C,0.0,0.0,0.0,0.0,,,4.50
010853288C,0.0,0.0,0.0,0.0,,,4.50
010853539C,0.0,0.0,0.0,0.0,,,4.50
010854157C,0.0,0.0,0.0,0.0,,,4.50
010854307C,0.0,0.0,0.0,0.0,,,4.50
010854364C,0.0,0.0,0.0,0.0,,,4.50
010855165C,0.0,0.0,0.0,0.0,,,4.50
010855418C,0.0,0.0,0.0,0.0,,,4.50
010855657C,0.0,0.0,0.0,0.0,,,4.50
010855945C,0.0,0.0,0.0,0.0,,,4.50
010855995C,0.0,0.0,0.0,0.0,,,4.00
010856175C,0.0,0.0,0.0,0.0,,,4.00
010856188C,0.0,0.0,0.0,0.0,,,4.50
010856189C,0.0,0.0,0.0,0.0,,,4.50
010856342C,0.0,0.0,0.0,0.0,,,4.00
010856918C,0.0,0.0,0.0,0.0,,,4.50
010856920C,0.0,0.0,0.0,0.0,,,4.50
010856925C,0.0,0.0,0.0,0.0,,,4.50
010857115C,0.0,0.0,0.0,0.0,,,4.50
010857119C,0.0,0.0,0.0,0.0,,,4.50
010857359C,0.0,0.0,0.0,0.0,,,4.50
010857632C,0.0,0.0,0.0,0.0,,,4.00
010857637C,0.0,0.0,0.0,0.0,,,4.50
010857638C,0.0,0.0,0.0,0.0,,,4.50
010857727C,0.0,0.0,0.0,0.0,,,4.50
010857881C,0.0,0.0,0.0,0.0,,,4.50
010858099C,0.0,0.0,0.0,0.0,,,4.50
010858124C,0.0,0.0,0.0,0.0,,,4.50
010858396C,0.0,0.0,0.0,0.0,,,4.50
010858434C,0.0,0.0,0.0,0.0,,,4.50
010858435C,0.0,0.0,0.0,0.0,,,4.50
010858443C,0.0,0.0,0.0,0.0,,,4.00
010858488C,0.0,0.0,0.0,0.0,,,4.00
010858489C,0.0,0.0,0.0,0.0,,,4.00
010858518C,0.0,0.0,0.0,0.0,,,4.50
010858585C,0.0,0.0,0.0,0.0,,,4.50
010858587C,0.0,0.0,0.0,0.0,,,4.50
010858613C,0.0,0.0,0.0,0.0,,,4.50
010858614C,0.0,0.0,0.0,0.0,,,4.50
010858907C,0.0,0.0,0.0,0.0,,,4.00
010859093C,0.0,0.0,0.0,0.0,,,4.50
010859280C,0.0,0.0,0.0,0.0,,,4.00
010859282C,0.0,0.0,0.0,0.0,,,4.50
010859462C,0.0,0.0,0.0,0.0,,,4.50
010859658C,0.0,0.0,0.0,0.0,,,4.50
010860471C,0.0,0.0,0.0,0.0,,,4.50
010860472C,0.0,0.0,0.0,0.0,,,4.50
010860628C,0.0,0.0,0.0,0.0,,,4.50
010860900C,0.0,0.0,0.0,0.0,,,4.50
010860970C,0.0,0.0,0.0,0.0,,,4.50
010861363C,0.0,0.0,0.0,0.0,,,4.50
010862097C,0.0,0.0,0.0,0.0,,,4.50
010863167C,0.0,0.0,0.0,0.0,,,4.50
010863334C,0.0,0.0,0.0,0.0,,,4.50
010863394C,0.0,0.0,0.0,0.0,,,4.50
010863485C,0.0,0.0,0.0,0.0,,,4.50
010863788C,0.0,0.0,0.0,0.0,,,4.50
010863838C,0.0,0.0,0.0,0.0,,,4.50
010863936C,0.0,0.0,0.0,0.0,,,4.50
010864397C,0.0,0.0,0.0,0.0,,,4.50
010864471C,0.0,0.0,0.0,0.0,,,4.50
010864474C,0.0,0.0,0.0,0.0,,,4.50
010866396C,0.0,0.0,0.0,0.0,,,4.50
010866751C,0.0,0.0,0.0,0.0,,,4.50
010866752C,0.0,0.0,0.0,0.0,,,4.50
010867962C,0.0,0.0,0.0,0.0,,,4.50
010867974C,0.0,0.0,0.0,0.0,,,4.50
010868131C,0.0,0.0,0.0,0.0,,,4.50
010868188C,0.0,0.0,0.0,0.0,,,4.50
010868189C,0.0,0.0,0.0,0.0,,,4.50
010868984C,0.0,0.0,0.0,0.0,,,4.00
010869344C,0.0,0.0,0.0,0.0,,,4.50
010869452C,0.0,0.0,0.0,0.0,,,4.00
010869804C,0.0,0.0,0.0,0.0,,,4.00
010870474C,0.0,0.0,0.0,0.0,,,4.50
010871146C,0.0,0.0,0.0,0.0,,,4.50
010871793C,0.0,0.0,0.0,0.0,,,4.50
010871903C,0.0,0.0,0.0,0.0,,,4.50
010872105C,0.0,0.0,0.0,0.0,,,4.50
010872109C,0.0,0.0,0.0,0.0,,,4.50
010872114C,0.0,0.0,0.0,0.0,,,4.50
010872324C,0.0,0.0,0.0,0.0,,,4.50
010872326C,0.0,0.0,0.0,0.0,,,4.50
010872327C,0.0,0.0,0.0,0.0,,,4.50
010872328C,0.0,0.0,0.0,0.0,,,4.50
010872329C,0.0,0.0,0.0,0.0,,,4.50
010872331C,0.0,0.0,0.0,0.0,,,4.50
010872404C,0.0,0.0,0.0,0.0,,,4.50
010872406C,0.0,0.0,0.0,0.0,,,4.50
010872415C,0.0,0.0,0.0,0.0,,,4.50
010872416C,0.0,0.0,0.0,0.0,,,4.50
010872417C,0.0,0.0,0.0,0.0,,,4.50
010872522C,0.0,0.0,0.0,0.0,,,4.50
010872526C,0.0,0.0,0.0,0.0,,,4.00
010873140C,0.0,0.0,0.0,0.0,,,4.50
010873154C,0.0,0.0,0.0,0.0,,,4.50
010873155C,0.0,0.0,0.0,0.0,,,4.50
010873283C,0.0,0.0,0.0,0.0,,,4.50
010873285C,0.0,0.0,0.0,0.0,,,4.00
010873288C,0.0,0.0,0.0,0.0,,,4.00
010873499C,0.0,0.0,0.0,0.0,,,4.50
010873725C,0.0,0.0,0.0,0.0,,,4.50
010874688C,0.0,0.0,0.0,0.0,,,4.50
010874797C,0.0,0.0,0.0,0.0,,,4.50
010874801C,0.0,0.0,0.0,0.0,,,4.00
010874806C,0.0,0.0,0.0,0.0,,,4.50
010875065C,0.0,0.0,0.0,0.0,,,4.00
010875130C,0.0,0.0,0.0,0.0,,,4.50
010875783C,0.0,0.0,0.0,0.0,,,4.50
010875937C,0.0,0.0,0.0,0.0,,,4.50
010876417C,0.0,0.0,0.0,0.0,,,4.50
010876736C,0.0,0.0,0.0,0.0,,,4.50
010876737C,0.0,0.0,0.0,0.0,,,4.50
010877009C,0.0,0.0,0.0,0.0,,,4.50
010877012C,0.0,0.0,0.0,0.0,,,4.50
010877072C,0.0,0.0,0.0,0.0,,,4.50
010877466C,0.0,0.0,0.0,0.0,,,4.00
010877467C,0.0,0.0,0.0,0.0,,,4.00
010877469C,0.0,0.0,0.0,0.0,,,4.50
010877478C,0.0,0.0,0.0,0.0,,,4.50
010877480C,0.0,0.0,0.0,0.0,,,4.50
010877481C,0.0,0.0,0.0,0.0,,,4.50
010877715C,0.0,0.0,0.0,0.0,,,4.50
010877890C,0.0,0.0,0.0,0.0,,,4.50
010878099C,0.0,0.0,0.0,0.0,,,4.50
010878315C,0.0,0.0,0.0,0.0,,,4.00
010878316C,0.0,0.0,0.0,0.0,,,4.00
010878559C,0.0,0.0,0.0,0.0,,,4.00
010878589C,0.0,0.0,0.0,0.0,,,4.50
010878592C,0.0,0.0,0.0,0.0,,,4.50
010878904C,0.0,0.0,0.0,0.0,,,4.50
010879082C,0.0,0.0,0.0,0.0,,,4.50
010879083C,0.0,0.0,0.0,0.0,,,4.50
010879203C,0.0,0.0,0.0,0.0,,,4.50
010879786C,0.0,0.0,0.0,0.0,,,4.50
010880225C,0.0,0.0,0.0,0.0,,,4.50
010880257C,0.0,0.0,0.0,0.0,,,4.50
010880362C,0.0,0.0,0.0,0.0,,,4.50
010880469C,0.0,0.0,0.0,0.0,,,4.00
010880950C,0.0,0.0,0.0,0.0,,,4.00
010880951C,0.0,0.0,0.0,0.0,,,4.00
010881096C,0.0,0.0,0.0,0.0,,,4.50
010881272C,0.0,0.0,0.0,0.0,,,4.50
010881273C,0.0,0.0,0.0,0.0,,,4.50
010881277C,0.0,0.0,0.0,0.0,,,4.00
010881301C,0.0,0.0,0.0,0.0,,,4.50
010881307C,0.0,0.0,0.0,0.0,,,4.50
010881308C,0.0,0.0,0.0,0.0,,,4.50
010881309C,0.0,0.0,0.0,0.0,,,4.50
010881974C,0.0,0.0,0.0,0.0,,,4.50
010881975C,0.0,0.0,0.0,0.0,,,4.50
010882195C,0.0,0.0,0.0,0.0,,,4.00
010882408C,0.0,0.0,0.0,0.0,,,4.50
010882416C,0.0,0.0,0.0,0.0,,,4.50
010882604C,0.0,0.0,0.0,0.0,,,4.00
010883172C,0.0,0.0,0.0,0.0,,,4.50
010883239C,0.0,0.0,0.0,0.0,,,4.50
010883244C,0.0,0.0,0.0,0.0,,,4.50
010883245C,0.0,0.0,0.0,0.0,,,4.50
010883246C,0.0,0.0,0.0,0.0,,,4.50
010883533C,0.0,0.0,0.0,0.0,,,4.50
010883563C,0.0,0.0,0.0,0.0,,,4.50
010883564C,0.0,0.0,0.0,0.0,,,4.50
010883567C,0.0,0.0,0.0,0.0,,,4.50
010883731C,0.0,0.0,0.0,0.0,,,4.50
010884052C,0.0,0.0,0.0,0.0,,,4.50
010884969C,0.0,0.0,0.0,0.0,,,4.50
010885383C,0.0,0.0,0.0,0.0,,,4.00
010885441C,0.0,0.0,0.0,0.0,,,4.50
010885442C,0.0,0.0,0.0,0.0,,,4.50
010886099C,0.0,0.0,0.0,0.0,,,4.00
010886528C,0.0,0.0,0.0,0.0,,,4.50
010886805C,0.0,0.0,0.0,0.0,,,4.50
010886812C,0.0,0.0,0.0,0.0,,,4.50
010886851C,0.0,0.0,0.0,0.0,,,4.50
010887617C,0.0,0.0,0.0,0.0,,,4.50
010887770C,0.0,0.0,0.0,0.0,,,4.00
010887780C,0.0,0.0,0.0,0.0,,,4.50
010887923C,0.0,0.0,0.0,0.0,,,4.50
010887925C,0.0,0.0,0.0,0.0,,,4.50
010887927C,0.0,0.0,0.0,0.0,,,4.50
010887929C,0.0,0.0,0.0,0.0,,,4.50
010888232C,0.0,0.0,0.0,0.0,,,4.50
010888312C,0.0,0.0,0.0,0.0,,,4.00
010888313C,0.0,0.0,0.0,0.0,,,4.00
010888338C,0.0,0.0,0.0,0.0,,,4.50
010888339C,0.0,0.0,0.0,0.0,,,4.50
010888649C,0.0,0.0,0.0,0.0,,,4.50
010888941C,0.0,0.0,0.0,0.0,,,4.50
010889177C,0.0,0.0,0.0,0.0,,,4.50
010889364C,0.0,0.0,0.0,0.0,,,4.50
010889439C,0.0,0.0,0.0,0.0,,,4.50
010889547C,0.0,0.0,0.0,0.0,,,4.00
010889785C,0.0,0.0,0.0,0.0,,,4.50
010890614C,0.0,0.0,0.0,0.0,,,4.50
010890622C,0.0,0.0,0.0,0.0,,,4.50
010890627C,0.0,0.0,0.0,0.0,,,4.50
010891074C,0.0,0.0,0.0,0.0,,,4.50
010891075C,0.0,0.0,0.0,0.0,,,4.50
010891079C,0.0,0.0,0.0,0.0,,,4.50
010891087C,0.0,0.0,0.0,0.0,,,4.50
010891307C,0.0,0.0,0.0,0.0,,,4.50
010891309C,0.0,0.0,0.0,0.0,,,4.50
010891328C,0.0,0.0,0.0,0.0,,,4.50
010891993C,0.0,0.0,0.0,0.0,,,4.50
010892016C,0.0,0.0,0.0,0.0,,,4.50
010892327C,0.0,0.0,0.0,0.0,,,4.50
010892685C,0.0,0.0,0.0,0.0,,,4.50
010892688C,0.0,0.0,0.0,0.0,,,4.50
010892689C,0.0,0.0,0.0,0.0,,,4.50
010892690C,0.0,0.0,0.0,0.0,,,4.50
010892691C,0.0,0.0,0.0,0.0,,,4.50
010892693C,0.0,0.0,0.0,0.0,,,4.50
010892695C,0.0,0.0,0.0,0.0,,,4.50
010892696C,0.0,0.0,0.0,0.0,,,4.50
010893115C,0.0,0.0,0.0,0.0,,,4.50
010893160C,0.0,0.0,0.0,0.0,,,4.50
010893386C,0.0,0.0,0.0,0.0,,,4.50
010893387C,0.0,0.0,0.0,0.0,,,4.00
010893394C,0.0,0.0,0.0,0.0,,,4.00
010893908C,0.0,0.0,0.0,0.0,,,4.50
010893949C,0.0,0.0,0.0,0.0,,,4.50
010893950C,0.0,0.0,0.0,0.0,,,4.50
010894743C,0.0,0.0,0.0,0.0,,,4.50
010894754C,0.0,0.0,0.0,0.0,,,4.00
010894939C,0.0,0.0,0.0,0.0,,,4.50
010894941C,0.0,0.0,0.0,0.0,,,4.50
010894951C,0.0,0.0,0.0,0.0,,,4.50
010895253C,0.0,0.0,0.0,0.0,,,4.50
010895675C,0.0,0.0,0.0,0.0,,,4.00
010895689C,0.0,0.0,0.0,0.0,,,4.50
010895934C,0.0,0.0,0.0,0.0,,,4.50
010895935C,0.0,0.0,0.0,0.0,,,4.50
010895936C,0.0,0.0,0.0,0.0,,,4.50
010895937C,0.0,0.0,0.0,0.0,,,4.00
010895938C,0.0,0.0,0.0,0.0,,,4.50
010896144C,0.0,0.0,0.0,0.0,,,4.50
010896854C,0.0,0.0,0.0,0.0,,,4.50
010896866C,0.0,0.0,0.0,0.0,,,4.50
010896915C,0.0,0.0,0.0,0.0,,,4.50
010896924C,0.0,0.0,0.0,0.0,,,4.50
010896931C,0.0,0.0,0.0,0.0,,,4.50
010896932C,0.0,0.0,0.0,0.0,,,4.50
010897295C,0.0,0.0,0.0,0.0,,,4.50
010897303C,0.0,0.0,0.0,0.0,,,4.00
010897517C,0.0,0.0,0.0,0.0,,,4.50
010897521C,0.0,0.0,0.0,0.0,,,4.50
010897662C,0.0,0.0,0.0,0.0,,,4.50
010897663C,0.0,0.0,0.0,0.0,,,4.50
010897664C,0.0,0.0,0.0,0.0,,,4.50
010898471C,0.0,0.0,0.0,0.0,,,4.50
010898542C,0.0,0.0,0.0,0.0,,,4.50
010898545C,0.0,0.0,0.0,0.0,,,4.00
010898547C,0.0,0.0,0.0,0.0,,,4.00
010898692C,0.0,0.0,0.0,0.0,,,4.50
010899163C,0.0,0.0,0.0,0.0,,,4.00
010899709C,0.0,0.0,0.0,0.0,,,4.50
010899715C,0.0,0.0,0.0,0.0,,,4.50
010899716C,0.0,0.0,0.0,0.0,,,4.50
010899717C,0.0,0.0,0.0,0.0,,,4.50
010899718C,0.0,0.0,0.0,0.0,,,4.50
010899761C,0.0,0.0,0.0,0.0,,,4.50
010900142C,0.0,0.0,0.0,0.0,,,4.50
010900144C,0.0,0.0,0.0,0.0,,,4.00
010900145C,0.0,0.0,0.0,0.0,,,4.50
010900150C,0.0,0.0,0.0,0.0,,,4.00
010900152C,0.0,0.0,0.0,0.0,,,4.00
010900154C,0.0,0.0,0.0,0.0,,,4.00
010900155C,0.0,0.0,0.0,0.0,,,4.50
010900355C,0.0,0.0,0.0,0.0,,,4.50
010900512C,0.0,0.0,0.0,0.0,,,4.50
010900517C,0.0,0.0,0.0,0.0,,,4.50
010900519C,0.0,0.0,0.0,0.0,,,4.50
010900529C,0.0,0.0,0.0,0.0,,,4.50
010900530C,0.0,0.0,0.0,0.0,,,4.50
010900620C,0.0,0.0,0.0,0.0,,,4.50
010900623C,0.0,0.0,0.0,0.0,,,4.00
010900971C,0.0,0.0,0.0,0.0,,,4.50
010900975C,0.0,0.0,0.0,0.0,,,4.50
010901657C,0.0,0.0,0.0,0.0,,,4.50
010901775C,0.0,0.0,0.0,0.0,,,4.50
010901787C,0.0,0.0,0.0,0.0,,,4.50
010901824C,0.0,0.0,0.0,0.0,,,4.00
010901830C,0.0,0.0,0.0,0.0,,,4.00
010901832C,0.0,0.0,0.0,0.0,,,4.50
010901833C,0.0,0.0,0.0,0.0,,,4.50
010902761C,0.0,0.0,0.0,0.0,,,4.50
010902903C,0.0,0.0,0.0,0.0,,,4.50
010902968C,0.0,0.0,0.0,0.0,,,4.50
010902972C,0.0,0.0,0.0,0.0,,,4.50
010902973C,0.0,0.0,0.0,0.0,,,4.50
010903411C,0.0,0.0,0.0,0.0,,,4.50
010903917C,0.0,0.0,0.0,0.0,,,4.00
010903919C,0.0,0.0,0.0,0.0,,,4.50
010903927C,0.0,0.0,0.0,0.0,,,4.00
010904097C,0.0,0.0,0.0,0.0,,,4.50
010904578C,0.0,0.0,0.0,0.0,,,4.50
010904649C,0.0,0.0,0.0,0.0,,,4.00
010904654C,0.0,0.0,0.0,0.0,,,4.50
010904798C,0.0,0.0,0.0,0.0,,,4.50
010904802C,0.0,0.0,0.0,0.0,,,4.50
010904805C,0.0,0.0,0.0,0.0,,,4.50
010904808C,0.0,0.0,0.0,0.0,,,4.50
