policy_number,claim_activity_present_flag,likely_payee_candidates,beneficiary_candidates,payee_candidates,owner_candidates,trustee_candidates,relationship_resolution_priority,fallback_strategy_candidate
9010429710,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:588361|B2:698018|B2:698019,PE:588360,PO:588360,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010429711,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:588360|B2:698018|B2:698019,PE:588361,PO:588361,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010429893,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:588373|B2:698032|B2:698033,PE:588372,PO:588372,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010429958,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698034|B2:698035,PE:698035,PO:588375,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010429965,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:698038,PE:698038,PO:588377,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010430023,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698046|B2:709250|B2:709251,PE:698046,PO:588385,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010430086,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:710044,PE:710044,PO:588389,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010430295,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698052|B2:588398,PE:588397,PO:588397,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010430296,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:588397|B2:707132|B2:707133|B2:707134|B2:707135,PE:588397,PO:588398,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010431738,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:588434|B1:709669,PE:709669,PO:588432,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010432782,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:682632,PE:588463|PE:682632,PO:588463,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010432865,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:588470,PE:588469,PO:588469,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010432866,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:588469,PE:588470,PO:588470,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010433786,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:698100,PE:645951|PE:698100,PO:588495,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9010434092,Y,B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698104|B2:698105,,PO:588500,,B1|PO|B2|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010434419,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|AS:Assignee|IN:Insured,B1:698126|B2:698182|B2:698183,PE:588514|PE:701923,PO:588514,,PE|B1|PO|B2|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9010434421,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:588515,PE:588516,PO:588516,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010434424,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:698120,PE:588519,PO:588519,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010434747,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:643553|B1:643554|B1:643556|B1:643557,PE:643553|PE:643554|PE:643556|PE:643557,PO:588542,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010434876,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:680881|B1:704960|B1:704961,PE:680881|PE:701923|PE:704960|PE:704961,PO:588550,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9010435248,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698145|B2:560066,PE:588564,PO:588564,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010435466,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698554|B2:698555,PE:698554,PO:588574,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010435671,Y,B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:703072|B2:703071,,PO:590477,,B1|PO|B2|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010435672,Y,B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:703071|B2:703072,,PO:590475,,B1|PO|B2|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010436044,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:705787|B2:705788,PE:705787,PO:588595,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010436599,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:711802,PE:588607|PE:711802,PO:588607,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010436691,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|AS:Assignee|IN:Insured,B1:698194|B2:698195,PE:686338|PE:698195,PO:588615,,PE|B1|PO|B2|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9010436727,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:588621,PE:588621,PO:588621,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010436955,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:698204|B1:698205,PE:698204|PE:698205,PO:588624,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010437232,Y,B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:694352|B2:694353,,PO:588635,,B1|PO|B2|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010437335,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:588641,PE:588641,PO:588641,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010437794,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:659842,PE:701923,PO:588654,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9010438325,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:588664|B1:588665|B2:711886,PE:711886,PO:588665,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010438556,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:707303,PE:590488,PO:590488,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010438821,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:588689|B1:709399|B1:709400|B1:709401|B1:709402|B1:709413|B2:560066,PE:709399|PE:709400|PE:709401|PE:709402|PE:709413,PO:588689,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010438942,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:588697|B2:560066,PE:588697,PO:588698,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010439084,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:698261,PE:590490,PO:590490,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010439128,Y,B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698267|B2:698270,,PO:588703,,B1|PO|B2|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010439156,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:710797|B2:710798|B2:710799,PE:588707,PO:588707,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010439181,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698273|B1:698274|B2:698275,PE:588708,PO:588708,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010439277,Y,B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698277|B2:698278,,PO:590493,,B1|PO|B2|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010439435,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:698281,PE:588714,PO:588714,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010439527,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:588716,PE:588716,PO:588716,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010439836,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:697389,PE:697389,PO:590495,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010439999,Y,B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:590499|B2:697794,,PO:590499,,B1|PO|B2|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010440000,Y,B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:590497,,PO:590497,,B1|PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010440345,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:698287|B1:698288,PE:698287|PE:698288,PO:588729,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010440370,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:698291|B1:698292|B1:698293,PE:698291|PE:698292|PE:698293,PO:588733,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010441927,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|AS:Assignee|IN:Insured,B1:698372|B2:698373,PE:592720|PE:698372,PO:588761,,PE|B1|PO|B2|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9010442230,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:588768|B1:698380,PE:588768,PO:588768,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010442330,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:588771|B2:560066,PE:588771,PO:588771,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010442332,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698386|B2:698387,PE:588772,PO:588772,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010442552,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698393|B1:712910|B2:698394,PE:588777,PO:588777,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010443109,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698406|B2:698407,PE:698407,PO:588790,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010443287,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:588798,PE:588797,PO:588797,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010443816,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698432|B2:698431,PE:698432,PO:588809,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010444207,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:588816|B2:698437,PE:588816,PO:588816,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010444283,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:588818|B2:560066,PE:588820,PO:588820,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010445074,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:605117,PE:588829|PE:605117,PO:588829,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010445091,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:702403|B2:709258,PE:702403,PO:588830,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010445131,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:693064,PE:693064,PO:693064,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010445275,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698459|B2:698460|B2:698461,PE:590515,PO:590515,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010445351,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:698462,PE:698462,PO:588834,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010445575,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:698463,PE:588835,PO:588835,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010445719,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:690685|B1:690749|B1:690750|B1:690751,PE:690685|PE:690749|PE:690750|PE:690751,PO:588836,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010446416,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698499|B2:560066,PE:588848,PO:588848,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010446638,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698509|B2:698510,PE:588859|PE:698509,PO:588859,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010446852,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:588868|B2:560066,PE:588868,PO:588868,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010447574,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698524|B2:698525,PE:698524,PO:588891,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010448025,Y,B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:710838,,PO:588904,,B1|PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010449050,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:588939|B2:560066,PE:588939,PO:588939,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010449074,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:706589|B2:588944,PE:706589,PO:588946,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010449075,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:588946|B2:588944|B2:706589,PE:588946,PO:588947,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010449417,Y,B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698591|B2:296763,,PO:588956,,B1|PO|B2|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010449498,Y,B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:706903,,PO:590528,,B1|PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010449512,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:588962|B1:687105,PE:588962|PE:687105,PO:588962,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010449559,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:698611,PE:698611,PO:588965,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010449959,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:698617,PE:588977|PE:698617,PO:588977,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010451215,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:710378,PE:710378,PO:590538,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010451453,Y,B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698644|B2:698645,,PO:589027,,B1|PO|B2|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010452169,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:698671|B1:698672,PE:589048,PO:589048,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010452516,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:684375|B1:684376,PE:684375|PE:684376,PO:684376,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010454002,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:589082|B2:560066,PE:589082,PO:589082,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010454003,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698688|B2:697442,PE:589083|PE:691178,PO:589083,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010455617,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:698714,PE:698714,PO:590549,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010456114,Y,B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:711361|B1:711362|B1:711363,,PO:589096,,B1|PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010456928,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698754|B2:560066,PE:698754,PO:589121,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010457291,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|AS:Assignee|IN:Insured,B1:589131|B2:560066,PE:709260,PO:589133,,PE|B1|PO|B2|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9010457537,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698791|B2:698792,PE:698791,PO:589140,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010457603,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:698802,PE:698802,PO:589143,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010458190,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698877|B2:698878|B2:698879,PE:589155,PO:589155,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010458520,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698825|B2:698826|B2:698827,PE:589163,PO:589163,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010458525,Y,B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698830|B2:698935,,PO:589165,,B1|PO|B2|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010458526,Y,B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:698832|B1:698833,,PO:589166,,B1|PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010458657,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698915|B2:698916,PE:590559|PE:698915,PO:590559,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010458663,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698781|B2:698782|B2:698783,PE:589175|PE:698782|PE:698783,PO:589175,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010458744,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:698841|B1:698842,PE:589177,PO:589177,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010459050,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:589184,PE:589183|PE:589184,PO:589183,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010459164,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698863|B2:615519,PE:698863,PO:589187,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010459336,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:698886|B2:698937,PE:589192,PO:589192,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010459653,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:708842|B1:708843|B1:708844,PE:708842|PE:708843|PE:708844,PO:589200,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010459970,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:698947,PE:589216|PE:698947,PO:589216,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010460652,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:589228|B2:560066,PE:589228,PO:589228,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010460886,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:703716|B2:703717,PE:589239,PO:589239,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010461210,Y,B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:705687,,PO:590340,,B1|PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010461689,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:685409|B2:560066,PE:685409,PO:685409,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010462630,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:589275|B2:560066,PE:589275,PO:589275,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010462631,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:686366|B2:686367|B2:686368,PE:589276,PO:589276,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010462839,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:589285|B1:703295|B1:703698|B1:703699,PE:589283|PE:589286,PO:589286,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010463161,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:709273|B1:709274|B1:709275,PE:709273|PE:709274|PE:709275,PO:590578,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010463190,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:590580|B2:692277|B2:692278,PE:590580,PO:590580,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010463420,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:706162|B2:706163,PE:706162,PO:589292,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010463537,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:704020|B2:704021,PE:590582,PO:590582,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010464265,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:704026|B2:704027,PE:704027,PO:589314,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010464590,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:589328|B2:704029|B2:704030|B2:704031|B2:704032|B2:704033,PE:704029|PE:704030|PE:704032|PE:704033,PO:589327,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010464869,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:589331|B2:696691|B2:696692|B2:696693|B2:696694,PE:589331,PO:589330,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010464870,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:589330|B2:696691|B2:696692|B2:696693|B2:696694,PE:696691|PE:696692|PE:696693|PE:696694,PO:589331,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010465265,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:589920|B2:704040,PE:589920,PO:589920,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010465331,Y,B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:589342|B2:560066,,PO:589343,,B1|PO|B2|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010465451,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:704057,PE:704057,PO:589347,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
