prototype_claimnum,sequence_number,reconstructed_claim_id,derivation_candidate_id,enhanced_settlement_group_id,policy_number,claim_family,derivation_confidence,lineage_source
CLM0000085,85,RC-9010391004-1-SURRENDER_CLAIM-C7-20250501,QDC-RC-9010391004-1-SURRENDER_CLAIM-C7-20250501,ESG-9010391004-RC-9010391004-1-SURRENDER_CLAIM-C7-20250501-SOLO,9010391004,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000086,86,RC-9010391228-1-SURRENDER_CLAIM-C0-20180421,QDC-RC-9010391228-1-SURRENDER_CLAIM-C0-20180421,ESG-9010391228-RC-9010391228-1-SURRENDER_CLAIM-C0-20180421-SOLO,9010391228,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000087,87,RC-9010391228-1-SURRENDER_CLAIM-C1-20181021,QDC-RC-9010391228-1-SURRENDER_CLAIM-C1-20181021,ESG-9010391228-RC-9010391228-1-SURRENDER_CLAIM-C1-20181021-SOLO,9010391228,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000088,88,RC-9010391228-1-SURRENDER_CLAIM-C10-20230421,QDC-RC-9010391228-1-SURRENDER_CLAIM-C10-20230421,ESG-9010391228-RC-9010391228-1-SURRENDER_CLAIM-C10-20230421-SOLO,9010391228,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000089,89,RC-9010391228-1-SURRENDER_CLAIM-C11-20231021,QDC-RC-9010391228-1-SURRENDER_CLAIM-C11-20231021,ESG-9010391228-RC-9010391228-1-SURRENDER_CLAIM-C11-20231021-SOLO,9010391228,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000090,90,RC-9010391228-1-SURRENDER_CLAIM-C2-20190421,QDC-RC-9010391228-1-SURRENDER_CLAIM-C2-20190421,ESG-9010391228-RC-9010391228-1-SURRENDER_CLAIM-C2-20190421-SOLO,9010391228,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000091,91,RC-9010391228-1-SURRENDER_CLAIM-C3-20191021,QDC-RC-9010391228-1-SURRENDER_CLAIM-C3-20191021,ESG-9010391228-RC-9010391228-1-SURRENDER_CLAIM-C3-20191021-SOLO,9010391228,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000092,92,RC-9010391228-1-SURRENDER_CLAIM-C4-20200421,QDC-RC-9010391228-1-SURRENDER_CLAIM-C4-20200421,ESG-9010391228-RC-9010391228-1-SURRENDER_CLAIM-C4-20200421-SOLO,9010391228,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000093,93,RC-9010391228-1-SURRENDER_CLAIM-C5-20201021,QDC-RC-9010391228-1-SURRENDER_CLAIM-C5-20201021,ESG-9010391228-RC-9010391228-1-SURRENDER_CLAIM-C5-20201021-SOLO,9010391228,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000094,94,RC-9010391228-1-SURRENDER_CLAIM-C6-20210421,QDC-RC-9010391228-1-SURRENDER_CLAIM-C6-20210421,ESG-9010391228-RC-9010391228-1-SURRENDER_CLAIM-C6-20210421-SOLO,9010391228,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000095,95,RC-9010391228-1-SURRENDER_CLAIM-C7-20211021,QDC-RC-9010391228-1-SURRENDER_CLAIM-C7-20211021,ESG-9010391228-RC-9010391228-1-SURRENDER_CLAIM-C7-20211021-SOLO,9010391228,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000096,96,RC-9010391228-1-SURRENDER_CLAIM-C8-20220421,QDC-RC-9010391228-1-SURRENDER_CLAIM-C8-20220421,ESG-9010391228-RC-9010391228-1-SURRENDER_CLAIM-C8-20220421-SOLO,9010391228,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000097,97,RC-9010391228-1-SURRENDER_CLAIM-C9-20221021,QDC-RC-9010391228-1-SURRENDER_CLAIM-C9-20221021,ESG-9010391228-RC-9010391228-1-SURRENDER_CLAIM-C9-20221021-SOLO,9010391228,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000098,98,RC-9010391359-1-DEATH_CLAIM-C0-20211119,QDC-RC-9010391359-1-DEATH_CLAIM-C0-20211119,ESG-9010391359-RC-9010391359-1-DEATH_CLAIM-C0-20211119-SOLO,9010391359,DEATH_CLAIM,LOW_CONFIDENCE,phase10b_quikclms_derivation
CLM0000099,99,RC-9010391359-1-SURRENDER_CLAIM-C0-20180426,QDC-RC-9010391359-1-SURRENDER_CLAIM-C0-20180426,ESG-9010391359-RC-9010391359-1-SURRENDER_CLAIM-C0-20180426-SOLO,9010391359,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000100,100,RC-9010391359-1-SURRENDER_CLAIM-C1-20190426,QDC-RC-9010391359-1-SURRENDER_CLAIM-C1-20190426,ESG-9010391359-RC-9010391359-1-SURRENDER_CLAIM-C1-20190426-SOLO,9010391359,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000101,101,RC-9010391359-1-SURRENDER_CLAIM-C2-20200426,QDC-RC-9010391359-1-SURRENDER_CLAIM-C2-20200426,ESG-9010391359-RC-9010391359-1-SURRENDER_CLAIM-C2-20200426-SOLO,9010391359,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000102,102,RC-9010391359-1-SURRENDER_CLAIM-C3-20210426,QDC-RC-9010391359-1-SURRENDER_CLAIM-C3-20210426,ESG-9010391359-RC-9010391359-1-SURRENDER_CLAIM-C3-20210426-SOLO,9010391359,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000103,103,RC-9010391359-1-SURRENDER_CLAIM-C4-20211119,QDC-RC-9010391359-1-SURRENDER_CLAIM-C4-20211119,ESG-9010391359-RC-9010391359-1-SURRENDER_CLAIM-C4-20211119-SOLO,9010391359,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000104,104,RC-9010391359-3-DEATH_CLAIM-C0-20211119,QDC-RC-9010391359-3-DEATH_CLAIM-C0-20211119,ESG-9010391359-RC-9010391359-3-DEATH_CLAIM-C0-20211119-SOLO,9010391359,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000105,105,RC-9010391422-1-SURRENDER_CLAIM-C0-20180601,QDC-RC-9010391422-1-SURRENDER_CLAIM-C0-20180601,ESG-9010391422-RC-9010391422-1-SURRENDER_CLAIM-C0-20180601-SOLO,9010391422,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000106,106,RC-9010391422-1-SURRENDER_CLAIM-C1-20190601,QDC-RC-9010391422-1-SURRENDER_CLAIM-C1-20190601,ESG-9010391422-RC-9010391422-1-SURRENDER_CLAIM-C1-20190601-SOLO,9010391422,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000107,107,RC-9010392138-1-SURRENDER_CLAIM-C0-20180601,QDC-RC-9010392138-1-SURRENDER_CLAIM-C0-20180601,ESG-9010392138-RC-9010392138-1-SURRENDER_CLAIM-C0-20180601-SOLO,9010392138,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000108,108,RC-9010392138-1-SURRENDER_CLAIM-C1-20190601,QDC-RC-9010392138-1-SURRENDER_CLAIM-C1-20190601,ESG-9010392138-RC-9010392138-1-SURRENDER_CLAIM-C1-20190601-SOLO,9010392138,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000109,109,RC-9010392138-1-SURRENDER_CLAIM-C2-20200529,QDC-RC-9010392138-1-SURRENDER_CLAIM-C2-20200529,ESG-9010392138-RC-9010392138-1-SURRENDER_CLAIM-C2-20200529-SOLO,9010392138,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000110,110,RC-9010392138-1-SURRENDER_CLAIM-C3-20210601,QDC-RC-9010392138-1-SURRENDER_CLAIM-C3-20210601,ESG-9010392138-RC-9010392138-1-SURRENDER_CLAIM-C3-20210601-SOLO,9010392138,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000111,111,RC-9010392138-1-SURRENDER_CLAIM-C4-20220601,QDC-RC-9010392138-1-SURRENDER_CLAIM-C4-20220601,ESG-9010392138-RC-9010392138-1-SURRENDER_CLAIM-C4-20220601-SOLO,9010392138,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000112,112,RC-9010392138-1-SURRENDER_CLAIM-C5-20230601,QDC-RC-9010392138-1-SURRENDER_CLAIM-C5-20230601,ESG-9010392138-RC-9010392138-1-SURRENDER_CLAIM-C5-20230601-SOLO,9010392138,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000113,113,RC-9010392493-1-DISBURSEMENT_CLAIM-C0-20200210,QDC-RC-9010392493-1-DISBURSEMENT_CLAIM-C0-20200210,ESG-9010392493-RC-9010392493-1-DISBURSEMENT_CLAIM-C0-20200210-SOLO,9010392493,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000114,114,RC-9010393181-1-DISBURSEMENT_CLAIM-C0-20190702,QDC-RC-9010393181-1-DISBURSEMENT_CLAIM-C0-20190702,ESG-9010393181-RC-9010393181-1-DISBURSEMENT_CLAIM-C0-20190702,9010393181,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000115,115,RC-9010393181-1-SURRENDER_CLAIM-C0-20180701,QDC-RC-9010393181-1-SURRENDER_CLAIM-C0-20180701,ESG-9010393181-RC-9010393181-1-SURRENDER_CLAIM-C0-20180701-SOLO,9010393181,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000116,116,RC-9010393931-1-DISBURSEMENT_CLAIM-C0-20251215,QDC-RC-9010393931-1-DISBURSEMENT_CLAIM-C0-20251215,ESG-9010393931-RC-9010393931-1-DISBURSEMENT_CLAIM-C0-20251215,9010393931,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000117,117,RC-9010395382-1-DEATH_CLAIM-C0-20240528,QDC-RC-9010395382-1-DEATH_CLAIM-C0-20240528,ESG-9010395382-RC-9010395382-1-DEATH_CLAIM-C0-20240528-SOLO,9010395382,DEATH_CLAIM,LOW_CONFIDENCE,phase10b_quikclms_derivation
CLM0000118,118,RC-9010395382-1-SURRENDER_CLAIM-C0-20180801,QDC-RC-9010395382-1-SURRENDER_CLAIM-C0-20180801,ESG-9010395382-RC-9010395382-1-SURRENDER_CLAIM-C0-20180801-SOLO,9010395382,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000119,119,RC-9010395382-1-SURRENDER_CLAIM-C1-20190801,QDC-RC-9010395382-1-SURRENDER_CLAIM-C1-20190801,ESG-9010395382-RC-9010395382-1-SURRENDER_CLAIM-C1-20190801-SOLO,9010395382,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000120,120,RC-9010395382-1-SURRENDER_CLAIM-C2-20200801,QDC-RC-9010395382-1-SURRENDER_CLAIM-C2-20200801,ESG-9010395382-RC-9010395382-1-SURRENDER_CLAIM-C2-20200801-SOLO,9010395382,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000121,121,RC-9010395382-1-SURRENDER_CLAIM-C3-20210801,QDC-RC-9010395382-1-SURRENDER_CLAIM-C3-20210801,ESG-9010395382-RC-9010395382-1-SURRENDER_CLAIM-C3-20210801-SOLO,9010395382,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000122,122,RC-9010395382-1-SURRENDER_CLAIM-C4-20220801,QDC-RC-9010395382-1-SURRENDER_CLAIM-C4-20220801,ESG-9010395382-RC-9010395382-1-SURRENDER_CLAIM-C4-20220801-SOLO,9010395382,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000123,123,RC-9010395382-1-SURRENDER_CLAIM-C5-20230801,QDC-RC-9010395382-1-SURRENDER_CLAIM-C5-20230801,ESG-9010395382-RC-9010395382-1-SURRENDER_CLAIM-C5-20230801-SOLO,9010395382,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000124,124,RC-9010395382-1-SURRENDER_CLAIM-C6-20240528,QDC-RC-9010395382-1-SURRENDER_CLAIM-C6-20240528,ESG-9010395382-RC-9010395382-1-SURRENDER_CLAIM-C6-20240528-SOLO,9010395382,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000125,125,RC-9010395761-1-SURRENDER_CLAIM-C0-20180801,QDC-RC-9010395761-1-SURRENDER_CLAIM-C0-20180801,ESG-9010395761-RC-9010395761-1-SURRENDER_CLAIM-C0-20180801-SOLO,9010395761,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000126,126,RC-9010395879-1-DEATH_CLAIM-C0-20230114,QDC-RC-9010395879-1-DEATH_CLAIM-C0-20230114,ESG-9010395879-RC-9010395879-1-DEATH_CLAIM-C0-20230114-SOLO,9010395879,DEATH_CLAIM,LOW_CONFIDENCE,phase10b_quikclms_derivation
CLM0000127,127,RC-9010396186-1-SURRENDER_CLAIM-C0-20180901,QDC-RC-9010396186-1-SURRENDER_CLAIM-C0-20180901,ESG-9010396186-RC-9010396186-1-SURRENDER_CLAIM-C0-20180901-SOLO,9010396186,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000128,128,RC-9010396186-1-SURRENDER_CLAIM-C1-20190901,QDC-RC-9010396186-1-SURRENDER_CLAIM-C1-20190901,ESG-9010396186-RC-9010396186-1-SURRENDER_CLAIM-C1-20190901-SOLO,9010396186,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000129,129,RC-9010396186-1-SURRENDER_CLAIM-C2-20200901,QDC-RC-9010396186-1-SURRENDER_CLAIM-C2-20200901,ESG-9010396186-RC-9010396186-1-SURRENDER_CLAIM-C2-20200901-SOLO,9010396186,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000130,130,RC-9010396186-1-SURRENDER_CLAIM-C3-20210901,QDC-RC-9010396186-1-SURRENDER_CLAIM-C3-20210901,ESG-9010396186-RC-9010396186-1-SURRENDER_CLAIM-C3-20210901-SOLO,9010396186,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000131,131,RC-9010396186-1-SURRENDER_CLAIM-C4-20220901,QDC-RC-9010396186-1-SURRENDER_CLAIM-C4-20220901,ESG-9010396186-RC-9010396186-1-SURRENDER_CLAIM-C4-20220901-SOLO,9010396186,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000132,132,RC-9010396186-1-SURRENDER_CLAIM-C5-20230901,QDC-RC-9010396186-1-SURRENDER_CLAIM-C5-20230901,ESG-9010396186-RC-9010396186-1-SURRENDER_CLAIM-C5-20230901-SOLO,9010396186,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000133,133,RC-9010396186-1-SURRENDER_CLAIM-C6-20240901,QDC-RC-9010396186-1-SURRENDER_CLAIM-C6-20240901,ESG-9010396186-RC-9010396186-1-SURRENDER_CLAIM-C6-20240901-SOLO,9010396186,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000134,134,RC-9010396186-1-SURRENDER_CLAIM-C7-20250901,QDC-RC-9010396186-1-SURRENDER_CLAIM-C7-20250901,ESG-9010396186-RC-9010396186-1-SURRENDER_CLAIM-C7-20250901-SOLO,9010396186,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000135,135,RC-9010396425-1-SURRENDER_CLAIM-C0-20180901,QDC-RC-9010396425-1-SURRENDER_CLAIM-C0-20180901,ESG-9010396425-RC-9010396425-1-SURRENDER_CLAIM-C0-20180901-SOLO,9010396425,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000136,136,RC-9010396425-1-SURRENDER_CLAIM-C1-20190901,QDC-RC-9010396425-1-SURRENDER_CLAIM-C1-20190901,ESG-9010396425-RC-9010396425-1-SURRENDER_CLAIM-C1-20190901-SOLO,9010396425,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000137,137,RC-9010396425-1-SURRENDER_CLAIM-C2-20200901,QDC-RC-9010396425-1-SURRENDER_CLAIM-C2-20200901,ESG-9010396425-RC-9010396425-1-SURRENDER_CLAIM-C2-20200901-SOLO,9010396425,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000138,138,RC-9010396425-1-SURRENDER_CLAIM-C3-20210901,QDC-RC-9010396425-1-SURRENDER_CLAIM-C3-20210901,ESG-9010396425-RC-9010396425-1-SURRENDER_CLAIM-C3-20210901-SOLO,9010396425,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000139,139,RC-9010396425-1-SURRENDER_CLAIM-C4-20220901,QDC-RC-9010396425-1-SURRENDER_CLAIM-C4-20220901,ESG-9010396425-RC-9010396425-1-SURRENDER_CLAIM-C4-20220901-SOLO,9010396425,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000140,140,RC-9010396425-1-SURRENDER_CLAIM-C5-20230901,QDC-RC-9010396425-1-SURRENDER_CLAIM-C5-20230901,ESG-9010396425-RC-9010396425-1-SURRENDER_CLAIM-C5-20230901-SOLO,9010396425,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000141,141,RC-9010396425-1-SURRENDER_CLAIM-C6-20240901,QDC-RC-9010396425-1-SURRENDER_CLAIM-C6-20240901,ESG-9010396425-RC-9010396425-1-SURRENDER_CLAIM-C6-20240901-SOLO,9010396425,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000142,142,RC-9010396425-1-SURRENDER_CLAIM-C7-20250901,QDC-RC-9010396425-1-SURRENDER_CLAIM-C7-20250901,ESG-9010396425-RC-9010396425-1-SURRENDER_CLAIM-C7-20250901-SOLO,9010396425,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000143,143,RC-9010397118-1-DISBURSEMENT_CLAIM-C0-20211122,QDC-RC-9010397118-1-DISBURSEMENT_CLAIM-C0-20211122,ESG-9010397118-RC-9010397118-1-DISBURSEMENT_CLAIM-C0-20211122-SOLO,9010397118,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000144,144,RC-9010397118-1-SURRENDER_CLAIM-C0-20180108,QDC-RC-9010397118-1-SURRENDER_CLAIM-C0-20180108,ESG-9010397118-RC-9010397118-1-SURRENDER_CLAIM-C0-20180108-SOLO,9010397118,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000145,145,RC-9010397318-1-DEATH_CLAIM-C0-20200409,QDC-RC-9010397318-1-DEATH_CLAIM-C0-20200409,ESG-9010397318-RC-9010397318-1-DEATH_CLAIM-C0-20200409-SOLO,9010397318,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000146,146,RC-9010397583-1-SURRENDER_CLAIM-C0-20180901,QDC-RC-9010397583-1-SURRENDER_CLAIM-C0-20180901,ESG-9010397583-RC-9010397583-1-SURRENDER_CLAIM-C0-20180901-SOLO,9010397583,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000147,147,RC-9010397583-1-SURRENDER_CLAIM-C1-20190901,QDC-RC-9010397583-1-SURRENDER_CLAIM-C1-20190901,ESG-9010397583-RC-9010397583-1-SURRENDER_CLAIM-C1-20190901-SOLO,9010397583,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000148,148,RC-9010397583-1-SURRENDER_CLAIM-C2-20200831,QDC-RC-9010397583-1-SURRENDER_CLAIM-C2-20200831,ESG-9010397583-RC-9010397583-1-SURRENDER_CLAIM-C2-20200831-SOLO,9010397583,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000149,149,RC-9010397583-1-SURRENDER_CLAIM-C3-20210901,QDC-RC-9010397583-1-SURRENDER_CLAIM-C3-20210901,ESG-9010397583-RC-9010397583-1-SURRENDER_CLAIM-C3-20210901-SOLO,9010397583,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000150,150,RC-9010400462-1-SURRENDER_CLAIM-C0-20181101,QDC-RC-9010400462-1-SURRENDER_CLAIM-C0-20181101,ESG-9010400462-RC-9010400462-1-SURRENDER_CLAIM-C0-20181101-SOLO,9010400462,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000151,151,RC-9010400462-1-SURRENDER_CLAIM-C1-20190304,QDC-RC-9010400462-1-SURRENDER_CLAIM-C1-20190304,ESG-9010400462-RC-9010400462-1-SURRENDER_CLAIM-C1-20190304-SOLO,9010400462,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000152,152,RC-9010400462-1-SURRENDER_CLAIM-C2-20191101,QDC-RC-9010400462-1-SURRENDER_CLAIM-C2-20191101,ESG-9010400462-RC-9010400462-1-SURRENDER_CLAIM-C2-20191101-SOLO,9010400462,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000153,153,RC-9010400462-1-SURRENDER_CLAIM-C3-20201101,QDC-RC-9010400462-1-SURRENDER_CLAIM-C3-20201101,ESG-9010400462-RC-9010400462-1-SURRENDER_CLAIM-C3-20201101-SOLO,9010400462,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000154,154,RC-9010400462-1-SURRENDER_CLAIM-C4-20211101,QDC-RC-9010400462-1-SURRENDER_CLAIM-C4-20211101,ESG-9010400462-RC-9010400462-1-SURRENDER_CLAIM-C4-20211101-SOLO,9010400462,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000155,155,RC-9010402010-1-DEATH_CLAIM-C0-20221021,QDC-RC-9010402010-1-DEATH_CLAIM-C0-20221021,ESG-9010402010-RC-9010402010-1-DEATH_CLAIM-C0-20221021-SOLO,9010402010,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000156,156,RC-9010402014-1-DEATH_CLAIM-C0-20230913,QDC-RC-9010402014-1-DEATH_CLAIM-C0-20230913,ESG-9010402014-RC-9010402014-1-DEATH_CLAIM-C0-20230913-SOLO,9010402014,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000157,157,RC-9010402014-1-SURRENDER_CLAIM-C0-20181101,QDC-RC-9010402014-1-SURRENDER_CLAIM-C0-20181101,ESG-9010402014-RC-9010402014-1-SURRENDER_CLAIM-C0-20181101-SOLO,9010402014,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000158,158,RC-9010402014-1-SURRENDER_CLAIM-C1-20191101,QDC-RC-9010402014-1-SURRENDER_CLAIM-C1-20191101,ESG-9010402014-RC-9010402014-1-SURRENDER_CLAIM-C1-20191101-SOLO,9010402014,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000159,159,RC-9010402014-1-SURRENDER_CLAIM-C2-20200401,QDC-RC-9010402014-1-SURRENDER_CLAIM-C2-20200401,ESG-9010402014-RC-9010402014-1-SURRENDER_CLAIM-C2-20200401-SOLO,9010402014,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000160,160,RC-9010402105-1-SURRENDER_CLAIM-C0-20181201,QDC-RC-9010402105-1-SURRENDER_CLAIM-C0-20181201,ESG-9010402105-RC-9010402105-1-SURRENDER_CLAIM-C0-20181201-SOLO,9010402105,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000161,161,RC-9010402105-1-SURRENDER_CLAIM-C1-20191201,QDC-RC-9010402105-1-SURRENDER_CLAIM-C1-20191201,ESG-9010402105-RC-9010402105-1-SURRENDER_CLAIM-C1-20191201-SOLO,9010402105,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000162,162,RC-9010402105-1-SURRENDER_CLAIM-C2-20201201,QDC-RC-9010402105-1-SURRENDER_CLAIM-C2-20201201,ESG-9010402105-RC-9010402105-1-SURRENDER_CLAIM-C2-20201201-SOLO,9010402105,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000163,163,RC-9010402105-1-SURRENDER_CLAIM-C3-20211201,QDC-RC-9010402105-1-SURRENDER_CLAIM-C3-20211201,ESG-9010402105-RC-9010402105-1-SURRENDER_CLAIM-C3-20211201-SOLO,9010402105,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000164,164,RC-9010402105-1-SURRENDER_CLAIM-C4-20221201,QDC-RC-9010402105-1-SURRENDER_CLAIM-C4-20221201,ESG-9010402105-RC-9010402105-1-SURRENDER_CLAIM-C4-20221201-SOLO,9010402105,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000165,165,RC-9010402105-1-SURRENDER_CLAIM-C5-20231201,QDC-RC-9010402105-1-SURRENDER_CLAIM-C5-20231201,ESG-9010402105-RC-9010402105-1-SURRENDER_CLAIM-C5-20231201-SOLO,9010402105,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000166,166,RC-9010402105-1-SURRENDER_CLAIM-C6-20241201,QDC-RC-9010402105-1-SURRENDER_CLAIM-C6-20241201,ESG-9010402105-RC-9010402105-1-SURRENDER_CLAIM-C6-20241201-SOLO,9010402105,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000167,167,RC-9010402105-1-SURRENDER_CLAIM-C7-20251201,QDC-RC-9010402105-1-SURRENDER_CLAIM-C7-20251201,ESG-9010402105-RC-9010402105-1-SURRENDER_CLAIM-C7-20251201-SOLO,9010402105,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000168,168,RC-9010403109-1-DISBURSEMENT_CLAIM-C0-20260109,QDC-RC-9010403109-1-DISBURSEMENT_CLAIM-C0-20260109,ESG-9010403109-RC-9010403109-1-DISBURSEMENT_CLAIM-C0-20260109-SOLO,9010403109,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0000169,169,RC-9010403109-1-SURRENDER_CLAIM-C0-20180501,QDC-RC-9010403109-1-SURRENDER_CLAIM-C0-20180501,ESG-9010403109-RC-9010403109-1-SURRENDER_CLAIM-C0-20180501-SOLO,9010403109,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
