output_plan,lifepro_coverage_id,target_field,current_output_value,crosswalk_authoritative_value,lifepro_source_value,current_logic_authority,recommended_authority,alignment_status,conflict_flag,governance_action
5CDT10,L10 CDT,PLAN,5CDT10,,L10 CDT,Master_Crosswalk New_Value / COVERAGE_ID direct,Policy Form Crosswalk QL Plan Code,CONFLICT,CROSSWALK_AND_SOURCE_DIVERGENT,BUSINESS_REVIEW
5CDT10,L10 CDT,FORM,8142,L10 CDT,8142,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number (override LifePRO form),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
5CDT10,L10 CDT,DESCR,L10 CHILD TERM RIDER,L10 CHILD TERM RIDER,L10 CHILD TERM RIDER,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,ALIGNED,NONE,CONFIRMED
5CDT10,L10 CDT,PLANNAME,L10 CHILD TERM RIDER,"CTR - L10 LP95, L10 OLD",L10 CHILD TERM RIDER,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
9GPO10,L10 GPO,PLAN,9GPO10,,L10 GPO,Master_Crosswalk New_Value / COVERAGE_ID direct,Policy Form Crosswalk QL Plan Code,CONFLICT,CROSSWALK_AND_SOURCE_DIVERGENT,BUSINESS_REVIEW
9GPO10,L10 GPO,FORM,8143,L10 GPO,8143,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number (override LifePRO form),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
9GPO10,L10 GPO,DESCR,L10 GPO OLD,L10 GPO OLD,L10 GPO OLD,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,ALIGNED,NONE,CONFIRMED
9GPO10,L10 GPO,PLANNAME,L10 GPO OLD,"GPO OLD - L10 LP95, L10 OLD",L10 GPO OLD,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
9JPO10,L10 JPO,PLAN,9JPO10,,L10 JPO,Master_Crosswalk New_Value / COVERAGE_ID direct,Policy Form Crosswalk QL Plan Code,CONFLICT,CROSSWALK_AND_SOURCE_DIVERGENT,BUSINESS_REVIEW
9JPO10,L10 JPO,FORM,8144,L10 JPO,8144,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number (override LifePRO form),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
9JPO10,L10 JPO,DESCR,L10 JUVENILE PURCHASE OPTION - OLD,L10 Juvenile Purchase Option - OLD,L10 Juvenile Purchase Option - OLD,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,ALIGNED,NONE,CONFIRMED
9JPO10,L10 JPO,PLANNAME,L10 JUVENILE PURCHASE OPTION - OLD,"Juv Purch Option - L10 LP95, OLD, SR OLD",L10 Juvenile Purchase Option - OLD,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
1L1095,L10 LP95,PLAN,1L1095,,L10 LP95,Master_Crosswalk New_Value / COVERAGE_ID direct,Policy Form Crosswalk QL Plan Code,CONFLICT,CROSSWALK_AND_SOURCE_DIVERGENT,BUSINESS_REVIEW
1L1095,L10 LP95,FORM,L10,L10 LP95,L10,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number (override LifePRO form),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
1L1095,L10 LP95,DESCR,L10 - LPU95     POST 1997 LIFE,L10 - LPU95     POST 1997 LIFE,L10 - LPU95     POST 1997 LIFE,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,ALIGNED,NONE,CONFIRMED
1L1095,L10 LP95,PLANNAME,L10 - LPU95     POST 1997 LIFE,Whole Life payable to age 95 - Jr,L10 - LPU95     POST 1997 LIFE,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
1L10SR,L10 LP95SR,PLAN,1L10SR,,L10 LP95SR,Master_Crosswalk New_Value / COVERAGE_ID direct,Policy Form Crosswalk QL Plan Code,CONFLICT,CROSSWALK_AND_SOURCE_DIVERGENT,BUSINESS_REVIEW
1L10SR,L10 LP95SR,FORM,L10,L10 LP95SR,L10,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number (override LifePRO form),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
1L10SR,L10 LP95SR,DESCR,L10 - LPU95   POST 1997  SENIOR LIFE,L10 - LPU95   POST 1997  Senior Life,L10 - LPU95   POST 1997  Senior Life,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,ALIGNED,NONE,CONFIRMED
1L10SR,L10 LP95SR,PLANNAME,L10 - LPU95   POST 1997  SENIOR LIFE,Whole Life payable to age 95 - Sr,L10 - LPU95   POST 1997  Senior Life,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
L10 PRE97,L10 PRE97,PLAN,L10 PRE97,1L10OD,L10 PRE97,Master_Crosswalk New_Value / COVERAGE_ID direct,LifePRO COVERAGE_ID (legacy passthrough — requires remediation),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
L10 PRE97,L10 PRE97,FORM,L10,L10 OLD,L10,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number (override LifePRO form),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
L10 PRE97,L10 PRE97,DESCR,L10 - LPU95       PRE 1997,L10 - LPU95       PRE 1997,L10 - LPU95       PRE 1997,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,ALIGNED,NONE,CONFIRMED
L10 PRE97,L10 PRE97,PLANNAME,L10 - LPU95       PRE 1997,L10 PRE97 vs L10 OLD,L10 - LPU95       PRE 1997,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
L10 PREUNI,L10 PREUNI,PLAN,L10 PREUNI,1L10PR,L10 PREUNI,Master_Crosswalk New_Value / COVERAGE_ID direct,LifePRO COVERAGE_ID (legacy passthrough — requires remediation),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
L10 PREUNI,L10 PREUNI,FORM,L10 UNI,L10 PREUNI,L10 UNI,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number (override LifePRO form),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
L10 PREUNI,L10 PREUNI,DESCR,L10 - LPU95       PRE 1997,L10 - LPU95       PRE 1997,L10 - LPU95       PRE 1997,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,ALIGNED,NONE,CONFIRMED
L10 PREUNI,L10 PREUNI,PLANNAME,L10 - LPU95       PRE 1997,L10 PREUNI,L10 - LPU95       PRE 1997,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
7SDT10,L10 SDT,PLAN,7SDT10,,L10 SDT,Master_Crosswalk New_Value / COVERAGE_ID direct,Policy Form Crosswalk QL Plan Code,CONFLICT,CROSSWALK_AND_SOURCE_DIVERGENT,BUSINESS_REVIEW
7SDT10,L10 SDT,FORM,8141,L10 SDT,8141,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number (override LifePRO form),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
7SDT10,L10 SDT,DESCR,L10 SPOUSE DECREASING TERM,L10 Spouse Decreasing Term,L10 Spouse Decreasing Term,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,ALIGNED,NONE,CONFIRMED
7SDT10,L10 SDT,PLANNAME,L10 SPOUSE DECREASING TERM,L10 Spouse Decr Term - L10 OLD,L10 Spouse Decreasing Term,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
L10 SPSWP,L10 SPSWP,PLAN,L10 SPSWP,910SWP,L10 SPSWP,Master_Crosswalk New_Value / COVERAGE_ID direct,LifePRO COVERAGE_ID (legacy passthrough — requires remediation),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
L10 SPSWP,L10 SPSWP,FORM,8139,L10 SPSWP,8139,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number (override LifePRO form),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
L10 SPSWP,L10 SPSWP,DESCR,L10 SPOUSE WP,L10 Spouse WP,L10 Spouse WP,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,ALIGNED,NONE,CONFIRMED
L10 SPSWP,L10 SPSWP,PLANNAME,L10 SPOUSE WP,L10 Spouse WP,L10 Spouse WP,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,ALIGNED,NONE,CONFIRMED
1L10SO,L10 SR OLD,PLAN,1L10SO,,L10 SR OLD,Master_Crosswalk New_Value / COVERAGE_ID direct,Policy Form Crosswalk QL Plan Code,CONFLICT,CROSSWALK_AND_SOURCE_DIVERGENT,BUSINESS_REVIEW
1L10SO,L10 SR OLD,FORM,L10,L10 SR OLD,L10,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number (override LifePRO form),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
1L10SO,L10 SR OLD,DESCR,L10 - LPU95  SR.     PRE 1997,L10 - LPU95  SR.     PRE 1997,L10 - LPU95  SR.     PRE 1997,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,ALIGNED,NONE,CONFIRMED
1L10SO,L10 SR OLD,PLANNAME,L10 - LPU95  SR.     PRE 1997,Whole Life payable to age 95 - Sr,L10 - LPU95  SR.     PRE 1997,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
9WPL10,L10 WP,PLAN,9WPL10,,L10 WP,Master_Crosswalk New_Value / COVERAGE_ID direct,Policy Form Crosswalk QL Plan Code,CONFLICT,CROSSWALK_AND_SOURCE_DIVERGENT,BUSINESS_REVIEW
9WPL10,L10 WP,FORM,8139,L10 WP,8139,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number (override LifePRO form),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
9WPL10,L10 WP,DESCR,L10 WAIVER OF PREMIUM   POST 1997,L10 Waiver of Premium   Post 1997,L10 Waiver of Premium   Post 1997,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,ALIGNED,NONE,CONFIRMED
9WPL10,L10 WP,PLANNAME,L10 WAIVER OF PREMIUM   POST 1997,Waiver of Premium - L10 LP95,L10 Waiver of Premium   Post 1997,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
9CDTWP,L10 WP CDT,PLAN,9CDTWP,,L10 WP CDT,Master_Crosswalk New_Value / COVERAGE_ID direct,Policy Form Crosswalk QL Plan Code,CONFLICT,CROSSWALK_AND_SOURCE_DIVERGENT,BUSINESS_REVIEW
9CDTWP,L10 WP CDT,FORM,8139,L10 WP CDT,8139,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number (override LifePRO form),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
9CDTWP,L10 WP CDT,DESCR,L10 CHILD WP,L10 Child WP,L10 Child WP,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,ALIGNED,NONE,CONFIRMED
9CDTWP,L10 WP CDT,PLANNAME,L10 CHILD WP,Child Waiver of Prem -  L10 LP95,L10 Child WP,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
9OLDWP,L10 WP OLD,PLAN,9OLDWP,,L10 WP OLD,Master_Crosswalk New_Value / COVERAGE_ID direct,Policy Form Crosswalk QL Plan Code,CONFLICT,CROSSWALK_AND_SOURCE_DIVERGENT,BUSINESS_REVIEW
9OLDWP,L10 WP OLD,FORM,8139,L10 WP OLD,8139,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number (override LifePRO form),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
9OLDWP,L10 WP OLD,DESCR,WAIVER OF PREMIUM - L10,Waiver of Premium - L10,Waiver of Premium - L10,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,ALIGNED,NONE,CONFIRMED
9OLDWP,L10 WP OLD,PLANNAME,WAIVER OF PREMIUM - L10,Waiver of Premium - L10 OLD,Waiver of Premium - L10,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
L10 WP SRN,L10 WP SRN,PLAN,L10 WP SRN,910RWP,L10 WP SRN,Master_Crosswalk New_Value / COVERAGE_ID direct,LifePRO COVERAGE_ID (legacy passthrough — requires remediation),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
L10 WP SRN,L10 WP SRN,FORM,8139,L10 WP SRN,8139,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number (override LifePRO form),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
L10 WP SRN,L10 WP SRN,DESCR,L10 WAIVER OF PREMIUM   POST 1997,L10 Waiver of Premium   Post 1997,L10 Waiver of Premium   Post 1997,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,ALIGNED,NONE,CONFIRMED
L10 WP SRN,L10 WP SRN,PLANNAME,L10 WAIVER OF PREMIUM   POST 1997,L10 Waiver of Premium   Post 1997,L10 Waiver of Premium   Post 1997,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,ALIGNED,NONE,CONFIRMED
1L14SC,L14,PLAN,1L14SC,,L14,Master_Crosswalk New_Value / COVERAGE_ID direct,Policy Form Crosswalk QL Plan Code,CONFLICT,CROSSWALK_AND_SOURCE_DIVERGENT,BUSINESS_REVIEW
1L14SC,L14,FORM,L14,L14,L14,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number,ALIGNED,NONE,CONFIRMED
1L14SC,L14,DESCR,WHOLE LIFE,Whole Life,Whole Life,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,ALIGNED,NONE,CONFIRMED
1L14SC,L14,PLANNAME,WHOLE LIFE,SecureChoice Life: Graded DB WL,Whole Life,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
9ADB15,L15 ADB,PLAN,9ADB15,,L15 ADB,Master_Crosswalk New_Value / COVERAGE_ID direct,Policy Form Crosswalk QL Plan Code,CONFLICT,CROSSWALK_AND_SOURCE_DIVERGENT,BUSINESS_REVIEW
9ADB15,L15 ADB,FORM,L15 INHER,L15 ADB,L15 INHER,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number (override LifePRO form),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
9ADB15,L15 ADB,DESCR,INHERENT ACCIDENTAL DEATH (3 YR) FOR L15,Inherent Accidental Death (3 yr) for L15,Inherent Accidental Death (3 yr) for L15,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,ALIGNED,NONE,CONFIRMED
9ADB15,L15 ADB,PLANNAME,INHERENT ACCIDENTAL DEATH (3 YR) FOR L15,Inherent Accidental Death (3 yr) for L15,Inherent Accidental Death (3 yr) for L15,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,ALIGNED,NONE,CONFIRMED
10L171,L17 1,PLAN,10L171,,L17 1,Master_Crosswalk New_Value / COVERAGE_ID direct,Policy Form Crosswalk QL Plan Code,CONFLICT,CROSSWALK_AND_SOURCE_DIVERGENT,BUSINESS_REVIEW
10L171,L17 1,FORM,L17,L17 1,L17,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number (override LifePRO form),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
10L171,L17 1,DESCR,SINGLE PREMIUM WHOLE LIFE,Single Premium Whole Life,Single Premium Whole Life,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,ALIGNED,NONE,CONFIRMED
10L171,L17 1,PLANNAME,SINGLE PREMIUM WHOLE LIFE,Single Premium WL - L17,Single Premium Whole Life,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
117JPO,L17 1 JPO,PLAN,117JPO,,L17 1 JPO,Master_Crosswalk New_Value / COVERAGE_ID direct,Policy Form Crosswalk QL Plan Code,CONFLICT,CROSSWALK_AND_SOURCE_DIVERGENT,BUSINESS_REVIEW
117JPO,L17 1 JPO,FORM,L17,L17 1 JPO,L17,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number (override LifePRO form),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
117JPO,L17 1 JPO,DESCR,SINGLE PREMIUM WHOLE LIFE,L17 Juvenile Purchase Option,Single Premium Whole Life,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
117JPO,L17 1 JPO,PLANNAME,SINGLE PREMIUM WHOLE LIFE,Juvenile Purchase Option - L17,Single Premium Whole Life,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
10L172,L17 2+,PLAN,10L172,,L17 2+,Master_Crosswalk New_Value / COVERAGE_ID direct,Policy Form Crosswalk QL Plan Code,CONFLICT,CROSSWALK_AND_SOURCE_DIVERGENT,BUSINESS_REVIEW
10L172,L17 2+,FORM,L17,L17 2+,L17,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number (override LifePRO form),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
10L172,L17 2+,DESCR,SINGLE PREMIUM WHOLE LIFE,Single Premium Whole Life,Single Premium Whole Life,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,ALIGNED,NONE,CONFIRMED
10L172,L17 2+,PLANNAME,SINGLE PREMIUM WHOLE LIFE,Single Premium WL - L17,Single Premium Whole Life,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
17MJPO,L17 2+ JPO,PLAN,17MJPO,,L17 2+ JPO,Master_Crosswalk New_Value / COVERAGE_ID direct,Policy Form Crosswalk QL Plan Code,CONFLICT,CROSSWALK_AND_SOURCE_DIVERGENT,BUSINESS_REVIEW
17MJPO,L17 2+ JPO,FORM,L17,L17 2+ JPO,L17,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number (override LifePRO form),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
17MJPO,L17 2+ JPO,DESCR,SINGLE PREMIUM WHOLE LIFE,L17 Multi Juvenile Purchase Option,Single Premium Whole Life,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
17MJPO,L17 2+ JPO,PLANNAME,SINGLE PREMIUM WHOLE LIFE,Multi Juvenile Purchase Option - L17,Single Premium Whole Life,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
9SLADB,SAL ADB,PLAN,9SLADB,,SAL ADB,Master_Crosswalk New_Value / COVERAGE_ID direct,Policy Form Crosswalk QL Plan Code,CONFLICT,CROSSWALK_AND_SOURCE_DIVERGENT,BUSINESS_REVIEW
9SLADB,SAL ADB,FORM,SAL ADB,SAL ADB,SAL ADB,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number,ALIGNED,NONE,CONFIRMED
9SLADB,SAL ADB,DESCR,SAL ACCIDENTAL DEATH BENEFIT,SAL Accidental Death Benefit,SAL Accidental Death Benefit,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,ALIGNED,NONE,CONFIRMED
9SLADB,SAL ADB,PLANNAME,SAL ACCIDENTAL DEATH BENEFIT,Accidental Death Benefit - SAL ML,SAL Accidental Death Benefit,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
1SALML,SAL ML,PLAN,1SALML,,SAL ML,Master_Crosswalk New_Value / COVERAGE_ID direct,Policy Form Crosswalk QL Plan Code,CONFLICT,CROSSWALK_AND_SOURCE_DIVERGENT,BUSINESS_REVIEW
1SALML,SAL ML,FORM,SAL ML,SAL ML,SAL ML,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number,ALIGNED,NONE,CONFIRMED
1SALML,SAL ML,DESCR,MODIFIED LIFE,Modified Life,Modified Life,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,ALIGNED,NONE,CONFIRMED
1SALML,SAL ML,PLANNAME,MODIFIED LIFE,Standard American Modified Life,Modified Life,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
1SALMI,SAL MULTPL,PLAN,1SALMI,,SAL MULTPL,Master_Crosswalk New_Value / COVERAGE_ID direct,Policy Form Crosswalk QL Plan Code,CONFLICT,CROSSWALK_AND_SOURCE_DIVERGENT,BUSINESS_REVIEW
1SALMI,SAL MULTPL,FORM,SAL ML,SAL MULTPL,SAL ML,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number (override LifePRO form),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
1SALMI,SAL MULTPL,DESCR,MULTIPLE INSUREDS SAL MODIFIED LIFE,Multiple Insureds SAL Modified Life,Multiple Insureds SAL Modified Life,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,ALIGNED,NONE,CONFIRMED
1SALMI,SAL MULTPL,PLANNAME,MULTIPLE INSUREDS SAL MODIFIED LIFE,Multiple Insureds - SAL ML,Multiple Insureds SAL Modified Life,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
1SALOL,SAL OL,PLAN,1SALOL,,SAL OL,Master_Crosswalk New_Value / COVERAGE_ID direct,Policy Form Crosswalk QL Plan Code,CONFLICT,CROSSWALK_AND_SOURCE_DIVERGENT,BUSINESS_REVIEW
1SALOL,SAL OL,FORM,,SAL OL,,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number (override LifePRO form),CONFLICT,CROSSWALK_AND_SOURCE_DIVERGENT,BUSINESS_REVIEW
1SALOL,SAL OL,DESCR,ORDINARY WHOLE LIFE,Ordinary Whole Life,Ordinary Whole Life,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,ALIGNED,NONE,CONFIRMED
1SALOL,SAL OL,PLANNAME,ORDINARY WHOLE LIFE,Standard American Ordinary Life,Ordinary Whole Life,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
WP 646,WP 646,PLAN,WP 646,9WP646,WP 646,Master_Crosswalk New_Value / COVERAGE_ID direct,LifePRO COVERAGE_ID (legacy passthrough — requires remediation),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
WP 646,WP 646,FORM,0823,WP 646,0823,LifePRO POLICY_FORM_NUM via rulebook,Policy Form Crosswalk QL Form Number (override LifePRO form),SOURCE_ALIGNED,CROSSWALK_DIVERGENT,BUSINESS_REVIEW
WP 646,WP 646,DESCR,WAIVER OF PREMIUM,Waiver of Premium,Waiver of Premium,LifePRO DESCRIPTION via rulebook,Policy Form Crosswalk QL Plan Description,ALIGNED,NONE,CONFIRMED
WP 646,WP 646,PLANNAME,WAIVER OF PREMIUM,Waiver of Premium,Waiver of Premium,LifePRO DESCRIPTION duplicated as PLANNAME,Policy Form Crosswalk QL Friendly Name,ALIGNED,NONE,CONFIRMED
,DISCHO247C,PLAN,,9DS24C,DISCHO247C,NOT_EMITTED,Policy Form Crosswalk QL Plan Code,UNMAPPED,SOURCE_NOT_IN_OUTPUT,HOLD_UNMAPPED_PLAN
