PLAN,TYPE_CODE,AGE,DURATION,VALUE,TARGET_TABLE,TARGET_FIELD,FIELD_CAPACITY,OVERFLOW_AMOUNT
2665ST,DB,18,16,19050.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,17,19050.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,18,19050.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,19,19050.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,20,19050.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,21,19050.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,22,19050.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,23,19050.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,24,19050.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,25,19050.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,26,19050.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,27,19050.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,28,19050.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,29,19050.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,30,19050.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,31,19050.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,32,19050.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,33,19050.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,34,19050.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,35,19050.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,36,19050.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,19,1,18540.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,2,18540.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,3,18540.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,4,18540.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,5,18540.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,6,18540.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,7,18540.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,8,18540.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,9,18540.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,10,18540.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,11,18540.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,12,18540.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,13,18540.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,14,18540.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,15,18540.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,16,18540.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,17,18540.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,18,18540.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,19,18540.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,20,18540.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,21,18540.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,22,18540.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,23,18540.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,24,18540.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,25,18540.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,26,18540.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,27,18540.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,28,18540.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,29,18540.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,30,18540.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,31,18540.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,32,18540.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,33,18540.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,34,18540.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,19,35,18540.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8540.01
2665ST,DB,20,1,18060.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,2,18060.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,3,18060.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,4,18060.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,5,18060.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,6,18060.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,7,18060.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,8,18060.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,9,18060.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,10,18060.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,11,18060.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,12,18060.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,13,18060.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,14,18060.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,15,18060.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,16,18060.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,17,18060.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,18,18060.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,19,18060.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,20,18060.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,21,18060.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,22,18060.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,23,18060.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,24,18060.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,25,18060.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,26,18060.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,27,18060.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,28,18060.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,29,18060.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,30,18060.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,31,18060.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,32,18060.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,33,18060.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,20,34,18060.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8060.01
2665ST,DB,21,1,17574.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,2,17574.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,3,17574.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,4,17574.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,5,17574.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,6,17574.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,7,17574.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,8,17574.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,9,17574.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,10,17574.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,11,17574.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,12,17574.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,13,17574.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,14,17574.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,15,17574.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,16,17574.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,17,17574.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,18,17574.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,19,17574.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,20,17574.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,21,17574.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,22,17574.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,23,17574.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,24,17574.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,25,17574.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,26,17574.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,27,17574.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,28,17574.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,29,17574.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,30,17574.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,31,17574.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,32,17574.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,21,33,17574.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7574.01
2665ST,DB,22,1,17094.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,2,17094.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,3,17094.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,4,17094.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,5,17094.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,6,17094.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,7,17094.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,8,17094.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,9,17094.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,10,17094.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,11,17094.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,12,17094.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,13,17094.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,14,17094.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,15,17094.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,16,17094.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,17,17094.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,18,17094.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,19,17094.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,20,17094.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,21,17094.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,22,17094.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,23,17094.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,24,17094.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,25,17094.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,26,17094.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,27,17094.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,28,17094.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,29,17094.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,30,17094.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,31,17094.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,22,32,17094.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7094.01
2665ST,DB,23,1,16626.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,2,16626.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,3,16626.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,4,16626.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,5,16626.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,6,16626.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,7,16626.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,8,16626.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,9,16626.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,10,16626.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,11,16626.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,12,16626.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,13,16626.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,14,16626.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,15,16626.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,16,16626.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,17,16626.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,18,16626.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,19,16626.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,20,16626.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,21,16626.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,22,16626.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,23,16626.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,24,16626.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,25,16626.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,26,16626.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,27,16626.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,28,16626.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,29,16626.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,30,16626.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,23,31,16626.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6626.01
2665ST,DB,24,1,16152.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,2,16152.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,3,16152.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,4,16152.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,5,16152.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,6,16152.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,7,16152.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,8,16152.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,9,16152.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,10,16152.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,11,16152.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,12,16152.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,13,16152.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,14,16152.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,15,16152.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
